step,split,ce,top1,cell_err_m,pose_nll,pose_err_m,n,sec,vce_m,vce_pose_m,fine_epe_px,fine_epe_in_px
277,train,7.0399,0.0001,17.47,7.2415,15.32,7687,212.4,14.399,14.383,nan,nan
278,train,5.6179,0.0043,12.96,5.4590,13.99,8402,213.1,8.916,8.896,nan,nan
279,train,6.2796,0.0038,14.01,6.4348,11.44,8166,213.9,13.854,13.790,nan,nan
280,train,5.9080,0.0007,12.45,5.5407,12.30,10042,214.6,10.579,10.574,nan,nan
281,train,5.6078,0.0075,9.33,5.3519,7.50,9081,215.4,7.740,7.714,nan,nan
282,train,6.6639,0.0005,17.83,6.7356,19.73,7821,216.1,17.663,17.660,nan,nan
283,train,6.4815,0.0006,14.73,6.2606,11.47,9543,216.9,14.501,14.480,nan,nan
284,train,5.7061,0.0009,13.10,5.5705,13.06,7529,217.6,12.448,12.446,nan,nan
285,train,5.7483,0.0014,13.21,5.6001,13.15,9466,218.3,13.372,13.325,nan,nan
286,train,5.9207,0.0013,14.90,5.7179,14.88,8311,219.1,11.025,10.983,nan,nan
287,train,5.7154,0.0898,7.76,5.5303,6.10,9303,219.8,5.241,4.359,nan,nan
288,train,6.2386,0.0008,13.68,6.0735,12.91,8679,220.6,10.797,10.792,nan,nan
289,train,6.2022,0.0042,13.21,5.7660,12.26,8628,221.3,12.856,12.793,nan,nan
290,train,6.2285,0.0005,14.01,6.0845,12.19,9194,222.1,11.442,11.437,nan,nan
291,train,7.2444,0.0005,21.77,6.8741,24.31,7576,222.8,19.731,19.724,nan,nan
292,train,7.0535,0.0001,20.09,6.9112,20.19,11389,223.6,15.168,15.111,nan,nan
293,train,6.6279,0.0003,14.89,6.4757,14.43,9132,224.3,13.101,13.100,nan,nan
294,train,6.6588,0.0001,21.81,6.1396,19.70,9353,225.1,18.290,18.256,nan,nan
295,train,6.9195,0.0002,18.42,6.7592,16.34,8119,225.8,13.564,13.540,nan,nan
296,train,5.7948,0.0012,11.98,5.6798,9.83,9357,226.6,8.894,8.857,nan,nan
297,train,5.9907,0.0033,12.76,5.7872,10.84,7642,227.3,9.147,9.086,nan,nan
298,train,6.3229,0.0001,17.59,6.1780,14.93,9196,228.1,15.060,15.059,nan,nan
299,train,7.1370,0.0001,26.72,6.6964,27.18,8526,228.8,21.622,21.614,nan,nan
300,train,6.5353,0.0006,16.96,6.1931,14.05,11118,229.6,13.530,13.503,nan,nan
301,train,5.4656,0.0094,9.17,5.2987,9.93,10329,230.3,5.513,5.461,nan,nan
302,train,6.3143,0.0009,17.33,6.0355,15.87,9530,231.1,15.422,15.399,nan,nan
303,train,6.9026,0.0002,22.33,6.7357,20.04,10082,231.8,19.713,19.709,nan,nan
304,train,5.3951,0.0059,9.55,5.1691,10.12,8362,232.6,7.244,7.204,nan,nan
305,train,6.5499,0.0004,17.08,6.4584,18.37,8274,233.3,17.019,17.013,nan,nan
306,train,6.0735,0.0039,10.47,6.0322,9.10,10383,234.1,9.544,9.448,nan,nan
307,train,5.6717,0.0096,10.92,5.6081,10.37,10045,234.8,12.259,12.239,nan,nan
308,train,6.9381,0.0000,20.63,6.8306,21.54,10498,235.6,20.597,20.556,nan,nan
309,train,6.9659,0.0002,18.60,6.7270,17.11,8799,236.3,19.212,19.151,nan,nan
310,train,5.5534,0.0013,10.51,5.6005,10.23,9215,237.0,8.219,8.151,nan,nan
311,train,5.9286,0.0014,12.76,5.6506,10.85,7680,237.8,13.485,13.478,nan,nan
312,train,6.5951,0.0004,18.05,6.4664,13.89,8565,238.5,16.275,16.256,nan,nan
313,train,6.0923,0.0005,17.92,6.0014,20.64,10053,239.3,17.343,17.341,nan,nan
314,train,6.4928,0.0002,16.40,6.3098,16.95,9029,240.0,14.942,14.901,nan,nan
315,train,5.7535,0.0013,12.79,5.4559,13.72,10130,240.8,10.149,10.148,nan,nan
316,train,6.5657,0.0003,11.84,6.3491,12.17,7086,241.5,12.273,12.155,nan,nan
317,train,5.2340,0.0137,7.91,5.0024,7.25,7233,242.3,5.594,5.481,nan,nan
318,train,6.1329,0.0021,12.39,5.8009,10.84,9520,243.0,10.821,10.565,nan,nan
319,train,6.6581,0.0001,15.09,6.6006,14.71,7649,243.8,13.082,13.024,nan,nan
320,train,7.1837,0.0001,19.68,6.8936,19.69,8127,244.5,18.740,18.707,nan,nan
321,train,5.8018,0.0025,12.05,5.3090,12.18,7607,245.3,8.701,8.642,nan,nan
322,train,6.3033,0.0018,12.31,6.2479,11.33,12528,246.0,11.510,11.413,nan,nan
323,train,6.8206,0.0003,18.46,6.4343,18.46,7595,246.8,17.704,17.670,nan,nan
324,train,6.6134,0.0001,14.80,6.3415,13.07,8801,247.5,14.887,14.878,nan,nan
325,train,6.3350,0.0004,16.67,6.1388,16.52,10640,248.3,14.283,14.248,nan,nan
326,train,6.6397,0.0006,18.31,6.3236,16.66,9663,249.0,15.392,15.387,nan,nan
327,train,7.4048,0.0000,20.24,7.1560,17.84,10263,249.8,19.824,19.798,nan,nan
328,train,5.8871,0.0015,11.66,5.7096,12.16,10649,250.5,10.318,10.282,nan,nan
329,train,5.4910,0.0079,10.91,5.1813,4.16,9527,251.3,8.910,8.879,nan,nan
330,train,5.9405,0.0010,12.84,5.7307,11.41,7727,252.0,9.769,9.670,nan,nan
331,train,6.8037,0.0004,18.40,6.6055,18.43,10073,252.8,17.754,17.751,nan,nan
332,train,6.7622,0.0001,19.04,6.3670,19.00,8443,253.5,17.510,17.505,nan,nan
333,train,6.2309,0.0276,14.98,5.9577,14.30,9260,254.3,13.273,13.263,nan,nan
334,train,5.7980,0.0048,14.93,5.5500,14.31,8153,255.0,12.951,12.817,nan,nan
335,train,5.4957,0.0000,8.63,5.0609,6.71,9571,255.7,5.578,5.530,nan,nan
336,train,5.7585,0.0156,13.15,5.3925,11.30,8465,256.5,10.110,10.103,nan,nan
337,train,6.5163,0.0000,18.80,6.0255,18.39,8854,257.2,15.562,15.554,nan,nan
338,train,5.8673,0.0006,12.39,5.7441,12.21,7763,258.0,11.265,11.165,nan,nan
339,train,6.6429,0.0042,14.90,6.6947,14.81,9437,258.7,15.217,15.211,nan,nan
340,train,5.7546,0.0026,10.37,5.4143,12.00,9906,259.5,10.745,10.619,nan,nan
341,train,5.7713,0.0029,10.92,5.4696,9.69,7992,260.2,8.972,8.959,nan,nan
342,train,6.2124,0.0074,16.04,5.9508,16.29,8726,261.0,14.281,14.279,nan,nan
343,train,5.6482,0.0108,11.51,5.5787,9.25,12544,261.7,11.671,11.628,nan,nan
344,train,5.9032,0.0008,13.13,5.5047,8.49,9046,262.5,11.358,11.355,nan,nan
345,train,6.2342,0.0007,11.79,6.1143,9.47,7417,263.2,12.211,12.199,nan,nan
346,train,6.0670,0.0010,12.05,5.8732,11.08,9831,264.0,11.667,11.662,nan,nan
347,train,5.5183,0.0152,10.33,5.3255,12.37,9745,264.7,8.318,8.287,nan,nan
348,train,5.8844,0.0018,15.12,5.6185,15.00,10001,265.5,13.598,13.597,nan,nan
349,train,5.5591,0.0191,9.29,5.1376,8.32,9355,266.2,7.707,7.682,nan,nan
350,train,6.8257,0.0003,17.69,6.6735,14.32,9458,267.0,16.472,16.447,nan,nan
351,train,5.5871,0.0008,7.20,5.4966,5.40,8362,267.7,7.963,7.956,nan,nan
352,train,5.8633,0.0001,13.45,5.5354,12.21,8718,268.5,11.198,11.166,nan,nan
353,train,6.5605,0.0000,14.85,6.5571,13.54,7936,269.2,13.694,13.681,nan,nan
354,train,6.4528,0.0000,15.69,6.3372,15.70,9940,270.0,16.033,16.030,nan,nan
355,train,5.8992,0.0061,12.70,5.6508,13.89,8080,270.7,10.185,10.162,nan,nan
356,train,5.2843,0.0241,7.36,4.8134,2.00,8385,271.4,6.617,6.602,nan,nan
357,train,6.3785,0.0001,15.58,6.2618,16.20,7914,272.2,13.527,13.511,nan,nan
358,train,6.3170,0.0009,14.16,6.1501,11.18,7690,272.9,12.331,12.319,nan,nan
359,train,6.5840,0.0080,14.64,6.4162,14.42,9371,273.7,12.875,12.865,nan,nan
360,train,6.0840,0.0004,16.68,5.7531,18.36,7105,274.4,13.818,13.798,nan,nan
361,train,5.7356,0.0051,10.68,5.5939,10.12,8942,275.2,8.883,8.873,nan,nan
362,train,6.0341,0.0006,14.33,5.6609,15.07,8301,275.9,12.426,12.420,nan,nan
363,train,5.8320,0.0014,13.95,5.5845,14.12,7748,276.7,12.503,12.471,nan,nan
364,train,6.0889,0.0002,13.76,5.9198,14.15,12123,277.4,11.523,11.516,nan,nan
365,train,5.4676,0.0126,9.38,5.2276,6.10,7615,278.2,8.313,8.187,nan,nan
366,train,6.3752,0.0005,17.35,6.0048,13.69,8016,278.9,15.525,15.522,nan,nan
367,train,6.4854,0.0005,13.19,6.3821,13.25,7927,279.7,11.477,11.472,nan,nan
368,train,5.5807,0.0051,11.72,5.3647,10.05,7906,280.4,7.244,7.226,nan,nan
369,train,6.0821,0.0001,16.01,5.8402,16.29,10048,281.2,11.299,11.271,nan,nan
370,train,5.6992,0.0098,10.62,5.3032,7.74,8027,281.9,9.998,9.992,nan,nan
371,train,5.6865,0.0084,10.17,5.5364,7.83,8358,282.7,12.456,12.384,nan,nan
372,train,6.5684,0.0000,22.30,6.1745,22.67,9203,283.4,20.206,20.187,nan,nan
373,train,6.1022,0.0087,17.76,5.8394,19.77,7584,284.1,13.037,13.030,nan,nan
374,train,6.3130,0.0002,21.29,6.0523,25.86,9934,284.9,18.314,18.311,nan,nan
375,train,6.4993,0.0019,13.59,6.4542,11.43,8044,285.6,12.694,12.683,nan,nan
376,train,6.4600,0.0001,19.96,6.3037,22.00,7546,286.4,16.427,16.417,nan,nan
377,train,5.9209,0.0012,12.02,5.7686,13.36,7444,287.1,7.783,7.770,nan,nan
378,train,6.0891,0.0068,11.65,5.9241,10.30,7844,287.9,11.581,11.508,nan,nan
379,train,5.4082,0.1205,9.71,5.2373,7.28,7919,288.6,9.470,9.423,nan,nan
380,train,6.7279,0.0011,18.02,6.7408,18.40,10332,289.4,15.838,15.826,nan,nan
381,train,6.0592,0.0012,14.99,5.9454,13.83,10556,290.1,11.669,11.624,nan,nan
382,train,5.9643,0.0003,16.70,5.8718,19.83,9680,290.9,12.555,12.529,nan,nan
383,train,6.1485,0.0036,17.73,5.7973,17.01,8674,291.6,10.289,10.215,nan,nan
384,train,5.7903,0.0090,10.09,5.1903,6.32,9582,292.4,9.504,9.477,nan,nan
385,train,6.7603,0.0002,26.06,6.7656,29.86,8787,293.1,20.024,20.008,nan,nan
386,train,5.9705,0.0002,14.32,5.8725,11.49,8433,293.9,9.391,9.386,nan,nan
387,train,6.0164,0.0004,18.00,5.9163,16.29,8343,294.6,13.075,13.069,nan,nan
388,train,5.4250,0.0398,9.14,5.2265,2.41,8472,295.4,11.249,11.218,nan,nan
389,train,6.9951,0.0011,16.63,6.8652,15.64,8132,296.1,16.957,16.908,nan,nan
390,train,6.5537,0.0005,18.44,6.2786,18.00,8182,296.8,14.998,14.972,nan,nan
391,train,5.9603,0.0004,13.90,5.7625,11.47,10334,297.6,10.045,9.965,nan,nan
392,train,5.8091,0.0051,18.67,5.7332,21.34,7902,298.3,13.753,13.748,nan,nan
393,train,6.0598,0.0020,17.29,5.7063,18.99,8876,299.1,12.662,12.637,nan,nan
394,train,6.1366,0.0006,15.16,5.6327,13.60,8161,299.8,13.659,13.577,nan,nan
395,train,5.8020,0.0015,16.35,5.7895,14.40,8223,300.6,12.195,12.179,nan,nan
396,train,5.4498,0.0059,10.25,5.3879,11.29,10341,301.3,8.797,8.785,nan,nan
397,train,6.0992,0.0009,19.84,5.8407,16.84,6837,302.1,16.244,16.234,nan,nan
398,train,5.7475,0.0138,15.83,5.4960,14.40,8124,302.8,12.810,12.781,nan,nan
399,train,5.3372,0.0079,11.70,5.1446,11.08,8957,303.6,4.482,4.332,nan,nan
400,train,5.7623,0.0033,12.62,5.4535,14.17,7860,304.3,12.227,12.226,nan,nan
401,train,5.9057,0.0044,18.76,5.8177,21.26,7105,305.1,14.104,14.086,nan,nan
402,train,5.5516,0.0096,9.51,5.2390,4.41,9106,305.8,7.578,7.570,nan,nan
403,train,5.7559,0.0029,17.31,5.6937,15.29,7867,306.6,13.578,13.553,nan,nan
404,train,5.5940,0.0149,13.41,5.0856,10.06,8065,307.3,12.782,12.766,nan,nan
405,train,6.0987,0.0008,18.77,5.8958,19.00,7787,308.1,15.634,15.625,nan,nan
406,train,5.4287,0.0097,8.77,5.1089,3.65,9915,308.8,8.658,8.612,nan,nan
407,train,6.9404,0.0018,19.63,6.8627,20.85,10089,309.6,19.044,19.015,nan,nan
408,train,7.1887,0.0031,23.18,6.6529,20.30,9575,310.3,15.910,15.909,nan,nan
409,train,5.8532,0.0121,9.09,5.4119,3.41,9117,311.0,8.317,8.314,nan,nan
410,train,5.4516,0.0680,8.66,5.0714,6.00,7851,311.8,7.217,7.198,nan,nan
411,train,6.5653,0.0000,21.84,6.2742,21.59,8357,312.5,19.335,19.326,nan,nan
412,train,6.9720,0.0008,18.90,6.6955,18.64,12499,313.3,19.017,18.997,nan,nan
413,train,6.9367,0.0004,19.30,6.6980,15.87,7650,314.0,17.983,17.973,nan,nan
414,train,5.4521,0.0160,8.68,5.3785,8.99,8261,314.8,7.134,7.128,nan,nan
415,train,5.8711,0.0056,14.16,5.7664,17.04,7539,315.5,11.995,11.992,nan,nan
416,train,6.3197,0.0004,23.92,6.2902,26.06,9248,316.3,16.687,16.664,nan,nan
417,train,5.9395,0.0022,12.82,5.8806,16.27,10188,317.0,11.706,11.704,nan,nan
418,train,6.3072,0.0002,18.12,6.0369,17.50,8626,317.8,16.253,16.234,nan,nan
419,train,6.0834,0.0029,16.72,5.7722,13.60,8510,318.5,12.729,12.704,nan,nan
420,train,6.4969,0.0001,20.06,6.2133,21.11,9559,319.3,17.687,17.684,nan,nan
421,train,5.9761,0.0215,18.16,5.5289,16.20,8031,320.0,15.007,14.935,nan,nan
422,train,6.2809,0.0010,14.01,6.2370,10.63,7755,320.8,11.309,11.260,nan,nan
423,train,6.0278,0.0003,17.08,5.9251,19.02,9189,321.5,12.386,12.384,nan,nan
424,train,6.2947,0.0015,15.51,5.8709,13.40,9354,322.3,12.794,12.771,nan,nan
425,train,5.8312,0.0007,15.14,5.7170,18.43,9714,323.0,7.118,7.081,nan,nan
426,train,6.3185,0.0054,20.64,5.8774,26.04,8329,323.8,17.250,17.229,nan,nan
427,train,5.7638,0.0013,12.74,5.6792,12.41,7532,324.5,7.748,7.726,nan,nan
428,train,5.8826,0.0021,14.68,5.8114,15.24,9043,325.3,8.977,8.825,nan,nan
429,train,5.8737,0.0041,11.59,5.6582,12.79,8057,326.0,8.703,8.693,nan,nan
430,train,6.4661,0.0003,18.36,6.1103,14.90,9243,326.8,16.261,16.225,nan,nan
431,train,6.3673,0.0001,19.06,6.3357,22.58,8558,327.5,15.419,15.419,nan,nan
432,train,6.1613,0.0050,23.09,5.7875,25.46,7813,328.2,16.429,16.418,nan,nan
433,train,5.8658,0.0570,13.29,5.6216,5.47,8020,329.0,16.031,15.990,nan,nan
434,train,6.1424,0.0003,15.24,6.1244,16.62,8939,329.7,9.846,9.806,nan,nan
435,train,5.5981,0.0080,12.81,5.3395,14.05,8898,330.5,9.661,9.620,nan,nan
436,train,6.7062,0.0001,20.70,6.6414,20.25,7697,331.2,16.578,16.553,nan,nan
437,train,5.5919,0.0254,8.97,5.3955,10.49,7785,332.0,10.224,10.169,nan,nan
438,train,6.4329,0.0011,16.28,6.4746,16.29,9687,332.7,15.570,15.568,nan,nan
439,train,6.7897,0.0011,18.74,6.4494,15.64,10221,333.5,13.405,13.380,nan,nan
440,train,5.1578,0.1181,7.39,4.5517,8.00,8447,334.2,6.547,6.543,nan,nan
441,train,5.8106,0.0033,11.20,5.4996,7.50,9431,335.0,7.816,7.760,nan,nan
442,train,5.6726,0.0271,9.44,5.2432,6.43,9409,335.7,10.825,10.816,nan,nan
443,train,5.2901,0.0069,7.89,5.1698,5.06,9275,336.5,3.314,3.299,nan,nan
444,train,6.2751,0.0173,18.73,5.9437,15.79,11097,337.2,12.825,12.797,nan,nan
445,train,5.8542,0.0026,16.69,5.5220,17.40,8193,338.0,14.759,14.753,nan,nan
446,train,5.6580,0.0046,11.73,5.4869,13.10,11216,338.7,7.814,7.798,nan,nan
447,train,5.7870,0.0019,11.18,5.8025,11.52,8265,339.5,5.861,5.840,nan,nan
448,train,6.3825,0.0067,14.71,6.2866,13.80,8260,340.2,14.713,14.706,nan,nan
449,train,5.7204,0.0125,15.89,5.5062,17.72,9312,341.0,11.112,11.076,nan,nan
450,train,5.4071,0.0029,7.72,5.1332,6.00,9106,341.7,6.488,6.465,nan,nan
451,train,5.5684,0.0126,9.24,5.5857,8.08,8509,342.5,8.710,8.707,nan,nan
452,train,6.2956,0.0000,15.73,6.1211,16.77,9511,343.2,12.636,12.619,nan,nan
453,train,6.9015,0.0000,19.48,6.7191,16.50,8143,344.0,17.937,17.923,nan,nan
454,train,5.5889,0.0059,9.16,5.2668,5.84,9415,344.7,6.589,6.581,nan,nan
455,train,6.3734,0.0000,16.94,6.2861,18.33,8630,345.5,15.035,15.025,nan,nan
456,train,6.2256,0.0022,12.42,6.1135,11.32,10828,346.2,10.552,10.540,nan,nan
457,train,5.7823,0.0214,11.54,5.5427,10.28,8371,347.0,8.890,8.762,nan,nan
458,train,6.1071,0.0251,18.26,5.6462,18.11,9477,347.7,14.327,14.320,nan,nan
459,train,6.0739,0.0001,14.42,5.8281,12.60,8265,348.5,13.298,13.292,nan,nan
460,train,6.0812,0.0001,19.46,5.9185,21.32,9363,349.2,16.253,16.200,nan,nan
461,train,5.7161,0.0437,9.72,5.3684,7.24,10048,350.0,9.307,9.298,nan,nan
462,train,6.3299,0.0004,15.88,6.0620,15.39,8915,350.7,15.444,15.431,nan,nan
463,train,5.7782,0.0006,11.99,5.5512,12.17,9884,351.5,10.855,10.852,nan,nan
464,train,5.6524,0.0104,11.11,5.3313,12.00,10501,352.2,12.409,12.390,nan,nan
465,train,5.7431,0.0020,19.20,5.4370,21.22,9209,353.0,13.063,13.040,nan,nan
466,train,5.5668,0.0019,10.89,5.2961,12.54,8282,353.7,7.404,7.373,nan,nan
467,train,6.5634,0.0021,19.33,6.5168,19.00,8550,354.4,14.281,14.280,nan,nan
468,train,5.8317,0.0216,10.23,5.4534,7.32,9978,355.2,7.139,7.107,nan,nan
469,train,7.5765,0.0001,27.22,7.2018,28.40,8464,355.9,21.813,21.711,nan,nan
470,train,6.0451,0.0010,16.96,5.8204,15.18,10483,356.7,15.075,15.067,nan,nan
471,train,6.5419,0.0001,19.80,6.3982,23.82,9772,357.4,15.758,15.756,nan,nan
472,train,5.8000,0.0033,11.03,5.6219,9.63,8387,358.2,6.430,6.346,nan,nan
473,train,5.9750,0.0011,17.35,5.6584,15.14,9274,358.9,13.216,13.205,nan,nan
474,train,6.1331,0.0057,19.15,5.7678,16.05,7901,359.7,15.682,15.680,nan,nan
475,train,5.6076,0.0019,11.19,5.5015,13.22,10826,360.4,4.485,4.472,nan,nan
476,train,5.5685,0.0066,11.94,5.3795,11.85,7841,361.2,9.872,9.861,nan,nan
477,train,5.8950,0.0060,13.42,5.7328,13.66,9204,361.9,8.436,8.435,nan,nan
478,train,5.9713,0.0023,17.76,5.4663,13.66,8428,362.7,16.930,16.928,nan,nan
479,train,6.2862,0.0000,19.07,5.9256,18.73,8047,363.4,14.793,14.751,nan,nan
480,train,5.7604,0.0263,13.28,5.7865,16.70,8284,364.2,11.963,11.935,nan,nan
481,train,5.6117,0.0080,12.35,5.2969,12.46,11141,364.9,8.269,8.261,nan,nan
482,train,5.7920,0.0015,14.10,5.1971,9.21,9276,365.7,11.292,11.289,nan,nan
483,train,5.4559,0.0165,8.36,5.2318,4.41,10542,366.4,7.389,7.339,nan,nan
484,train,6.6668,0.0000,20.15,6.4704,21.18,8016,367.2,18.427,18.415,nan,nan
485,train,5.9606,0.0121,11.78,5.3838,7.82,7764,367.9,9.848,9.796,nan,nan
486,train,6.1440,0.0008,15.79,6.0427,16.44,8464,368.6,13.047,13.046,nan,nan
487,train,5.6846,0.0032,9.85,5.5519,8.49,10070,369.4,7.426,7.409,nan,nan
488,train,5.9312,0.0020,12.08,5.5689,7.32,9691,370.1,9.820,9.814,nan,nan
489,train,5.4352,0.0364,13.13,5.2249,11.31,11265,370.9,8.001,7.978,nan,nan
490,train,7.2175,0.0001,24.26,7.0924,26.40,9490,371.6,21.596,21.591,nan,nan
491,train,5.3729,0.0157,7.76,5.2339,4.24,7731,372.4,3.128,3.116,nan,nan
492,train,5.8644,0.0005,20.18,5.6411,22.03,9751,373.1,14.727,14.709,nan,nan
493,train,6.0299,0.0008,13.71,5.9588,13.46,8289,373.9,10.894,10.885,nan,nan
494,train,5.7119,0.0134,13.98,5.3014,15.14,8438,374.6,9.647,9.630,nan,nan
495,train,6.6334,0.0005,22.89,6.2285,23.91,9504,375.4,19.976,19.973,nan,nan
496,train,5.7862,0.0020,9.17,5.6277,5.99,8293,376.1,8.731,8.682,nan,nan
497,train,6.0264,0.0015,15.21,5.7951,15.30,8216,376.9,10.826,10.807,nan,nan
498,train,5.9426,0.0006,12.55,5.7103,13.05,8513,377.6,9.495,9.486,nan,nan
499,train,7.1279,0.0000,22.66,6.9758,18.03,10239,378.4,20.798,20.790,nan,nan
500,train,6.2051,0.0012,19.01,6.0886,22.62,11937,379.1,16.466,16.452,nan,nan
500,val,6.0411,0.0069,14.91,5.8146,13.98,884448,448.6,12.467,12.452,nan,nan
501,train,6.5098,0.0003,16.87,6.2703,15.95,9171,449.8,14.622,14.620,nan,nan
502,train,6.2066,0.0002,19.08,5.9383,16.16,10750,450.6,16.589,16.568,nan,nan
503,train,6.3611,0.0002,20.83,6.1201,22.57,8729,451.3,18.366,18.360,nan,nan
504,train,6.5956,0.0017,17.56,6.1269,15.42,8630,452.1,15.435,15.360,nan,nan
505,train,5.7843,0.0012,11.62,5.6879,10.10,8448,452.8,7.230,7.198,nan,nan
506,train,6.1508,0.0006,17.83,6.2193,20.20,8865,453.6,11.832,11.828,nan,nan
507,train,6.4116,0.0004,19.39,6.0765,21.28,11208,454.3,15.294,15.291,nan,nan
508,train,5.7539,0.0028,16.57,5.4738,15.63,8826,455.0,13.526,13.475,nan,nan
509,train,5.6275,0.0047,16.38,5.2636,15.20,8461,455.8,12.456,12.454,nan,nan
510,train,6.6363,0.0001,19.29,6.2287,19.02,9188,456.5,16.881,16.868,nan,nan
511,train,5.6007,0.0118,10.48,5.4609,10.21,9030,457.3,7.980,7.952,nan,nan
512,train,6.4549,0.0156,18.11,6.0953,19.15,9670,458.0,16.040,15.987,nan,nan
513,train,6.2311,0.0002,18.39,5.8181,18.89,9915,458.8,15.112,15.104,nan,nan
514,train,7.1240,0.0001,21.22,7.1709,17.84,8453,459.5,19.541,19.539,nan,nan
515,train,6.0886,0.0006,11.37,6.0087,10.04,7855,460.3,13.616,13.611,nan,nan
516,train,5.8785,0.0032,9.73,5.9183,8.40,10573,461.0,9.557,9.552,nan,nan
517,train,5.5748,0.0041,10.29,5.3840,9.48,10641,461.8,9.719,9.685,nan,nan
518,train,6.0112,0.0004,14.85,5.7625,17.07,7936,462.5,11.252,11.246,nan,nan
519,train,6.1681,0.0005,16.74,5.9034,20.29,8370,463.3,15.092,15.088,nan,nan
520,train,5.5097,0.0045,12.85,5.3664,10.68,8747,464.0,9.759,9.739,nan,nan
521,train,6.3853,0.0063,20.88,5.9005,24.65,11225,464.8,19.052,19.041,nan,nan
522,train,6.2109,0.0488,11.30,5.9097,11.31,7415,465.5,9.508,9.501,nan,nan
523,train,6.1111,0.0007,16.19,5.5800,18.25,9460,466.3,13.540,13.539,nan,nan
524,train,6.2711,0.0091,17.29,6.1212,13.65,8751,467.0,15.306,15.295,nan,nan
525,train,5.7322,0.0028,16.14,5.3569,15.09,8254,467.8,14.264,14.241,nan,nan
526,train,6.2673,0.0001,15.03,6.2348,13.96,7388,468.5,12.387,12.358,nan,nan
527,train,5.8709,0.0015,16.55,5.5522,16.04,7783,469.3,12.520,12.510,nan,nan
528,train,6.0188,0.0007,13.45,5.9411,11.22,10738,470.0,9.447,9.425,nan,nan
529,train,5.6336,0.0021,12.00,5.3007,9.62,10775,470.8,7.898,7.766,nan,nan
530,train,6.1952,0.0032,17.50,5.8842,18.03,8232,471.5,13.673,13.662,nan,nan
531,train,6.6319,0.0013,19.13,6.4214,17.24,11622,472.3,16.636,16.621,nan,nan
532,train,7.3564,0.0000,20.97,7.1947,19.24,10157,473.0,18.219,18.219,nan,nan
533,train,6.0458,0.0016,13.57,5.9513,11.42,9698,473.8,10.735,10.719,nan,nan
534,train,6.1671,0.0007,14.23,6.0303,12.16,10048,474.5,13.509,13.501,nan,nan
535,train,5.9766,0.0018,12.15,5.7368,12.37,7406,475.3,8.525,8.522,nan,nan
536,train,5.8288,0.0012,16.83,5.5751,19.11,8626,476.0,12.295,12.280,nan,nan
537,train,5.7430,0.0017,11.10,5.5514,10.66,8079,476.8,12.303,12.286,nan,nan
538,train,6.2546,0.0010,13.93,5.9995,15.13,9320,477.5,12.911,12.908,nan,nan
539,train,5.5364,0.0141,10.98,5.0824,7.32,9429,478.3,9.065,9.044,nan,nan
540,train,5.9230,0.0043,11.39,5.9712,13.11,8678,479.0,9.499,9.490,nan,nan
541,train,5.7384,0.0634,13.53,5.6457,15.21,7080,479.7,10.563,10.544,nan,nan
542,train,5.8953,0.0006,15.57,5.7284,15.87,9488,480.5,13.171,13.149,nan,nan
543,train,6.3372,0.0000,17.02,6.0304,15.68,8472,481.2,15.276,15.265,nan,nan
544,train,6.0552,0.0005,16.35,5.8368,17.70,9801,482.0,14.894,14.892,nan,nan
545,train,5.6688,0.0043,9.62,5.5555,6.48,11654,482.7,9.261,9.259,nan,nan
546,train,6.7814,0.0000,22.05,6.4403,26.31,7140,483.5,21.058,21.045,nan,nan
547,train,5.8432,0.0041,12.84,5.7364,13.87,10221,484.2,10.397,10.387,nan,nan
548,train,6.4808,0.0002,19.44,6.3256,20.21,8358,485.0,16.785,16.785,nan,nan
549,train,6.1328,0.0044,15.40,5.7280,12.82,9034,485.7,9.577,9.546,nan,nan
550,train,6.0509,0.0013,10.92,5.9255,9.61,10482,486.5,10.572,10.572,nan,nan
551,train,6.5729,0.0001,23.65,6.3287,20.74,7650,487.2,20.228,20.209,nan,nan
552,train,5.6201,0.0370,13.55,5.2882,12.83,7433,488.0,14.217,14.212,nan,nan
553,train,5.4786,0.0078,9.47,5.1893,8.66,8083,488.7,6.968,6.908,nan,nan
554,train,5.3956,0.0036,9.52,5.0368,8.26,7257,489.5,7.730,7.691,nan,nan
555,train,6.9647,0.0001,21.06,6.6111,25.50,8490,490.2,18.304,18.294,nan,nan
556,train,6.1968,0.0002,16.61,6.2336,16.84,12544,491.0,15.810,15.799,nan,nan
557,train,5.6030,0.0049,14.70,5.3243,9.51,9995,491.7,12.287,12.287,nan,nan
558,train,6.1963,0.0014,16.41,5.9702,16.90,7888,492.5,12.568,12.566,nan,nan
559,train,5.8169,0.0102,16.18,5.6414,16.50,10845,493.2,12.270,12.261,nan,nan
560,train,5.8884,0.0251,12.89,5.6774,9.90,8000,494.0,14.201,14.193,nan,nan
561,train,6.5569,0.0001,23.29,6.4157,23.00,7497,494.7,20.212,20.210,nan,nan
562,train,5.9183,0.0031,13.68,5.7109,16.83,8807,495.5,13.474,13.469,nan,nan
563,train,5.5488,0.0003,12.18,5.3192,13.06,7136,496.2,9.125,9.089,nan,nan
564,train,5.5584,0.0065,10.75,5.3305,10.40,8809,497.0,5.181,5.132,nan,nan
565,train,6.1514,0.0036,11.91,6.1734,16.16,9792,497.7,14.188,14.186,nan,nan
