step,split,loss,acc,cell_err,sec_per_step,gpu_gb
875,train,6.476728916168213,0.0075874640420079235,10.497601346969605,1.197591685976301,4.612695217132568
900,train,6.3666035842895505,0.004347282741218805,11.111769485473634,1.1899146246910095,4.612695217132568
925,train,6.48940450668335,0.00385469950735569,9.520488691329955,1.182486001607534,4.612695217132568
950,train,6.555528526306152,0.005870688632130623,10.184321060180665,1.1756049856386686,4.612695217132568
975,train,6.042896709442139,0.007836399413645268,7.920791044235229,1.1691733049735045,4.612695217132568
1000,train,6.841086235046387,0.006160897687077522,11.859345941543578,1.1674602036476136,4.612695217132568
1000,val,6.8625117129545945,0.0061538459016726565,13.228407491904038,,
1025,train,6.329955005645752,0.011088253445923329,11.433913631439209,1.2092689542072574,4.612695217132568
1050,train,6.257668304443359,0.013943647276610136,10.559295320510865,1.2229701092129661,4.612695217132568
1075,train,6.210131416320801,0.010484632216393947,10.467568855285645,1.2357106055769809,4.612695217132568
1100,train,6.363677444458008,0.0076553013920784,11.334292125701904,1.248236785368486,4.612695217132568
1125,train,6.117213077545166,0.011752841845154762,8.69869915008545,1.2603509063720704,4.612695217132568
1150,train,6.176623325347901,0.008592042587697506,9.392000904083252,1.272420921947645,4.612695217132568
1175,train,6.216638050079346,0.011452314108610154,11.246671361923218,1.2722625994175039,4.612695217132568
1200,train,6.133509769439697,0.009072748385369778,9.561137943267822,1.2649160327514013,4.612695217132568
1225,train,5.746454181671143,0.013507790341973304,7.641125984191895,1.2578109947515994,4.612695217132568
1250,train,6.294281711578369,0.01324212471023202,10.117311925888062,1.251031685066223,4.612695217132568
1250,val,6.7652331781387325,0.009230768786600002,13.006464462280274,,
1275,train,5.989450759887696,0.012253653518855571,10.356215162277222,1.2553731987523098,4.612695217132568
1300,train,6.112909126281738,0.013517892714589834,11.053686237335205,1.2489377883764414,4.612695217132568
1325,train,5.989603691101074,0.019705900736153126,10.35661500930786,1.2427881174267463,4.612695217132568
1350,train,5.888552532196045,0.015591416917741298,9.01800542831421,1.236808904365257,4.612695217132568
1375,train,6.066848335266113,0.010631472431123256,11.1216251373291,1.2311169998862526,4.612695217132568
1400,train,5.9662793922424315,0.020623549818992615,8.813097105026245,1.2255215448992594,4.612695217132568
1425,train,6.026426563262939,0.018023976534605027,9.759793682098389,1.2201478605103075,4.612695217132568
1450,train,5.573136577606201,0.019290551245212555,9.182157278060913,1.2149056278426071,4.612695217132568
1475,train,5.710691013336182,0.019726368337869643,9.64967366218567,1.2099393356452555,4.612695217132568
1500,train,5.968732948303223,0.018410698771476747,10.564866933822632,1.205053448677063,4.612695217132568
1500,val,6.726732861078703,0.00461538444344814,12.810748061766992,,
1525,train,6.252421131134033,0.010996551029384136,11.799607629776,1.2094627994787497,4.612695217132568
1550,train,5.9577225303649906,0.017226535119116305,10.13486626625061,1.2047622260739725,4.612695217132568
1575,train,5.811357173919678,0.02126530706882477,9.158092670440674,1.200292449073186,4.612695217132568
1600,train,5.867141170501709,0.022449142336845397,9.262072658538818,1.1959821367263794,4.612695217132568
1625,train,5.8242056274414065,0.014648943990468979,9.656462726593018,1.1916236407940204,4.612695217132568
1650,train,5.907259216308594,0.01679053008556366,9.71688443183899,1.1876004633759008,4.612695217132568
1675,train,5.758748970031738,0.022520451433956624,9.733555326461792,1.183674247798635,4.612695217132568
1700,train,6.203993835449219,0.015430564321577548,10.96172978401184,1.179703891698052,4.612695217132568
1725,train,5.9381563758850096,0.020345999095588922,9.438439388275146,1.175946355626203,4.612695217132568
1750,train,5.534704551696778,0.028111375868320465,8.258473501205444,1.1722875641414097,4.612695217132568
1750,val,6.699963560837966,0.007692307483118314,13.067460503211388,,
1775,train,5.813549919128418,0.020101130902767182,10.150701208114624,1.176496255498537,4.612695217132568
1800,train,5.749644641876221,0.020542331337928772,9.208975839614869,1.1729754563172659,4.612695217132568
1825,train,5.998240489959716,0.017327096574008466,10.943346786499024,1.169586573169656,4.612695217132568
1850,train,5.84619213104248,0.01751792639493942,9.094592142105103,1.1662600450257998,4.612695217132568
1875,train,6.022131729125976,0.013296944722533226,12.124855241775514,1.1629890984853108,4.612695217132568
1900,train,5.695790481567383,0.015241639204323292,9.249477491378784,1.1598474738472386,4.612695217132568
1925,train,5.714174633026123,0.014687905814498662,8.926291732788085,1.1567000934055873,4.612695217132568
1950,train,5.813000736236572,0.01883093897253275,9.022178459167481,1.1537132510160788,4.612695217132568
1975,train,5.832845134735107,0.01844711847603321,9.701736183166505,1.1507265026961702,4.612695217132568
2000,train,6.117054328918457,0.008631075918674468,10.524610042572021,1.1478061767816543,4.612695217132568
2000,val,6.762048454651466,0.0069230767654684874,13.101707035211417,,
