step,split,ce,cert,top1,top5,cell_err_m,n,sec
815,train,4.3075,0.3840,0.0437,0.2125,11.38,160,0.8
816,train,4.0090,0.4308,0.0581,0.2581,8.61,155,0.8
817,train,4.4973,0.4058,0.0197,0.0592,13.14,152,0.6
818,train,5.5583,0.4248,0.0000,0.0000,23.50,157,0.8
819,train,4.5314,0.3396,0.0248,0.0870,17.83,161,0.8
820,train,4.5501,0.4179,0.0189,0.0629,20.54,159,0.8
821,train,4.2370,0.4334,0.0194,0.0839,14.12,155,0.6
822,train,4.6798,0.4609,0.0072,0.0647,12.57,139,0.6
823,train,4.5621,0.3786,0.0135,0.0473,18.50,148,0.6
824,train,5.1853,0.4445,0.0000,0.0063,22.10,160,0.6
825,train,5.4564,0.3731,0.0000,0.0000,29.76,161,0.6
826,train,4.5607,0.4458,0.0250,0.1437,13.58,160,0.8
827,train,4.7913,0.3852,0.0000,0.0248,20.11,161,0.8
828,train,4.1978,0.4465,0.0338,0.1486,11.58,148,0.7
829,train,4.2416,0.4740,0.0125,0.0375,25.17,160,0.8
830,train,4.7556,0.4213,0.0268,0.0805,15.28,149,0.8
831,train,4.4806,0.4128,0.0314,0.1258,24.18,159,0.8
832,train,4.3820,0.3689,0.0617,0.2284,11.14,162,0.8
833,train,4.2069,0.5017,0.0135,0.0946,11.75,148,0.6
834,train,4.5953,0.4184,0.0062,0.0062,26.39,161,0.7
835,train,4.6906,0.4741,0.0224,0.0597,13.07,134,0.7
836,train,4.7524,0.3675,0.0000,0.0000,36.62,162,0.8
837,train,4.4562,0.4062,0.0190,0.0443,15.10,158,0.8
838,train,4.4244,0.4319,0.0204,0.0952,18.21,147,0.6
839,train,3.9998,0.3924,0.0437,0.2000,15.60,160,0.8
840,train,4.7317,0.4253,0.0000,0.0437,32.00,160,0.8
841,train,4.9710,0.3360,0.0062,0.0559,25.65,161,0.6
842,train,4.5598,0.3446,0.0305,0.1280,14.20,164,0.6
843,train,4.5799,0.3958,0.0063,0.0250,30.74,160,0.7
844,train,4.1182,0.3544,0.0373,0.2050,12.05,161,0.8
845,train,4.2059,0.3103,0.0482,0.1325,16.01,166,0.7
846,train,4.4664,0.3470,0.0000,0.0127,21.52,157,0.7
847,train,4.9881,0.3471,0.0123,0.0617,15.93,162,0.8
848,train,4.3230,0.3470,0.0000,0.0245,29.59,163,0.8
849,train,4.8633,0.3684,0.0000,0.0000,24.72,161,0.8
850,train,4.8864,0.4739,0.0000,0.0195,21.37,154,0.6
851,train,4.8722,0.3463,0.0126,0.0881,15.56,159,0.8
852,train,4.5752,0.3633,0.0062,0.0373,16.99,161,0.8
853,train,4.3792,0.3419,0.0125,0.0437,20.44,160,0.8
854,train,4.1520,0.3484,0.0186,0.1180,19.10,161,0.7
855,train,4.2276,0.3464,0.0252,0.1572,13.56,159,0.8
856,train,5.0650,0.4440,0.0000,0.0069,23.98,144,0.6
857,train,4.5172,0.4692,0.0133,0.0467,12.93,150,0.8
858,train,4.1283,0.3729,0.0186,0.2174,11.63,161,0.8
859,train,4.6087,0.4180,0.0201,0.0537,13.04,149,0.8
860,train,4.9740,0.4223,0.0000,0.0066,27.34,152,0.7
861,train,4.4120,0.3409,0.0559,0.1242,18.85,161,0.8
862,train,4.2513,0.3846,0.0311,0.1677,12.99,161,0.6
863,train,4.4412,0.4249,0.0000,0.0195,11.94,154,0.8
864,train,4.2951,0.3532,0.0688,0.2313,11.31,160,0.7
865,train,4.6798,0.4908,0.0126,0.0189,25.15,159,0.8
866,train,4.0282,0.4217,0.0333,0.1600,17.19,150,0.7
867,train,4.6302,0.3952,0.0000,0.0128,25.69,156,0.6
868,train,4.3085,0.3490,0.0373,0.2050,11.64,161,0.6
869,train,4.3214,0.4818,0.0278,0.1250,19.73,144,0.8
870,train,5.0177,0.3669,0.0125,0.0188,24.84,160,0.8
871,train,4.7254,0.3838,0.0000,0.0000,35.98,158,0.8
872,train,4.0844,0.3971,0.0375,0.2375,11.57,160,0.8
873,train,4.3660,0.4284,0.0189,0.0818,18.06,159,0.8
874,train,4.1875,0.4051,0.0200,0.0800,14.25,150,0.6
875,train,4.4566,0.3559,0.0186,0.0683,18.37,161,0.8
876,train,4.6961,0.6017,0.0000,0.0000,14.56,144,0.8
877,train,3.9634,0.4386,0.0510,0.1783,15.56,157,0.8
878,train,4.1972,0.3832,0.0530,0.2252,12.15,151,0.8
879,train,4.1166,0.3201,0.0000,0.0000,29.68,160,0.6
880,train,4.5260,0.4095,0.0000,0.0063,19.83,158,0.8
881,train,4.1283,0.4124,0.0134,0.0537,21.63,149,0.6
882,train,3.9781,0.3830,0.0126,0.0629,21.65,159,0.8
883,train,3.9907,0.6514,0.0483,0.2069,12.09,145,0.8
884,train,5.0104,0.4491,0.0203,0.0608,20.09,148,0.7
885,train,6.1279,0.3934,0.0000,0.0126,16.56,159,0.8
886,train,4.0303,0.3710,0.0195,0.0455,27.11,154,0.7
887,train,4.7730,0.3919,0.0000,0.0303,19.52,165,0.8
888,train,4.8336,0.4455,0.0000,0.0000,28.37,156,0.8
889,train,4.1994,0.5206,0.0068,0.0748,11.34,147,0.8
890,train,4.0016,0.4696,0.0429,0.1779,10.41,163,0.7
891,train,3.9222,0.4931,0.0066,0.0596,15.09,151,0.8
892,train,4.2542,0.4549,0.0065,0.0784,23.61,153,0.8
893,train,4.1872,0.4104,0.0000,0.0247,24.92,162,0.8
894,train,4.6576,0.4569,0.0127,0.0316,28.27,158,0.8
895,train,3.9775,0.3918,0.0312,0.1875,9.75,160,0.8
896,train,4.7798,0.4531,0.0000,0.0205,19.35,146,0.7
897,train,4.9929,0.3552,0.0000,0.0000,33.08,161,0.8
898,train,4.8110,0.3881,0.0000,0.0190,24.87,158,0.8
899,train,4.0602,0.3878,0.0323,0.1548,10.59,155,0.7
900,train,3.9630,0.4286,0.0373,0.1925,11.30,161,0.8
901,train,4.4309,0.4200,0.0134,0.0738,14.73,149,0.6
902,train,3.9482,0.4524,0.0452,0.2452,10.91,155,0.8
903,train,3.8104,0.3941,0.0980,0.2680,10.67,153,0.8
904,train,5.0615,0.4028,0.0000,0.0126,15.09,159,0.8
905,train,4.3557,0.4891,0.0216,0.1942,11.41,139,0.7
906,train,4.6858,0.4682,0.0140,0.1259,13.99,143,0.8
907,train,3.9380,0.3834,0.0559,0.1553,20.91,161,0.8
908,train,4.2304,0.4192,0.0199,0.0662,11.18,151,0.7
909,train,4.8773,0.5498,0.0000,0.0064,23.01,156,0.6
910,train,6.0970,0.4262,0.0000,0.0000,31.12,160,0.8
911,train,4.2948,0.4760,0.0149,0.0522,15.28,134,0.7
912,train,3.9872,0.4520,0.0523,0.2092,9.93,153,0.8
913,train,4.5197,0.4066,0.0000,0.0303,25.51,165,0.8
914,train,4.3765,0.3516,0.0188,0.0563,14.69,160,0.8
915,train,4.8372,0.5706,0.0000,0.0065,15.72,153,0.6
916,train,4.5423,0.4258,0.0062,0.0807,12.62,161,0.8
917,train,3.9595,0.4742,0.0373,0.1180,11.19,161,0.6
918,train,4.3918,0.4541,0.0473,0.1284,17.46,148,0.8
919,train,4.1556,0.4189,0.0197,0.1579,13.68,152,0.6
920,train,4.5328,0.4249,0.0128,0.0705,14.87,156,0.8
921,train,4.8162,0.3840,0.0000,0.0063,27.85,158,0.8
922,train,4.7696,0.4481,0.0000,0.0188,25.31,160,0.8
923,train,4.1904,0.3436,0.0563,0.2750,10.24,160,0.6
924,train,4.2235,0.4479,0.0000,0.0584,17.19,154,0.8
925,train,4.3204,0.3803,0.0252,0.0692,12.03,159,0.7
926,train,4.4252,0.3724,0.0000,0.0061,27.29,163,0.8
927,train,3.9412,0.3837,0.0321,0.1795,10.31,156,0.8
928,train,4.2319,0.3807,0.0000,0.0458,16.13,153,0.6
929,train,4.4370,0.3729,0.0000,0.0130,13.80,154,0.8
930,train,4.4371,0.3405,0.0063,0.0250,18.99,160,0.7
931,train,5.0470,0.4104,0.0000,0.0000,18.96,141,0.7
932,train,3.5953,0.3822,0.0938,0.3000,10.12,160,0.8
933,train,3.7838,0.3384,0.0741,0.2778,11.78,162,0.8
934,train,4.1619,0.3576,0.0385,0.1474,12.85,156,0.8
935,train,4.0878,0.4358,0.0390,0.1948,11.11,154,0.6
936,train,5.9648,0.4017,0.0000,0.0000,29.32,159,0.8
937,train,4.5381,0.3941,0.0000,0.0309,23.59,162,0.6
938,train,4.9726,0.4265,0.0143,0.0429,15.52,140,0.7
939,train,4.4764,0.4032,0.0194,0.1226,12.41,155,0.6
940,train,4.1050,0.4180,0.0253,0.0823,18.62,158,0.6
941,train,3.7091,0.5329,0.0617,0.3025,12.51,162,0.8
942,train,5.6927,0.4421,0.0000,0.0000,19.49,160,0.6
943,train,5.0458,0.4421,0.0000,0.0000,32.88,159,0.8
944,train,4.3485,0.4048,0.0186,0.0497,19.31,161,0.8
945,train,3.8965,0.3962,0.0125,0.0875,19.22,160,0.8
946,train,4.1045,0.3848,0.0429,0.1472,14.53,163,0.8
947,train,4.3692,0.4304,0.0196,0.1307,12.02,153,0.8
948,train,6.9916,0.4394,0.0000,0.0000,21.35,160,0.8
949,train,3.9433,0.5562,0.0584,0.2987,11.16,154,0.6
950,train,5.1280,0.3977,0.0000,0.0000,39.94,161,0.8
951,train,4.8052,0.3763,0.0000,0.0000,38.09,158,0.8
952,train,5.2580,0.3431,0.0000,0.0000,26.07,162,0.8
953,train,4.2015,0.3791,0.0192,0.0962,16.89,156,0.6
954,train,4.7091,0.3420,0.0061,0.0552,16.53,163,0.6
955,train,4.7202,0.3502,0.0125,0.0250,23.91,160,0.8
956,train,4.1993,0.3697,0.0000,0.0710,18.78,155,0.8
957,train,4.1604,0.3595,0.0510,0.2293,10.41,157,0.6
958,train,4.3535,0.3857,0.0063,0.0750,16.61,160,0.6
959,train,5.0443,0.3866,0.0000,0.0066,21.50,151,0.6
960,train,4.0146,0.4517,0.0329,0.2105,11.17,152,0.6
961,train,4.3786,0.3863,0.0312,0.0750,21.41,160,0.6
962,train,4.0419,0.3598,0.0988,0.4259,7.81,162,0.8
963,train,3.9764,0.3383,0.0303,0.1818,13.19,165,0.8
964,train,4.8840,0.3548,0.0000,0.0000,24.32,161,0.8
965,train,4.1461,0.3296,0.0500,0.2938,8.53,160,0.8
966,train,4.5843,0.3425,0.0000,0.0063,20.76,160,0.8
967,train,4.7715,0.3697,0.0061,0.0429,20.00,163,0.8
968,train,4.4873,0.4727,0.0000,0.0000,27.57,154,0.8
969,train,3.8870,0.4656,0.0649,0.1688,15.82,154,0.6
970,train,3.8190,0.3771,0.0625,0.3187,10.74,160,0.8
971,train,3.6519,0.3568,0.0503,0.3333,11.39,159,0.8
972,train,5.2505,0.4142,0.0000,0.0068,18.41,146,0.6
973,train,5.3943,0.4011,0.0000,0.0000,18.27,155,0.6
974,train,4.0319,0.3760,0.0382,0.1592,15.16,157,0.6
975,train,4.7670,0.3597,0.0000,0.0247,28.83,162,0.6
976,train,4.0139,0.3522,0.1242,0.3975,8.50,161,0.8
977,train,4.0336,0.3685,0.0127,0.0316,20.52,158,0.7
978,train,3.7084,0.3300,0.0563,0.2938,11.20,160,0.6
979,train,4.1569,0.3944,0.0612,0.2313,10.39,147,0.6
980,train,4.6084,0.5560,0.0000,0.0000,35.43,152,0.6
981,train,4.3180,0.4231,0.0132,0.0993,10.61,151,0.8
982,train,3.6605,0.4352,0.0886,0.3481,9.96,158,0.6
983,train,4.0957,0.4093,0.0506,0.2532,10.86,158,0.8
984,train,4.1544,0.3875,0.0062,0.0932,15.66,161,0.6
985,train,4.7636,0.5078,0.0000,0.0000,40.73,160,0.8
986,train,4.0078,0.3121,0.0500,0.1562,13.49,160,0.8
987,train,4.1436,0.4022,0.0321,0.1538,12.36,156,0.8
988,train,4.7656,0.3533,0.0000,0.0000,24.13,161,0.8
989,train,3.6273,0.3939,0.0886,0.3734,8.10,158,0.8
990,train,4.0901,0.4159,0.0000,0.0377,16.30,159,0.8
991,train,4.0050,0.3904,0.0133,0.1400,15.76,150,0.7
992,train,3.6477,0.5071,0.0688,0.3812,8.73,160,0.8
993,train,3.9948,0.4586,0.0559,0.2050,16.25,161,0.6
994,train,4.0178,0.4591,0.0136,0.0612,18.89,147,0.6
995,train,4.3307,0.6129,0.0000,0.1014,17.96,138,0.7
996,train,3.9463,0.4850,0.0333,0.1467,15.37,150,0.6
997,train,4.8063,0.3413,0.0000,0.0370,25.24,162,0.8
998,train,5.2587,0.7582,0.0000,0.0160,16.54,125,0.7
999,train,4.1291,0.4380,0.0437,0.2438,16.23,160,0.8
1000,train,3.9516,0.4092,0.0190,0.0823,16.95,158,0.8
1000,val,4.4251,,0.0147,0.0802,18.94,6984,36.1
1001,train,5.9608,0.4129,0.0000,0.0000,22.24,155,0.7
1002,train,3.6430,0.3446,0.0491,0.2209,15.14,163,0.7
1003,train,4.4756,0.3775,0.0312,0.1437,14.76,160,0.8
1004,train,3.7027,0.4088,0.0497,0.2547,10.38,161,0.8
1005,train,4.4616,0.4699,0.0000,0.0150,28.56,133,0.7
1006,train,4.0318,0.4096,0.0189,0.0755,16.25,159,0.8
1007,train,5.2416,0.4521,0.0000,0.0000,19.66,155,0.6
1008,train,4.7983,0.4778,0.0000,0.0136,19.27,147,0.7
1009,train,4.2883,0.3248,0.0061,0.0368,27.34,163,0.8
1010,train,4.6891,0.4007,0.0128,0.0192,11.66,156,0.6
1011,train,4.1740,0.3451,0.0188,0.0563,20.36,160,0.8
1012,train,4.1104,0.3715,0.0185,0.1049,17.74,162,0.8
1013,train,4.2983,0.4569,0.0200,0.1733,14.01,150,0.6
1014,train,4.4930,0.4456,0.0000,0.0435,14.03,161,0.8
1015,train,4.7398,0.4087,0.0061,0.0366,15.12,164,0.8
1016,train,6.0748,0.3663,0.0000,0.0061,23.86,163,0.6
1017,train,4.0980,0.3572,0.0123,0.0309,21.52,162,0.8
1018,train,4.9755,0.4024,0.0067,0.0133,14.08,150,0.6
1019,train,4.0924,0.4337,0.0000,0.0000,33.12,152,0.6
1020,train,4.2451,0.3986,0.0000,0.0449,21.62,156,0.8
1021,train,4.0805,0.4276,0.0375,0.1562,13.20,160,0.8
1022,train,4.6005,0.4194,0.0247,0.1235,14.23,162,0.8
1023,train,4.2270,0.3891,0.0506,0.1456,15.16,158,0.6
1024,train,4.3369,0.3633,0.0063,0.0437,23.03,160,0.8
1025,train,4.0931,0.5000,0.0132,0.0526,21.63,152,0.6
1026,train,4.4316,0.4140,0.0000,0.0000,39.95,161,0.7
1027,train,4.1526,0.3658,0.0200,0.0933,19.33,150,0.7
1028,train,5.0401,0.3495,0.0000,0.0000,20.40,163,0.8
1029,train,4.4364,0.4675,0.0000,0.0392,18.61,153,0.7
1030,train,4.1390,0.4748,0.0219,0.1314,13.57,137,0.8
1031,train,3.9471,0.4414,0.0435,0.2174,9.37,161,0.8
1032,train,4.0011,0.4583,0.0066,0.0921,9.73,152,0.7
1033,train,3.6523,0.3566,0.0387,0.2129,14.35,155,0.6
1034,train,4.0141,0.3260,0.0370,0.1358,15.30,162,0.8
1035,train,4.1460,0.3762,0.0494,0.2346,10.66,162,0.8
1036,train,4.2186,0.4023,0.0062,0.0186,27.26,161,0.6
1037,train,4.2989,0.4479,0.0214,0.2286,12.81,140,0.7
1038,train,4.1587,0.4174,0.0203,0.0541,22.53,148,0.8
1039,train,4.0844,0.3695,0.0323,0.0774,23.37,155,0.8
1040,train,5.1769,0.3855,0.0000,0.0000,17.40,161,0.8
1041,train,3.8690,0.3666,0.0443,0.2089,12.76,158,0.6
1042,train,3.9288,0.4079,0.0645,0.2452,18.11,155,0.8
1043,train,3.6548,0.4090,0.0741,0.3889,10.37,162,0.8
1044,train,4.9436,0.3212,0.0000,0.0000,19.74,162,0.8
1045,train,5.1907,0.3225,0.0000,0.0125,37.37,160,0.6
1046,train,3.7117,0.7025,0.1280,0.4320,7.62,125,0.8
1047,train,3.4326,0.3504,0.0559,0.3168,11.49,161,0.7
1048,train,3.6715,0.4707,0.0552,0.2897,9.43,145,0.7
1049,train,4.2617,0.4096,0.0000,0.0134,20.35,149,0.8
1050,train,3.7603,0.4031,0.0719,0.2549,14.56,153,0.7
1051,train,4.4464,0.4046,0.0000,0.0000,30.23,156,0.6
1052,train,4.1142,0.3241,0.0314,0.2013,11.81,159,0.6
1053,train,3.9826,0.3668,0.0000,0.0000,27.97,153,0.8
1054,train,4.4777,0.3978,0.0063,0.0252,22.41,159,0.8
1055,train,3.5678,0.3243,0.0988,0.3395,10.64,162,0.6
1056,train,4.2535,0.4557,0.0377,0.0818,24.75,159,0.6
1057,train,4.2670,0.4015,0.0128,0.1218,11.94,156,0.8
1058,train,3.5957,0.4988,0.0616,0.3425,8.16,146,0.7
1059,train,4.3937,0.4927,0.0400,0.1200,25.85,150,0.7
1060,train,4.1090,0.4496,0.0263,0.1842,11.59,152,0.6
1061,train,3.4563,0.4705,0.0380,0.2722,13.84,158,0.8
1062,train,4.0421,0.3652,0.0190,0.0949,12.64,158,0.7
1063,train,3.6889,0.6782,0.0728,0.3377,9.39,151,0.8
1064,train,3.7231,0.8928,0.0435,0.1957,11.60,138,0.6
1065,train,3.9657,0.4845,0.0065,0.0455,10.64,154,0.8
1066,train,4.5295,0.4171,0.0062,0.0370,18.78,162,0.8
1067,train,4.5833,0.4557,0.0000,0.0373,12.26,161,0.8
1068,train,4.0456,0.4191,0.0122,0.0732,19.22,164,0.6
1069,train,3.4623,0.5069,0.0250,0.2812,11.90,160,0.8
1070,train,4.0324,0.3808,0.0823,0.3481,9.73,158,0.8
1071,train,3.7030,0.4627,0.0190,0.1266,15.93,158,0.8
1072,train,4.2600,0.3491,0.0375,0.1125,12.59,160,0.8
1073,train,4.5329,0.5081,0.0000,0.0000,46.39,143,0.7
1074,train,4.6087,0.3683,0.0000,0.0309,36.89,162,0.8
1075,train,3.5891,0.6770,0.0336,0.1409,23.88,149,0.8
1076,train,3.9412,0.3938,0.0253,0.1392,10.42,158,0.8
1077,train,4.1759,0.3308,0.0545,0.2303,9.44,165,0.6
1078,train,3.7066,0.3919,0.0696,0.2468,10.12,158,0.8
1079,train,4.2871,0.3719,0.0000,0.0062,20.35,161,0.8
1080,train,5.1180,0.5304,0.0125,0.0375,16.57,160,0.7
1081,train,4.0524,0.3688,0.0000,0.0000,40.98,162,0.6
1082,train,3.4363,0.3817,0.0798,0.3620,10.34,163,0.8
1083,train,3.6773,0.5847,0.0537,0.2416,12.82,149,0.6
1084,train,4.5873,0.4181,0.0063,0.0250,16.26,160,0.8
1085,train,4.5272,0.3927,0.0400,0.1600,13.32,150,0.8
1086,train,3.7216,0.3265,0.0488,0.2317,10.25,164,0.6
1087,train,3.5359,0.4761,0.1214,0.3857,10.03,140,0.6
1088,train,3.8483,0.5065,0.0327,0.1242,16.07,153,0.6
1089,train,3.9752,0.3141,0.0373,0.1304,13.68,161,0.8
1090,train,4.2575,0.4873,0.0064,0.1026,16.94,156,0.8
1091,train,3.9814,0.4205,0.0311,0.1739,12.32,161,0.8
1092,train,4.5676,0.3695,0.0063,0.0252,23.97,159,0.8
1093,train,4.9569,0.3958,0.0000,0.0000,26.61,152,0.8
1094,train,3.7683,0.4926,0.0510,0.2357,10.71,157,0.6
1095,train,3.6522,0.5446,0.0573,0.2611,10.72,157,0.8
1096,train,3.7132,0.4678,0.0537,0.2349,13.52,149,0.8
1097,train,4.5269,0.4526,0.0126,0.0692,15.59,159,0.7
1098,train,4.3894,0.4692,0.0318,0.1274,14.91,157,0.7
1099,train,4.0212,0.4124,0.0267,0.0933,13.45,150,0.7
1100,train,3.5337,0.3413,0.0688,0.3250,9.85,160,0.7
1101,train,4.4739,0.4110,0.0000,0.0513,20.39,156,0.6
1102,train,4.1899,0.3889,0.0195,0.1494,11.86,154,0.8
1103,train,4.4608,0.4045,0.0129,0.0710,11.09,155,0.7
1104,train,3.8868,0.3287,0.0500,0.2062,11.61,160,0.8
1105,train,4.2855,0.4299,0.0000,0.0132,15.99,151,0.8
1106,train,3.4991,0.4213,0.0909,0.4545,7.39,154,0.6
1107,train,5.0893,0.3817,0.0000,0.0063,16.24,160,0.8
1108,train,3.9380,0.3611,0.0062,0.0870,12.16,161,0.8
1109,train,4.8236,0.4149,0.0065,0.0195,17.79,154,0.6
1110,train,3.7019,0.3703,0.0683,0.3478,8.47,161,0.6
1111,train,3.4701,0.3533,0.0892,0.4076,7.24,157,0.6
1112,train,3.6334,0.4827,0.0795,0.2848,8.94,151,0.8
1113,train,4.0123,0.3536,0.0823,0.2468,11.32,158,0.6
1114,train,4.0018,0.3884,0.0064,0.0510,19.57,157,0.8
1115,train,5.0898,0.3046,0.0000,0.0000,28.20,159,0.6
1116,train,4.0724,0.3503,0.0063,0.0625,17.23,160,0.6
1117,train,3.5580,0.3409,0.0312,0.2000,13.16,160,0.8
1118,train,3.8534,0.5061,0.0260,0.1104,16.04,154,0.6
1119,train,3.8138,0.3903,0.0382,0.2102,11.04,157,0.8
1120,train,3.9995,0.3619,0.0000,0.0909,11.12,154,0.8
1121,train,3.9752,0.2936,0.0482,0.2169,12.43,166,0.6
1122,train,3.7617,0.3773,0.0736,0.2270,13.03,163,0.8
1123,train,4.5927,0.4274,0.0316,0.1329,14.00,158,0.8
1124,train,3.9219,0.4855,0.0000,0.0132,30.09,152,0.8
1125,train,4.4400,0.5246,0.0188,0.1000,15.48,160,0.7
1126,train,3.6470,0.6061,0.0534,0.3435,8.94,131,0.6
1127,train,3.2900,0.4186,0.1447,0.5658,7.77,152,0.6
1128,train,3.9835,0.3064,0.0247,0.1173,18.40,162,0.8
1129,train,4.3384,0.3505,0.0062,0.0186,27.28,161,0.6
1130,train,3.8475,0.4366,0.0067,0.1133,9.62,150,0.8
1131,train,3.6107,0.3375,0.0855,0.3224,11.62,152,0.8
1132,train,4.9704,0.4152,0.0000,0.0000,26.57,150,0.8
1133,train,3.4169,0.3147,0.0932,0.3540,9.14,161,0.6
1134,train,3.5759,0.3129,0.0692,0.3208,9.40,159,0.8
1135,train,7.5960,0.3297,0.0000,0.0000,29.54,161,0.6
1136,train,3.9199,0.3599,0.0253,0.1076,11.15,158,0.7
1137,train,4.1311,0.4004,0.0000,0.0129,20.38,155,0.7
1138,train,4.0524,0.4274,0.0065,0.0523,17.00,153,0.6
1139,train,3.9642,0.3496,0.0000,0.0000,35.06,160,0.8
1140,train,4.1980,0.3853,0.0194,0.1484,13.19,155,0.8
1141,train,5.3311,0.4176,0.0000,0.0000,18.99,160,0.8
1142,train,4.7347,0.3990,0.0000,0.0000,28.67,156,0.6
1143,train,3.7450,0.3932,0.0397,0.2119,8.89,151,0.8
1144,train,3.7141,0.5386,0.0493,0.1831,11.16,142,0.6
1145,train,3.5865,0.5028,0.0743,0.2568,10.16,148,0.6
1146,train,4.6786,0.3953,0.0000,0.0000,42.80,156,0.8
1147,train,3.1861,0.3749,0.1634,0.4902,6.93,153,0.7
1148,train,4.1131,0.4067,0.0063,0.1195,9.16,159,0.6
1149,train,4.6345,0.4456,0.0000,0.0312,25.10,160,0.8
1150,train,4.3426,0.4019,0.0127,0.0127,21.87,158,0.8
1151,train,4.0029,0.3980,0.0265,0.1656,10.56,151,0.6
1152,train,5.6530,0.7096,0.0000,0.0000,23.69,151,0.8
1153,train,3.7051,0.4131,0.0654,0.2941,9.47,153,0.6
1154,train,3.5244,0.4343,0.1076,0.3924,11.19,158,0.7
1155,train,3.5083,0.4374,0.0200,0.1333,27.25,150,0.7
1156,train,3.6004,0.4227,0.0818,0.2704,11.28,159,0.8
1157,train,3.7785,0.4997,0.0065,0.0452,17.21,155,0.6
1158,train,3.4720,0.3794,0.0962,0.4679,8.53,156,0.8
1159,train,4.6602,0.4264,0.0196,0.0654,14.09,153,0.8
1160,train,4.8501,0.3298,0.0000,0.0000,37.97,160,0.8
1161,train,3.8652,0.3712,0.0584,0.3312,12.48,154,0.6
1162,train,3.9806,0.4474,0.1125,0.2812,10.27,160,0.7
1163,train,3.8557,0.3620,0.0245,0.2086,12.86,163,0.8
1164,train,3.6262,0.3579,0.0068,0.0405,26.12,148,0.6
1165,train,3.7620,0.4011,0.0000,0.0131,36.57,153,0.6
1166,train,3.6900,0.5007,0.0392,0.2026,10.62,153,0.8
1167,train,4.6979,0.3814,0.0000,0.0063,16.18,158,0.8
1168,train,4.2114,0.3650,0.0000,0.0745,15.56,161,0.8
1169,train,3.4810,0.3721,0.0387,0.3097,9.87,155,0.8
1170,train,4.6810,0.4386,0.0000,0.0000,23.04,154,0.6
1171,train,4.7468,0.5435,0.0000,0.0069,31.91,144,0.6
1172,train,4.5866,0.3807,0.0000,0.0065,26.36,155,0.8
1173,train,3.7350,0.3708,0.0429,0.1656,18.27,163,0.8
1174,train,4.2859,0.5587,0.0000,0.0203,11.59,148,0.6
1175,train,3.6317,0.4058,0.0500,0.2812,7.88,160,0.8
1176,train,3.1822,0.4375,0.1429,0.5217,8.28,161,0.6
1177,train,3.6784,0.3532,0.0061,0.0552,22.27,163,0.8
1178,train,3.9947,0.4178,0.0000,0.0839,14.16,155,0.6
1179,train,4.4580,0.3449,0.0000,0.0252,16.86,159,0.6
1180,train,3.8430,0.3682,0.0248,0.0745,30.91,161,0.8
1181,train,3.8408,0.3320,0.0123,0.0432,23.77,162,0.8
1182,train,3.6400,0.3723,0.0563,0.2812,12.16,160,0.8
1183,train,3.5995,0.4179,0.1275,0.4899,9.07,149,0.6
1184,train,3.6380,0.3705,0.0750,0.3187,12.23,160,0.8
1185,train,3.8525,0.4112,0.0621,0.2236,9.79,161,0.8
1186,train,3.5722,0.7471,0.0519,0.2148,14.76,135,0.8
1187,train,3.5611,0.3566,0.0382,0.2229,13.60,157,0.6
1188,train,3.6443,0.3287,0.0126,0.2579,9.93,159,0.8
1189,train,3.4718,0.4084,0.0577,0.4167,9.69,156,0.8
1190,train,3.3494,0.3864,0.0974,0.3636,11.05,154,0.8
1191,train,3.8319,0.3517,0.0253,0.1835,12.95,158,0.6
1192,train,3.4202,0.3954,0.0813,0.3313,8.80,160,0.8
1193,train,4.8970,0.3554,0.0000,0.0000,21.45,163,0.6
1194,train,3.6529,0.3682,0.0323,0.1871,12.11,155,0.7
1195,train,7.7701,0.3683,0.0000,0.0000,18.40,162,0.6
1196,train,4.5042,0.4018,0.0000,0.0124,16.18,161,0.7
1197,train,3.7155,0.5783,0.0061,0.1098,17.31,164,0.8
1198,train,3.4540,0.7782,0.0438,0.3723,9.34,137,0.8
1199,train,5.0136,0.4178,0.0128,0.0385,14.33,156,0.6
1200,train,3.3487,0.3458,0.0506,0.2405,10.15,158,0.8
1200,val,4.3540,,0.0284,0.1251,17.46,6984,36.4
1201,train,3.7801,0.4150,0.0327,0.1699,17.78,153,0.6
1202,train,3.8875,0.3820,0.0314,0.1384,11.41,159,0.6
1203,train,3.6203,0.4489,0.0125,0.0875,20.90,160,0.8
1204,train,3.2438,0.5031,0.1623,0.5065,6.48,154,0.8
1205,train,5.4344,0.4102,0.0000,0.0000,17.93,156,0.8
1206,train,4.4725,0.3826,0.0062,0.0185,13.10,162,0.8
1207,train,5.5647,0.4702,0.0000,0.0000,26.74,157,0.8
1208,train,4.2567,0.3711,0.0064,0.0446,26.20,157,0.8
1209,train,3.5073,0.3998,0.1083,0.4331,8.30,157,0.7
1210,train,3.4399,0.4372,0.0780,0.2270,8.77,141,0.8
1211,train,4.0053,0.3600,0.0126,0.1069,24.03,159,0.7
1212,train,3.9560,0.4417,0.0068,0.0612,12.20,147,0.8
1213,train,3.8958,0.4365,0.0197,0.0461,22.97,152,0.6
1214,train,3.5908,0.3150,0.0309,0.1235,19.38,162,0.8
1215,train,4.0262,0.3743,0.0329,0.2434,10.35,152,0.7
1216,train,3.7470,0.3635,0.0864,0.3642,8.79,162,0.8
