step,split,ce,cert,top1,top5,cell_err_m,n,sec
406,train,4.8777,0.3934,0.0063,0.0314,19.55,159,0.8
407,train,4.8988,0.3727,0.0000,0.0000,32.05,160,0.6
408,train,4.8432,0.4313,0.0066,0.0530,23.17,151,0.8
409,train,4.8749,0.3600,0.0062,0.0556,18.00,162,0.8
410,train,4.7176,0.3743,0.0312,0.1000,16.24,160,0.6
411,train,4.9204,0.3993,0.0000,0.0185,20.93,162,0.8
412,train,4.9646,0.4442,0.0000,0.0000,26.49,157,0.7
413,train,4.7481,0.4163,0.0190,0.0570,20.29,158,0.8
414,train,4.9078,0.4755,0.0127,0.0506,16.14,158,0.7
415,train,4.8409,0.3882,0.0123,0.0679,14.16,162,0.8
416,train,5.3754,0.4157,0.0000,0.0000,35.46,158,0.8
417,train,4.8436,0.4431,0.0125,0.0688,20.57,160,0.8
418,train,4.9810,0.3876,0.0000,0.0000,27.37,161,0.8
419,train,5.2489,0.3827,0.0000,0.0000,35.31,162,0.7
420,train,5.2950,0.5795,0.0000,0.0000,40.75,157,0.8
421,train,4.7589,0.3989,0.0311,0.1056,14.37,161,0.8
422,train,4.9086,0.4265,0.0063,0.0250,28.82,160,0.8
423,train,4.8579,0.5046,0.0000,0.0265,22.02,151,0.6
424,train,4.9476,0.4286,0.0000,0.0061,27.57,163,0.8
425,train,4.8807,0.5595,0.0000,0.0000,19.22,150,0.6
426,train,4.8010,0.4636,0.0066,0.0329,16.33,152,0.6
427,train,4.7499,0.3994,0.0186,0.0994,13.43,161,0.8
428,train,4.8094,0.4094,0.0127,0.0443,19.69,158,0.8
429,train,4.8960,0.4452,0.0000,0.0000,26.67,160,0.8
430,train,4.7973,0.4280,0.0124,0.0435,20.47,161,0.8
431,train,4.8702,0.4294,0.0063,0.0126,20.49,159,0.8
432,train,4.8643,0.3993,0.0000,0.0123,25.38,163,0.8
433,train,4.8698,0.4364,0.0063,0.0250,27.92,160,0.6
434,train,4.8276,0.4521,0.0000,0.0000,22.48,155,0.6
435,train,4.9890,0.4255,0.0000,0.0000,34.57,163,0.7
436,train,4.8767,0.4424,0.0000,0.0063,21.99,158,0.6
437,train,4.7785,0.4270,0.0186,0.0807,15.66,161,0.8
438,train,4.7885,0.4418,0.0126,0.0629,15.34,159,0.8
439,train,4.8287,0.4750,0.0066,0.0526,15.54,152,0.7
440,train,4.9947,0.5311,0.0000,0.0142,27.62,141,0.6
441,train,4.8866,0.4404,0.0065,0.0130,20.35,154,0.8
442,train,4.7612,0.5135,0.0127,0.0637,17.32,157,0.8
443,train,5.1532,0.4572,0.0065,0.0261,29.30,153,0.6
444,train,4.8239,0.3752,0.0123,0.0491,18.76,163,0.8
445,train,4.7789,0.4286,0.0066,0.0265,14.59,151,0.6
446,train,5.1606,0.4031,0.0000,0.0000,33.08,160,0.6
447,train,4.7114,0.4423,0.0067,0.0600,16.27,150,0.7
448,train,4.9110,0.4011,0.0000,0.0253,21.77,158,0.6
449,train,4.8705,0.3944,0.0064,0.0255,26.51,157,0.8
450,train,4.7960,0.4452,0.0131,0.0392,16.58,153,0.6
451,train,4.7826,0.4041,0.0065,0.0387,16.77,155,0.8
452,train,4.7093,0.4671,0.0201,0.0940,14.39,149,0.7
453,train,4.9650,0.3687,0.0000,0.0061,28.61,163,0.8
454,train,4.9109,0.4409,0.0000,0.0000,27.99,155,0.8
455,train,5.2457,0.3917,0.0000,0.0000,36.40,158,0.8
456,train,4.8272,0.3810,0.0062,0.0311,20.11,161,0.8
457,train,4.9699,0.3970,0.0000,0.0000,32.77,157,0.8
458,train,4.9477,0.3986,0.0000,0.0125,25.74,160,0.8
459,train,4.9333,0.5083,0.0000,0.0000,27.84,152,0.6
460,train,5.1622,0.3723,0.0000,0.0000,30.29,159,0.8
461,train,4.7690,0.4241,0.0133,0.0733,18.25,150,0.6
462,train,4.9440,0.4066,0.0065,0.0392,22.08,153,0.8
463,train,4.8196,0.3678,0.0123,0.0617,15.14,162,0.8
464,train,4.8161,0.3699,0.0000,0.0314,19.51,159,0.8
465,train,4.7224,0.3764,0.0126,0.1069,14.51,159,0.8
466,train,4.8875,0.4779,0.0069,0.0345,24.86,145,0.6
467,train,4.7640,0.4260,0.0312,0.1000,16.25,160,0.8
468,train,4.9460,0.3943,0.0000,0.0063,21.13,159,0.8
469,train,4.8206,0.3840,0.0062,0.0617,19.54,162,0.8
470,train,4.7778,0.3801,0.0123,0.0432,21.45,162,0.8
471,train,4.7241,0.3965,0.0189,0.0755,19.96,159,0.8
472,train,4.6931,0.3950,0.0316,0.0886,20.41,158,0.8
473,train,4.7787,0.4031,0.0190,0.0506,19.38,158,0.7
474,train,4.9758,0.4366,0.0000,0.0131,29.17,153,0.8
475,train,4.9876,0.5968,0.0000,0.0000,26.35,137,0.6
476,train,4.9414,0.4353,0.0000,0.0000,25.41,152,0.6
477,train,5.0149,0.3923,0.0000,0.0000,26.76,162,0.6
478,train,4.9451,0.3784,0.0000,0.0000,30.08,160,0.8
479,train,4.8548,0.4103,0.0062,0.0435,19.52,161,0.8
480,train,4.8683,0.4230,0.0000,0.0000,25.94,158,0.7
481,train,5.1411,0.3776,0.0000,0.0000,33.23,162,0.6
482,train,4.8312,0.4268,0.0068,0.0136,27.40,147,0.6
483,train,4.8963,0.4010,0.0000,0.0196,18.19,153,0.6
484,train,4.8078,0.3540,0.0000,0.0373,24.29,161,0.6
485,train,5.0870,0.4140,0.0000,0.0000,31.89,154,0.8
486,train,4.6896,0.4195,0.0263,0.1645,13.32,152,0.7
487,train,5.0423,0.4980,0.0000,0.0000,32.37,141,0.8
488,train,5.0283,0.3491,0.0000,0.0000,28.97,165,0.8
489,train,4.8077,0.3997,0.0128,0.0513,18.84,156,0.6
490,train,4.8773,0.3934,0.0123,0.0370,15.64,162,0.6
491,train,4.7150,0.3952,0.0559,0.1491,13.17,161,0.8
492,train,4.9637,0.3932,0.0062,0.0247,24.27,162,0.7
493,train,5.0347,0.3959,0.0000,0.0000,36.84,164,0.6
494,train,4.8711,0.3935,0.0063,0.0316,17.67,158,0.8
495,train,4.9893,0.4057,0.0000,0.0000,25.82,158,0.8
496,train,4.7337,0.3889,0.0253,0.1139,18.46,158,0.7
497,train,4.9087,0.5847,0.0078,0.0234,22.60,128,0.6
498,train,4.9749,0.4965,0.0000,0.0000,33.37,151,0.7
499,train,4.8274,0.4044,0.0000,0.0253,19.75,158,0.7
500,train,4.7629,0.4761,0.0134,0.1141,12.58,149,0.6
501,train,4.8413,0.3771,0.0000,0.0182,17.81,165,0.6
502,train,5.0761,0.3986,0.0000,0.0000,28.14,163,0.8
503,train,4.8364,0.4196,0.0184,0.0368,20.76,163,0.8
504,train,4.8941,0.4333,0.0000,0.0189,22.73,159,0.8
505,train,4.9438,0.4256,0.0065,0.0131,23.65,153,0.6
506,train,4.8310,0.4008,0.0127,0.0949,16.69,158,0.6
507,train,4.9117,0.3891,0.0123,0.0307,23.86,163,0.8
508,train,4.8496,0.4364,0.0131,0.0327,25.24,153,0.8
509,train,5.1721,0.4760,0.0000,0.0066,25.61,152,0.8
510,train,4.6465,0.4616,0.0260,0.1299,14.13,154,0.8
511,train,4.8984,0.4558,0.0000,0.0068,23.34,148,0.8
512,train,4.7993,0.4109,0.0000,0.0188,25.53,160,0.8
513,train,4.7667,0.4909,0.0000,0.0132,18.01,151,0.8
514,train,4.7895,0.4042,0.0064,0.0637,22.85,157,0.6
515,train,4.9306,0.3828,0.0000,0.0062,32.81,161,0.6
516,train,5.0080,0.4015,0.0000,0.0255,28.02,157,0.8
517,train,5.0128,0.4126,0.0063,0.0125,19.71,160,0.8
518,train,4.8810,0.4068,0.0000,0.0000,26.47,161,0.8
519,train,5.0808,0.4317,0.0000,0.0265,32.45,151,0.6
520,train,4.7620,0.4815,0.0069,0.0483,23.19,145,0.7
521,train,4.9501,0.3851,0.0000,0.0312,23.89,160,0.6
522,train,4.7522,0.3892,0.0061,0.0245,24.30,163,0.8
523,train,4.8869,0.4644,0.0000,0.0000,30.21,147,0.7
524,train,4.8443,0.3896,0.0061,0.0123,28.81,163,0.8
525,train,4.9166,0.4273,0.0000,0.0329,17.00,152,0.8
526,train,4.8062,0.3747,0.0252,0.0692,14.67,159,0.8
527,train,4.9415,0.3583,0.0000,0.0062,26.23,162,0.8
528,train,4.9279,0.4240,0.0064,0.0705,21.31,156,0.8
529,train,4.8602,0.5416,0.0000,0.0000,20.41,144,0.8
530,train,4.6484,0.3654,0.0188,0.0750,15.89,160,0.8
531,train,4.8571,0.4939,0.0139,0.0347,25.28,144,0.6
532,train,4.8463,0.3618,0.0000,0.0000,27.07,159,0.7
533,train,4.9074,0.3795,0.0000,0.0000,32.42,158,0.7
534,train,4.7706,0.4208,0.0000,0.0068,25.35,148,0.7
535,train,4.7552,0.4100,0.0128,0.0449,17.68,156,0.8
536,train,5.0291,0.3714,0.0000,0.0062,29.18,161,0.8
537,train,4.8597,0.3789,0.0062,0.0248,27.91,161,0.8
538,train,4.7169,0.3915,0.0065,0.0903,15.59,155,0.8
539,train,4.9802,0.3697,0.0000,0.0063,32.91,159,0.8
540,train,4.8137,0.3864,0.0128,0.0641,19.08,156,0.8
541,train,5.0531,0.3662,0.0126,0.0189,23.13,159,0.8
542,train,4.7769,0.4646,0.0133,0.1067,17.74,150,0.8
543,train,4.8965,0.4293,0.0000,0.0067,26.78,150,0.6
544,train,4.8282,0.3796,0.0000,0.0063,26.82,160,0.8
545,train,4.7138,0.3896,0.0065,0.0323,18.58,155,0.8
546,train,4.8924,0.4354,0.0000,0.0000,27.93,148,0.6
547,train,4.8644,0.4603,0.0066,0.0132,22.16,152,0.8
548,train,4.8542,0.4464,0.0066,0.0132,28.51,152,0.6
549,train,4.8886,0.3624,0.0000,0.0123,27.48,162,0.8
550,train,4.9033,0.5232,0.0000,0.0144,25.32,139,0.6
551,train,4.6790,0.3876,0.0625,0.2250,13.93,160,0.7
552,train,4.7486,0.3760,0.0123,0.0798,18.14,163,0.8
553,train,4.9310,0.3990,0.0000,0.0063,28.74,160,0.8
554,train,4.9648,0.4107,0.0000,0.0000,28.76,159,0.8
555,train,4.9401,0.4242,0.0130,0.0325,21.68,154,0.8
556,train,4.8280,0.4011,0.0000,0.0190,25.08,158,0.7
557,train,4.9558,0.3978,0.0000,0.0000,26.84,154,0.8
558,train,4.8085,0.3968,0.0000,0.0305,24.91,164,0.8
559,train,4.8721,0.3988,0.0000,0.0195,22.41,154,0.6
560,train,4.9483,0.3566,0.0062,0.0185,28.19,162,0.8
561,train,4.8320,0.3798,0.0064,0.0446,17.02,157,0.6
562,train,4.8575,0.3989,0.0062,0.0124,25.91,161,0.8
563,train,4.7945,0.3863,0.0185,0.0864,14.49,162,0.8
564,train,4.8734,0.4705,0.0000,0.0000,24.63,141,0.7
565,train,4.6862,0.3526,0.0250,0.1313,12.44,160,0.8
566,train,4.7591,0.3708,0.0129,0.1097,12.79,155,0.6
567,train,4.8103,0.3573,0.0063,0.0437,22.20,160,0.8
568,train,4.8671,0.3879,0.0065,0.0195,25.15,154,0.8
569,train,4.9709,0.3834,0.0063,0.0375,23.49,160,0.6
570,train,5.1045,0.3605,0.0000,0.0000,37.50,158,0.8
571,train,4.7164,0.3357,0.0185,0.0617,17.69,162,0.7
572,train,5.1568,0.3852,0.0000,0.0000,33.06,163,0.8
573,train,4.8838,0.3990,0.0062,0.0185,28.27,162,0.8
574,train,4.7392,0.3617,0.0124,0.0745,13.72,161,0.8
575,train,4.8194,0.3753,0.0063,0.0443,16.70,158,0.7
576,train,5.0555,0.3593,0.0000,0.0000,37.74,160,0.8
577,train,4.8240,0.3702,0.0063,0.0127,26.26,158,0.6
578,train,4.7928,0.3967,0.0194,0.0516,18.80,155,0.8
579,train,4.7153,0.3776,0.0192,0.0769,18.73,156,0.7
580,train,4.8115,0.3941,0.0063,0.0063,24.00,160,0.8
581,train,4.6897,0.3882,0.0063,0.0252,22.12,159,0.8
582,train,4.9042,0.3653,0.0125,0.0125,20.64,160,0.8
583,train,4.8087,0.4339,0.0000,0.0133,24.03,150,0.6
584,train,4.8335,0.4235,0.0000,0.0132,22.21,152,0.8
585,train,4.8386,0.3397,0.0000,0.0123,24.77,163,0.7
586,train,4.7686,0.3619,0.0189,0.0755,14.47,159,0.6
587,train,4.7394,0.4060,0.0063,0.0875,16.12,160,0.8
588,train,4.8141,0.3752,0.0000,0.0000,27.92,158,0.8
589,train,4.7782,0.3724,0.0000,0.0000,29.43,157,0.8
590,train,4.6912,0.3864,0.0064,0.0382,25.84,157,0.8
591,train,5.0746,0.4973,0.0000,0.0071,30.57,140,0.7
592,train,4.7281,0.3712,0.0127,0.0701,17.83,157,0.6
593,train,4.7157,0.3872,0.0260,0.1039,15.49,154,0.6
594,train,4.6682,0.3695,0.0311,0.1056,17.10,161,0.8
595,train,4.8820,0.3724,0.0063,0.0250,22.69,160,0.7
596,train,4.8433,0.3338,0.0000,0.0000,26.14,163,0.7
597,train,4.7684,0.4163,0.0064,0.0446,20.26,157,0.8
598,train,4.6748,0.3491,0.0184,0.0429,23.02,163,0.6
599,train,4.7258,0.3831,0.0126,0.0566,24.89,159,0.8
600,train,4.7998,0.3760,0.0063,0.0437,24.06,160,0.7
600,val,4.7893,,0.0103,0.0517,20.37,6984,36.1
601,train,5.0105,0.4397,0.0000,0.0067,28.46,150,0.7
602,train,5.0235,0.4166,0.0000,0.0000,31.40,156,0.8
603,train,4.9879,0.3393,0.0000,0.0245,22.91,163,0.8
604,train,4.6655,0.3889,0.0256,0.0897,14.85,156,0.6
605,train,4.8582,0.3692,0.0000,0.0126,19.90,159,0.7
606,train,4.7655,0.4198,0.0123,0.0679,18.85,162,0.8
607,train,4.7794,0.4209,0.0000,0.0188,23.97,160,0.8
608,train,5.1736,0.4609,0.0000,0.0000,37.85,150,0.8
609,train,4.7469,0.5379,0.0137,0.0959,16.11,146,0.8
610,train,4.8557,0.3902,0.0000,0.0000,28.99,159,0.6
611,train,4.8107,0.5012,0.0000,0.0072,20.43,139,0.6
612,train,4.7527,0.3612,0.0063,0.0437,17.95,160,0.8
613,train,4.6405,0.3260,0.0427,0.1768,14.88,164,0.8
614,train,5.1304,0.3690,0.0000,0.0000,37.45,159,0.8
615,train,4.8750,0.3666,0.0000,0.0127,20.02,158,0.8
616,train,4.5770,0.3283,0.0488,0.1646,13.07,164,0.8
617,train,4.6605,0.3708,0.0062,0.1366,15.57,161,0.8
618,train,4.6719,0.4138,0.0124,0.1615,11.94,161,0.8
619,train,5.1794,0.3668,0.0000,0.0000,30.36,162,0.8
620,train,4.8692,0.3806,0.0000,0.0000,23.81,163,0.8
621,train,4.8852,0.3514,0.0000,0.0491,16.33,163,0.8
622,train,4.5886,0.3999,0.0563,0.1750,13.55,160,0.8
623,train,4.7406,0.3782,0.0000,0.0000,26.93,160,0.8
624,train,4.8555,0.3697,0.0000,0.0124,22.43,161,0.7
625,train,4.8855,0.4229,0.0000,0.0000,16.72,156,0.8
626,train,4.6851,0.3676,0.0063,0.0380,16.34,158,0.6
627,train,4.7245,0.3648,0.0126,0.0818,13.99,159,0.8
628,train,4.7719,0.3575,0.0062,0.0617,15.35,162,0.8
629,train,4.7417,0.3871,0.0261,0.1111,12.08,153,0.7
630,train,4.7011,0.3614,0.0128,0.0513,19.73,156,0.7
631,train,4.5779,0.3999,0.0458,0.1307,13.74,153,0.8
632,train,4.8043,0.3580,0.0000,0.0000,18.83,161,0.8
633,train,4.6531,0.3976,0.0467,0.1667,11.88,150,0.8
634,train,4.6331,0.3230,0.0245,0.0798,12.48,163,0.6
635,train,4.7656,0.3573,0.0000,0.0252,20.94,159,0.8
636,train,4.8346,0.4073,0.0068,0.0203,24.14,148,0.6
637,train,4.7611,0.3448,0.0188,0.0688,17.61,160,0.8
638,train,4.7167,0.3510,0.0125,0.0625,21.08,160,0.8
639,train,4.7475,0.4055,0.0065,0.0260,21.71,154,0.8
640,train,5.1855,0.3899,0.0000,0.0000,34.93,152,0.8
641,train,4.9533,0.3331,0.0000,0.0000,25.48,159,0.6
642,train,4.6620,0.3788,0.0186,0.0932,11.74,161,0.8
643,train,5.0364,0.4097,0.0000,0.0000,32.08,149,0.6
644,train,4.9707,0.3662,0.0000,0.0000,33.46,161,0.6
645,train,4.6235,0.3636,0.0314,0.1321,14.28,159,0.6
646,train,5.0722,0.4589,0.0000,0.0000,26.98,147,0.8
647,train,4.6650,0.4274,0.0318,0.1274,12.90,157,0.7
648,train,4.7645,0.3963,0.0000,0.0000,20.51,162,0.8
649,train,5.1390,0.3844,0.0000,0.0000,31.79,158,0.6
650,train,4.8269,0.3906,0.0125,0.0437,18.89,160,0.8
651,train,4.9576,0.4283,0.0063,0.0126,22.62,159,0.8
652,train,4.7259,0.4563,0.0267,0.0933,14.71,150,0.7
653,train,4.6909,0.4567,0.0000,0.0446,15.31,157,0.6
654,train,4.8062,0.4015,0.0062,0.0435,15.42,161,0.8
655,train,4.7604,0.4090,0.0063,0.0316,21.86,158,0.6
656,train,4.9559,0.3929,0.0000,0.0000,31.12,160,0.6
657,train,4.8510,0.4954,0.0000,0.0064,20.68,156,0.6
658,train,4.6632,0.4062,0.0327,0.0719,17.38,153,0.7
659,train,4.7959,0.3966,0.0063,0.0503,16.30,159,0.8
660,train,4.6114,0.4586,0.0065,0.0392,18.58,153,0.8
661,train,4.7002,0.4496,0.0318,0.1274,12.30,157,0.8
662,train,4.6752,0.4309,0.0449,0.1538,11.32,156,0.6
663,train,4.6735,0.3988,0.0252,0.1509,14.13,159,0.7
664,train,5.2722,0.4299,0.0000,0.0000,25.65,160,0.8
665,train,4.6584,0.4664,0.0132,0.0526,18.38,152,0.7
666,train,4.8909,0.3935,0.0061,0.0184,21.97,163,0.8
667,train,5.2637,0.4198,0.0000,0.0000,32.37,158,0.8
668,train,4.8894,0.4063,0.0000,0.0186,19.32,161,0.8
669,train,4.8391,0.3997,0.0000,0.0000,19.30,157,0.8
670,train,4.5508,0.3863,0.0312,0.1750,13.77,160,0.6
671,train,4.9001,0.4095,0.0000,0.0065,22.78,155,0.6
672,train,4.8618,0.4663,0.0000,0.0197,24.64,152,0.8
673,train,4.6760,0.3956,0.0000,0.0252,17.63,159,0.8
674,train,4.9083,0.4119,0.0000,0.0000,25.81,154,0.8
675,train,4.9235,0.3634,0.0000,0.0000,24.31,160,0.8
676,train,4.7337,0.3831,0.0063,0.0633,17.51,158,0.7
677,train,4.6040,0.4026,0.0190,0.1582,11.25,158,0.7
678,train,4.8289,0.3996,0.0063,0.0063,28.13,159,0.7
679,train,4.6531,0.4457,0.0470,0.1208,13.22,149,0.7
680,train,4.6009,0.4201,0.0134,0.0604,15.19,149,0.6
681,train,4.6368,0.3873,0.0189,0.0629,16.39,159,0.8
682,train,4.8393,0.4038,0.0000,0.0126,19.29,159,0.8
683,train,4.6999,0.3701,0.0125,0.0688,16.51,160,0.8
684,train,4.9494,0.3346,0.0123,0.0245,25.78,163,0.8
685,train,4.6384,0.3505,0.0248,0.1429,14.14,161,0.8
686,train,4.8592,0.4081,0.0065,0.0196,21.72,153,0.8
687,train,4.5251,0.3528,0.0307,0.1656,11.44,163,0.8
688,train,4.7534,0.3377,0.0123,0.0494,18.00,162,0.8
689,train,4.9389,0.4079,0.0000,0.0000,28.82,153,0.8
690,train,4.5411,0.3700,0.0559,0.2050,11.92,161,0.8
691,train,4.7193,0.3629,0.0124,0.0559,14.01,161,0.8
692,train,4.7794,0.4353,0.0066,0.0263,26.63,152,0.6
693,train,4.4900,0.4805,0.0148,0.1481,9.93,135,0.7
694,train,4.7966,0.3722,0.0000,0.0000,18.78,159,0.8
695,train,5.0698,0.3822,0.0000,0.0000,28.70,161,0.8
696,train,4.4535,0.3861,0.0449,0.2115,8.69,156,0.6
697,train,4.8800,0.3689,0.0000,0.0247,16.07,162,0.8
698,train,4.9279,0.4313,0.0000,0.0000,29.30,160,0.8
699,train,4.9020,0.3652,0.0000,0.0000,23.83,161,0.8
700,train,4.6746,0.4013,0.0065,0.0194,15.40,155,0.8
701,train,4.9720,0.3398,0.0000,0.0000,25.44,163,0.8
702,train,4.9275,0.3910,0.0062,0.0124,21.65,161,0.6
703,train,4.3428,0.4047,0.1049,0.3272,7.32,162,0.8
704,train,4.7687,0.7411,0.0000,0.0071,25.89,140,0.8
705,train,4.6719,0.3851,0.0062,0.0435,16.15,161,0.8
706,train,4.7218,0.3762,0.0125,0.0813,14.62,160,0.6
707,train,4.4447,0.4229,0.0408,0.2245,9.00,147,0.6
708,train,5.0066,0.3662,0.0000,0.0000,32.82,161,0.8
709,train,4.5914,0.4105,0.0261,0.1242,10.92,153,0.6
710,train,4.5909,0.3779,0.0000,0.0186,20.99,161,0.8
711,train,4.6203,0.3966,0.0250,0.0875,14.23,160,0.6
712,train,4.5910,0.3979,0.0125,0.1375,10.72,160,0.6
713,train,4.5839,0.3941,0.0309,0.1358,13.79,162,0.8
714,train,4.7740,0.4660,0.0000,0.0072,23.26,139,0.6
715,train,5.2455,0.4200,0.0000,0.0000,27.15,162,0.8
716,train,4.8589,0.4313,0.0065,0.0260,24.92,154,0.6
717,train,4.8644,0.4370,0.0062,0.0186,23.20,161,0.8
718,train,4.6349,0.4445,0.0129,0.0194,20.68,155,0.7
719,train,4.5598,0.5756,0.0355,0.1702,13.67,141,0.6
720,train,5.1129,0.4456,0.0000,0.0000,28.86,155,0.6
721,train,4.7252,0.4773,0.0127,0.0382,21.13,157,0.8
722,train,5.5494,0.4393,0.0000,0.0000,31.77,150,0.7
723,train,4.7714,0.4138,0.0063,0.0252,19.85,159,0.6
724,train,4.5721,0.3494,0.0186,0.1429,13.55,161,0.6
725,train,4.6488,0.3960,0.0189,0.0755,13.06,159,0.8
726,train,4.5987,0.4226,0.0197,0.0592,16.77,152,0.8
727,train,5.1902,0.5011,0.0000,0.0000,29.39,140,0.7
728,train,4.9622,0.4019,0.0000,0.0309,18.25,162,0.7
729,train,4.6315,0.3821,0.0125,0.0500,23.28,160,0.8
730,train,4.5817,0.4163,0.0065,0.0261,22.68,153,0.8
731,train,4.8733,0.3929,0.0192,0.0321,15.26,156,0.6
732,train,4.7428,0.3885,0.0000,0.0336,20.91,149,0.7
733,train,4.7588,0.3783,0.0000,0.0190,27.63,158,0.8
734,train,4.7264,0.4130,0.0000,0.0065,24.44,154,0.8
735,train,4.6983,0.3823,0.0124,0.0621,15.60,161,0.8
736,train,4.5940,0.3378,0.0184,0.0675,15.47,163,0.7
737,train,4.7053,0.4252,0.0065,0.0387,21.72,155,0.8
738,train,4.5900,0.3767,0.0123,0.0741,14.29,162,0.8
739,train,4.8048,0.3845,0.0000,0.0063,24.82,158,0.8
740,train,5.1424,0.3559,0.0000,0.0000,26.05,163,0.8
741,train,4.6242,0.4217,0.0063,0.0312,23.02,160,0.8
742,train,4.6961,0.3571,0.0000,0.0188,15.78,160,0.8
743,train,4.7056,0.4031,0.0255,0.0892,17.66,157,0.6
744,train,4.5806,0.4155,0.0333,0.0867,15.74,150,0.6
745,train,4.5911,0.4519,0.0483,0.2276,10.30,145,0.8
746,train,4.5899,0.3907,0.0000,0.0126,22.77,159,0.8
747,train,4.6119,0.4158,0.0267,0.1267,12.62,150,0.6
748,train,4.5174,0.4000,0.0000,0.0500,18.37,160,0.8
749,train,4.5058,0.3659,0.0000,0.0813,12.33,160,0.6
750,train,4.6009,0.3834,0.0375,0.1000,11.98,160,0.8
751,train,4.9749,0.4139,0.0000,0.0065,24.43,154,0.6
752,train,4.7572,0.4413,0.0000,0.0000,18.64,154,0.8
753,train,4.5509,0.3780,0.0124,0.0807,19.86,161,0.8
754,train,4.7896,0.3482,0.0000,0.0000,32.12,161,0.7
755,train,4.7166,0.3545,0.0000,0.0061,18.76,164,0.8
756,train,5.0021,0.4971,0.0000,0.0000,23.74,139,0.7
757,train,4.3829,0.4996,0.0292,0.1825,13.82,137,0.8
758,train,4.5352,0.3922,0.0253,0.0886,20.76,158,0.6
759,train,4.6559,0.3370,0.0000,0.0366,18.72,164,0.6
760,train,5.3811,0.4317,0.0000,0.0000,30.57,156,0.8
761,train,4.3484,0.3654,0.0126,0.1384,15.39,159,0.6
762,train,4.6236,0.3640,0.0312,0.1250,12.01,160,0.8
763,train,4.5702,0.3808,0.0321,0.0962,14.32,156,0.8
764,train,4.9077,0.4360,0.0000,0.0000,23.18,155,0.7
765,train,4.7096,0.3797,0.0000,0.0000,18.53,160,0.8
766,train,4.5441,0.4180,0.0255,0.0828,10.80,157,0.8
767,train,4.5297,0.3936,0.0186,0.1429,13.04,161,0.7
768,train,4.6612,0.3945,0.0062,0.0556,19.14,162,0.6
769,train,4.8095,0.4445,0.0000,0.0000,24.54,154,0.6
770,train,4.5343,0.5188,0.0571,0.1929,11.14,140,0.7
771,train,4.4616,0.4985,0.0196,0.1176,11.41,153,0.8
772,train,4.2256,0.3781,0.0370,0.3210,8.64,162,0.8
773,train,4.9371,0.5001,0.0063,0.0252,25.05,159,0.8
774,train,5.0101,0.5016,0.0000,0.0000,21.78,142,0.8
775,train,4.4349,0.3876,0.0437,0.2125,9.73,160,0.7
776,train,4.7651,0.3853,0.0000,0.0000,24.81,158,0.8
777,train,4.3570,0.3798,0.0683,0.1801,10.74,161,0.6
778,train,4.6710,0.3925,0.0064,0.0510,18.10,157,0.6
779,train,4.6100,0.4864,0.0252,0.0818,18.17,159,0.8
780,train,4.8011,0.4346,0.0000,0.0067,26.37,149,0.7
781,train,4.9432,0.4302,0.0000,0.0201,19.27,149,0.6
782,train,4.7830,0.4135,0.0063,0.0188,22.24,160,0.7
783,train,4.4274,0.3916,0.0244,0.0793,12.81,164,0.8
784,train,4.4324,0.4245,0.0263,0.1711,12.51,152,0.8
785,train,4.4343,0.4721,0.0000,0.0065,77.45,154,0.6
786,train,4.8259,0.4090,0.0000,0.0000,32.04,159,0.8
787,train,4.9082,0.3801,0.0000,0.0063,17.08,160,0.8
788,train,4.7510,0.4185,0.0000,0.0063,34.26,159,0.8
789,train,4.6851,0.4187,0.0132,0.0927,21.22,151,0.8
790,train,4.1416,0.3678,0.0617,0.2593,10.06,162,0.8
791,train,4.7048,0.4245,0.0000,0.0000,23.96,153,0.8
792,train,4.2870,0.3439,0.0435,0.2609,12.51,161,0.8
793,train,4.5811,0.4023,0.0128,0.1154,12.66,156,0.7
794,train,4.0471,0.5461,0.0329,0.1842,11.44,152,0.8
795,train,4.5437,0.3835,0.0129,0.0516,21.64,155,0.8
796,train,4.8688,0.4265,0.0062,0.0186,18.66,161,0.7
797,train,4.3398,0.4044,0.0437,0.1875,13.24,160,0.8
798,train,4.2290,0.3847,0.0063,0.0377,23.91,159,0.7
799,train,4.1911,0.4153,0.0497,0.2360,10.68,161,0.8
800,train,4.9920,0.4824,0.0000,0.0000,16.58,162,0.8
800,val,4.7821,,0.0083,0.0473,20.94,6984,36.2
801,train,5.0974,0.3763,0.0062,0.0062,21.27,161,0.6
802,train,4.3105,0.3756,0.0255,0.1019,21.58,157,0.6
803,train,4.6256,0.4433,0.0252,0.1195,13.43,159,0.8
804,train,4.9404,0.4232,0.0000,0.0067,23.70,149,0.8
805,train,4.1162,0.4433,0.0458,0.2092,10.80,153,0.6
806,train,4.2017,0.3672,0.0188,0.1000,12.30,160,0.7
807,train,4.9149,0.3557,0.0000,0.0184,24.81,163,0.8
808,train,4.2577,0.3957,0.0127,0.1139,12.76,158,0.8
809,train,4.3998,0.4346,0.0252,0.0943,14.83,159,0.6
810,train,4.7738,0.4548,0.0000,0.0000,23.60,147,0.6
811,train,4.4626,0.3948,0.0126,0.0252,25.22,159,0.8
812,train,4.0629,0.4592,0.0541,0.2568,10.56,148,0.8
813,train,4.2464,0.3802,0.0188,0.1000,13.72,160,0.8
814,train,4.2404,0.4225,0.0129,0.0581,19.05,155,0.7
