name,variant,position_m,yaw_deg,corner_m,inlier_ratio,n_modes,argmax_m,cos_ea,cos_nlp,cos_cnx_ea,cos_cnx_nlp
0000000138,ipm_cl,45.68182763834398,90.22469168909169,50.14588545636449,0.9130434782608695,23,67.07524871826172,0.003672192732490724,0.033111695523789994,-0.07714109325368701,0.08532832453651466
0000000138,oracle_a,59.633895025864305,168.5531019413409,137.40149586537797,1.0,19,57.0660285949707,-0.029220419521803764,0.030973936283780496,-0.09835356933571954,0.02929849603923366
0000000138,oracle_b,33.93396732022363,50.49281672636948,57.668936417073496,0.7073170731707317,123,41.445430755615234,-0.00481284818882902,0.03273260693782859,0.023247007004301167,0.008199724370100955
0000000141,ipm_cl,74.06399934305303,29.262680090745015,74.97457413332182,1.0,107,77.61070251464844,-0.03602849422047245,0.03431291326366082,-0.07887740601797051,0.13248339621206645
0000000141,oracle_a,113.52769451521858,99.97109969217016,118.52622710089298,0.8,10,124.41554260253906,-0.04676812823982273,0.03411732727298643,-0.16300197409686354,0.22022929465045463
0000000141,oracle_b,74.23967199680926,49.17514452400687,75.5833024426054,0.9326923076923077,104,93.57211303710938,-0.018563867828772465,0.013655573717208392,-0.0004555150212606218,0.02251079696161421
0000000145,ipm_cl,75.87041383175706,25.18765613792743,78.37568744010177,0.9203539823008849,113,79.72297668457031,-0.0345543323830323,0.02488115407027481,-0.07531802129009642,0.06486529389991934
0000000145,oracle_a,,,,0.0,3,29.08106803894043,-0.04250309489050636,0.03522747407057934,-0.1112774321028156,0.2181703020944044
0000000145,oracle_b,64.57622131723323,68.93072629453184,87.06821320877827,0.8348623853211009,109,64.68177795410156,-0.02623640109240564,0.01816072338071184,-0.022667949171132264,0.07963836770622591
0000000148,ipm_cl,79.1788934643496,27.2242586672187,81.93229836014798,0.9829059829059829,117,81.24019622802734,-0.021019487425471734,0.04553056958643801,-0.06472809658200879,0.05038891759442014
0000000148,oracle_a,25.198768029674575,10.811538726821516,40.50921671766971,1.0,8,36.382362365722656,-0.007647928888629134,0.08740251411072442,-0.3253492848390782,0.2688058540531103
0000000148,oracle_b,75.642292313563,0.9974772949377333,269.20950577746487,0.86,50,80.38945770263672,-0.01695527866416035,0.05234658620337173,0.03111375865328548,0.022208113196601136
0000000152,ipm_cl,45.35864154332849,51.94057615326931,61.382062917573,0.8333333333333334,126,45.83620071411133,0.006595685653727154,0.04189874325149956,-0.10972074876427461,0.05078757526715866
0000000152,oracle_a,49.50042764638033,46.1372919259228,58.7162383045414,0.9090909090909091,22,44.16806411743164,-0.04205402641625331,0.024357544402191292,-0.12214237542666406,0.132269536617128
0000000152,oracle_b,49.499995685296426,19.077193178540007,52.864720849183115,0.7314285714285714,175,46.48617172241211,0.003394216893874848,0.03258510834386438,-0.06685061314758171,0.03464201795250183
