step,split,ce,cert,top1,top5,cell_err_m,n,sec
2396,train,4.7152,0.2583,0.0000,0.0000,32.77,161,0.8
2397,train,3.3330,0.2884,0.0440,0.2390,11.96,159,0.8
2398,train,3.2539,0.3079,0.1098,0.3171,12.11,164,2.1
2399,train,5.0580,0.3289,0.0000,0.0000,39.05,157,1.6
2400,train,3.2099,0.3292,0.0375,0.2375,16.42,160,1.7
2400,val,4.2520,,0.0243,0.1135,18.27,6984,36.9
2401,train,3.6905,0.4219,0.0129,0.1032,10.08,155,1.3
2402,train,4.1358,0.2622,0.0247,0.1481,15.18,162,2.2
2403,train,4.6540,0.3168,0.0000,0.0245,18.85,163,2.1
2404,train,3.9060,0.3058,0.0062,0.0432,24.55,162,2.2
2405,train,3.7552,0.3315,0.0068,0.0135,29.14,148,0.6
2406,train,3.3142,0.2467,0.0629,0.3396,13.76,159,0.8
2407,train,3.7044,0.2485,0.0750,0.2875,11.16,160,1.4
2408,train,3.3873,0.3495,0.0530,0.2384,17.31,151,0.8
2409,train,3.2057,0.2480,0.0988,0.4815,10.72,162,2.0
2410,train,4.7505,0.2667,0.0063,0.0250,15.77,160,1.9
2411,train,3.8228,0.3290,0.0000,0.0000,33.31,162,0.8
2412,train,3.9305,0.3404,0.0127,0.0510,28.11,157,1.8
2413,train,3.7781,0.2862,0.0506,0.1899,10.64,158,0.8
2414,train,3.7537,0.2687,0.0063,0.0316,16.11,158,0.8
2415,train,3.0504,0.2436,0.1296,0.5802,7.99,162,2.2
2416,train,4.3605,0.2648,0.0253,0.1456,20.03,158,1.7
2417,train,3.6548,0.2664,0.0625,0.2500,8.65,160,2.2
2418,train,4.7171,0.2801,0.0062,0.0311,25.72,161,1.9
2419,train,3.1270,0.2310,0.1605,0.4568,8.30,162,0.8
2420,train,3.6699,0.2957,0.0446,0.1592,12.82,157,0.8
2421,train,5.7988,0.2682,0.0000,0.0000,26.98,161,0.8
2422,train,3.2315,0.2837,0.1187,0.3313,9.21,160,0.8
2423,train,3.1670,0.3691,0.1854,0.4172,8.19,151,1.4
2424,train,6.5165,0.2551,0.0000,0.0000,23.36,163,0.8
2425,train,6.6984,0.3019,0.0000,0.0000,15.50,150,1.9
2426,train,3.5432,0.3557,0.0461,0.2434,10.62,152,0.7
2427,train,4.8042,0.2526,0.0000,0.0000,16.64,161,2.0
2428,train,4.7639,0.3299,0.0000,0.0000,51.76,158,2.0
2429,train,3.5360,0.2802,0.0250,0.0875,23.09,160,2.2
2430,train,3.6234,0.4605,0.0062,0.0559,22.86,161,1.7
2431,train,3.7632,0.2775,0.0440,0.2264,9.95,159,2.2
2432,train,4.6308,0.2457,0.0000,0.0123,11.15,163,2.1
2433,train,3.3338,0.2895,0.1313,0.4437,6.94,160,1.6
2434,train,4.2050,0.3542,0.0194,0.1161,12.60,155,2.0
2435,train,3.3323,0.2656,0.0245,0.3558,10.41,163,1.5
2436,train,4.0037,0.3173,0.0253,0.1582,12.16,158,1.7
2437,train,3.8895,0.2974,0.0745,0.2609,12.63,161,1.6
2438,train,4.2041,0.3262,0.0189,0.0377,8.32,159,0.8
2439,train,4.0504,0.3310,0.0263,0.1645,7.81,152,1.5
2440,train,3.5102,0.3862,0.0638,0.2057,18.98,141,0.6
2441,train,3.6246,0.3061,0.0195,0.1039,22.29,154,0.8
2442,train,3.8416,0.3005,0.0828,0.2484,17.92,157,0.8
2443,train,3.9949,0.3934,0.0261,0.1307,14.92,153,1.7
2444,train,3.6578,0.2975,0.0184,0.1718,11.39,163,1.6
2445,train,3.8615,0.3139,0.0728,0.2384,8.83,151,0.6
2446,train,3.4398,0.3766,0.0688,0.3938,11.12,160,1.4
2447,train,3.7143,0.3111,0.0133,0.1067,20.54,150,1.7
2448,train,3.5332,0.3536,0.0316,0.2848,12.32,158,1.6
2449,train,5.3749,0.3060,0.0000,0.0000,12.06,157,2.0
2450,train,4.1263,0.3379,0.0000,0.0000,17.28,153,1.5
2451,train,3.9424,0.3347,0.0000,0.0000,15.77,155,0.8
2452,train,3.6876,0.3269,0.0134,0.0604,26.03,149,0.8
2453,train,3.5065,0.3150,0.1595,0.6074,5.42,163,2.0
2454,train,3.8703,0.3169,0.0387,0.0968,24.27,155,1.6
2455,train,3.4065,0.2927,0.1646,0.4937,8.93,158,2.1
2456,train,3.7248,0.2850,0.0000,0.0186,24.94,161,0.8
2457,train,3.2550,0.2808,0.1083,0.5032,6.85,157,0.8
2458,train,3.8047,0.3433,0.0000,0.0000,28.21,160,1.6
2459,train,6.1089,0.3233,0.0000,0.0000,17.16,152,1.9
2460,train,3.7417,0.2823,0.0252,0.1698,21.33,159,1.6
2461,train,3.5294,0.3506,0.0600,0.3667,8.35,150,1.5
2462,train,3.0678,0.2987,0.1830,0.5817,7.61,153,2.2
2463,train,3.8940,0.2522,0.0309,0.1111,12.66,162,1.8
2464,train,3.4101,0.3054,0.0126,0.2830,10.31,159,1.6
2465,train,3.3317,0.2500,0.0566,0.3522,13.32,159,2.0
2466,train,3.3713,0.4034,0.0897,0.4552,8.58,145,1.4
2467,train,3.4162,0.2766,0.1000,0.3313,7.18,160,0.8
2468,train,4.0471,0.2384,0.0189,0.0881,24.31,159,0.8
2469,train,3.5257,0.2770,0.0185,0.1790,14.73,162,0.8
2470,train,3.1902,0.2510,0.0494,0.1852,19.76,162,0.8
2471,train,4.6048,0.3043,0.0000,0.0063,22.62,159,0.8
2472,train,3.2478,0.2805,0.0316,0.3797,8.08,158,0.8
2473,train,4.1457,0.3280,0.0063,0.0696,16.86,158,0.6
2474,train,3.5226,0.2952,0.1176,0.4118,8.61,153,0.8
2475,train,5.5921,0.3779,0.0000,0.0000,16.74,137,0.7
2476,train,3.6110,0.3852,0.0526,0.3026,10.77,152,2.0
2477,train,3.4855,0.3375,0.0556,0.3642,8.15,162,1.8
2478,train,3.3709,0.2845,0.0312,0.1750,16.28,160,2.2
2479,train,4.0504,0.2737,0.0124,0.1739,10.62,161,0.8
2480,train,3.7773,0.2936,0.0127,0.1013,20.37,158,0.8
2481,train,3.7161,0.2836,0.0185,0.1481,13.20,162,1.8
2482,train,3.2716,0.3949,0.0476,0.1905,20.11,147,1.8
2483,train,3.8738,0.2853,0.0719,0.2745,8.22,153,2.0
2484,train,3.3269,0.3075,0.1677,0.4472,8.10,161,1.5
2485,train,3.3399,0.3344,0.0390,0.1753,13.71,154,0.8
2486,train,3.1002,0.3350,0.1974,0.6711,5.34,152,1.6
2487,train,3.3593,0.4461,0.0496,0.3688,9.64,141,0.8
2488,train,4.9110,0.2859,0.0061,0.0485,16.08,165,0.8
2489,train,3.4592,0.3120,0.0385,0.2436,14.01,156,0.7
2490,train,3.7804,0.2554,0.0123,0.0494,28.89,162,0.7
2491,train,3.7258,0.3186,0.0186,0.0559,19.01,161,2.2
2492,train,3.3941,0.2844,0.0432,0.1790,17.93,162,1.6
2493,train,4.0654,0.2790,0.0000,0.0427,19.52,164,1.8
2494,train,3.9481,0.2652,0.0380,0.1709,16.20,158,2.0
2495,train,3.4958,0.3092,0.0506,0.2532,11.69,158,2.0
2496,train,5.0673,0.2757,0.0000,0.0190,20.06,158,1.9
2497,train,6.5282,0.4803,0.0000,0.0000,19.61,128,1.6
2498,train,3.0564,0.3146,0.1325,0.4305,16.49,151,0.8
2499,train,3.6183,0.2965,0.0190,0.1013,13.76,158,2.0
2500,train,3.9218,0.3275,0.0537,0.2215,8.50,149,1.3
2501,train,3.6723,0.3015,0.0485,0.2667,12.20,165,0.6
2502,train,3.4550,0.3132,0.0307,0.3374,8.28,163,1.5
2503,train,3.5320,0.2758,0.0368,0.3006,7.69,163,2.0
2504,train,3.3334,0.2678,0.0314,0.3899,10.74,159,1.5
2505,train,3.6250,0.4197,0.0588,0.3137,9.09,153,0.7
2506,train,3.7623,0.3020,0.0063,0.1456,11.58,158,1.4
2507,train,3.9396,0.3521,0.0123,0.0552,15.75,163,2.1
2508,train,3.8666,0.2998,0.0065,0.0261,23.79,153,2.1
2509,train,3.2836,0.3099,0.0592,0.2105,17.76,152,1.7
2510,train,3.7954,0.3730,0.0455,0.2013,13.51,154,2.0
2511,train,3.4004,0.3478,0.0338,0.1959,17.29,148,1.9
2512,train,4.0171,0.3094,0.0750,0.3563,8.79,160,2.1
2513,train,5.2447,0.4279,0.0000,0.0000,12.58,151,1.9
2514,train,3.0091,0.3108,0.2102,0.6943,5.99,157,0.6
2515,train,4.1414,0.3083,0.0062,0.0683,13.91,161,2.0
2516,train,2.7878,0.3118,0.1847,0.7771,6.59,157,2.1
2517,train,4.6289,0.2939,0.0000,0.0000,27.27,160,1.5
2518,train,3.7491,0.2952,0.0559,0.2671,8.58,161,0.8
2519,train,4.1172,0.3939,0.0000,0.0265,11.80,151,1.4
2520,train,3.8818,0.3675,0.0069,0.0345,33.52,145,0.8
2521,train,3.2751,0.3478,0.1000,0.3812,10.05,160,1.9
2522,train,3.5671,0.3029,0.0245,0.1043,19.96,163,1.5
2523,train,4.3827,0.3192,0.0068,0.0272,18.25,147,1.7
2524,train,3.6734,0.2646,0.0245,0.0920,9.10,163,1.9
2525,train,4.0236,0.3468,0.0066,0.1053,12.58,152,0.8
2526,train,4.3343,0.2942,0.0000,0.0126,20.48,159,0.8
2527,train,4.0676,0.2670,0.0062,0.0432,17.26,162,2.0
2528,train,3.3838,0.3277,0.0192,0.1987,7.13,156,1.8
2529,train,3.4535,0.3853,0.0208,0.3403,10.89,144,2.1
2530,train,3.6110,0.2604,0.0312,0.2938,13.69,160,2.0
2531,train,3.6767,0.3767,0.0069,0.0556,19.62,144,1.5
2532,train,3.6499,0.2889,0.0189,0.2201,8.42,159,1.9
2533,train,3.4530,0.3825,0.0253,0.2532,15.95,158,0.8
2534,train,4.1395,0.3383,0.0000,0.0000,35.34,148,0.8
2535,train,3.0540,0.2874,0.1603,0.5128,7.00,156,0.8
2536,train,3.8567,0.2616,0.0000,0.0186,15.80,161,1.4
2537,train,4.2473,0.2436,0.0000,0.0000,31.03,161,0.8
2538,train,3.5472,0.3529,0.0323,0.1161,24.36,155,1.9
2539,train,3.6002,0.2550,0.0440,0.2138,10.62,159,2.0
2540,train,3.8029,0.3141,0.0449,0.1538,22.17,156,1.5
2541,train,4.1242,0.2679,0.0126,0.1572,10.05,159,0.8
2542,train,3.4499,0.3244,0.1867,0.5067,5.82,150,0.8
2543,train,3.8155,0.3573,0.0067,0.1400,13.17,150,0.6
2544,train,3.4997,0.2604,0.0813,0.3375,9.52,160,2.1
2545,train,3.3105,0.3025,0.0323,0.1677,26.28,155,1.5
2546,train,3.7403,0.4222,0.0068,0.1892,18.86,148,1.9
2547,train,4.5390,0.2980,0.0066,0.0197,14.37,152,2.0
2548,train,3.6791,0.3465,0.0921,0.4079,17.72,152,1.4
2549,train,3.6787,0.2755,0.0185,0.0988,19.34,162,2.1
2550,train,4.0983,0.3759,0.0000,0.0360,11.62,139,0.6
2551,train,2.9894,0.2519,0.1000,0.4062,7.18,160,1.5
2552,train,3.4611,0.2462,0.0736,0.2883,6.66,163,0.8
2553,train,3.3230,0.2826,0.0312,0.1813,15.58,160,2.1
2554,train,4.6452,0.2757,0.0000,0.0126,28.71,159,2.1
2555,train,3.3315,0.3326,0.0130,0.1429,10.59,154,2.0
2556,train,3.1651,0.2831,0.0823,0.3544,9.91,158,0.8
2557,train,3.4960,0.2842,0.0000,0.0195,21.28,154,2.1
2558,train,3.6280,0.2224,0.0427,0.1829,13.47,164,0.8
2559,train,3.5602,0.3689,0.0390,0.1364,8.96,154,1.8
2560,train,3.1234,0.2658,0.1543,0.4444,6.68,162,2.2
2561,train,4.4062,0.3653,0.0064,0.0318,12.20,157,1.4
2562,train,3.9358,0.3097,0.0000,0.0621,29.60,161,1.9
2563,train,4.1260,0.2937,0.0062,0.0802,12.81,162,1.6
2564,train,3.7725,0.4064,0.0496,0.2979,11.46,141,1.6
2565,train,3.3582,0.3060,0.0250,0.2000,13.56,160,1.9
2566,train,5.5325,0.2983,0.0000,0.0000,16.11,155,1.5
2567,train,3.4444,0.2656,0.0125,0.2562,11.18,160,0.8
2568,train,3.1954,0.3699,0.0584,0.4221,6.95,154,2.0
2569,train,4.2807,0.2851,0.0000,0.0000,38.66,160,0.6
2570,train,5.4278,0.2682,0.0000,0.0000,17.28,158,0.8
2571,train,3.2790,0.2402,0.0432,0.3333,11.01,162,0.8
2572,train,4.6147,0.2632,0.0000,0.0000,32.35,163,0.8
2573,train,3.6443,0.2827,0.0309,0.1420,9.88,162,2.2
2574,train,3.4716,0.2672,0.0497,0.2733,7.92,161,1.7
2575,train,3.5526,0.2746,0.0127,0.1266,18.59,158,0.8
2576,train,2.9974,0.2591,0.1813,0.6938,5.77,160,0.8
2577,train,3.3455,0.3200,0.1266,0.3544,5.96,158,1.5
2578,train,3.6516,0.3497,0.0065,0.0452,24.43,155,1.5
2579,train,3.3672,0.2729,0.0705,0.1859,18.11,156,0.8
2580,train,3.5254,0.3140,0.1688,0.4313,8.88,160,2.2
2581,train,3.5560,0.2536,0.0440,0.1698,11.87,159,2.0
2582,train,3.2681,0.2559,0.0750,0.4813,8.37,160,2.1
2583,train,3.3685,0.3107,0.0533,0.3067,7.41,150,1.4
2584,train,3.1919,0.3422,0.0395,0.1645,18.96,152,2.0
2585,train,3.1742,0.2371,0.1043,0.4601,5.36,163,0.8
2586,train,3.4415,0.3133,0.0126,0.1006,23.41,159,1.5
2587,train,3.8873,0.2763,0.0000,0.0000,30.54,160,0.8
2588,train,3.1947,0.2810,0.0570,0.2848,7.41,158,2.1
2589,train,3.4753,0.3268,0.0892,0.2420,5.68,157,0.8
2590,train,4.5945,0.2684,0.0000,0.0000,16.70,157,2.0
2591,train,3.7626,0.3830,0.0286,0.1643,15.11,140,1.5
2592,train,3.3721,0.2818,0.0510,0.3567,7.81,157,2.0
2593,train,4.3206,0.2915,0.0000,0.0000,22.35,154,1.5
2594,train,3.8416,0.3109,0.1242,0.4596,7.62,161,2.1
2595,train,3.9970,0.2994,0.0063,0.1875,12.66,160,1.9
2596,train,3.1629,0.2485,0.1411,0.4540,6.25,163,1.7
2597,train,3.5806,0.3011,0.0573,0.1656,24.41,157,0.8
2598,train,3.3138,0.2571,0.0552,0.3190,12.47,163,1.3
2599,train,3.2656,0.3267,0.0377,0.3019,19.52,159,2.1
2600,train,3.5390,0.2707,0.0000,0.0312,22.71,160,1.5
2600,val,4.1925,,0.0345,0.1511,16.97,6984,36.8
2601,train,4.3907,0.3046,0.0067,0.0533,14.25,150,1.4
2602,train,3.5949,0.2732,0.0064,0.2372,11.46,156,0.8
2603,train,4.0780,0.2701,0.0000,0.0184,18.38,163,2.1
2604,train,3.3135,0.3075,0.0385,0.2115,17.06,156,1.3
2605,train,3.5789,0.2739,0.0063,0.1447,13.51,159,1.6
2606,train,4.6323,0.2636,0.0000,0.0309,17.23,162,0.8
2607,train,3.4505,0.2692,0.0063,0.0437,28.99,160,1.5
2608,train,2.9594,0.4157,0.1600,0.5733,13.41,150,1.9
2609,train,3.3275,0.3471,0.0205,0.2055,9.31,146,1.5
2610,train,5.0999,0.2472,0.0000,0.0000,22.59,159,1.9
2611,train,4.0669,0.5960,0.0000,0.0216,13.32,139,0.6
2612,train,5.1626,0.2461,0.0000,0.0000,31.77,160,2.0
2613,train,2.7593,0.3174,0.2256,0.6829,4.40,164,0.8
2614,train,4.3302,0.2222,0.0000,0.0000,35.39,159,1.6
2615,train,3.0831,0.2813,0.0380,0.3228,8.14,158,1.5
2616,train,3.4687,0.2221,0.0122,0.1280,18.97,164,0.8
2617,train,3.3554,0.3037,0.0870,0.4658,9.88,161,2.1
2618,train,2.9508,0.2655,0.1925,0.7081,6.39,161,2.2
2619,train,4.4966,0.2206,0.0123,0.0309,17.02,162,2.1
2620,train,6.7290,0.2805,0.0000,0.0000,21.56,163,2.0
2621,train,4.2122,0.2789,0.0000,0.0245,27.26,163,0.8
2622,train,4.0207,0.2916,0.0000,0.0125,31.71,160,2.1
2623,train,2.9864,0.3084,0.2438,0.7875,6.88,160,2.0
2624,train,3.8718,0.2616,0.0248,0.0932,14.14,161,1.5
2625,train,3.5485,0.2824,0.0000,0.0705,21.66,156,2.1
2626,train,4.2054,0.2574,0.0000,0.0380,17.52,158,0.6
2627,train,4.1132,0.3365,0.0000,0.0189,17.07,159,2.1
2628,train,3.4951,0.2989,0.0556,0.2593,10.56,162,1.7
2629,train,3.2921,0.2879,0.0131,0.2092,19.61,153,1.6
2630,train,4.2615,0.2946,0.0000,0.0000,14.32,156,1.7
2631,train,3.3787,0.2614,0.0065,0.2549,9.18,153,0.8
2632,train,4.0368,0.2695,0.0124,0.1056,13.68,161,1.6
2633,train,3.4837,0.3302,0.0133,0.1267,17.04,150,1.6
2634,train,3.5748,0.2049,0.0061,0.0613,25.28,163,1.9
2635,train,3.0059,0.2596,0.2327,0.6164,11.53,159,0.8
2636,train,4.4856,0.3496,0.0000,0.0000,11.94,148,0.6
2637,train,3.3450,0.2537,0.0688,0.2500,18.13,160,0.8
2638,train,3.4644,0.2639,0.0500,0.3063,8.32,160,0.8
2639,train,3.3984,0.2974,0.0455,0.3961,8.61,154,1.9
2640,train,3.6538,0.3143,0.0000,0.0066,17.32,152,2.1
2641,train,3.7564,0.2933,0.0000,0.0000,32.51,159,0.7
2642,train,3.4028,0.2529,0.0497,0.2981,12.10,161,0.8
2643,train,5.7896,0.3102,0.0000,0.0000,23.36,149,0.7
2644,train,3.9545,0.2481,0.0000,0.0373,21.79,161,1.8
2645,train,2.8706,0.2770,0.3019,0.7736,3.85,159,0.7
2646,train,3.3501,0.3311,0.1156,0.4898,6.68,147,2.1
2647,train,3.2696,0.2274,0.0637,0.3376,12.84,157,0.8
2648,train,3.2011,0.2459,0.1111,0.4691,14.90,162,1.7
2649,train,3.3393,0.2759,0.0633,0.3101,13.04,158,0.7
2650,train,4.2355,0.2522,0.0000,0.0312,10.26,160,2.1
2651,train,2.9784,0.2759,0.1824,0.5975,5.39,159,0.8
2652,train,3.6935,0.2938,0.0000,0.0333,16.30,150,0.8
2653,train,3.8433,0.3116,0.0000,0.0573,14.22,157,0.7
2654,train,4.9802,0.2477,0.0000,0.0000,18.34,161,2.2
2655,train,3.8830,0.3284,0.0759,0.1899,7.99,158,2.0
2656,train,3.8065,0.2581,0.0000,0.0563,15.68,160,1.3
2657,train,5.4206,0.3133,0.0000,0.0064,15.89,156,2.0
2658,train,3.2257,0.3260,0.0654,0.3072,12.78,153,1.9
2659,train,3.6868,0.2632,0.0000,0.0000,26.88,159,2.0
2660,train,4.8471,0.2999,0.0000,0.0000,13.39,153,0.8
2661,train,4.0086,0.2725,0.0255,0.0637,18.21,157,2.1
2662,train,3.5042,0.3286,0.0385,0.2692,15.92,156,0.7
2663,train,4.5066,0.2854,0.0000,0.0063,29.27,159,1.5
2664,train,3.3579,0.2827,0.1562,0.4750,6.69,160,2.1
2665,train,3.3723,0.3784,0.0724,0.1974,19.02,152,0.8
2666,train,3.5672,0.2981,0.0491,0.2577,11.11,163,1.9
2667,train,3.6970,0.2587,0.0316,0.1709,13.77,158,1.9
2668,train,3.6740,0.3181,0.0062,0.1677,12.28,161,1.7
2669,train,3.6626,0.2842,0.0446,0.2293,8.73,157,1.9
2670,train,3.9803,0.2821,0.0188,0.1187,12.81,160,0.6
2671,train,3.5116,0.3060,0.0710,0.3806,10.48,155,0.6
2672,train,3.2223,0.3232,0.1842,0.6579,4.52,152,0.8
2673,train,4.5509,0.3607,0.0000,0.0000,42.85,159,2.1
2674,train,3.8460,0.2852,0.0584,0.2013,11.59,154,0.8
2675,train,4.1246,0.2631,0.0000,0.0000,31.73,160,0.8
2676,train,3.5753,0.2683,0.0063,0.0949,17.90,158,1.5
2677,train,4.4914,0.3035,0.0063,0.0127,20.68,158,1.7
2678,train,3.1111,0.2566,0.1824,0.6038,6.03,159,1.6
2679,train,3.3134,0.2813,0.0604,0.1946,19.91,149,0.8
2680,train,4.1212,0.3700,0.0134,0.0403,26.25,149,1.6
2681,train,3.1884,0.2755,0.0692,0.4025,9.48,159,0.8
2682,train,3.6964,0.3873,0.0000,0.0566,21.29,159,1.8
2683,train,3.7868,0.2674,0.0312,0.2188,7.83,160,2.0
2684,train,3.5098,0.3539,0.1043,0.4540,12.22,163,1.7
2685,train,4.1653,0.2558,0.0000,0.0062,20.03,161,0.8
2686,train,4.4520,0.3168,0.0065,0.0196,13.55,153,1.5
2687,train,3.2295,0.2829,0.1043,0.5583,7.61,163,2.0
2688,train,3.5213,0.2731,0.0247,0.2099,12.06,162,0.8
2689,train,3.7073,0.3512,0.0000,0.0458,15.99,153,2.1
2690,train,3.9015,0.3346,0.0124,0.1366,11.68,161,1.9
2691,train,3.5390,0.2431,0.0124,0.2174,11.15,161,2.0
2692,train,3.4140,0.4040,0.0395,0.2105,16.94,152,1.9
2693,train,3.7993,0.3721,0.0074,0.0519,19.43,135,1.5
2694,train,3.3011,0.2888,0.0440,0.2704,10.70,159,1.5
2695,train,3.9236,0.2463,0.0000,0.0000,36.86,161,1.8
2696,train,3.4686,0.2822,0.0128,0.1218,13.52,156,0.7
2697,train,3.6093,0.2595,0.0123,0.1173,22.42,162,1.6
2698,train,3.3582,0.2380,0.1187,0.5375,6.76,160,2.2
2699,train,2.9439,0.2351,0.2360,0.6646,7.75,161,1.8
2700,train,3.5538,0.2823,0.0581,0.2129,18.97,155,1.8
2701,train,3.2902,0.2279,0.1472,0.4233,12.55,163,1.8
2702,train,3.9418,0.3193,0.0062,0.1242,15.96,161,1.4
2703,train,3.5075,0.3374,0.0556,0.3395,8.88,162,0.8
2704,train,3.3808,0.3229,0.0857,0.4714,8.98,140,1.5
2705,train,3.6290,0.2372,0.0435,0.2671,7.11,161,1.7
2706,train,3.0856,0.2833,0.0688,0.3750,17.80,160,1.7
2707,train,4.6890,0.3384,0.0000,0.0068,18.42,147,1.7
2708,train,3.5136,0.2546,0.0248,0.2919,9.61,161,0.8
2709,train,3.0845,0.3736,0.1699,0.6340,7.39,153,1.9
2710,train,2.9360,0.2979,0.2236,0.6894,5.72,161,1.9
2711,train,3.4128,0.2934,0.0750,0.3563,8.88,160,0.7
2712,train,3.1661,0.2791,0.1313,0.4313,7.25,160,0.7
2713,train,4.2882,0.2299,0.0309,0.1543,12.19,162,2.1
2714,train,3.0547,0.4881,0.1439,0.4892,11.10,139,2.0
2715,train,3.6864,0.3061,0.0370,0.1728,6.72,162,0.8
2716,train,3.4318,0.4648,0.0130,0.0974,19.74,154,0.6
2717,train,4.2830,0.2875,0.0000,0.0000,37.13,161,2.1
2718,train,4.8204,0.3361,0.0065,0.0581,29.45,155,0.7
2719,train,3.5808,0.4181,0.0213,0.2057,7.81,141,0.7
2720,train,3.0523,0.2868,0.0968,0.5290,6.28,155,1.8
2721,train,4.8518,0.2650,0.0000,0.0000,34.16,157,1.8
2722,train,3.2588,0.3834,0.0200,0.2067,12.61,150,1.6
2723,train,3.8998,0.2609,0.0000,0.0440,26.12,159,0.7
2724,train,3.7171,0.2508,0.0062,0.0435,17.94,161,0.7
2725,train,3.7857,0.2620,0.0000,0.0063,27.31,159,2.1
2726,train,3.2988,0.4620,0.0461,0.2829,10.42,152,0.7
2727,train,3.8297,0.4072,0.0429,0.1143,27.44,140,1.6
2728,train,3.3673,0.2642,0.1173,0.3827,13.15,162,0.8
2729,train,3.9313,0.3033,0.0063,0.0563,20.33,160,1.8
2730,train,3.1594,0.3415,0.0654,0.2876,12.01,153,2.2
2731,train,3.6823,0.2939,0.0064,0.0705,13.17,156,1.7
2732,train,3.3310,0.3329,0.0067,0.1141,15.37,149,1.6
2733,train,3.4258,0.2302,0.0823,0.3354,12.55,158,1.9
2734,train,2.9846,0.3586,0.1429,0.5325,15.26,154,0.8
2735,train,3.6985,0.2814,0.0000,0.0435,26.70,161,2.0
2736,train,2.8389,0.2303,0.1963,0.5951,11.07,163,1.5
2737,train,3.4555,0.3072,0.0065,0.0516,33.67,155,0.7
2738,train,5.5117,0.2510,0.0000,0.0000,30.06,162,2.1
2739,train,3.1606,0.2372,0.0949,0.3924,11.86,158,2.1
2740,train,4.0722,0.2277,0.0000,0.0245,18.41,163,2.2
2741,train,3.4327,0.3059,0.0437,0.2062,12.41,160,0.8
2742,train,2.8531,0.2608,0.2125,0.5875,8.50,160,2.1
2743,train,4.1255,0.3384,0.0000,0.0255,28.29,157,1.5
2744,train,4.4325,0.3205,0.0000,0.0200,13.41,150,1.6
2745,train,3.3384,0.3107,0.0621,0.2621,10.28,145,2.2
2746,train,2.9432,0.2664,0.0881,0.4214,11.18,159,1.8
2747,train,4.4288,0.2865,0.0067,0.0400,17.21,150,1.6
2748,train,3.1815,0.3064,0.0437,0.3875,9.31,160,2.0
2749,train,4.6617,0.2907,0.0000,0.0000,24.24,160,1.9
2750,train,3.5160,0.2965,0.0063,0.1125,15.10,160,1.7
2751,train,3.2414,0.3718,0.0909,0.2727,13.46,154,1.9
2752,train,3.7537,0.2790,0.0130,0.0195,28.15,154,1.6
2753,train,3.2027,0.2812,0.0373,0.3416,11.10,161,0.8
2754,train,3.2752,0.2690,0.0124,0.3851,9.97,161,0.8
2755,train,3.7278,0.2641,0.0122,0.0915,20.00,164,2.1
2756,train,5.1614,0.3763,0.0000,0.0000,22.62,139,1.5
2757,train,3.4952,0.4419,0.0146,0.1314,12.87,137,0.8
2758,train,3.4562,0.2466,0.0506,0.3038,8.15,158,0.7
2759,train,3.8732,0.2332,0.0000,0.0305,14.44,164,0.6
2760,train,5.0787,0.2698,0.0064,0.0513,15.65,156,1.5
2761,train,3.6272,0.2461,0.0000,0.0755,23.96,159,1.6
2762,train,3.7605,0.2826,0.0000,0.0563,32.52,160,2.1
2763,train,4.1837,0.4100,0.0000,0.0000,19.85,156,1.7
2764,train,3.2775,0.4510,0.0323,0.3613,11.52,155,1.6
2765,train,3.4656,0.2351,0.0063,0.2313,11.36,160,2.0
2766,train,3.0756,0.3181,0.0637,0.4076,17.89,157,2.2
2767,train,3.7610,0.2438,0.0000,0.0683,11.48,161,0.8
2768,train,2.9965,0.2182,0.2222,0.5988,6.94,162,0.6
2769,train,3.4298,0.3373,0.0779,0.2208,20.36,154,1.3
2770,train,3.9606,0.3934,0.0000,0.0214,28.21,140,1.4
2771,train,3.1155,0.4222,0.1111,0.5098,14.56,153,1.5
2772,train,4.0692,0.3655,0.0000,0.0000,28.99,162,0.8
2773,train,3.7637,0.2547,0.0189,0.0692,15.69,159,2.0
2774,train,4.4171,0.4370,0.0000,0.0352,27.90,142,0.8
2775,train,3.3981,0.2450,0.0063,0.0375,27.71,160,1.7
2776,train,3.5073,0.2669,0.0000,0.0633,17.66,158,1.9
2777,train,3.4014,0.2654,0.0311,0.2981,9.97,161,1.9
2778,train,3.7560,0.3017,0.0064,0.0573,24.80,157,1.4
2779,train,4.9558,0.2698,0.0000,0.0000,24.90,159,0.8
2780,train,3.2284,0.2773,0.0134,0.0738,27.05,149,1.6
2781,train,3.9565,0.3285,0.0067,0.1611,11.03,149,1.3
2782,train,2.8341,0.2753,0.1313,0.5437,10.41,160,0.8
2783,train,3.3926,0.2334,0.0244,0.2317,11.84,164,0.8
2784,train,3.8802,0.3213,0.0000,0.0066,30.76,152,1.5
2785,train,2.9116,0.3142,0.1494,0.7208,6.23,154,0.6
2786,train,6.0881,0.2509,0.0000,0.0000,15.78,159,2.0
2787,train,3.1024,0.3517,0.3063,0.8063,5.41,160,2.2
2788,train,3.5339,0.2842,0.0000,0.0440,23.51,159,0.8
2789,train,3.8055,0.4470,0.0464,0.2715,10.48,151,2.0
2790,train,3.7139,0.2444,0.0370,0.1481,7.36,162,1.5
2791,train,3.4709,0.3091,0.0196,0.1895,12.43,153,0.8
2792,train,3.5789,0.3371,0.1366,0.5280,8.06,161,2.1
