step,split,ce,cert,top1,top5,cell_err_m,n,sec
2793,train,3.0891,0.2729,0.0705,0.4615,10.75,156,1.6
2794,train,4.4064,0.2982,0.0000,0.0132,22.89,152,1.7
2795,train,3.4797,0.2915,0.0129,0.0387,22.74,155,0.8
2796,train,5.0711,0.2493,0.0000,0.0000,9.13,161,0.6
2797,train,3.5908,0.2799,0.0000,0.0125,17.67,160,1.5
2798,train,3.0687,0.2529,0.1258,0.6164,7.17,159,1.6
2799,train,2.7446,0.2217,0.1739,0.5963,5.88,161,0.8
2800,train,3.2741,0.5063,0.1543,0.5309,7.75,162,1.6
2800,val,4.0200,,0.0418,0.1821,16.89,6984,37.3
2801,train,4.7699,0.2367,0.0000,0.0000,10.44,161,0.6
2802,train,3.2589,0.2551,0.0382,0.3376,8.35,157,1.6
2803,train,3.5640,0.2604,0.0252,0.2264,14.29,159,0.8
2804,train,3.6332,0.3046,0.0134,0.0604,22.70,149,2.0
2805,train,4.4004,0.3234,0.0065,0.1046,8.04,153,1.5
2806,train,4.0416,0.2846,0.0125,0.0312,24.87,160,2.0
2807,train,3.5150,0.2382,0.1166,0.3374,6.05,163,1.8
2808,train,2.9229,0.2776,0.1962,0.6835,6.02,158,1.5
2809,train,3.5294,0.2864,0.0063,0.0692,17.68,159,1.8
2810,train,4.8441,0.3635,0.0000,0.0000,17.55,147,2.0
2811,train,3.3684,0.2422,0.0000,0.0566,24.81,159,0.8
2812,train,2.8685,0.3482,0.1419,0.7973,6.50,148,0.8
2813,train,3.1219,0.2523,0.1375,0.5500,9.76,160,1.6
2814,train,3.1330,0.3689,0.0710,0.2774,16.61,155,1.6
2815,train,3.2728,0.2709,0.0563,0.2562,21.63,160,1.7
2816,train,2.9185,0.3955,0.0968,0.6516,4.88,155,1.6
2817,train,4.7800,0.2866,0.0000,0.0000,13.61,152,1.4
2818,train,4.0189,0.2775,0.0000,0.0127,34.18,157,2.0
2819,train,4.3732,0.2351,0.0000,0.0124,16.61,161,2.2
2820,train,3.5708,0.2760,0.0377,0.2138,11.33,159,2.1
2821,train,3.9305,0.3186,0.0129,0.1097,9.86,155,1.5
2822,train,3.7335,0.3674,0.0000,0.0288,26.82,139,1.4
2823,train,4.1284,0.3262,0.0270,0.1959,12.80,148,1.8
2824,train,6.0082,0.2775,0.0000,0.0000,15.85,160,0.6
2825,train,3.6198,0.2682,0.0248,0.3230,10.26,161,1.4
2826,train,3.9830,0.2466,0.0000,0.0063,27.76,160,2.1
2827,train,4.1345,0.2756,0.0000,0.0000,12.48,161,0.8
2828,train,2.7364,0.3339,0.1959,0.7432,5.67,148,1.5
2829,train,3.7684,0.2875,0.0000,0.0000,30.64,160,0.8
2830,train,3.6683,0.3476,0.0067,0.0336,17.63,149,2.1
2831,train,3.5673,0.3074,0.0314,0.2327,10.92,159,0.8
2832,train,3.3467,0.2607,0.0185,0.2284,10.02,162,2.2
2833,train,3.5558,0.4497,0.0135,0.1149,14.82,148,1.9
2834,train,3.2677,0.2819,0.0124,0.0745,26.97,161,1.6
2835,train,4.1911,0.3734,0.0000,0.0373,10.73,134,1.5
2836,train,2.9650,0.2184,0.1481,0.5247,17.91,162,2.2
2837,train,4.3215,0.2714,0.0000,0.0380,13.86,158,2.0
2838,train,3.7630,0.2838,0.0408,0.1905,7.14,147,1.7
2839,train,3.5450,0.2652,0.0000,0.2062,12.05,160,2.1
2840,train,7.7677,0.2115,0.0000,0.0000,37.41,160,1.8
2841,train,4.6588,0.3711,0.0000,0.0000,19.82,161,1.9
2842,train,3.9665,0.2888,0.0122,0.0549,8.39,164,0.6
2843,train,3.3591,0.2644,0.0063,0.0500,29.77,160,0.8
2844,train,3.8833,0.2500,0.0000,0.0000,25.40,161,0.8
2845,train,2.7027,0.2884,0.2530,0.7831,4.04,166,1.6
2846,train,3.7775,0.2435,0.0064,0.0637,14.89,157,1.5
2847,train,4.4483,0.2610,0.0062,0.0247,31.95,162,1.5
2848,train,3.0864,0.2761,0.0552,0.2761,20.47,163,1.8
2849,train,3.6059,0.2717,0.0124,0.1553,11.65,161,0.8
2850,train,4.7216,0.3096,0.0000,0.0000,22.65,154,0.7
2851,train,5.7010,0.3008,0.0000,0.0000,16.28,159,2.2
2852,train,3.6542,0.3076,0.0124,0.0559,24.57,161,2.0
2853,train,2.8887,0.2517,0.1938,0.6625,5.97,160,2.1
2854,train,3.6869,0.2380,0.0000,0.0497,29.76,161,1.6
2855,train,3.1839,0.2463,0.2264,0.5283,5.93,159,0.8
2856,train,5.1711,0.3645,0.0000,0.0069,26.05,144,1.9
2857,train,3.2887,0.2893,0.1733,0.4400,7.61,150,0.8
2858,train,3.3119,0.2688,0.1988,0.3478,13.17,161,2.0
2859,train,3.1034,0.3025,0.1477,0.5302,8.90,149,1.6
2860,train,3.0813,0.2862,0.2237,0.8158,4.59,152,1.6
2861,train,4.0060,0.3337,0.0000,0.0000,23.49,161,0.8
2862,train,3.0681,0.2638,0.2422,0.8012,4.51,161,1.4
2863,train,3.7917,0.3079,0.0065,0.0779,16.89,154,0.8
2864,train,3.4841,0.3234,0.0375,0.2562,13.10,160,1.9
2865,train,3.2987,0.2640,0.1006,0.4277,7.66,159,2.2
2866,train,3.8059,0.3225,0.0000,0.0067,33.93,150,0.6
2867,train,4.6227,0.2880,0.0000,0.0000,27.53,156,1.5
2868,train,4.1119,0.3545,0.0000,0.0000,26.97,161,0.6
2869,train,2.8727,0.4309,0.3403,0.8542,3.47,144,0.8
2870,train,3.6624,0.2367,0.0312,0.1625,21.90,160,0.8
2871,train,5.2646,0.2722,0.0000,0.0000,16.43,158,2.1
2872,train,3.1776,0.3016,0.1063,0.4437,13.70,160,1.9
2873,train,3.2695,0.3244,0.0440,0.3270,21.67,159,0.8
2874,train,3.8072,0.3069,0.0200,0.1133,17.71,150,1.8
2875,train,3.2685,0.2362,0.0435,0.4596,7.01,161,0.8
2876,train,3.4707,0.3635,0.0764,0.4028,8.49,144,2.2
2877,train,3.4985,0.2418,0.0127,0.1401,12.40,157,1.9
2878,train,3.1557,0.2565,0.1987,0.6623,5.93,151,0.8
2879,train,3.4795,0.2632,0.0063,0.0563,16.03,160,1.8
2880,train,5.3698,0.2539,0.0000,0.0000,12.96,158,0.8
2881,train,3.2430,0.2841,0.0336,0.2215,12.45,149,1.4
2882,train,2.8374,0.2523,0.2704,0.8302,4.77,159,1.5
2883,train,3.5717,0.5491,0.0621,0.3310,8.45,145,0.8
2884,train,3.5977,0.3338,0.0743,0.3176,18.29,148,1.5
2885,train,5.3578,0.2547,0.0000,0.0000,13.50,159,2.1
2886,train,4.3057,0.2760,0.0000,0.0000,25.51,154,1.6
2887,train,4.5533,0.2434,0.0364,0.1333,20.65,165,0.8
2888,train,3.7326,0.2799,0.0000,0.0000,34.41,156,0.8
2889,train,3.5481,0.3872,0.0136,0.1088,20.14,147,0.8
2890,train,3.1191,0.2176,0.1350,0.6074,5.14,163,0.8
2891,train,3.3191,0.3392,0.0265,0.2384,14.80,151,1.9
2892,train,3.5657,0.3030,0.0196,0.3399,8.38,153,1.7
2893,train,3.4775,0.2261,0.0000,0.0864,22.96,162,2.1
2894,train,3.9354,0.2615,0.0000,0.0316,20.81,158,0.8
2895,train,3.2311,0.2425,0.0188,0.1875,19.27,160,1.6
2896,train,3.4985,0.3379,0.0000,0.0205,40.14,146,0.8
2897,train,4.0195,0.2532,0.0062,0.0807,10.35,161,0.8
2898,train,3.5750,0.2280,0.0443,0.2278,9.11,158,0.8
2899,train,4.0110,0.2591,0.0000,0.0065,15.35,155,1.5
2900,train,2.8423,0.2478,0.2671,0.8137,6.36,161,1.8
2901,train,4.1510,0.3942,0.0000,0.0000,20.03,149,1.6
2902,train,4.1218,0.3919,0.0000,0.0129,27.45,155,1.8
2903,train,3.2271,0.3139,0.0523,0.3333,13.00,153,0.8
2904,train,6.0805,0.2592,0.0000,0.0000,17.89,159,2.1
2905,train,3.5728,0.3767,0.0000,0.0144,27.48,139,1.6
2906,train,3.6319,0.3595,0.0000,0.1399,14.08,143,1.6
2907,train,3.4277,0.2552,0.0745,0.3106,12.50,161,1.6
2908,train,3.5433,0.3384,0.0000,0.0397,27.25,151,1.5
2909,train,4.3692,0.2609,0.0000,0.0064,20.26,156,1.9
2910,train,5.9238,0.2485,0.0000,0.0000,25.34,160,0.8
2911,train,4.6347,0.4172,0.0000,0.0000,19.29,134,1.7
2912,train,4.2513,0.2670,0.0065,0.0458,9.32,153,1.9
2913,train,3.9677,0.3080,0.0121,0.0485,12.34,165,2.1
2914,train,3.4753,0.2475,0.0375,0.1750,19.93,160,2.1
2915,train,3.4823,0.3038,0.0131,0.1830,14.26,153,1.5
2916,train,4.0695,0.2367,0.0000,0.0745,10.74,161,2.1
2917,train,3.8925,0.2586,0.0062,0.0870,16.93,161,1.9
2918,train,3.6954,0.4521,0.0203,0.1486,15.50,148,0.8
2919,train,3.8199,0.3261,0.0066,0.0724,13.72,152,1.6
2920,train,4.0987,0.2662,0.0000,0.0192,25.52,156,1.6
2921,train,4.4398,0.2791,0.0127,0.0380,13.56,158,2.1
2922,train,3.8519,0.2222,0.0188,0.1187,12.12,160,0.8
2923,train,3.6769,0.2224,0.0625,0.3000,10.90,160,1.3
2924,train,3.8721,0.2749,0.0195,0.0390,15.21,154,1.9
2925,train,3.4200,0.2403,0.1447,0.4843,9.57,159,0.8
2926,train,3.2163,0.2076,0.0859,0.4294,10.46,163,2.1
2927,train,4.1230,0.2806,0.0000,0.0192,17.54,156,0.8
2928,train,4.2090,0.3656,0.0065,0.0588,15.28,153,1.3
2929,train,3.5265,0.2707,0.0325,0.1429,12.19,154,1.4
2930,train,3.8151,0.3243,0.0000,0.0250,30.15,160,1.7
2931,train,3.7140,0.3561,0.0780,0.2908,13.98,141,0.8
2932,train,3.3630,0.2677,0.0188,0.3812,11.50,160,0.8
2933,train,3.8644,0.2148,0.0000,0.0556,19.61,162,1.5
2934,train,3.6875,0.3573,0.1410,0.3269,8.97,156,1.8
2935,train,4.3205,0.3450,0.0000,0.0260,11.88,154,0.7
2936,train,4.2339,0.2909,0.0000,0.0063,33.23,159,2.0
2937,train,3.6611,0.2596,0.0432,0.2531,17.06,162,1.8
2938,train,5.0754,0.4146,0.0000,0.0000,15.61,140,0.8
2939,train,4.2188,0.2818,0.0000,0.0194,32.96,155,0.7
2940,train,3.3327,0.2594,0.0506,0.3291,11.58,158,1.9
2941,train,3.7559,0.2867,0.0247,0.1667,12.58,162,1.9
2942,train,3.4967,0.2993,0.0625,0.1938,16.39,160,1.9
2943,train,4.4646,0.3115,0.0063,0.0126,22.48,159,1.9
2944,train,3.1455,0.2780,0.2050,0.5839,7.66,161,0.8
2945,train,3.7098,0.2549,0.0063,0.0750,12.20,160,0.8
2946,train,3.0931,0.2174,0.0552,0.3190,14.07,163,0.8
2947,train,3.5910,0.2789,0.0784,0.2941,6.56,153,1.5
2948,train,4.6455,0.2598,0.0250,0.0875,10.62,160,1.9
2949,train,3.8684,0.2916,0.0195,0.1299,23.63,154,0.7
2950,train,4.7123,0.2962,0.0000,0.0000,19.10,161,2.0
2951,train,5.2049,0.2844,0.0000,0.0000,15.27,158,1.8
2952,train,4.7769,0.2545,0.0000,0.0000,27.19,162,0.8
2953,train,3.8691,0.2823,0.0000,0.0000,22.36,156,0.7
2954,train,5.0690,0.3034,0.0000,0.0061,12.42,163,0.6
2955,train,6.6284,0.2434,0.0000,0.0000,30.72,160,2.2
2956,train,6.6908,0.2667,0.0000,0.0000,37.50,155,1.9
2957,train,3.8942,0.2959,0.0064,0.0318,27.25,157,0.7
2958,train,4.1366,0.2579,0.0063,0.0375,22.24,160,0.6
2959,train,4.3691,0.3043,0.0000,0.0066,16.16,151,1.8
2960,train,3.6333,0.3200,0.0000,0.0658,29.84,152,1.8
2961,train,3.1270,0.2510,0.1437,0.5375,6.88,160,1.8
2962,train,4.9165,0.2765,0.0123,0.0370,12.97,162,0.8
2963,train,3.5243,0.2262,0.0061,0.0606,23.21,165,2.1
2964,train,4.3639,0.2678,0.0000,0.0062,22.54,161,2.1
2965,train,3.2768,0.2955,0.1250,0.5125,6.15,160,1.8
2966,train,3.3618,0.2236,0.0063,0.2750,11.75,160,2.0
2967,train,3.7224,0.2779,0.0245,0.1166,21.61,163,1.5
2968,train,4.2390,0.3347,0.0000,0.0000,25.71,154,0.8
2969,train,3.6948,0.2970,0.0260,0.1623,14.47,154,1.7
2970,train,3.7405,0.2656,0.0000,0.0188,18.21,160,0.8
2971,train,3.9693,0.2653,0.0063,0.0692,20.57,159,1.9
2972,train,4.9524,0.4269,0.0000,0.0000,20.45,146,0.7
2973,train,5.6877,0.3041,0.0000,0.0000,26.40,155,1.3
2974,train,3.3839,0.3138,0.0764,0.2803,20.14,157,1.9
2975,train,3.6307,0.2891,0.0741,0.3025,15.65,162,0.6
2976,train,3.4440,0.2329,0.0870,0.3727,11.78,161,0.8
2977,train,3.3615,0.2521,0.0316,0.2342,13.89,158,0.8
2978,train,3.1946,0.2836,0.1447,0.6164,8.27,159,1.8
2979,train,4.0630,0.3097,0.0000,0.1088,17.92,147,1.7
2980,train,3.3560,0.2641,0.0987,0.3421,5.82,152,0.6
2981,train,3.1595,0.2699,0.0331,0.3642,11.09,151,0.8
2982,train,3.7898,0.2416,0.0000,0.0063,19.94,158,1.5
2983,train,3.3436,0.2648,0.0886,0.5190,9.54,158,2.1
2984,train,5.3534,0.2323,0.0000,0.0000,25.17,161,0.7
2985,train,3.4192,0.2654,0.0188,0.2313,21.44,160,0.8
2986,train,4.2122,0.2706,0.0063,0.0437,27.41,160,1.9
2987,train,4.0501,0.3043,0.0000,0.0321,14.85,156,0.8
2988,train,4.0592,0.2943,0.0186,0.1553,25.33,161,1.9
2989,train,3.0308,0.2535,0.2532,0.7405,6.27,158,1.7
2990,train,2.7134,0.2656,0.2767,0.7610,5.12,159,0.8
2991,train,3.8646,0.3519,0.0600,0.3267,15.78,150,1.5
2992,train,3.0521,0.2437,0.0312,0.2125,17.79,160,1.9
2993,train,3.7486,0.3650,0.0062,0.1304,12.92,161,1.4
2994,train,3.4361,0.3239,0.0204,0.1020,21.69,147,1.5
2995,train,3.1659,0.3605,0.1667,0.4493,12.31,138,1.6
2996,train,3.3576,0.3094,0.1200,0.4733,6.72,150,1.8
2997,train,3.4910,0.2486,0.0309,0.2037,18.66,162,0.8
2998,train,4.1767,0.4276,0.0000,0.0080,29.18,125,1.3
2999,train,3.3742,0.2707,0.0312,0.1313,16.13,160,1.6
3000,train,3.2460,0.2700,0.0316,0.3418,12.05,158,1.6
3000,val,4.2025,,0.0361,0.1410,18.55,6984,36.9
3001,train,3.8825,0.3040,0.0065,0.0452,28.77,155,0.8
3002,train,3.2403,0.2035,0.0675,0.2331,18.07,163,1.6
3003,train,4.1503,0.3402,0.0000,0.0063,18.82,160,0.8
3004,train,3.7266,0.2422,0.0000,0.0062,26.92,161,0.8
3005,train,3.4022,0.3947,0.0150,0.1278,20.27,133,1.5
3006,train,3.4178,0.3200,0.0252,0.1384,18.80,159,0.8
3007,train,3.8286,0.3396,0.0000,0.0903,13.65,155,1.8
3008,train,3.9345,0.3511,0.0000,0.0000,17.35,147,1.4
3009,train,5.1674,0.2144,0.0000,0.0000,21.25,163,0.8
3010,train,3.5200,0.3119,0.0641,0.2500,12.82,156,0.7
3011,train,3.7363,0.2193,0.0063,0.1313,13.92,160,0.8
3012,train,3.2812,0.2576,0.0556,0.3580,12.77,162,0.8
3013,train,5.2407,0.2932,0.0000,0.0000,21.73,150,1.5
3014,train,4.3106,0.2661,0.0000,0.0062,23.67,161,0.8
3015,train,6.0103,0.2571,0.0000,0.0000,19.92,164,2.0
3016,train,3.8930,0.2648,0.0000,0.0982,31.78,163,1.3
3017,train,3.0797,0.2277,0.1914,0.5494,10.07,162,2.2
3018,train,3.9863,0.2577,0.0133,0.0467,13.85,150,1.3
3019,train,3.4281,0.2835,0.0197,0.1645,13.92,152,1.6
3020,train,4.0105,0.2657,0.0000,0.0577,21.19,156,0.8
3021,train,2.9529,0.2869,0.1938,0.6438,5.84,160,1.8
3022,train,3.2410,0.2787,0.0309,0.3519,10.79,162,2.1
3023,train,3.6002,0.2631,0.0000,0.1266,11.57,158,1.8
3024,train,2.9239,0.2496,0.1375,0.5938,6.55,160,0.8
3025,train,4.0169,0.3966,0.0263,0.1447,14.40,152,0.6
3026,train,3.5027,0.2570,0.0186,0.0559,22.57,161,1.8
3027,train,4.0863,0.2785,0.0400,0.0733,7.71,150,1.9
3028,train,4.7334,0.2232,0.0000,0.0123,24.71,163,1.9
3029,train,3.6035,0.2666,0.0000,0.0000,27.93,153,1.6
3030,train,3.3020,0.3450,0.0803,0.3504,13.74,137,1.5
3031,train,3.3743,0.2465,0.0311,0.2174,13.06,161,0.8
3032,train,3.0392,0.2627,0.0658,0.3487,15.79,152,1.6
3033,train,3.4259,0.2733,0.0000,0.2516,12.79,155,0.7
3034,train,3.2229,0.2343,0.0556,0.4074,10.69,162,0.8
3035,train,2.9964,0.3619,0.2469,0.8395,4.69,162,2.1
3036,train,3.5818,0.3238,0.0062,0.1118,18.81,161,1.6
3037,train,3.2436,0.3337,0.0000,0.0643,19.77,140,0.8
3038,train,3.5993,0.3191,0.0000,0.0338,19.23,148,0.8
3039,train,3.8704,0.2681,0.0000,0.0194,16.07,155,1.5
3040,train,3.8266,0.2813,0.0124,0.0807,26.73,161,0.8
3041,train,4.4637,0.2596,0.0000,0.0000,31.77,158,1.3
3042,train,3.0218,0.3045,0.2645,0.7032,7.46,155,2.1
3043,train,2.7849,0.2612,0.2099,0.6605,5.65,162,1.5
3044,train,3.5423,0.3201,0.2716,0.6481,10.17,162,0.8
3045,train,4.3515,0.2243,0.0000,0.0000,41.30,160,0.6
3046,train,3.4889,0.5433,0.0080,0.0880,12.44,125,0.8
3047,train,3.1136,0.2595,0.0311,0.4410,13.32,161,1.5
3048,train,3.4857,0.4072,0.0690,0.2690,14.05,145,1.5
3049,train,3.8453,0.3337,0.0000,0.0000,40.37,149,1.9
3050,train,3.1185,0.2985,0.0523,0.3333,8.80,153,0.8
3051,train,2.8242,0.2823,0.2821,0.8205,4.19,156,1.3
3052,train,4.1086,0.2719,0.0063,0.1069,7.55,159,1.8
3053,train,3.2984,0.3170,0.0261,0.1307,13.93,153,1.5
3054,train,4.0674,0.3192,0.0000,0.0000,29.17,159,0.8
3055,train,3.0837,0.3096,0.0556,0.5247,7.59,162,1.6
3056,train,3.1436,0.2323,0.1132,0.7421,6.89,159,1.5
3057,train,4.3328,0.2887,0.0000,0.0000,28.97,156,1.7
3058,train,2.7843,0.3565,0.0685,0.7123,7.97,146,0.8
3059,train,3.8881,0.2823,0.0000,0.0000,38.76,150,1.6
3060,train,3.6332,0.2980,0.0000,0.0395,16.93,152,1.3
3061,train,3.1830,0.2988,0.0316,0.2152,16.42,158,0.8
3062,train,3.4293,0.3074,0.0696,0.4241,8.73,158,1.7
3063,train,3.3168,0.3109,0.0066,0.1589,7.93,151,0.8
3064,train,3.3980,0.4358,0.0217,0.1957,12.04,138,1.3
3065,train,4.1999,0.2761,0.0000,0.0000,29.94,154,2.1
3066,train,3.8172,0.3417,0.0062,0.0432,17.13,162,0.8
3067,train,4.0152,0.2123,0.0062,0.0559,15.92,161,2.1
3068,train,4.1601,0.2445,0.0000,0.0549,24.87,164,1.8
3069,train,3.2233,0.2545,0.0250,0.2375,13.78,160,0.8
3070,train,3.6246,0.2555,0.0886,0.3608,17.91,158,0.8
3071,train,3.5050,0.2596,0.0253,0.3291,6.96,158,1.8
3072,train,4.1808,0.2864,0.0000,0.0375,13.59,160,0.8
3073,train,4.0742,0.3730,0.0000,0.0000,22.06,143,0.8
3074,train,4.5319,0.2442,0.0123,0.0309,19.84,162,2.2
3075,train,3.3011,0.3463,0.0201,0.2483,11.02,149,2.2
3076,train,4.4278,0.2577,0.0000,0.0253,20.37,158,2.0
3077,train,5.2527,0.2642,0.0000,0.0000,10.55,165,0.6
3078,train,3.3666,0.2698,0.0633,0.3038,16.01,158,1.6
3079,train,3.0432,0.2925,0.0683,0.3478,7.04,161,2.0
3080,train,4.8253,0.2895,0.0000,0.0000,19.43,160,0.7
3081,train,3.8255,0.2149,0.0062,0.1481,17.94,162,1.4
3082,train,3.4286,0.2286,0.0368,0.3313,11.31,163,1.7
3083,train,3.3433,0.2809,0.0000,0.0336,29.94,149,1.6
3084,train,3.8435,0.2606,0.0250,0.1063,11.20,160,0.8
3085,train,4.3415,0.3268,0.0000,0.0000,27.71,150,1.6
3086,train,3.2624,0.2236,0.0610,0.2439,9.91,164,1.4
3087,train,3.5934,0.3504,0.0214,0.1643,11.07,140,1.5
3088,train,4.1082,0.2979,0.0065,0.0719,12.03,153,1.4
3089,train,3.8217,0.3278,0.0186,0.1242,14.51,161,2.2
3090,train,3.2431,0.2380,0.0513,0.2564,15.61,156,1.6
3091,train,3.4631,0.2727,0.0435,0.1677,18.66,161,1.6
3092,train,4.4177,0.2534,0.0000,0.0000,33.08,159,1.9
3093,train,5.5573,0.3090,0.0000,0.0000,22.72,152,2.0
3094,train,3.3108,0.2496,0.0637,0.3185,14.06,157,1.9
3095,train,3.9526,0.3005,0.0000,0.0318,24.44,157,0.8
3096,train,3.5773,0.3609,0.0000,0.1544,9.64,149,2.1
3097,train,3.2751,0.2808,0.0063,0.1258,20.67,159,0.8
3098,train,4.4992,0.3341,0.0000,0.0127,8.19,157,2.0
3099,train,3.7877,0.3468,0.0067,0.1333,12.54,150,1.7
3100,train,3.1364,0.2639,0.0500,0.3500,16.64,160,1.6
3101,train,3.5268,0.3448,0.0128,0.1154,22.35,156,1.5
3102,train,3.3027,0.3337,0.0455,0.1558,17.22,154,0.8
3103,train,3.5968,0.2730,0.0387,0.1419,16.69,155,1.4
3104,train,3.4832,0.2655,0.0437,0.1688,14.67,160,1.6
3105,train,4.4917,0.2734,0.0000,0.0000,29.69,151,1.5
3106,train,3.7050,0.3719,0.0455,0.2208,13.58,154,0.6
3107,train,3.8937,0.2973,0.0188,0.0813,10.90,160,0.8
3108,train,3.5000,0.2924,0.0807,0.3478,11.05,161,1.6
3109,train,4.3316,0.3215,0.0130,0.0325,15.63,154,0.7
3110,train,4.1759,0.2701,0.0000,0.0062,14.95,161,1.5
3111,train,3.6829,0.2844,0.0573,0.1465,20.88,157,1.4
3112,train,3.5234,0.2818,0.0464,0.1391,16.94,151,1.7
3113,train,3.4441,0.2781,0.0253,0.2405,9.23,158,0.6
3114,train,3.6587,0.2898,0.0510,0.1401,24.00,157,0.8
3115,train,3.1767,0.2584,0.1132,0.4214,10.39,159,2.0
3116,train,3.5213,0.2654,0.0375,0.2000,13.08,160,0.7
3117,train,3.6345,0.3011,0.0000,0.0500,19.05,160,1.6
3118,train,4.7789,0.3193,0.0000,0.0000,21.79,154,1.4
3119,train,4.0366,0.2439,0.0064,0.0191,23.03,157,2.0
3120,train,3.0948,0.3319,0.2208,0.5455,4.89,154,1.6
3121,train,4.2186,0.2102,0.0301,0.0964,21.92,166,0.7
3122,train,2.7384,0.2421,0.2822,0.7730,3.60,163,1.7
3123,train,3.7841,0.3377,0.0506,0.1139,18.73,158,2.1
3124,train,3.7549,0.2983,0.0461,0.1711,14.95,152,2.1
3125,train,4.0545,0.2621,0.0625,0.1813,9.18,160,0.8
3126,train,3.0216,0.3519,0.1756,0.6412,8.75,131,1.3
3127,train,3.4294,0.3311,0.0000,0.0526,19.26,152,1.4
3128,train,3.7482,0.2188,0.0123,0.0617,16.68,162,2.0
3129,train,3.8964,0.2724,0.0248,0.0807,23.28,161,0.6
3130,train,3.5175,0.3389,0.0067,0.0467,25.77,150,2.2
3131,train,3.5461,0.3045,0.0000,0.0066,28.42,152,1.6
3132,train,5.0405,0.2945,0.0000,0.0000,22.40,150,0.8
3133,train,3.9385,0.2222,0.0062,0.0497,14.29,161,1.9
3134,train,3.0724,0.3079,0.1132,0.3774,12.78,159,2.1
3135,train,4.4249,0.2390,0.0000,0.0000,18.12,161,1.4
3136,train,3.5489,0.2753,0.0316,0.2532,7.02,158,1.5
3137,train,4.3090,0.3839,0.0000,0.0000,36.52,155,1.4
3138,train,3.9645,0.3526,0.0000,0.0000,33.96,153,1.8
3139,train,3.1180,0.2202,0.0750,0.3375,10.94,160,2.1
3140,train,3.6467,0.2635,0.0129,0.1290,19.98,155,0.8
3141,train,6.0399,0.2443,0.0000,0.0000,19.05,160,2.1
3142,train,3.7104,0.3070,0.0321,0.1603,12.25,156,0.6
3143,train,3.7012,0.2856,0.0000,0.0795,12.79,151,2.0
3144,train,3.7820,0.3159,0.0070,0.0423,16.51,142,1.4
3145,train,3.2850,0.3376,0.0676,0.3041,20.36,148,1.4
3146,train,3.1448,0.2732,0.0064,0.0128,35.81,156,1.9
3147,train,3.0553,0.2855,0.0980,0.3725,10.02,153,0.8
3148,train,4.1831,0.3507,0.0252,0.1258,12.11,159,1.9
3149,train,3.2638,0.2788,0.0125,0.2438,10.61,160,2.1
3150,train,3.4097,0.2464,0.0190,0.1392,11.27,158,2.1
3151,train,3.7864,0.3753,0.0132,0.0993,14.38,151,1.9
3152,train,4.4995,0.2737,0.0000,0.0000,36.58,151,0.8
3153,train,3.3563,0.2540,0.0458,0.2680,14.44,153,1.6
3154,train,3.4491,0.2359,0.0253,0.0823,26.38,158,0.8
3155,train,3.9425,0.3336,0.0000,0.0000,32.27,150,1.7
3156,train,3.0732,0.2971,0.0629,0.3648,14.06,159,1.9
3157,train,3.6791,0.2592,0.0194,0.2581,11.41,155,1.6
3158,train,3.6426,0.3061,0.0064,0.0577,17.51,156,2.2
3159,train,5.0459,0.3781,0.0000,0.0000,17.81,153,2.0
3160,train,3.0197,0.2560,0.1875,0.5563,5.90,160,1.9
3161,train,3.7563,0.2788,0.0000,0.0000,34.74,154,1.3
3162,train,3.2489,0.2751,0.0125,0.0938,25.26,160,1.5
3163,train,2.8802,0.3025,0.3129,0.7546,5.04,163,0.8
3164,train,3.2694,0.2597,0.0676,0.3243,11.23,148,1.5
3165,train,3.5000,0.2680,0.0131,0.0523,32.92,153,1.4
3166,train,4.4175,0.3045,0.0000,0.0000,36.34,153,2.1
3167,train,3.9770,0.2613,0.0127,0.2215,8.49,158,2.1
3168,train,3.5393,0.2947,0.0311,0.1242,17.09,161,0.8
3169,train,3.6508,0.2999,0.0000,0.0323,16.82,155,1.4
3170,train,3.3947,0.3006,0.0844,0.4610,8.19,154,0.6
3171,train,3.3296,0.3657,0.0208,0.2500,11.06,144,1.9
3172,train,4.1212,0.2914,0.0323,0.1871,14.20,155,0.8
3173,train,3.2558,0.2558,0.0859,0.2883,8.71,163,0.8
3174,train,3.1855,0.3433,0.1554,0.7095,6.17,148,0.6
3175,train,3.3803,0.2677,0.0000,0.1000,17.53,160,1.7
3176,train,3.2937,0.2533,0.1056,0.4472,8.26,161,1.3
3177,train,3.2063,0.2246,0.0184,0.3620,11.91,163,1.8
3178,train,3.3128,0.3030,0.0968,0.3613,7.92,155,0.6
3179,train,4.1448,0.2606,0.0000,0.0000,13.88,159,1.6
3180,train,3.6498,0.2378,0.0062,0.1801,15.48,161,1.9
3181,train,4.4251,0.2260,0.0370,0.1605,9.84,162,1.8
3182,train,3.6617,0.2630,0.0312,0.1875,10.41,160,1.6
3183,train,4.3616,0.2826,0.0000,0.0000,35.41,149,0.6
3184,train,3.9985,0.2486,0.0188,0.0750,17.80,160,0.8
3185,train,3.1874,0.2491,0.1242,0.4534,12.88,161,1.5
3186,train,3.2517,0.4886,0.0148,0.0815,28.44,135,2.0
3187,train,3.0931,0.2814,0.1338,0.5287,5.38,157,0.7
3188,train,3.6372,0.2439,0.0000,0.0503,19.65,159,1.8
3189,train,4.0252,0.3213,0.0064,0.0128,27.81,156,2.1
