step,split,ce,acc,cell_err,sec_per_step,gpu_gb,align_cos
550,train,7.00615852355957,0.0041969575732946395,11.837887229919433,1.1125157486308705,4.600423336029053,-0.08303830176126212
575,train,6.8712757873535155,0.001959269307553768,12.660243511199951,1.1052889483907948,4.600423336029053,-0.06286454007029534
600,train,7.005955753326416,0.0028359788469970227,12.653311767578124,1.0985235532124837,4.600423336029053,-0.07845832159742713
625,train,7.046350326538086,0.0021099258214235307,12.007461032867432,1.0925558444976806,4.600423336029053,-0.0833898496069014
650,train,6.9091771125793455,0.004144602864980698,10.83884729385376,1.08717046554272,4.600423336029053,-0.08351574303582311
675,train,6.656045055389404,0.0012616147845983506,10.279020977020263,1.081887677863792,4.600423336029053,-0.048832154842093585
700,train,6.7910629081726075,0.0031186837889254095,11.169175071716309,1.077063466140202,4.600423336029053,-0.09203660607337952
725,train,6.809341983795166,0.003886587079614401,11.51098539352417,1.0726156754329286,4.600423336029053,-0.09286235474050045
750,train,6.657370491027832,0.0053566756285727025,9.571765537261962,1.0685123144785562,4.600423336029053,-0.05206106020137668
750,val,7.014205739299911,0.002669717800575447,12.060904287910025,,,-0.03166539176927722
775,train,6.803053150177002,0.0035299435816705227,11.864334335327149,1.0835119327422111,4.600423336029053,-0.08171251822263002
800,train,6.659734802246094,0.0033179861307144165,10.394087677001954,1.079253985285759,4.600423336029053,-0.08407074011862278
825,train,6.425419807434082,0.00585240725427866,8.547979850769043,1.075264912518588,4.600423336029053,-0.091333346106112
850,train,6.454073829650879,0.005120109543204307,9.055298938751221,1.071482151255888,4.600423336029053,-0.06608962016180157
875,train,6.783392162322998,0.0038775809481739996,11.875801258087158,1.0679550467899868,4.600423336029053,-0.08324393796152435
900,train,6.57895902633667,0.004863609932363034,9.230194206237792,1.064502673678928,4.600423336029053,-0.05738874137401581
925,train,6.892671947479248,0.003565050717443228,11.802597484588624,1.0612891161119615,4.600423336029053,-0.03807393556809984
950,train,6.676705989837647,0.0049111034721136095,10.237701892852783,1.0582364712263408,4.600423336029053,-0.07433774901553988
975,train,6.638217239379883,0.0037696709670126437,10.140968952178955,1.0554778182200897,4.600423336029053,-0.060157105051912366
1000,train,6.844022178649903,0.0021729031950235367,10.8059787940979,1.0529388499259948,4.600423336029053,-0.09868030615150929
1000,val,7.169637568573475,0.0015255529920106667,12.784902726485473,,,-0.03168725479048948
1025,train,6.649538516998291,0.002558602076023817,9.696106777191162,1.064664501097144,4.600423336029053,-0.054891509795561434
1050,train,6.717282047271729,0.005124819222837687,10.705877418518066,1.0619509027117775,4.600423336029053,-0.06057820408605039
1075,train,6.729902267456055,0.0033913550153374674,11.281089153289795,1.0592533211375392,4.600423336029053,-0.08526142107322812
1100,train,6.613296451568604,0.0039014835469424725,9.71356372833252,1.0567384052276612,4.609963893890381,-0.10713135562837124
1125,train,6.815930881500244,0.0033307773433625698,11.539180278778076,1.054367218017578,4.609963893890381,-0.07604294195305555
1150,train,7.001336765289307,0.002917659226804972,12.16419412612915,1.0521000136499818,4.609963893890381,-0.0605721173947677
1175,train,6.63043924331665,0.0033294315822422504,10.658782634735108,1.0498359450888126,4.609963893890381,-0.07898763705044985
1200,train,6.615780773162842,0.0036321758665144445,10.559344444274902,1.0477263836065929,4.609963893890381,-0.051861365251243116
1225,train,6.594510459899903,0.00665070790797472,9.973152532577515,1.0456555422958063,4.609963893890381,-0.07258652936667204
1250,train,6.74342752456665,0.003921579923480749,11.34859043121338,1.0437572793960572,4.609963893890381,-0.08295507220551372
1250,val,7.156168064936529,0.0007627765066611981,15.974074916926892,,,-0.031723197809939825
1275,train,6.684403381347656,0.004923719670623541,10.3302374458313,1.05332573965484,4.609963893890381,-0.0688571660593152
1300,train,6.692460174560547,0.0031131668388843536,11.950330066680909,1.0513754767637986,4.609963893890381,-0.08402075462043285
1325,train,6.631511287689209,0.004649050645530224,10.669620628356933,1.0495061944565682,4.609963893890381,-0.11291883833706379
1350,train,6.633948078155518,0.003266430012881756,9.754784603118896,1.0476735768494783,4.609963893890381,-0.08497405902482569
1375,train,6.867682838439942,0.004675131626427174,11.872131633758546,1.045854991566051,4.609963893890381,-0.06271219790447503
1400,train,6.733306217193603,0.003296073153614998,11.530669345855713,1.044128052847726,4.609963893890381,-0.07399096502223984
1425,train,6.453666515350342,0.005108421333134174,9.181876983642578,1.0424737491942289,4.609963893890381,-0.08335187355056405
1450,train,6.7545631408691404,0.0044568911939859394,11.082004699707031,1.0408986418822717,4.609963893890381,-0.11103783249855041
1475,train,6.6073415184021,0.00334136663004756,10.203409786224364,1.0393973048258636,4.609963893890381,-0.07695122718811036
1500,train,6.776291980743408,0.0031533992476761342,11.249484100341796,1.0378749162356058,4.609963893890381,-0.09369678989052772
1500,val,7.118574093899411,0.0026697177284707627,13.620026399305447,,,-0.031721471641553686
1525,train,6.441270141601563,0.004473438933491707,9.448944511413574,1.0459925698452308,4.609963893890381,-0.0637838039919734
1550,train,6.672261581420899,0.003875640146434307,10.261160526275635,1.044364107808759,4.609963893890381,-0.09090545871760697
1575,train,6.658741474151611,0.003061270248144865,10.849209022521972,1.0427774231017581,4.609963893890381,-0.09711525812745095
1600,train,6.455150051116943,0.004115668758749962,9.209511070251464,1.0413147389888764,4.609963893890381,-0.05075521253515035
1625,train,6.662485218048095,0.0054667207226157186,10.69627342224121,1.0398976622361402,4.609963893890381,-0.08626915350556373
1650,train,6.401695137023926,0.006151994206011296,8.631954793930054,1.0385461485024654,4.609963893890381,-0.0806807275977917
1675,train,6.669398937225342,0.004572385083884,10.162746963500977,1.0372038994974164,4.609963893890381,-0.07408456119708717
1700,train,6.515105724334717,0.004818173088133335,10.247541408538819,1.0358799987680771,4.609963893890381,-0.045234876973554494
1725,train,6.356216106414795,0.007116936836391688,8.306829671859742,1.0346659998962844,4.609963893890381,-0.07723122690222226
1750,train,6.611248283386231,0.004398913905024528,10.102270317077636,1.0333939377920969,4.609963893890381,-0.08034061561804265
1750,val,7.183510758511262,0.0019069412521787788,13.921081358198897,,,-0.03169687764334097
1775,train,6.3973691940307615,0.006556725762784481,9.254211854934692,1.040406422547891,4.609963893890381,-0.0756461047148332
1800,train,6.4605938339233395,0.004694385528564453,9.809353637695313,1.0391219443745083,4.609963893890381,-0.08769531115423888
1825,train,6.604389953613281,0.005110532883554697,9.937777996063232,1.0378890552259472,4.609963893890381,-0.06755458617582917
1850,train,6.581725730895996,0.006210169307887554,10.317250633239746,1.036700832650468,4.609963893890381,-0.1045896614342928
1875,train,6.6620165061950685,0.00539922608062625,10.672790813446046,1.0355159121195476,4.609963893890381,-0.06788225393742323
1900,train,6.539406127929688,0.004372316971421241,10.181624975204468,1.0343940572989614,4.609963893890381,-0.08583825004287064
1925,train,6.513127555847168,0.003827620204538107,10.00824052810669,1.0332679080963134,4.609963893890381,-0.06026941401418298
1950,train,6.662525634765625,0.004733051266521215,9.733721475601197,1.032170877578931,4.609963893890381,-0.06731684379279614
1975,train,6.439916973114014,0.005113990101963281,8.915576896667481,1.0311738039572027,4.609963893890381,-0.05092515770811588
2000,train,6.682195262908936,0.0059224233403801915,10.197294311523438,1.0302401562929153,4.609963893890381,-0.07941757744178175
2000,val,7.23907833095728,0.0015255529992921743,14.990594468164044,,,-0.03169133173071649
