step,split,ce,top1,cell_err_m,pose_nll,pose_err_m,n,sec
418,train,3.2030,0.0522,5.70,2.1437,4.41,728,223.1
419,train,2.3178,0.2863,5.68,2.6134,9.00,716,223.6
420,train,4.5839,0.0014,19.71,4.5679,19.59,728,224.2
421,train,3.1766,0.2304,10.29,2.8622,8.07,677,224.7
422,train,2.4384,0.2528,5.71,2.5727,4.65,716,225.2
423,train,3.0690,0.1173,12.68,2.5707,12.22,742,225.8
424,train,3.6579,0.0873,10.30,3.8638,12.36,756,226.3
425,train,3.1116,0.0863,5.83,2.8533,5.41,742,226.8
426,train,2.4762,0.2730,3.98,1.8241,2.83,674,227.3
427,train,3.3857,0.0943,8.85,2.7540,4.41,742,227.9
428,train,2.5408,0.1822,6.19,2.5484,5.41,686,228.4
429,train,3.5532,0.0896,10.46,3.9113,11.12,714,228.9
430,train,4.1684,0.0590,10.45,3.9080,10.99,729,229.4
431,train,2.1337,0.2830,3.66,1.6929,3.24,742,230.0
432,train,2.2421,0.2565,3.66,2.9175,6.41,729,230.5
433,train,2.7190,0.0712,4.80,1.7332,1.41,674,231.1
434,train,3.7058,0.2165,9.73,4.0325,14.18,716,231.6
435,train,3.2520,0.1563,6.01,2.6623,6.24,742,232.1
436,train,2.5252,0.3138,4.43,2.4853,6.24,784,232.6
437,train,2.4636,0.2515,6.09,2.3417,4.58,664,233.2
438,train,3.5040,0.1713,9.89,4.1014,10.83,689,233.7
439,train,1.4072,0.5232,2.05,1.3874,2.41,690,234.2
440,train,3.8498,0.0220,9.48,4.4125,10.08,728,234.8
441,train,1.8745,0.3516,3.10,1.3606,1.00,728,235.3
442,train,3.2170,0.0437,7.11,2.4544,3.41,756,235.8
443,train,2.2063,0.2819,4.03,2.1150,5.00,784,236.3
444,train,2.5913,0.4169,6.32,2.4140,8.41,686,236.9
445,train,3.4801,0.1686,6.07,3.0378,3.65,688,237.5
446,train,3.9494,0.0646,11.77,3.6859,10.26,728,238.0
447,train,3.5921,0.1493,9.71,4.0698,8.65,690,238.6
448,train,4.2816,0.1253,13.89,4.4456,17.07,742,239.1
449,train,2.7261,0.0869,8.52,2.0172,7.50,702,239.6
450,train,2.8057,0.2248,4.59,1.6158,3.00,743,240.2
451,train,3.7205,0.1345,10.52,3.4728,10.00,714,240.7
452,train,2.9399,0.2737,5.42,2.8350,4.83,716,241.2
453,train,2.4853,0.4708,6.55,2.9967,9.49,701,241.7
454,train,3.6307,0.1412,8.89,3.8864,9.08,673,242.2
455,train,3.0081,0.1483,9.05,2.3054,9.00,688,242.8
456,train,2.0874,0.3482,3.48,2.3125,4.00,784,243.3
457,train,1.9923,0.3838,3.26,1.9660,2.41,714,243.8
458,train,3.7619,0.1329,10.50,3.3762,9.07,730,244.4
459,train,4.1649,0.0957,11.70,4.4595,12.44,700,244.9
460,train,3.1284,0.0818,5.73,3.4447,5.00,770,245.4
461,train,4.0352,0.0343,13.23,3.5043,11.41,613,245.9
462,train,3.5160,0.1333,8.50,3.3664,7.16,660,246.5
463,train,3.0229,0.2019,9.42,3.1910,8.91,718,247.0
464,train,4.3562,0.0128,13.81,3.7450,10.51,701,247.5
465,train,3.1979,0.1712,9.67,2.5414,8.49,666,248.1
466,train,2.5872,0.2974,5.28,2.0312,5.00,686,248.6
467,train,2.6104,0.1786,6.37,2.4542,5.12,756,249.1
468,train,3.2156,0.0815,7.88,3.2283,7.51,687,249.7
469,train,3.1776,0.1635,6.10,3.4361,4.65,728,250.2
470,train,3.8393,0.1279,10.30,4.0940,9.56,680,250.7
471,train,3.3000,0.1019,7.22,3.3432,6.58,648,251.2
472,train,2.2036,0.4029,6.17,1.9973,7.32,700,251.8
473,train,4.0924,0.0182,13.15,4.5192,12.00,716,252.3
474,train,3.3998,0.1054,8.50,2.3899,4.00,702,252.8
475,train,3.5062,0.2606,9.16,3.6789,8.43,687,253.3
476,train,3.7753,0.0852,14.07,3.5985,13.30,716,253.8
477,train,4.5842,0.1320,15.03,4.7450,8.47,674,254.4
478,train,2.7580,0.3014,5.60,3.0203,4.41,690,254.9
479,train,2.4179,0.2513,4.40,2.4059,5.41,744,255.4
480,train,2.3330,0.3320,5.96,1.6780,1.00,756,255.9
481,train,4.9088,0.0084,19.12,5.2589,23.08,716,256.5
482,train,3.3582,0.1225,9.63,3.1266,9.24,702,257.0
483,train,4.3005,0.0519,14.66,4.8935,19.71,675,257.5
484,train,2.9154,0.1836,6.02,2.8140,6.06,757,258.0
485,train,2.7157,0.1100,4.95,2.4872,3.00,700,258.6
486,train,2.7717,0.3630,6.06,2.6507,7.10,730,259.1
487,train,2.5960,0.1097,6.48,2.2419,3.00,702,259.6
488,train,2.5323,0.2810,4.75,2.1136,2.41,701,260.1
489,train,2.4467,0.1849,4.49,2.1245,2.41,714,260.7
490,train,3.0524,0.1465,5.74,3.0196,6.58,703,261.2
491,train,4.6169,0.1119,16.22,4.6214,19.32,688,261.7
492,train,3.8673,0.0401,13.54,3.7406,12.24,648,262.3
493,train,3.3962,0.1151,7.61,2.8843,8.63,730,262.8
494,train,3.1951,0.1401,7.30,2.9341,5.12,728,263.3
495,train,3.2651,0.1260,7.65,2.6720,5.00,730,263.9
496,train,3.4547,0.1000,13.33,3.2385,14.70,700,264.4
497,train,2.5963,0.3118,9.14,2.3777,13.07,728,264.9
498,train,3.6735,0.1571,9.51,4.2259,9.10,770,265.5
499,train,3.1305,0.1955,6.17,2.6827,5.24,716,266.0
500,train,4.0177,0.0140,13.66,3.5471,14.95,714,266.5
500,val,3.0906,0.1800,8.17,3.0036,7.84,35652,291.8
501,train,3.6030,0.1724,9.55,4.7549,11.54,702,292.8
502,train,3.4549,0.0638,6.78,2.6402,3.41,784,293.4
503,train,3.0489,0.0978,11.77,2.5020,10.54,716,293.9
504,train,3.1001,0.1254,9.58,2.2216,5.10,678,294.4
505,train,3.7268,0.0283,8.82,3.2787,8.12,742,295.0
506,train,3.1434,0.1631,10.00,2.6733,8.28,742,295.5
507,train,2.8232,0.2456,5.76,2.4891,5.41,688,296.0
508,train,3.8223,0.0895,9.79,4.5989,9.89,704,296.5
509,train,3.5393,0.0610,8.34,3.9002,13.32,705,297.0
510,train,4.0939,0.0507,11.08,4.2891,10.00,690,297.6
511,train,3.1720,0.1272,5.66,2.3143,1.00,676,298.1
512,train,2.3364,0.3182,5.29,2.6345,5.24,729,298.7
513,train,3.5616,0.2185,8.33,4.3644,8.65,714,299.2
514,train,3.6373,0.1442,10.55,3.7037,11.54,728,299.7
515,train,2.2621,0.4441,5.50,2.8461,4.83,662,300.3
516,train,3.0285,0.0659,8.75,2.6829,7.10,728,300.8
517,train,2.6486,0.2449,6.14,2.1586,5.00,686,301.3
518,train,2.6753,0.3159,5.91,2.8029,4.41,728,301.8
519,train,3.0455,0.0920,6.70,3.1272,7.99,674,302.4
520,train,2.4287,0.2987,3.84,2.4849,3.41,673,302.9
521,train,2.7749,0.1056,7.61,2.1947,7.32,701,303.4
522,train,2.4592,0.1947,8.98,2.3601,9.41,714,303.9
523,train,2.1697,0.4220,2.92,2.7640,3.83,756,304.5
524,train,3.6411,0.0612,8.98,3.7735,11.50,784,305.0
525,train,2.0130,0.2113,3.68,1.0788,0.00,691,305.5
526,train,2.5505,0.2553,6.15,3.5030,4.65,705,306.1
527,train,3.5703,0.0503,10.09,3.4217,10.41,715,306.6
528,train,3.5699,0.0328,10.34,3.7936,8.34,732,307.1
529,train,3.9313,0.0499,12.58,3.8190,10.66,742,307.6
530,train,4.0937,0.0307,15.98,4.0047,16.15,716,308.2
531,train,3.7041,0.0181,12.40,3.9655,14.69,718,308.7
532,train,3.0392,0.3291,6.96,2.5363,9.12,714,309.3
533,train,3.7511,0.2460,13.01,3.2010,12.40,626,309.8
534,train,3.6803,0.0082,9.56,3.2905,7.40,728,310.3
535,train,3.0626,0.1933,7.57,3.0553,9.50,714,310.8
536,train,3.3691,0.1279,7.08,3.1278,6.41,743,311.3
537,train,3.0230,0.1366,5.77,2.6608,3.41,688,311.9
538,train,2.8663,0.1081,6.21,2.5963,6.16,703,312.4
539,train,2.5531,0.4056,7.16,2.9174,10.07,678,312.9
540,train,2.6277,0.2640,7.13,2.6747,6.00,716,313.4
541,train,2.0390,0.3546,3.90,1.8482,3.00,705,313.9
542,train,2.8963,0.1583,7.41,3.0506,4.16,676,314.5
543,train,3.2430,0.1783,6.91,2.6557,7.54,718,315.0
544,train,2.8185,0.2059,5.41,2.9423,3.41,743,315.5
545,train,2.6834,0.1176,9.17,2.2952,10.54,672,316.0
546,train,2.9110,0.1555,5.95,2.7126,3.00,688,316.6
547,train,2.3622,0.2581,4.43,2.7519,5.24,678,317.1
548,train,2.8150,0.1106,6.09,2.3914,4.00,714,317.6
549,train,3.4079,0.1015,7.38,3.0603,6.54,660,318.1
550,train,2.3633,0.2579,5.40,2.3105,5.47,756,318.6
551,train,1.9876,0.2635,3.60,1.7674,3.41,702,319.2
552,train,2.2884,0.2657,6.10,1.8468,3.00,700,319.7
553,train,3.4794,0.0903,10.34,3.7037,12.62,742,320.2
554,train,3.3553,0.0781,14.35,3.0770,16.13,691,320.7
555,train,3.0728,0.1510,8.92,2.9954,8.10,702,321.3
556,train,2.9326,0.1558,7.39,2.5026,8.82,770,321.8
557,train,2.9384,0.1532,6.15,3.4484,7.84,757,322.4
558,train,4.0603,0.2262,8.76,3.9236,5.00,756,322.9
559,train,2.8126,0.1058,5.64,2.4334,5.65,756,323.4
560,train,2.8839,0.2511,7.94,3.0147,10.08,701,323.9
561,train,3.4652,0.1032,11.89,3.6326,13.19,756,324.4
562,train,2.3757,0.5251,6.39,3.4354,9.21,756,325.0
563,train,3.7809,0.1616,13.88,3.8050,17.70,730,325.5
564,train,2.9891,0.2169,6.54,2.4232,6.16,770,326.0
565,train,2.9385,0.0969,6.40,2.3307,3.00,702,326.6
566,train,3.1652,0.1312,11.27,3.6011,18.57,625,327.1
567,train,3.5197,0.0600,11.67,2.6289,8.49,700,327.6
568,train,3.1466,0.1075,9.58,3.6165,12.89,716,328.2
569,train,2.5919,0.2329,5.60,2.4720,7.41,674,328.7
570,train,3.7705,0.1291,11.46,4.2736,16.93,728,329.2
571,train,3.6747,0.0856,12.91,3.2389,15.64,689,329.7
572,train,3.4507,0.1034,9.42,3.4099,16.98,648,330.2
573,train,3.2231,0.0971,10.58,2.9626,13.58,690,330.8
574,train,2.7941,0.1467,6.42,2.4722,2.41,702,331.3
575,train,4.9260,0.0999,16.45,5.5586,16.22,701,331.8
576,train,3.3130,0.2379,6.48,3.1018,7.00,702,332.4
577,train,3.1488,0.0539,6.95,2.9733,7.54,686,332.9
578,train,4.0643,0.0189,11.30,3.8569,9.66,742,333.5
579,train,3.5950,0.0740,8.63,3.2344,7.16,716,334.0
580,train,3.5585,0.1232,12.25,3.5877,11.44,690,334.5
581,train,2.2437,0.2280,4.20,1.9494,3.00,728,335.0
582,train,3.8216,0.1181,11.84,3.4248,14.08,728,335.5
583,train,3.0179,0.2678,10.01,2.8991,10.83,702,336.1
584,train,3.5725,0.0851,6.95,3.4955,6.16,717,336.6
585,train,3.0131,0.1706,12.71,2.8199,15.07,674,337.2
586,train,3.6223,0.0896,12.75,3.4245,12.91,770,337.7
587,train,2.3838,0.3133,3.47,2.5205,4.41,715,338.3
588,train,3.1993,0.1840,8.46,3.1885,8.83,663,338.8
589,train,4.0678,0.0123,11.70,4.0146,10.57,729,339.3
590,train,3.2744,0.0754,12.10,3.2212,14.71,690,339.8
591,train,2.7390,0.1765,5.46,2.8649,7.06,714,340.3
592,train,2.8529,0.1078,6.36,2.3923,2.41,742,340.9
593,train,2.5483,0.1991,4.79,1.9989,1.41,688,341.4
594,train,3.6210,0.1719,6.78,3.2438,5.99,704,342.0
595,train,3.0431,0.1958,6.40,3.3010,5.16,756,342.5
596,train,2.8860,0.2078,5.20,2.2987,8.07,688,343.0
597,train,3.5594,0.1226,9.26,2.6670,11.22,742,343.5
598,train,2.8634,0.2090,7.43,3.0415,10.32,756,344.1
599,train,3.2336,0.1204,7.46,3.6149,7.54,756,344.6
600,train,4.0960,0.0198,10.35,3.7801,8.58,756,345.1
601,train,2.9189,0.1653,9.14,2.6906,8.28,714,345.7
602,train,2.7219,0.3257,5.59,3.2087,7.36,700,346.2
603,train,2.6015,0.1487,5.03,2.2729,4.41,686,346.7
604,train,3.1584,0.1061,7.20,3.2158,7.81,688,347.2
605,train,3.7912,0.0477,12.64,2.9528,11.85,692,347.7
606,train,3.1292,0.1236,8.30,3.0099,8.50,728,348.2
607,train,2.5951,0.2601,5.34,2.3674,3.00,742,348.8
608,train,2.5567,0.2553,7.35,2.4181,11.12,756,349.3
609,train,2.9295,0.2545,12.25,2.8964,14.28,715,349.8
610,train,2.6546,0.2277,6.84,2.3422,9.10,716,350.3
611,train,3.4599,0.0272,7.43,3.1248,10.04,662,350.8
612,train,2.9308,0.0584,5.17,1.9079,3.41,770,351.4
613,train,1.9748,0.3310,3.26,1.5296,2.00,728,351.9
614,train,2.2538,0.2624,4.82,1.9033,3.00,728,352.4
615,train,2.6129,0.2747,6.09,2.5587,7.00,677,353.0
616,train,3.5472,0.0672,11.33,3.6052,12.93,714,353.5
617,train,2.6499,0.3145,7.43,3.3727,8.93,636,354.0
618,train,3.2534,0.1553,9.95,3.3514,5.24,702,354.5
619,train,3.0101,0.0728,6.45,3.0507,4.83,756,355.0
620,train,2.8669,0.0812,6.47,2.8202,4.83,702,355.6
621,train,2.6769,0.2681,6.39,2.6067,3.00,690,356.1
622,train,2.3942,0.2320,6.49,2.5355,9.69,638,356.6
623,train,2.5280,0.2222,4.94,2.5729,6.00,756,357.1
624,train,2.5008,0.2383,6.68,1.6414,2.00,663,357.6
625,train,3.6006,0.1255,9.00,3.0488,4.65,701,358.2
626,train,2.6533,0.2212,4.83,2.5522,4.65,728,358.7
627,train,2.1867,0.3073,4.08,1.9114,4.24,742,359.2
628,train,2.6628,0.1543,5.26,2.6030,4.24,674,359.8
629,train,2.5759,0.3558,5.27,2.6205,5.58,742,360.3
630,train,2.3918,0.3810,4.64,2.2915,5.65,756,360.8
631,train,2.2121,0.3442,3.91,1.9767,3.41,770,361.3
632,train,2.3542,0.3469,8.64,2.3099,9.00,686,361.9
633,train,2.6623,0.2253,5.80,2.2925,6.24,728,362.4
634,train,2.6106,0.1854,4.21,2.3175,4.00,728,363.0
635,train,2.3113,0.3917,6.74,2.1253,4.41,702,363.5
636,train,4.3352,0.1431,13.37,4.0594,16.85,692,364.0
637,train,3.2203,0.2082,14.23,2.9519,15.13,687,364.5
638,train,2.1241,0.4378,3.37,1.6620,3.41,756,365.1
639,train,2.4849,0.2419,5.80,3.1081,9.93,744,365.6
640,train,2.4047,0.3077,5.51,2.5109,5.00,728,366.1
641,train,2.5080,0.1543,4.42,1.7864,4.41,661,366.7
642,train,3.0661,0.1586,6.08,1.9413,3.41,700,367.2
643,train,2.3601,0.2094,4.16,1.6740,3.41,702,367.7
644,train,2.6669,0.4320,6.06,2.6898,5.41,676,368.2
645,train,4.5650,0.0151,14.60,4.8404,11.00,728,368.7
646,train,2.9777,0.1636,6.14,2.9701,5.83,660,369.3
647,train,2.8699,0.2115,9.53,2.8087,12.10,714,369.8
648,train,2.8310,0.2511,6.71,3.0178,6.00,689,370.3
649,train,3.0958,0.3231,6.71,2.8028,6.00,650,370.8
650,train,3.2317,0.0672,6.23,3.1354,5.58,729,371.4
651,train,3.4622,0.0927,7.42,4.1445,8.82,701,371.9
652,train,2.3455,0.1839,7.01,2.4774,7.10,756,372.4
653,train,2.3325,0.3043,5.71,2.3108,7.51,690,372.9
654,train,3.6157,0.0148,9.55,3.9025,9.95,742,373.4
655,train,1.8479,0.4143,2.95,2.3049,6.16,700,374.0
656,train,2.0711,0.2097,5.72,2.5285,5.41,701,374.5
657,train,3.5711,0.2457,7.78,4.2634,9.54,704,375.0
658,train,3.2954,0.1958,9.71,3.4921,9.70,756,375.6
659,train,2.7723,0.2113,8.94,2.4794,11.32,743,376.1
660,train,2.5601,0.2384,5.10,2.4756,4.58,692,376.6
661,train,3.1165,0.1783,8.82,2.6197,7.36,600,377.1
662,train,2.9815,0.1746,5.82,2.7621,5.24,756,377.7
663,train,2.4298,0.1830,4.88,1.8254,3.00,743,378.2
664,train,2.4199,0.2799,5.40,2.3647,3.00,743,378.7
665,train,3.4805,0.2129,8.33,3.7533,8.89,742,379.2
666,train,3.3086,0.2186,10.54,3.6545,8.24,732,379.8
667,train,2.4188,0.2849,4.45,2.0514,3.41,716,380.3
668,train,2.7044,0.2586,4.89,3.6109,6.58,700,380.8
669,train,3.2693,0.2493,8.40,3.0892,8.24,742,381.3
670,train,1.6191,0.4427,2.28,1.7751,3.41,716,381.9
671,train,3.6335,0.1752,7.95,3.3710,4.58,742,382.4
672,train,2.7972,0.1837,5.99,2.1392,4.00,784,382.9
673,train,4.2756,0.0082,10.95,4.8064,13.23,728,383.5
674,train,3.5616,0.1929,11.44,3.1762,11.07,674,384.0
675,train,2.2461,0.2696,3.96,1.7252,2.00,701,384.5
676,train,2.9162,0.0687,8.05,3.1396,10.44,742,385.1
677,train,3.0522,0.1057,6.54,2.7399,4.00,700,385.6
678,train,2.9334,0.2434,8.18,2.3755,5.66,756,386.1
679,train,2.9706,0.0634,8.78,2.8786,8.50,678,386.7
680,train,2.7751,0.2992,7.77,2.4465,4.00,742,387.2
681,train,2.1587,0.3598,3.01,1.4087,0.00,742,387.8
682,train,2.4610,0.2262,4.71,2.7371,5.41,756,388.3
683,train,2.4869,0.1662,5.11,2.7240,6.24,716,388.8
684,train,2.8743,0.1877,12.70,2.6100,11.41,714,389.3
685,train,2.4252,0.3176,5.59,2.4964,3.00,677,389.8
686,train,3.5778,0.1101,9.61,3.5792,13.41,690,390.4
687,train,2.1431,0.3545,3.54,2.4935,4.41,770,390.9
688,train,3.7561,0.0635,11.97,3.5987,10.08,756,391.4
689,train,3.3116,0.0980,9.62,3.3697,11.74,714,392.0
690,train,2.8629,0.1632,8.44,2.8875,8.50,729,392.5
691,train,3.1825,0.2749,11.60,2.7611,11.21,673,393.0
692,train,3.1253,0.0256,9.25,2.3498,3.00,625,393.5
693,train,2.7037,0.2238,8.03,2.9645,4.41,715,394.1
694,train,4.9561,0.0543,14.82,4.3207,15.83,718,394.6
695,train,2.2257,0.4852,4.52,2.1009,5.00,742,395.1
696,train,2.3967,0.3348,5.36,2.8417,6.12,663,395.7
697,train,3.7958,0.1384,10.22,4.0531,11.12,701,396.2
698,train,1.9884,0.3358,3.43,2.1496,3.83,688,396.8
699,train,2.1183,0.3752,3.65,2.4626,4.83,701,397.3
700,train,2.2754,0.3594,6.38,1.7877,1.00,715,397.8
701,train,3.7817,0.0604,12.27,3.7323,11.20,728,398.4
702,train,2.6170,0.1548,5.29,2.6162,6.24,730,398.9
703,train,2.4239,0.2747,7.39,2.4297,3.00,688,399.4
704,train,3.5011,0.0426,9.87,3.1539,9.32,728,399.9
705,train,2.6224,0.1164,6.47,2.2929,7.10,756,400.4
706,train,4.0093,0.2115,12.63,4.3456,15.42,728,400.9
707,train,3.8883,0.1555,9.28,3.8119,11.82,714,401.5
708,train,2.3107,0.2679,4.87,2.1110,5.16,728,402.0
709,train,1.8577,0.4416,2.63,2.0751,5.41,702,402.5
710,train,3.6229,0.2377,5.00,2.8867,4.24,770,403.0
711,train,3.5474,0.0619,12.73,2.9132,8.41,662,403.5
712,train,2.8424,0.2382,8.31,2.1138,5.41,743,404.1
713,train,3.5134,0.0752,13.17,3.0728,17.85,678,404.6
714,train,4.6954,0.1391,13.96,4.3914,14.48,676,405.1
715,train,2.5692,0.1538,5.34,1.8275,3.00,728,405.7
716,train,4.0587,0.0070,12.27,3.5378,12.46,716,406.2
717,train,3.5681,0.1296,10.46,3.7854,11.66,702,406.7
718,train,3.1252,0.1528,7.58,2.5232,8.41,674,407.2
719,train,2.2151,0.3558,4.34,1.9055,3.00,756,407.8
720,train,3.6640,0.0868,10.29,3.2926,5.16,714,408.3
721,train,3.4451,0.0894,9.39,3.3545,13.25,716,408.8
722,train,2.4937,0.3261,4.94,2.3904,4.41,690,409.3
723,train,2.6730,0.1346,6.19,2.2374,4.12,728,409.8
724,train,2.4876,0.2167,5.90,1.9898,4.83,729,410.4
725,train,4.5797,0.0710,19.22,4.7427,19.88,676,410.9
726,train,3.4408,0.0288,9.56,3.3910,10.34,728,411.4
727,train,2.8801,0.2973,6.84,3.0973,7.43,703,412.0
728,train,3.1145,0.0616,6.10,2.9888,6.58,714,412.5
729,train,2.8429,0.2252,7.80,3.2038,15.90,715,413.1
730,train,3.3620,0.0728,8.01,2.9036,7.54,728,413.6
731,train,3.1378,0.3282,9.42,3.5434,12.83,652,414.1
732,train,3.1213,0.0192,8.24,3.7357,10.47,730,414.6
733,train,2.0873,0.4300,2.81,1.7793,4.41,714,415.2
734,train,2.9517,0.1563,6.50,2.6031,4.00,742,415.7
735,train,2.3657,0.1580,3.91,2.6748,3.41,728,416.2
736,train,2.8142,0.2142,5.63,2.4326,2.00,691,416.7
737,train,3.8006,0.0701,10.85,3.6452,9.00,742,417.2
738,train,2.1467,0.4077,8.27,2.4652,6.24,704,417.8
739,train,2.7339,0.2301,8.01,3.3005,8.12,704,418.3
740,train,3.9385,0.0563,8.15,4.1693,4.41,675,418.8
741,train,2.3029,0.3535,4.20,2.5995,3.00,662,419.3
742,train,3.6674,0.0815,9.28,3.5438,6.06,650,419.8
743,train,4.1039,0.0849,10.41,2.8025,4.65,742,420.3
744,train,3.2987,0.1352,8.79,3.3910,7.41,688,420.9
745,train,3.2762,0.0701,6.62,3.2326,5.24,742,421.4
746,train,2.7807,0.2443,5.18,2.2124,3.00,704,421.9
747,train,2.0204,0.3434,3.19,2.1945,3.00,728,422.4
748,train,2.7359,0.2444,6.37,2.2839,5.24,716,423.0
749,train,2.1059,0.3795,3.73,1.4824,3.24,664,423.5
750,train,2.1239,0.2855,3.63,2.1460,4.41,704,424.0
751,train,3.4854,0.2685,11.64,3.5038,13.38,715,424.5
752,train,2.1582,0.3323,4.83,2.4117,7.93,662,425.1
753,train,3.2734,0.0909,11.77,3.3802,15.16,770,425.6
754,train,3.0728,0.1105,8.96,2.5360,15.94,688,426.1
755,train,2.5028,0.0914,4.32,2.3535,3.83,700,426.6
756,train,2.6456,0.2974,5.64,2.8035,5.58,743,427.2
757,train,2.6495,0.3067,4.79,2.4400,6.06,701,427.7
758,train,3.6184,0.3162,12.38,3.2291,14.36,702,428.2
759,train,1.8133,0.4730,2.46,1.6098,2.00,742,428.8
760,train,2.1489,0.3731,3.38,1.5839,2.41,729,429.3
761,train,3.2815,0.0455,6.90,2.1800,4.24,770,429.8
762,train,2.5764,0.1914,4.88,2.2945,4.41,742,430.3
763,train,2.7446,0.0992,7.60,2.2145,2.00,716,430.8
764,train,3.7754,0.0448,10.52,4.0005,8.06,714,431.4
765,train,3.4316,0.1932,7.31,2.6908,5.58,730,431.9
766,train,2.7486,0.1837,5.27,2.8266,4.24,686,432.4
767,train,2.4116,0.2995,4.67,2.2866,4.41,728,433.0
768,train,3.7132,0.2255,12.98,3.3940,15.15,714,433.5
769,train,3.0623,0.1225,6.11,2.6147,4.65,743,434.0
770,train,3.0440,0.0594,6.82,2.5310,4.00,690,434.5
771,train,3.2572,0.2047,6.22,3.4485,7.12,728,435.1
772,train,2.4742,0.2699,7.59,2.8176,10.07,704,435.6
773,train,3.2098,0.0378,10.48,3.0681,11.99,662,436.1
774,train,4.2170,0.1071,14.04,4.4618,15.12,728,436.6
775,train,3.0892,0.1106,8.05,3.0893,6.16,714,437.1
776,train,3.4480,0.0053,10.10,3.6095,15.72,756,437.7
777,train,2.7883,0.2094,5.20,2.5111,3.41,702,438.2
778,train,2.0776,0.4324,3.66,2.7718,4.83,717,438.7
779,train,2.9262,0.1156,6.26,2.3068,10.83,718,439.2
780,train,3.7187,0.1350,9.65,3.5612,7.84,674,439.8
781,train,2.9007,0.2171,9.40,3.1814,11.41,714,440.3
782,train,2.6646,0.2045,5.38,1.9181,2.00,660,440.9
783,train,3.8452,0.2191,9.03,3.4312,6.77,744,441.4
784,train,4.5195,0.1042,9.64,4.4386,7.65,672,441.9
785,train,3.4297,0.2193,13.39,3.8490,11.50,716,442.4
786,train,3.0812,0.1841,12.48,3.1334,23.79,690,443.0
787,train,3.2483,0.0824,8.27,3.1575,10.50,716,443.5
788,train,2.5756,0.3849,4.76,2.7356,5.24,704,444.0
789,train,4.0154,0.1468,13.00,5.0083,18.02,729,444.5
790,train,3.4634,0.0271,9.94,2.9950,13.03,664,445.1
791,train,2.2649,0.2257,4.61,2.0840,5.24,700,445.6
792,train,4.2346,0.1793,11.96,3.9603,11.53,714,446.1
793,train,2.3727,0.1401,7.52,2.0163,8.07,728,446.6
794,train,3.1002,0.2367,6.79,2.1566,3.41,638,447.1
795,train,2.7419,0.1927,5.29,2.6035,3.41,742,447.7
796,train,2.2243,0.2493,4.95,1.9950,4.00,702,448.3
797,train,1.9625,0.3318,3.21,1.6001,2.41,663,448.8
798,train,3.8045,0.0042,9.10,2.4745,8.08,716,449.3
799,train,2.4368,0.2540,6.10,2.7016,6.41,756,449.9
800,train,2.2883,0.3530,3.95,2.1886,4.83,728,450.4
801,train,2.2139,0.4327,3.20,2.5529,3.24,728,450.9
802,train,3.1200,0.3073,7.87,3.0912,8.00,742,451.4
803,train,2.8183,0.2049,6.12,2.6891,5.41,742,452.0
804,train,3.6160,0.0349,11.66,3.3620,7.65,688,452.5
805,train,3.3230,0.1006,7.29,2.9582,7.24,716,453.0
806,train,2.0922,0.4274,3.44,1.7811,2.00,702,453.5
807,train,4.7861,0.0028,11.36,5.4544,11.45,716,454.0
808,train,2.0525,0.3469,4.84,1.7951,1.00,686,454.6
809,train,2.9367,0.1995,10.23,2.9565,9.40,742,455.1
810,train,3.5872,0.3227,9.59,3.3795,12.98,688,455.6
811,train,2.2503,0.3181,4.01,2.9566,5.65,742,456.1
812,train,2.9863,0.0930,6.76,2.9543,5.41,742,456.6
813,train,2.9037,0.2994,8.55,2.4252,4.24,688,457.2
814,train,2.4305,0.2390,4.51,2.8565,5.83,728,457.7
815,train,2.2440,0.2500,7.24,2.2518,3.41,688,458.2
816,train,3.1448,0.0909,10.87,2.5182,9.24,704,458.7
817,train,2.3152,0.3736,4.90,2.5412,5.24,728,459.3
818,train,1.7786,0.4717,2.26,1.7651,3.41,742,459.8
819,train,1.6544,0.5412,2.02,2.5827,3.41,728,460.3
820,train,3.3400,0.1234,9.02,3.4777,12.61,689,460.8
821,train,3.9578,0.0169,14.58,3.4732,11.65,649,461.4
822,train,3.3156,0.3739,6.53,3.5991,8.47,690,461.9
823,train,2.6866,0.0826,5.56,2.1112,3.65,714,462.4
824,train,3.2352,0.0672,8.51,2.7624,7.51,714,462.9
825,train,2.6678,0.2633,7.46,2.8439,10.60,714,463.4
826,train,3.6318,0.0696,7.80,3.3040,4.83,704,464.0
827,train,3.1413,0.1211,12.14,3.2719,9.08,702,464.5
828,train,1.9813,0.2126,3.48,1.8449,2.00,715,465.0
829,train,2.6024,0.0967,4.51,2.3019,4.83,703,465.5
830,train,3.0756,0.2363,8.69,3.1055,10.25,728,466.1
831,train,3.9832,0.0146,13.11,4.1272,14.10,756,466.6
832,train,2.3094,0.2891,3.67,2.4202,3.41,716,467.1
833,train,2.0893,0.4614,3.47,2.1607,3.41,674,467.6
834,train,2.9029,0.2000,6.07,2.9294,4.24,660,468.2
835,train,2.2354,0.2143,5.88,2.8453,4.83,728,468.7
836,train,3.2388,0.2140,10.54,3.0720,7.51,701,469.2
837,train,2.0374,0.3862,4.39,2.4079,4.24,756,469.7
838,train,2.4801,0.2992,4.17,2.4386,5.00,742,470.2
839,train,2.1642,0.3876,3.21,1.8843,3.41,756,470.7
