step,split,ce,top1,cell_err_m,pose_nll,pose_err_m,n,sec
7390,train,3.8998,0.1084,7.02,3.2445,3.01,784,4472.4
7391,train,3.1467,0.0765,4.21,2.9031,2.21,784,4473.0
7392,train,2.2594,0.3125,2.16,2.3377,1.50,784,4473.5
7393,train,4.5756,0.0383,7.23,3.7887,5.03,784,4474.1
7394,train,2.2700,0.1314,2.07,1.6234,0.71,784,4474.6
7395,train,5.2174,0.2015,10.71,4.2608,12.00,784,4475.1
7396,train,3.1531,0.1186,4.08,3.4666,3.76,784,4475.6
7397,train,3.5566,0.1301,8.29,3.0296,11.07,784,4476.1
7398,train,2.9509,0.3367,7.71,2.6253,7.23,784,4476.6
7399,train,3.9467,0.0574,9.28,3.4109,8.64,784,4477.1
7400,train,3.8611,0.1633,6.58,3.0267,5.11,784,4477.7
7401,train,2.0446,0.3240,1.61,1.6739,1.00,784,4478.2
7402,train,2.4005,0.2857,2.66,2.1123,2.58,784,4478.7
7403,train,3.3945,0.0332,5.74,2.3867,1.50,784,4479.2
7404,train,3.0242,0.0714,4.29,3.0967,4.21,784,4479.7
7405,train,3.1776,0.1046,4.07,2.3458,3.50,784,4480.2
7406,train,3.3435,0.0855,4.42,3.3779,7.79,784,4480.8
7407,train,1.7567,0.4388,1.20,2.7556,1.91,784,4481.3
7408,train,2.8114,0.1952,2.64,2.0913,1.50,784,4481.8
7409,train,1.7438,0.3304,1.54,0.8115,0.50,784,4482.3
7410,train,3.0407,0.3457,3.84,2.9342,2.92,784,4482.8
7411,train,3.2654,0.2423,4.42,3.0167,6.91,784,4483.4
7412,train,2.3043,0.1135,2.14,1.4965,1.21,784,4483.9
7413,train,1.7299,0.4898,1.31,1.7625,0.71,784,4484.4
7414,train,2.6555,0.1097,3.81,2.9298,2.21,784,4484.9
7415,train,2.1226,0.3023,1.55,1.5997,1.50,784,4485.4
7416,train,2.0822,0.2857,1.95,1.7770,1.41,784,4485.9
7417,train,2.3607,0.3112,3.69,2.0023,7.00,784,4486.5
7418,train,2.7919,0.1084,4.57,2.2874,3.54,784,4487.1
7419,train,2.0060,0.3151,2.09,2.0970,1.71,784,4487.7
7420,train,2.2567,0.2832,1.82,1.1192,1.00,784,4488.3
7421,train,2.5207,0.1913,2.43,1.8458,2.00,784,4488.8
7422,train,3.5248,0.0510,8.11,3.6300,13.33,784,4489.4
7423,train,2.5557,0.2628,2.84,2.2719,3.03,784,4490.0
7424,train,2.6807,0.2819,3.17,1.9186,1.21,784,4490.5
7425,train,2.8938,0.1250,3.33,1.8485,1.00,784,4491.1
7426,train,4.7928,0.0038,8.67,3.6381,5.61,784,4491.6
7427,train,3.7001,0.1913,6.15,3.0980,4.78,784,4492.1
7428,train,2.8395,0.0931,4.30,2.7586,2.83,784,4492.6
7429,train,3.2284,0.1901,5.17,3.3323,6.80,784,4493.1
7430,train,2.2019,0.2640,1.88,2.0998,1.21,784,4493.7
7431,train,3.9150,0.1212,4.94,3.7915,5.12,784,4494.2
7432,train,3.0013,0.1390,3.26,2.7008,2.00,784,4494.7
7433,train,3.6427,0.2270,7.65,3.4956,6.71,784,4495.2
7434,train,3.2183,0.2577,7.23,2.9092,6.71,784,4495.7
7435,train,2.9077,0.0625,3.75,2.5731,2.50,784,4496.2
7436,train,2.7448,0.1352,2.47,1.2600,1.00,784,4496.8
7437,train,3.1345,0.1403,6.95,2.9445,6.64,784,4497.3
7438,train,3.0758,0.0702,3.62,1.6511,2.00,784,4497.8
7439,train,3.2444,0.1480,4.90,3.2839,2.62,784,4498.4
7440,train,2.9395,0.1186,3.17,2.4242,1.50,784,4498.9
7441,train,2.1614,0.2857,2.14,2.4599,2.71,784,4499.4
7442,train,2.8482,0.1416,4.30,2.1412,4.04,784,4500.0
7443,train,1.9450,0.3342,1.88,1.6345,1.21,784,4500.6
7444,train,2.6999,0.2538,3.05,1.6097,3.05,784,4501.1
7445,train,3.0899,0.1518,6.91,2.7810,7.52,784,4501.7
7446,train,2.4918,0.2589,2.73,3.1194,3.21,784,4502.2
7447,train,3.4408,0.1237,4.70,2.9138,8.28,784,4502.8
7448,train,2.5191,0.3712,5.59,2.3241,7.50,784,4503.3
7449,train,5.2792,0.1696,10.12,4.6543,10.52,784,4503.9
7450,train,2.5254,0.2704,4.33,2.2174,1.71,784,4504.4
7451,train,2.0116,0.1875,2.60,2.0157,3.27,784,4505.1
7452,train,4.1883,0.0255,7.49,4.1631,8.58,784,4505.7
7453,train,2.9826,0.2564,3.76,3.1327,2.21,784,4506.2
7454,train,2.2223,0.3074,3.31,1.3453,1.00,784,4506.7
7455,train,1.8932,0.3635,1.47,2.1688,1.00,784,4507.3
7456,train,2.9899,0.2283,6.88,3.2976,7.58,784,4507.8
7457,train,2.3077,0.2730,4.23,2.4114,3.00,784,4508.3
7458,train,2.5770,0.3788,2.85,2.6145,3.06,784,4508.9
7459,train,2.7200,0.0574,2.64,2.4713,2.00,784,4509.4
7460,train,2.4289,0.4273,5.08,1.6904,4.53,784,4509.9
7461,train,3.7015,0.2653,11.15,3.7618,12.02,784,4510.5
7462,train,1.7993,0.3827,1.56,1.6007,1.12,784,4511.0
7463,train,3.0197,0.0497,3.22,2.4121,1.71,784,4511.5
7464,train,4.6925,0.0000,10.23,3.3942,10.08,784,4512.0
7465,train,3.6473,0.1365,6.18,3.2236,3.42,784,4512.5
7466,train,3.9856,0.0089,5.45,3.8008,3.56,784,4513.0
7467,train,3.1481,0.3048,5.25,2.7006,4.14,784,4513.6
7468,train,3.1844,0.1556,4.92,2.9488,3.27,784,4514.1
7469,train,2.4348,0.2003,2.85,2.1133,2.50,784,4514.6
7470,train,2.1916,0.0612,2.00,1.8361,1.71,784,4515.1
7471,train,3.4544,0.1786,5.09,3.9351,6.03,784,4515.6
7472,train,4.2923,0.0153,8.22,3.6468,6.05,784,4516.2
7473,train,3.8983,0.0357,6.22,3.4626,4.50,784,4516.7
7474,train,2.7833,0.1849,2.30,2.1986,1.62,784,4517.2
7475,train,3.8790,0.1594,10.49,4.2574,5.97,784,4517.8
7476,train,2.5260,0.3355,6.17,2.1135,6.00,784,4518.4
7477,train,2.9398,0.3265,7.94,3.0406,5.24,784,4518.9
7478,train,1.7300,0.4821,1.27,1.4055,1.00,784,4519.4
7479,train,3.0973,0.1939,7.88,2.8425,7.52,784,4519.9
7480,train,4.6103,0.0510,13.60,3.9302,13.02,784,4520.4
7481,train,3.6750,0.3214,8.45,3.7903,8.65,784,4520.9
7482,train,3.1584,0.1071,3.72,2.5252,2.50,784,4521.4
7483,train,4.2507,0.1594,10.35,3.5129,9.03,784,4522.0
7484,train,3.7921,0.1135,7.30,2.7190,4.64,784,4522.5
7485,train,3.5623,0.2219,8.62,3.8357,10.11,784,4523.0
7486,train,4.4298,0.0753,9.94,3.7568,6.12,784,4523.5
7487,train,3.3480,0.2143,5.41,2.9026,6.75,784,4524.1
7488,train,3.4653,0.2296,11.13,2.7855,10.06,784,4524.6
7489,train,3.6476,0.1735,12.32,3.5335,12.52,784,4525.1
7490,train,4.2270,0.0026,10.18,3.3074,11.02,784,4525.7
7491,train,2.4173,0.1633,2.26,1.7471,1.21,784,4526.2
7492,train,2.8474,0.1722,6.29,2.5976,6.64,784,4526.7
7493,train,3.0895,0.1020,6.24,3.1681,8.65,784,4527.3
7494,train,3.2406,0.1110,4.71,2.9300,4.05,784,4527.8
7495,train,2.4745,0.3380,5.20,1.7990,5.22,784,4528.3
7496,train,3.4886,0.1327,4.67,3.0774,4.08,784,4528.9
7497,train,4.7580,0.0038,9.27,4.4109,8.49,784,4529.4
7498,train,4.3447,0.1416,5.92,3.4861,4.56,784,4530.0
7499,train,4.6458,0.2054,6.13,3.9835,4.31,784,4530.5
7500,train,3.4097,0.1913,6.50,2.6322,7.00,784,4531.3
7500,val,3.2667,0.1979,5.78,3.1633,5.57,39200,4557.1
7501,train,2.8776,0.2245,7.93,1.6884,1.00,784,4558.1
7502,train,2.8500,0.2168,3.33,2.1912,1.12,784,4558.7
7503,train,3.8537,0.2232,6.39,3.0606,5.04,784,4559.2
7504,train,2.5399,0.1480,4.48,2.4821,6.11,784,4559.7
7505,train,2.6075,0.2436,3.70,2.2785,2.62,784,4560.5
7506,train,1.8061,0.3673,1.48,2.1439,1.21,784,4561.1
7507,train,2.6694,0.2423,3.01,2.0972,1.83,784,4561.6
7508,train,2.8481,0.1008,2.75,2.7882,2.33,784,4562.1
7509,train,2.7892,0.1505,4.37,2.3637,2.00,784,4562.6
7510,train,3.8147,0.2742,5.68,3.9628,5.15,784,4563.4
7511,train,2.2481,0.2806,6.24,2.4069,4.62,784,4564.3
7512,train,3.3722,0.0740,7.95,3.2052,7.50,784,4564.9
7513,train,3.3129,0.2793,5.28,2.4623,7.67,784,4565.5
7514,train,2.8592,0.1008,2.58,2.5541,2.74,784,4566.0
7515,train,2.2886,0.2219,1.99,1.9956,1.00,784,4566.5
7516,train,1.8967,0.2066,1.90,1.5248,1.00,784,4567.0
7517,train,2.5224,0.3559,3.45,2.3591,1.91,784,4567.5
7518,train,3.7789,0.1327,9.18,3.6427,7.09,784,4568.0
7519,train,1.7522,0.3941,1.41,1.9731,2.00,784,4568.6
7520,train,4.2580,0.0638,4.95,3.8613,4.21,784,4569.1
7521,train,3.3027,0.1684,6.93,2.5533,6.03,784,4569.6
7522,train,3.5104,0.0727,6.40,2.9571,2.50,784,4570.1
7523,train,3.8645,0.1276,6.43,4.3842,11.34,784,4570.6
7524,train,2.6452,0.2526,1.94,1.1860,0.50,784,4571.1
7525,train,2.4116,0.2066,2.74,1.8712,1.21,784,4571.7
7526,train,3.2841,0.0599,5.36,3.1198,3.12,784,4572.2
7527,train,3.1962,0.1327,7.08,3.0242,4.74,784,4572.7
7528,train,2.1036,0.4770,3.00,2.0126,2.79,784,4573.2
7529,train,2.9674,0.0778,3.77,2.8708,2.62,784,4573.7
7530,train,2.0344,0.3597,2.98,1.6620,1.71,784,4574.3
7531,train,4.7988,0.1378,10.55,4.5001,10.76,784,4574.8
7532,train,3.5493,0.1633,8.28,2.3624,6.67,784,4575.3
7533,train,1.8805,0.3661,1.52,1.2133,0.71,784,4575.8
7534,train,1.9454,0.2628,1.75,1.3044,0.00,784,4576.3
7535,train,1.9717,0.4388,1.35,2.0990,1.00,784,4576.9
7536,train,2.0688,0.3265,2.10,1.7943,1.21,784,4577.4
7537,train,4.3925,0.0319,10.96,3.5483,12.64,784,4577.9
7538,train,2.7391,0.2781,3.96,1.8782,3.50,784,4578.4
7539,train,2.7056,0.3036,2.65,2.4208,1.91,784,4578.9
7540,train,2.7950,0.1008,2.70,2.0096,2.21,784,4579.4
7541,train,2.8976,0.1263,2.95,2.2916,1.71,784,4580.0
7542,train,3.0166,0.0880,4.02,2.9681,3.50,784,4580.5
7543,train,3.5645,0.1161,7.38,2.4410,9.00,784,4581.0
7544,train,3.3635,0.0740,4.02,2.4485,2.21,784,4581.6
7545,train,2.8984,0.2360,7.28,2.3529,7.44,784,4582.1
7546,train,3.8464,0.0064,6.65,3.1584,5.50,784,4582.6
7547,train,2.7472,0.0548,2.98,2.9209,3.00,784,4583.1
7548,train,3.2710,0.3571,6.44,3.3669,6.39,784,4583.7
7549,train,3.5339,0.1913,5.08,3.0534,5.61,784,4584.2
7550,train,2.9736,0.4388,9.54,2.8536,8.00,784,4584.7
7551,train,1.6918,0.4809,1.38,1.3215,1.21,784,4585.2
7552,train,2.2111,0.1671,2.19,1.6781,1.50,784,4585.8
7553,train,3.2474,0.2168,9.15,3.0917,6.50,784,4586.3
7554,train,1.8242,0.3431,1.54,2.7101,2.21,784,4586.8
7555,train,2.8957,0.1709,2.48,2.5852,1.21,784,4587.3
7556,train,1.6545,0.4732,1.50,1.8986,1.71,784,4587.8
7557,train,2.2562,0.1684,1.91,1.2785,0.50,784,4588.3
7558,train,2.3973,0.3112,1.73,1.0878,0.50,784,4588.9
7559,train,3.1057,0.0918,6.25,2.6930,3.03,784,4589.4
7560,train,3.5355,0.1263,4.91,3.2714,4.40,784,4589.9
7561,train,1.5832,0.5230,1.23,1.5163,1.00,784,4590.4
7562,train,4.2120,0.2360,9.78,3.8781,9.91,784,4590.9
7563,train,3.9845,0.0268,6.27,4.1351,4.94,784,4591.5
7564,train,1.8529,0.2781,1.56,1.4117,1.50,784,4592.0
7565,train,3.7524,0.0051,5.15,2.3951,5.74,784,4592.5
7566,train,3.8836,0.1033,7.12,4.1244,7.30,784,4593.0
7567,train,3.2300,0.1173,5.79,1.9365,3.85,784,4593.5
7568,train,1.9852,0.3380,1.69,1.7525,1.21,784,4594.1
7569,train,3.2377,0.1403,5.94,3.4081,7.78,784,4594.6
7570,train,2.1565,0.4094,1.44,2.3207,1.50,784,4595.1
7571,train,2.8575,0.3941,3.37,3.0113,3.08,784,4595.6
7572,train,1.8721,0.4796,1.78,2.3600,2.21,784,4596.2
7573,train,3.3990,0.2258,5.76,2.6347,5.63,784,4596.7
7574,train,2.2953,0.3699,2.91,2.1273,1.71,784,4597.2
7575,train,2.5289,0.1633,2.38,2.2588,1.71,784,4597.7
7576,train,2.6341,0.2538,3.11,2.2884,3.00,784,4598.2
7577,train,1.2256,0.5893,0.88,1.2919,1.50,784,4598.8
7578,train,2.2886,0.1811,2.52,2.1458,2.79,784,4599.3
7579,train,3.5180,0.0319,9.27,2.7499,8.52,784,4599.8
7580,train,2.4633,0.1569,2.40,2.4064,1.21,784,4600.3
7581,train,4.3732,0.1059,6.33,3.8449,8.21,784,4600.8
7582,train,3.0862,0.2003,6.51,2.3848,7.50,784,4601.4
7583,train,3.5329,0.1186,7.73,2.9195,6.56,784,4601.9
7584,train,3.4070,0.3253,5.89,3.4104,5.58,784,4602.4
7585,train,3.5655,0.2653,11.21,3.6790,8.09,784,4602.9
7586,train,3.8167,0.0523,4.11,2.2700,3.50,784,4603.4
7587,train,2.6563,0.3112,3.41,2.7335,3.90,784,4603.9
7588,train,3.6821,0.3138,5.26,3.0348,4.85,784,4604.5
7589,train,3.0519,0.0944,6.23,3.6473,7.44,784,4605.0
7590,train,4.2401,0.0089,9.18,3.5570,7.32,784,4605.5
7591,train,2.2953,0.3342,2.37,2.5174,6.44,784,4606.0
7592,train,2.8891,0.1798,3.57,2.6992,2.94,784,4606.5
7593,train,2.0392,0.3495,3.55,2.0393,3.55,784,4607.1
7594,train,4.7933,0.0204,10.62,4.7583,11.37,784,4607.6
7595,train,1.7261,0.4082,1.28,1.2740,1.50,784,4608.1
7596,train,2.7249,0.2117,2.93,2.6898,2.21,784,4608.6
7597,train,2.0169,0.3406,1.65,2.1386,2.33,784,4609.1
7598,train,4.2906,0.0293,7.07,3.0580,9.06,784,4609.6
7599,train,2.4098,0.3801,3.43,1.9677,1.50,784,4610.1
7600,train,2.6047,0.1633,4.11,1.6893,4.50,784,4610.6
7601,train,2.6235,0.1811,3.68,2.4274,1.91,784,4611.2
7602,train,1.9942,0.4592,3.01,1.7509,4.62,784,4611.8
7603,train,2.6147,0.4222,3.19,2.6212,1.71,784,4612.4
7604,train,2.9491,0.3508,3.21,1.9359,2.08,784,4613.0
7605,train,2.8731,0.1977,3.66,2.7064,3.26,784,4613.5
7606,train,3.5902,0.1378,7.58,2.8239,3.90,784,4614.0
7607,train,3.6700,0.1033,10.41,2.2797,7.50,784,4614.5
7608,train,3.1396,0.0765,3.23,2.6435,3.50,784,4615.0
7609,train,2.0516,0.3316,1.69,1.5216,0.50,784,4615.6
7610,train,4.3613,0.0778,9.53,3.9427,7.20,784,4616.2
7611,train,3.2643,0.2436,5.08,3.3767,3.76,784,4616.7
7612,train,2.9422,0.2296,6.97,2.8385,3.12,784,4617.2
7613,train,2.9000,0.1977,6.23,2.7653,6.73,784,4617.7
7614,train,2.0857,0.3495,2.42,2.3927,2.58,784,4618.3
7615,train,2.7443,0.2092,4.60,1.8866,1.50,784,4618.8
7616,train,3.0203,0.1173,6.97,2.6298,1.21,784,4619.3
7617,train,4.0048,0.1161,7.97,3.5371,8.02,784,4619.8
7618,train,3.2585,0.3903,7.90,3.7575,9.77,784,4620.3
7619,train,3.9238,0.0625,7.31,3.1264,6.52,784,4620.9
7620,train,2.6129,0.1760,3.72,2.2611,2.41,784,4621.4
7621,train,1.7886,0.3801,1.39,1.8788,1.71,784,4621.9
7622,train,1.3442,0.5714,0.92,1.4527,0.71,784,4622.4
7623,train,2.8259,0.0561,2.39,1.7697,1.00,784,4623.0
7624,train,2.0736,0.3584,4.09,1.5090,0.50,784,4623.5
7625,train,3.0413,0.3138,3.06,2.6934,2.21,784,4624.0
7626,train,3.0206,0.2411,5.53,2.5398,1.00,784,4624.5
7627,train,2.6909,0.2934,5.18,2.6388,1.71,784,4625.0
7628,train,2.5224,0.2666,3.93,1.8875,1.71,784,4625.6
7629,train,2.8826,0.0957,4.60,2.3619,3.00,784,4626.1
7630,train,2.2907,0.3342,4.21,2.3519,4.00,784,4626.6
7631,train,3.2279,0.1888,8.24,3.0133,12.99,784,4627.1
7632,train,3.8118,0.1773,5.26,2.9653,2.50,784,4627.6
7633,train,4.2781,0.3814,10.94,3.9995,10.21,784,4628.1
7634,train,3.1290,0.0599,3.33,1.9554,1.50,784,4628.7
7635,train,3.1510,0.1288,5.23,2.7287,1.71,784,4629.2
7636,train,2.3844,0.2793,2.69,2.1347,2.79,784,4629.7
7637,train,1.8773,0.2309,1.62,1.0124,0.50,784,4630.2
7638,train,2.8910,0.2219,4.25,2.4539,2.62,784,4630.7
7639,train,3.7438,0.1747,3.81,4.1462,4.40,784,4631.3
7640,train,4.5983,0.0038,4.73,3.3653,6.04,784,4631.8
7641,train,2.0880,0.4056,3.55,2.0886,2.71,784,4632.3
7642,train,3.6783,0.0306,4.47,2.5510,3.05,784,4632.8
7643,train,2.7939,0.2105,2.47,2.1451,2.21,784,4633.5
7644,train,2.6269,0.3776,5.47,2.7480,6.23,784,4634.0
7645,train,5.3425,0.0204,16.54,4.8201,17.43,784,4634.5
7646,train,2.1519,0.2462,1.75,1.7429,1.71,784,4635.0
7647,train,2.7566,0.3367,4.20,2.4155,2.30,784,4635.5
7648,train,1.6469,0.4936,1.43,1.2281,1.00,784,4636.1
7649,train,2.7309,0.2398,3.57,2.0059,1.00,784,4636.7
7650,train,2.5900,0.2194,3.56,1.9634,1.71,784,4637.3
7651,train,2.4209,0.3418,4.65,2.7131,5.24,784,4637.8
7652,train,3.5510,0.0434,11.76,3.4777,12.72,784,4638.4
7653,train,2.5809,0.4541,5.62,3.3384,3.90,784,4639.0
7654,train,3.2328,0.0536,2.99,3.0366,3.21,784,4639.5
7655,train,2.3503,0.2474,4.17,2.3443,1.21,784,4640.1
7656,train,3.1683,0.1824,7.62,2.7315,5.45,784,4640.6
7657,train,2.9955,0.0599,2.83,2.2626,2.00,784,4641.2
7658,train,3.4273,0.3061,6.55,3.1624,8.16,784,4641.7
7659,train,2.5140,0.1110,3.99,2.1928,5.00,784,4642.4
7660,train,2.0627,0.2602,2.94,2.1913,2.21,784,4642.9
7661,train,4.4229,0.0765,17.01,3.3538,14.52,784,4643.4
7662,train,2.8790,0.1620,3.81,1.6258,2.00,784,4643.9
7663,train,4.1430,0.0064,6.30,3.0407,5.71,784,4644.4
7664,train,3.1629,0.1288,5.61,2.7745,7.16,784,4644.9
7665,train,1.5054,0.4541,1.16,0.8191,0.50,784,4645.5
7666,train,3.1165,0.0931,5.77,2.8832,5.46,784,4646.0
7667,train,2.3268,0.2972,4.50,2.0261,4.04,784,4646.6
7668,train,2.7125,0.1926,2.71,1.9312,1.00,784,4647.1
7669,train,2.2913,0.3827,2.51,1.6921,1.00,784,4647.6
7670,train,2.7173,0.2028,2.82,1.9050,1.71,784,4648.2
7671,train,2.2091,0.2717,2.38,1.8144,2.08,784,4648.7
7672,train,1.8866,0.3227,1.60,1.2997,1.00,784,4649.2
7673,train,2.3123,0.4056,6.62,2.4416,6.21,784,4649.7
7674,train,3.6534,0.0625,7.40,3.2330,6.62,784,4650.2
7675,train,3.5901,0.1263,6.39,2.8643,7.59,784,4650.8
7676,train,4.5718,0.1224,5.59,3.1402,5.91,784,4651.3
7677,train,2.8723,0.3992,3.90,2.7209,3.77,784,4651.8
7678,train,1.9450,0.3240,1.65,1.4301,0.50,784,4652.3
7679,train,4.1046,0.0663,7.96,2.3298,6.80,784,4652.8
7680,train,2.2601,0.4286,2.83,1.5423,1.58,784,4653.3
7681,train,2.9808,0.0625,5.25,2.6428,5.00,784,4653.9
7682,train,2.2813,0.4528,1.66,1.9288,1.71,784,4654.4
7683,train,2.7675,0.0855,5.40,2.1271,5.50,784,4654.9
7684,train,2.4627,0.2130,3.65,2.1390,5.89,784,4655.4
7685,train,3.0177,0.1952,3.39,1.8733,1.21,784,4655.9
7686,train,3.0901,0.0625,4.06,2.0363,1.50,784,4656.4
7687,train,4.1415,0.0166,6.40,3.3541,6.38,784,4657.0
7688,train,4.3747,0.1862,14.08,3.1008,3.16,784,4657.5
7689,train,3.4094,0.3138,4.79,2.9787,3.83,784,4658.0
7690,train,2.5364,0.1607,3.08,1.7466,1.21,784,4658.5
7691,train,1.8652,0.3724,1.44,1.9282,1.71,784,4659.0
7692,train,1.6745,0.3023,1.51,1.1542,1.00,784,4659.6
7693,train,3.9356,0.1173,6.85,3.3876,7.01,784,4660.1
7694,train,3.2599,0.1046,7.71,2.7489,8.91,784,4660.6
7695,train,3.5653,0.1020,9.16,2.5652,8.16,784,4661.1
7696,train,3.4122,0.0893,4.56,3.1565,4.80,784,4661.6
7697,train,3.0564,0.1811,4.02,2.7135,1.83,784,4662.2
7698,train,2.2265,0.3099,4.90,1.4955,4.03,784,4662.7
7699,train,4.3200,0.0255,7.52,4.2042,6.72,784,4663.2
7700,train,3.1185,0.1365,8.02,2.9075,6.61,784,4663.7
7701,train,2.9258,0.1276,5.21,2.2277,2.00,784,4664.2
7702,train,4.0092,0.0255,9.26,3.5921,10.77,784,4664.8
7703,train,3.4815,0.2411,7.72,3.4284,6.32,784,4665.3
7704,train,2.6162,0.1760,3.54,1.3802,1.00,784,4665.8
7705,train,2.2057,0.2474,1.84,2.2138,1.71,784,4666.3
7706,train,2.2044,0.3253,2.64,2.2396,2.12,784,4666.8
7707,train,3.2778,0.0931,3.30,2.3218,1.58,784,4667.4
7708,train,4.2922,0.0676,9.20,3.4145,7.52,784,4667.9
7709,train,3.3720,0.3112,9.64,3.7298,5.97,784,4668.4
7710,train,3.4214,0.3801,5.54,2.9151,5.50,784,4668.9
7711,train,4.3754,0.0000,10.76,3.6258,6.85,784,4669.4
7712,train,1.8769,0.5944,1.52,1.4770,1.00,784,4669.9
7713,train,2.8157,0.1263,4.53,2.4441,6.12,784,4670.5
7714,train,2.0736,0.4235,2.36,2.0442,2.62,784,4671.0
7715,train,3.4812,0.1020,7.60,3.3991,8.62,784,4671.5
7716,train,3.0515,0.1518,4.24,3.6053,2.58,784,4672.0
7717,train,3.4039,0.2092,6.46,2.9995,6.00,784,4672.5
7718,train,4.0499,0.1173,4.69,3.6190,8.00,784,4673.0
7719,train,4.4672,0.0918,8.89,3.6627,6.33,784,4673.6
7720,train,3.3054,0.1837,3.54,3.0411,4.56,784,4674.1
7721,train,1.7975,0.5727,1.11,1.9015,1.71,784,4674.6
7722,train,2.7844,0.2628,4.40,1.9689,2.00,784,4675.1
7723,train,3.0207,0.3163,5.43,2.5785,6.67,784,4675.6
7724,train,2.8723,0.2309,5.96,3.0608,7.08,784,4676.2
7725,train,2.0979,0.4311,2.15,1.4082,0.00,784,4676.7
7726,train,2.3630,0.3087,4.27,1.9376,7.23,784,4677.2
7727,train,2.8455,0.1901,4.06,2.6923,2.08,784,4677.7
7728,train,5.2797,0.1084,10.63,5.0560,9.65,784,4678.2
7729,train,2.9578,0.0957,3.65,2.5800,3.00,784,4678.8
7730,train,1.7971,0.3852,3.98,1.2455,0.50,784,4679.3
7731,train,2.3756,0.3622,2.56,2.3386,7.08,784,4679.8
7732,train,2.1772,0.3227,2.06,2.1203,2.58,784,4680.3
7733,train,5.0008,0.0038,9.29,3.8412,10.21,784,4680.8
7734,train,2.6511,0.0663,2.35,2.1621,2.50,784,4681.4
7735,train,1.9217,0.4388,1.87,1.4106,0.50,784,4681.9
7736,train,1.5193,0.5102,1.61,1.8496,1.71,784,4682.4
7737,train,2.9673,0.3584,3.97,2.0943,4.24,784,4682.9
7738,train,3.0668,0.0587,5.59,2.0725,1.62,784,4683.4
7739,train,2.5617,0.3712,1.58,1.4210,1.71,784,4684.0
7740,train,1.8090,0.4923,2.05,1.1916,1.58,784,4684.5
7741,train,2.9619,0.1849,6.71,2.8662,7.41,784,4685.0
7742,train,2.1940,0.3533,1.60,1.1083,0.71,784,4685.5
7743,train,3.6656,0.1531,5.52,2.9463,4.21,784,4686.0
7744,train,2.4114,0.2105,2.06,1.3684,1.00,784,4686.6
7745,train,2.4497,0.3763,4.76,2.1026,0.71,784,4687.1
7746,train,2.5498,0.1556,5.35,2.0476,5.71,784,4687.6
7747,train,3.4207,0.0625,7.61,2.3694,5.00,784,4688.3
7748,train,2.8653,0.1097,4.21,2.4520,2.50,784,4689.0
7749,train,3.8802,0.0472,13.66,3.0850,13.43,784,4689.6
7750,train,1.8481,0.3074,1.59,1.1815,0.50,784,4690.2
7751,train,1.7843,0.4668,2.51,1.8184,2.00,784,4690.9
7752,train,3.4779,0.0191,4.18,2.1087,2.21,784,4691.5
7753,train,3.4928,0.1263,11.75,2.9410,14.59,784,4692.0
7754,train,2.1279,0.4209,2.65,1.4529,0.50,784,4692.6
7755,train,2.1714,0.3584,4.37,1.9327,4.54,784,4693.1
7756,train,4.5268,0.1339,8.97,4.3949,8.62,784,4693.6
7757,train,2.4823,0.4094,4.45,1.9875,7.00,784,4694.1
7758,train,2.5781,0.1403,3.58,2.0134,1.71,784,4694.6
7759,train,2.4144,0.3010,1.97,1.7711,1.71,784,4695.2
7760,train,3.0619,0.2666,3.39,1.5899,1.50,784,4695.7
7761,train,2.8291,0.0510,3.32,1.7546,2.00,784,4696.2
7762,train,2.5427,0.3202,4.02,1.8432,1.71,784,4696.7
7763,train,3.7643,0.2500,8.18,3.2676,13.02,784,4697.4
7764,train,3.5748,0.0829,7.19,3.0415,6.24,784,4697.9
7765,train,3.2133,0.1352,4.82,2.3808,5.72,784,4698.4
7766,train,3.2721,0.0995,7.07,2.4227,4.21,784,4699.0
7767,train,3.5598,0.0459,5.74,2.7883,5.00,784,4699.5
7768,train,3.3539,0.0306,6.91,2.2936,6.00,784,4700.0
7769,train,3.3493,0.2054,3.16,3.2369,2.41,784,4700.6
7770,train,3.4310,0.2321,9.17,2.6638,9.95,784,4701.2
7771,train,2.5076,0.4286,4.30,1.7644,4.53,784,4701.7
7772,train,2.0965,0.2691,1.81,0.9429,0.71,784,4702.3
7773,train,3.1858,0.1709,4.88,2.4513,4.50,784,4703.1
7774,train,2.7077,0.2602,2.00,1.5611,0.71,784,4704.0
7775,train,3.2688,0.0791,3.73,1.7977,1.50,784,4704.6
7776,train,2.2712,0.4758,3.32,2.2466,4.00,784,4705.1
7777,train,4.8332,0.0702,11.28,5.1813,12.04,784,4705.7
7778,train,1.5408,0.5906,2.39,0.9273,0.50,784,4706.2
7779,train,3.7461,0.2551,7.25,3.2031,7.22,784,4706.7
7780,train,1.9773,0.4311,1.59,1.5638,2.50,784,4707.2
7781,train,3.3235,0.0931,4.19,2.9693,3.80,784,4707.7
7782,train,2.0224,0.3214,1.93,1.8726,1.62,784,4708.3
7783,train,2.6057,0.1250,2.35,1.6373,1.50,784,4708.8
7784,train,2.5978,0.3712,5.31,2.5713,5.03,784,4709.4
7785,train,3.5380,0.1071,7.29,2.7638,7.21,784,4710.0
7786,train,1.9536,0.3584,1.61,1.3213,0.50,784,4710.5
