step,split,ce,top1,cell_err_m,pose_nll,pose_err_m,n,sec,vce_m,vce_pose_m
18170,train,2.4657,0.1760,2.36,2.5451,2.45,1568,14694.8,nan,nan
18171,train,3.7155,0.0325,6.76,3.6472,5.61,1568,14695.6,nan,nan
18172,train,3.8566,0.0733,7.21,3.3733,8.87,1568,14696.4,nan,nan
18173,train,2.2412,0.3495,2.34,1.9858,1.56,1568,14697.2,nan,nan
18174,train,2.3980,0.1422,2.17,2.0233,1.60,1568,14697.9,nan,nan
18175,train,3.5516,0.1346,4.33,2.8083,3.27,1568,14698.7,nan,nan
18176,train,3.0788,0.2290,6.32,2.7437,7.90,1568,14699.5,nan,nan
18177,train,2.9497,0.2895,5.60,2.7555,5.36,1568,14700.2,nan,nan
18178,train,3.1725,0.2207,9.08,3.1293,9.49,1568,14701.0,nan,nan
18179,train,2.5755,0.2526,5.25,2.0594,6.17,1568,14701.8,nan,nan
18180,train,3.2772,0.1562,5.79,2.4758,5.45,1568,14702.6,nan,nan
18181,train,2.8989,0.3055,4.85,2.7000,4.51,1568,14703.3,nan,nan
18182,train,2.8145,0.2296,5.72,2.8446,5.48,1568,14704.1,nan,nan
18183,train,4.0942,0.1327,9.25,3.4976,11.30,1568,14704.9,nan,nan
18184,train,3.1014,0.1052,4.26,2.7849,2.72,1568,14705.6,nan,nan
18185,train,3.0274,0.2232,4.49,2.8543,4.15,1568,14706.4,nan,nan
18186,train,2.8695,0.3061,4.53,2.6860,5.49,1568,14707.2,nan,nan
18187,train,4.9172,0.0976,6.33,4.6301,6.20,1568,14708.0,nan,nan
18188,train,3.1331,0.1894,3.21,3.4499,2.77,1568,14708.7,nan,nan
18189,train,3.0403,0.1709,5.17,2.5931,5.42,1568,14709.5,nan,nan
18190,train,3.5262,0.1435,4.25,3.7184,4.90,1568,14710.3,nan,nan
18191,train,3.0927,0.1728,2.83,2.7303,2.64,1568,14711.0,nan,nan
18192,train,2.8696,0.2532,3.13,2.5379,3.33,1568,14711.8,nan,nan
18193,train,2.9343,0.3897,4.16,3.1967,4.58,1568,14712.6,nan,nan
18194,train,4.7560,0.0268,8.30,4.5140,8.12,1568,14713.4,nan,nan
18195,train,4.1047,0.0159,6.44,3.3214,8.30,1568,14714.1,nan,nan
18196,train,2.8037,0.3935,5.69,2.6099,5.57,1568,14714.9,nan,nan
18197,train,3.5914,0.1269,6.88,3.3767,6.29,1568,14715.7,nan,nan
18198,train,4.5696,0.0599,9.19,4.3452,8.32,1568,14716.4,nan,nan
18199,train,2.5811,0.2321,3.07,2.3903,2.37,1568,14717.2,nan,nan
18200,train,3.5502,0.1703,6.16,2.7917,5.39,1568,14718.0,nan,nan
18201,train,2.8851,0.3202,3.76,2.8592,3.84,1568,14718.8,nan,nan
18202,train,3.3735,0.1014,4.15,2.9057,3.49,1568,14719.5,nan,nan
18203,train,4.0965,0.0548,5.72,3.6500,4.44,1568,14720.3,nan,nan
18204,train,3.0037,0.1537,4.98,2.5325,4.87,1568,14721.1,nan,nan
18205,train,3.8417,0.0344,5.06,3.0234,2.75,1568,14721.8,nan,nan
18206,train,4.4217,0.0281,6.49,3.9425,4.53,1568,14722.6,nan,nan
18207,train,3.0235,0.1116,3.49,2.8407,3.21,1568,14723.4,nan,nan
18208,train,3.3096,0.2181,6.04,2.7949,4.45,1568,14724.2,nan,nan
18209,train,2.6962,0.2921,4.30,2.4222,3.02,1568,14724.9,nan,nan
18210,train,2.1456,0.4764,3.17,2.1906,5.00,1568,14725.7,nan,nan
18211,train,3.8023,0.0740,6.31,3.0839,4.71,1568,14726.5,nan,nan
18212,train,2.7982,0.2398,3.34,2.3943,3.52,1568,14727.2,nan,nan
18213,train,3.0013,0.1205,3.47,2.5112,2.38,1568,14728.0,nan,nan
18214,train,2.8613,0.3061,4.90,2.6183,4.18,1568,14728.8,nan,nan
18215,train,3.7794,0.1250,7.21,3.8610,7.51,1568,14729.6,nan,nan
18216,train,3.3546,0.1416,5.20,2.8572,2.66,1568,14730.3,nan,nan
18217,train,3.7720,0.1091,7.12,3.5916,4.83,1568,14731.1,nan,nan
18218,train,2.3042,0.3316,3.13,2.1416,4.21,1568,14731.9,nan,nan
18219,train,2.1531,0.3871,1.99,2.3075,2.85,1568,14732.6,nan,nan
18220,train,3.3706,0.1422,4.25,3.2118,3.84,1568,14733.4,nan,nan
18221,train,3.0910,0.1473,3.95,2.3287,1.81,1568,14734.2,nan,nan
18222,train,2.5612,0.2812,2.80,2.2559,4.31,1568,14735.0,nan,nan
18223,train,3.1227,0.2194,3.42,2.8639,3.70,1568,14735.7,nan,nan
18224,train,4.0184,0.1116,5.54,3.5743,4.37,1568,14736.5,nan,nan
18225,train,4.0163,0.0293,6.96,3.9125,7.34,1568,14737.3,nan,nan
18226,train,3.4155,0.1409,5.38,3.0638,3.56,1568,14738.0,nan,nan
18227,train,3.1431,0.1601,3.95,2.9984,3.39,1568,14738.8,nan,nan
18228,train,3.9790,0.0631,7.72,3.6003,8.23,1568,14739.6,nan,nan
18229,train,3.9777,0.0587,6.74,3.4418,6.46,1568,14740.4,nan,nan
18230,train,3.4409,0.0899,7.49,3.1474,6.97,1568,14741.1,nan,nan
18231,train,4.0367,0.1122,8.71,3.8451,8.15,1568,14741.9,nan,nan
18232,train,2.9720,0.2749,5.78,3.1796,6.03,1568,14742.7,nan,nan
18233,train,3.1722,0.2360,4.87,2.8906,4.96,1568,14743.4,nan,nan
18234,train,3.6451,0.1129,6.46,3.2431,4.49,1568,14744.2,nan,nan
18235,train,4.7115,0.0370,10.59,4.4955,10.97,1568,14745.0,nan,nan
18236,train,2.2731,0.3029,2.52,1.8046,2.85,1568,14745.8,nan,nan
18237,train,3.3290,0.1550,4.77,3.6558,4.45,1568,14746.5,nan,nan
18238,train,2.2626,0.4298,2.18,2.0163,1.56,1568,14747.3,nan,nan
18239,train,4.2110,0.0529,8.85,4.3170,8.99,1568,14748.1,nan,nan
18240,train,2.8607,0.2098,2.79,2.1196,1.06,1568,14748.8,nan,nan
18241,train,3.3120,0.2251,3.30,3.2541,3.54,1568,14749.6,nan,nan
18242,train,2.4915,0.2130,2.82,1.9701,1.00,1568,14750.4,nan,nan
18243,train,3.0254,0.2385,4.09,2.8910,3.23,1568,14751.2,nan,nan
18244,train,4.2913,0.1027,7.37,3.7927,6.53,1568,14751.9,nan,nan
18245,train,2.3714,0.3074,3.86,2.4359,4.33,1568,14752.7,nan,nan
18246,train,3.3624,0.1365,5.73,2.6134,4.76,1568,14753.5,nan,nan
18247,train,3.7924,0.1205,8.50,2.9762,8.24,1568,14754.2,nan,nan
18248,train,3.6869,0.0848,8.57,3.3616,7.74,1568,14755.0,nan,nan
18249,train,2.4971,0.3106,2.97,2.0933,3.18,1568,14755.8,nan,nan
18250,train,3.0840,0.1594,2.99,2.2008,2.21,1568,14756.6,nan,nan
18251,train,3.3671,0.1365,6.96,3.0847,6.82,1568,14757.3,nan,nan
18252,train,2.6516,0.2557,4.38,2.6860,4.82,1568,14758.1,nan,nan
18253,train,3.5234,0.1122,7.87,3.0468,5.17,1568,14758.9,nan,nan
18254,train,4.3303,0.0497,10.37,3.9401,10.18,1568,14759.6,nan,nan
18255,train,3.3903,0.1358,3.89,3.1617,3.38,1568,14760.4,nan,nan
18256,train,3.5212,0.0899,6.71,3.7741,6.29,1568,14761.2,nan,nan
18257,train,3.7353,0.1027,5.78,3.7663,4.95,1568,14762.0,nan,nan
18258,train,3.0615,0.2302,4.85,2.9866,5.93,1568,14762.7,nan,nan
18259,train,2.9032,0.0804,3.33,1.9525,2.43,1568,14763.5,nan,nan
18260,train,2.5681,0.1365,2.72,1.9579,1.60,1568,14764.3,nan,nan
18261,train,3.6279,0.1901,5.93,2.7174,5.31,1568,14765.0,nan,nan
18262,train,3.4711,0.1250,5.10,2.8669,4.33,1568,14765.8,nan,nan
18263,train,4.0457,0.0542,8.13,3.7882,6.69,1568,14766.6,nan,nan
18264,train,3.5529,0.1658,6.28,2.5285,4.60,1568,14767.4,nan,nan
18265,train,3.3931,0.2111,7.39,3.2400,7.86,1568,14768.1,nan,nan
18266,train,2.8510,0.2812,3.64,2.7158,4.21,1568,14768.9,nan,nan
18267,train,2.3199,0.3004,4.15,1.9584,2.77,1568,14769.7,nan,nan
18268,train,2.6860,0.3476,2.81,2.7934,2.77,1568,14770.4,nan,nan
18269,train,4.1793,0.0918,4.48,3.5740,3.68,1568,14771.2,nan,nan
18270,train,3.3196,0.1224,5.77,2.8642,4.45,1568,14772.0,nan,nan
18271,train,2.4131,0.2959,2.51,2.0037,2.46,1568,14772.8,nan,nan
18272,train,3.0352,0.2978,3.88,3.1943,4.26,1568,14773.5,nan,nan
18273,train,3.2124,0.0906,4.76,3.0748,5.63,1568,14774.3,nan,nan
18274,train,2.5054,0.2902,2.66,2.0656,2.45,1568,14775.1,nan,nan
18275,train,3.2088,0.2213,3.76,2.9399,3.86,1568,14775.8,nan,nan
18276,train,3.3987,0.1256,4.16,3.1182,6.43,1568,14776.6,nan,nan
18277,train,3.7081,0.1460,7.72,3.1303,6.54,1568,14777.4,nan,nan
18278,train,3.7215,0.0612,7.45,3.1801,7.31,1568,14778.2,nan,nan
18279,train,3.3751,0.0708,5.64,3.1803,5.89,1568,14778.9,nan,nan
18280,train,4.5289,0.1601,11.32,3.8960,11.81,1568,14779.7,nan,nan
18281,train,4.0512,0.1040,7.39,3.7603,11.06,1568,14780.5,nan,nan
18282,train,2.5451,0.3221,2.50,2.4990,2.46,1568,14781.2,nan,nan
18283,train,2.6673,0.2698,4.11,2.7294,2.52,1568,14782.0,nan,nan
18284,train,3.0417,0.0880,5.20,2.3208,4.36,1568,14782.8,nan,nan
18285,train,3.3938,0.1148,5.81,3.0124,4.86,1568,14783.6,nan,nan
18286,train,3.0797,0.1658,7.07,2.9200,6.24,1568,14784.3,nan,nan
18287,train,2.5989,0.0912,2.37,1.6035,1.25,1568,14785.1,nan,nan
18288,train,3.0253,0.2844,4.73,2.8892,4.68,1568,14785.9,nan,nan
18289,train,3.2669,0.1888,6.18,3.1505,5.76,1568,14786.6,nan,nan
18290,train,2.3830,0.2545,2.31,2.1840,1.89,1568,14787.4,nan,nan
18291,train,2.3736,0.2545,2.02,2.3402,2.16,1568,14788.2,nan,nan
18292,train,3.1812,0.1454,3.83,3.0500,3.58,1568,14789.0,nan,nan
18293,train,3.8419,0.1492,4.15,3.6335,2.92,1568,14789.7,nan,nan
18294,train,3.0512,0.1205,4.81,2.8088,5.83,1568,14790.5,nan,nan
18295,train,3.0953,0.2060,3.75,2.9854,2.43,1568,14791.3,nan,nan
18296,train,2.5823,0.2009,2.49,1.9123,1.60,1568,14792.0,nan,nan
18297,train,2.9934,0.2353,6.77,2.7752,5.52,1568,14792.8,nan,nan
18298,train,3.6865,0.1218,7.15,3.6038,7.08,1568,14793.6,nan,nan
18299,train,3.8805,0.0587,5.05,3.3341,3.10,1568,14794.4,nan,nan
18300,train,3.7118,0.0389,10.18,3.2687,8.32,1568,14795.1,nan,nan
18301,train,2.0126,0.3004,2.02,1.5539,1.10,1568,14795.9,nan,nan
18302,train,4.1490,0.1760,7.32,3.8461,7.35,1568,14796.7,nan,nan
18303,train,3.0929,0.0784,3.50,2.7476,3.45,1568,14797.4,nan,nan
18304,train,2.4836,0.1645,3.25,2.5145,2.90,1568,14798.2,nan,nan
18305,train,4.2621,0.0032,7.22,3.8217,5.26,1568,14799.0,nan,nan
18306,train,2.6485,0.3163,4.36,2.2118,1.96,1568,14799.8,nan,nan
18307,train,3.2477,0.1473,7.10,2.7155,5.71,1568,14800.6,nan,nan
18308,train,4.5244,0.0548,6.99,4.2314,5.54,1568,14801.3,nan,nan
18309,train,4.3471,0.0708,6.44,4.0591,6.44,1568,14802.1,nan,nan
18310,train,2.8385,0.3253,3.90,2.5265,1.91,1568,14802.9,nan,nan
18311,train,3.1915,0.1212,4.45,3.0652,4.52,1568,14803.7,nan,nan
18312,train,3.5673,0.1403,4.75,3.4311,6.17,1568,14804.4,nan,nan
18313,train,2.5887,0.1582,3.01,2.9172,2.85,1568,14805.2,nan,nan
18314,train,5.1373,0.0268,5.95,4.5275,5.98,1568,14806.0,nan,nan
18315,train,2.4940,0.1441,2.16,1.7151,0.75,1568,14806.8,nan,nan
18316,train,4.3124,0.1110,9.83,3.9955,8.21,1568,14807.5,nan,nan
18317,train,3.8788,0.1103,5.70,3.3735,5.35,1568,14808.3,nan,nan
18318,train,1.9196,0.4930,1.21,2.0726,1.60,1568,14809.1,nan,nan
18319,train,2.4591,0.2895,4.67,2.2527,5.64,1568,14809.8,nan,nan
18320,train,2.8292,0.2430,6.31,2.6785,5.88,1568,14810.6,nan,nan
18321,train,3.4024,0.1926,7.79,3.2262,8.63,1568,14811.4,nan,nan
18322,train,2.7239,0.1913,4.27,2.3397,3.89,1568,14812.1,nan,nan
18323,train,2.9696,0.1193,3.09,3.1705,2.91,1568,14812.9,nan,nan
18324,train,3.7337,0.1384,5.28,3.3666,5.67,1568,14813.7,nan,nan
18325,train,2.7774,0.3718,2.68,2.4711,2.46,1568,14814.5,nan,nan
18326,train,3.1761,0.1677,4.01,2.8276,3.02,1568,14815.2,nan,nan
18327,train,3.6005,0.0242,5.74,3.3352,5.83,1568,14816.0,nan,nan
18328,train,2.1381,0.4420,2.35,2.0832,4.51,1568,14816.8,nan,nan
18329,train,3.2402,0.2538,5.23,3.0109,5.61,1568,14817.6,nan,nan
18330,train,3.2929,0.2487,5.84,3.0122,5.06,1568,14818.3,nan,nan
18331,train,4.0417,0.0631,7.25,3.6427,4.68,1568,14819.1,nan,nan
18332,train,3.6547,0.0746,7.45,3.5792,8.23,1568,14819.9,nan,nan
18333,train,3.4495,0.2188,7.58,2.9870,6.91,1568,14820.6,nan,nan
18334,train,3.4611,0.1511,5.51,3.3338,3.93,1568,14821.4,nan,nan
18335,train,3.4678,0.1199,6.84,3.0574,5.45,1568,14822.2,nan,nan
18336,train,3.6464,0.1658,10.36,3.2722,8.93,1568,14823.0,nan,nan
18337,train,3.3920,0.2334,4.09,3.0475,3.95,1568,14823.7,nan,nan
18338,train,3.8852,0.2009,8.81,3.6196,8.57,1568,14824.5,nan,nan
18339,train,2.8420,0.1556,3.17,2.2924,2.22,1568,14825.3,nan,nan
18340,train,3.0025,0.1639,4.78,2.7517,3.02,1568,14826.0,nan,nan
18341,train,2.5886,0.1339,2.25,2.5875,2.02,1568,14826.8,nan,nan
18342,train,2.9687,0.1830,3.55,2.9033,2.98,1568,14827.6,nan,nan
18343,train,3.3170,0.1122,5.69,3.7359,4.92,1568,14828.4,nan,nan
18344,train,2.4937,0.2092,2.70,2.6335,3.28,1568,14829.1,nan,nan
18345,train,3.5238,0.1454,7.46,3.0613,3.36,1568,14829.9,nan,nan
18346,train,3.7061,0.0778,9.49,3.2874,10.11,1568,14830.7,nan,nan
18347,train,2.8939,0.2347,3.41,3.2042,3.66,1568,14831.4,nan,nan
18348,train,3.8343,0.0810,5.54,3.1431,5.00,1568,14832.2,nan,nan
18349,train,3.4685,0.1148,7.65,3.0143,6.63,1568,14833.0,nan,nan
18350,train,2.6729,0.2946,2.21,2.2155,1.87,1568,14833.8,nan,nan
18351,train,4.5656,0.0644,10.58,4.0953,10.21,1568,14834.5,nan,nan
18352,train,3.5923,0.2207,6.29,2.9483,3.43,1568,14835.3,nan,nan
18353,train,3.5339,0.0982,5.63,2.7829,3.82,1568,14836.1,nan,nan
18354,train,3.9998,0.1167,8.87,3.5389,8.19,1568,14836.8,nan,nan
18355,train,3.8833,0.0963,7.37,3.4970,5.24,1568,14837.6,nan,nan
18356,train,3.0356,0.2570,7.18,2.8268,7.42,1568,14838.4,nan,nan
18357,train,3.7314,0.0599,7.58,3.5586,8.94,1568,14839.2,nan,nan
18358,train,3.7994,0.0893,8.25,3.4881,6.85,1568,14839.9,nan,nan
18359,train,3.1953,0.1473,4.54,2.6890,4.25,1568,14840.7,nan,nan
18360,train,3.0044,0.1384,5.32,2.4422,5.72,1568,14841.5,nan,nan
18361,train,3.7115,0.1473,5.62,3.2289,4.61,1568,14842.2,nan,nan
18362,train,3.0203,0.2079,4.27,2.4419,3.91,1568,14843.0,nan,nan
18363,train,3.8372,0.0848,5.90,3.8193,6.76,1568,14843.8,nan,nan
18364,train,2.5659,0.2194,2.17,1.8210,1.46,1568,14844.6,nan,nan
18365,train,3.5822,0.1722,7.41,3.1207,7.44,1568,14845.3,nan,nan
18366,train,2.6747,0.0925,2.75,2.2443,2.77,1568,14846.1,nan,nan
18367,train,3.1204,0.1926,6.87,3.1621,6.97,1568,14846.9,nan,nan
18368,train,2.4991,0.3080,3.78,2.2206,3.26,1568,14847.6,nan,nan
18369,train,3.0030,0.2098,2.63,3.1891,2.56,1568,14848.4,nan,nan
18370,train,2.8980,0.1601,3.48,2.2046,1.56,1568,14849.2,nan,nan
18371,train,3.6882,0.1837,5.14,3.3840,6.07,1568,14850.0,nan,nan
18372,train,2.6274,0.2806,2.62,2.3968,2.25,1568,14850.7,nan,nan
18373,train,2.0460,0.2857,3.07,1.4399,2.40,1568,14851.5,nan,nan
18374,train,3.2296,0.2334,5.04,3.2076,4.31,1568,14852.3,nan,nan
18375,train,3.6390,0.1460,3.88,2.7965,3.73,1568,14853.0,nan,nan
18376,train,2.7316,0.3017,3.05,2.7316,3.13,1568,14853.8,nan,nan
18377,train,2.6156,0.2487,2.71,2.8896,2.47,1568,14854.6,nan,nan
18378,train,3.2283,0.2978,3.93,2.9647,3.37,1568,14855.4,nan,nan
18379,train,4.0061,0.0746,7.65,3.4709,8.22,1568,14856.1,nan,nan
18380,train,2.6387,0.2264,3.10,2.4540,3.86,1568,14856.9,nan,nan
18381,train,3.3802,0.1511,4.63,3.0882,6.38,1568,14857.7,nan,nan
18382,train,2.9510,0.1798,4.25,2.5884,3.71,1568,14858.4,nan,nan
18383,train,2.6025,0.1875,4.95,2.5456,6.84,1568,14859.2,nan,nan
18384,train,2.8649,0.2175,3.83,2.4352,2.41,1568,14860.0,nan,nan
18385,train,4.6329,0.0223,13.72,4.0683,15.12,1568,14860.8,nan,nan
18386,train,4.0680,0.1492,9.41,4.3095,10.64,1568,14861.5,nan,nan
18387,train,3.2572,0.1110,4.28,2.5061,3.78,1568,14862.3,nan,nan
18388,train,3.5201,0.0810,5.50,2.8750,2.56,1568,14863.1,nan,nan
18389,train,3.4499,0.1511,8.54,3.4618,8.54,1568,14863.8,nan,nan
18390,train,3.3277,0.1716,4.25,2.8026,3.71,1568,14864.6,nan,nan
18391,train,3.7820,0.1397,6.36,3.2714,6.02,1568,14865.4,nan,nan
18392,train,3.2533,0.1467,4.14,2.9679,4.47,1568,14866.1,nan,nan
18393,train,4.3517,0.0797,9.24,4.0147,10.99,1568,14866.9,nan,nan
18394,train,4.2802,0.0906,8.04,4.2593,7.16,1568,14867.7,nan,nan
18395,train,2.4603,0.3112,2.31,2.5362,2.56,1568,14868.5,nan,nan
18396,train,3.0698,0.2232,5.07,2.9749,8.03,1568,14869.2,nan,nan
18397,train,3.6149,0.0721,6.22,3.5420,5.39,1568,14870.0,nan,nan
18398,train,4.0764,0.1071,8.87,3.9407,9.45,1568,14870.8,nan,nan
18399,train,3.5234,0.1907,9.66,3.1265,10.66,1568,14871.5,nan,nan
18400,train,3.5185,0.2130,5.63,3.6036,4.27,1568,14872.3,nan,nan
18401,train,2.9818,0.1486,3.29,2.8004,2.94,1568,14873.1,nan,nan
18402,train,3.2348,0.1237,4.31,2.4783,4.87,1568,14873.9,nan,nan
18403,train,3.3158,0.2506,3.57,2.7921,3.90,1568,14874.6,nan,nan
18404,train,3.3392,0.1422,3.94,3.2771,3.81,1568,14875.4,nan,nan
18405,train,3.3142,0.0880,4.07,2.4907,3.59,1568,14876.2,nan,nan
18406,train,3.2054,0.0989,9.59,2.9860,9.16,1568,14876.9,nan,nan
18407,train,3.9723,0.0389,5.44,3.6639,3.74,1568,14877.7,nan,nan
18408,train,3.4088,0.2679,4.93,2.9802,4.40,1568,14878.5,nan,nan
18409,train,3.2236,0.2347,4.37,2.9413,2.56,1568,14879.3,nan,nan
18410,train,3.6727,0.1435,5.38,3.6186,5.41,1568,14880.0,nan,nan
18411,train,2.4657,0.1639,3.15,2.0494,1.77,1568,14880.8,nan,nan
18412,train,2.9312,0.2264,5.38,2.6161,8.84,1568,14881.6,nan,nan
18413,train,3.0188,0.0855,2.98,1.9845,2.25,1568,14882.3,nan,nan
18414,train,3.7999,0.0631,5.60,3.6824,4.52,1568,14883.1,nan,nan
18415,train,4.1444,0.0931,6.48,4.1934,6.23,1568,14883.9,nan,nan
18416,train,2.6098,0.3622,7.42,2.0283,5.46,1568,14884.7,nan,nan
18417,train,2.5956,0.3029,3.93,2.1822,3.95,1568,14885.4,nan,nan
18418,train,3.8182,0.0408,6.83,3.6936,6.06,1568,14886.2,nan,nan
18419,train,3.6334,0.1269,6.80,3.1969,6.46,1568,14887.0,nan,nan
18420,train,3.8013,0.1352,5.60,3.8124,5.32,1568,14887.7,nan,nan
18421,train,3.3969,0.1511,5.03,3.2547,5.67,1568,14888.5,nan,nan
18422,train,4.5905,0.0357,9.16,3.7763,4.96,1568,14889.3,nan,nan
18423,train,3.3762,0.1250,3.82,2.8611,3.34,1568,14890.1,nan,nan
18424,train,4.3198,0.0899,7.62,3.5827,6.77,1568,14890.8,nan,nan
18425,train,3.3589,0.0657,4.87,3.2577,4.05,1568,14891.6,nan,nan
18426,train,3.4243,0.1741,5.09,3.1716,4.49,1568,14892.4,nan,nan
18427,train,3.7279,0.0772,6.22,3.2838,5.66,1568,14893.1,nan,nan
18428,train,1.7105,0.3929,1.38,1.4940,1.25,1568,14893.9,nan,nan
18429,train,3.4700,0.1741,5.56,3.3502,3.75,1568,14894.7,nan,nan
18430,train,2.8945,0.2411,4.21,2.5713,3.33,1568,14895.5,nan,nan
18431,train,2.5432,0.2883,2.25,2.2619,1.96,1568,14896.2,nan,nan
18432,train,3.1737,0.1040,6.65,2.6372,5.73,1568,14897.0,nan,nan
18433,train,3.1763,0.3208,7.52,2.9742,7.79,1568,14897.8,nan,nan
18434,train,3.6382,0.1040,3.95,3.2437,3.37,1568,14898.5,nan,nan
18435,train,3.2227,0.2366,6.13,3.1353,5.09,1568,14899.3,nan,nan
18436,train,3.9573,0.0517,6.30,3.5336,5.25,1568,14900.1,nan,nan
18437,train,2.8076,0.2844,5.72,3.1554,7.21,1568,14900.9,nan,nan
18438,train,3.6128,0.0829,7.51,3.1835,8.73,1568,14901.6,nan,nan
18439,train,3.7754,0.0389,5.89,3.3985,5.22,1568,14902.4,nan,nan
18440,train,3.3203,0.0695,4.17,2.6308,2.97,1568,14903.2,nan,nan
18441,train,2.5276,0.1690,3.07,2.5798,3.21,1568,14903.9,nan,nan
18442,train,3.2594,0.1881,7.47,3.3434,8.28,1568,14904.7,nan,nan
18443,train,3.0987,0.1250,5.65,2.4378,5.86,1568,14905.5,nan,nan
18444,train,3.6223,0.0344,6.49,3.3906,8.83,1568,14906.3,nan,nan
18445,train,2.5908,0.3335,4.71,2.2262,3.56,1568,14907.0,nan,nan
18446,train,3.1538,0.2372,4.74,3.4261,4.72,1568,14907.8,nan,nan
18447,train,2.6052,0.0861,2.65,2.1158,2.22,1568,14908.6,nan,nan
18448,train,3.1388,0.1180,5.00,2.5139,5.58,1568,14909.3,nan,nan
18449,train,3.6522,0.1097,7.23,3.5203,7.94,1568,14910.1,nan,nan
18450,train,3.2413,0.1901,7.05,3.4327,7.27,1568,14910.9,nan,nan
18451,train,3.1675,0.3068,3.53,3.0175,2.99,1568,14911.7,nan,nan
18452,train,3.9191,0.1288,5.97,3.8610,5.93,1568,14912.4,nan,nan
18453,train,4.2138,0.0784,9.32,3.7131,5.70,1568,14913.2,nan,nan
18454,train,2.7988,0.2710,4.08,3.0123,4.53,1568,14914.0,nan,nan
18455,train,3.0167,0.1148,3.50,2.7919,3.10,1568,14914.7,nan,nan
18456,train,3.2277,0.1435,6.59,2.9931,5.74,1568,14915.5,nan,nan
18457,train,3.6056,0.1633,4.80,2.8966,4.30,1568,14916.3,nan,nan
18458,train,3.0895,0.1186,3.91,2.8400,2.62,1568,14917.0,nan,nan
18459,train,3.5873,0.1792,3.33,2.7767,3.03,1568,14917.8,nan,nan
18460,train,2.7421,0.1818,2.56,2.2123,1.60,1568,14918.6,nan,nan
18461,train,3.5804,0.2526,7.93,3.6265,6.56,1568,14919.4,nan,nan
18462,train,3.1216,0.0835,7.15,2.9981,4.47,1568,14920.1,nan,nan
18463,train,3.2421,0.1926,3.84,2.9557,3.56,1568,14920.9,nan,nan
18464,train,2.4011,0.2551,4.33,1.9468,4.88,1568,14921.7,nan,nan
18465,train,3.3712,0.1818,6.50,3.3049,4.07,1568,14922.4,nan,nan
18466,train,3.3262,0.1142,5.59,2.7177,4.46,1568,14923.2,nan,nan
18467,train,3.8088,0.2570,8.58,3.3612,9.37,1568,14924.0,nan,nan
18468,train,2.4192,0.2353,4.17,2.3960,3.74,1568,14924.8,nan,nan
18469,train,2.9252,0.1690,4.09,2.7630,2.81,1568,14925.5,nan,nan
18470,train,3.9959,0.2124,8.01,3.3277,8.32,1568,14926.3,nan,nan
18471,train,3.5613,0.1824,6.83,3.6019,7.86,1568,14927.1,nan,nan
18472,train,3.8534,0.0804,4.89,3.3369,3.15,1568,14927.8,nan,nan
18473,train,2.8493,0.1977,3.49,2.5128,2.61,1568,14928.6,nan,nan
18474,train,3.0459,0.1276,4.27,3.0329,6.71,1568,14929.4,nan,nan
18475,train,2.4371,0.3935,3.59,2.2468,2.83,1568,14930.2,nan,nan
18476,train,2.2255,0.2781,2.48,2.0813,1.85,1568,14930.9,nan,nan
18477,train,3.8855,0.0485,6.67,3.7416,5.43,1568,14931.7,nan,nan
18478,train,3.5982,0.0612,7.57,3.1641,8.06,1568,14932.5,nan,nan
18479,train,3.7445,0.0823,6.33,3.3515,5.72,1568,14933.2,nan,nan
18480,train,3.9090,0.0682,6.84,3.7851,7.98,1568,14934.0,nan,nan
18481,train,2.7857,0.1639,2.66,2.3275,2.37,1568,14934.8,nan,nan
18482,train,3.1479,0.1741,3.58,2.5424,3.39,1568,14935.6,nan,nan
18483,train,2.8325,0.3195,3.13,2.4342,3.19,1568,14936.3,nan,nan
18484,train,3.9223,0.1754,6.40,3.6740,4.94,1568,14937.1,nan,nan
18485,train,2.5506,0.3125,6.26,2.7408,6.16,1568,14937.9,nan,nan
18486,train,2.6609,0.2034,2.76,2.4418,2.31,1568,14938.7,nan,nan
18487,train,2.4875,0.2787,3.90,2.3368,4.71,1568,14939.4,nan,nan
18488,train,3.4162,0.1091,7.68,2.9975,6.54,1568,14940.2,nan,nan
18489,train,3.6539,0.0982,6.17,3.5943,5.85,1568,14941.0,nan,nan
18490,train,2.7651,0.1263,4.31,2.3247,2.63,1568,14941.7,nan,nan
18491,train,2.9167,0.1480,4.94,2.5719,6.46,1568,14942.5,nan,nan
18492,train,3.0811,0.2704,6.52,2.9363,7.97,1568,14943.3,nan,nan
18493,train,3.4304,0.1154,6.02,3.4023,6.72,1568,14944.1,nan,nan
18494,train,4.5215,0.1014,6.32,4.3802,6.15,1568,14944.8,nan,nan
18495,train,3.4556,0.1218,6.62,3.2387,7.38,1568,14945.6,nan,nan
18496,train,3.2244,0.1990,5.73,2.4834,6.81,1568,14946.4,nan,nan
18497,train,4.0921,0.1920,7.13,3.3386,6.73,1568,14947.1,nan,nan
18498,train,2.7161,0.1531,3.29,1.8048,2.35,1568,14947.9,nan,nan
18499,train,3.8810,0.1078,6.71,3.5629,5.26,1568,14948.7,nan,nan
18500,train,2.8457,0.1288,3.19,2.9818,3.44,1568,14949.5,nan,nan
18501,train,3.0435,0.1416,3.00,2.1395,2.16,1568,14950.2,nan,nan
