step,split,ce,top1,cell_err_m,pose_nll,pose_err_m,n,sec
2225,train,2.8107,0.1607,7.54,2.7272,6.99,1444,1797.1
2226,train,3.0350,0.0443,6.13,2.5645,5.70,1421,1797.9
2227,train,3.0162,0.1934,6.68,3.2615,6.94,1303,1798.7
2228,train,3.4340,0.0940,9.16,3.5048,10.59,1405,1799.4
2229,train,2.6618,0.1895,6.41,2.8789,7.05,1298,1800.2
2230,train,3.1322,0.1729,7.96,3.1293,8.48,1417,1801.0
2231,train,3.3673,0.0580,10.59,3.1847,9.38,1431,1801.8
2232,train,3.9148,0.0681,8.80,3.4062,6.87,1336,1802.5
2233,train,2.2433,0.2950,4.13,1.9792,4.03,1417,1803.3
2234,train,2.3803,0.3446,4.40,2.6582,4.33,1390,1804.1
2235,train,3.0742,0.1378,11.22,2.6151,11.25,1299,1804.8
2236,train,2.9413,0.1951,8.86,2.9025,9.26,1420,1805.6
2237,train,3.8146,0.0623,9.13,3.1506,6.54,1301,1806.4
2238,train,3.3185,0.1698,8.76,3.7257,7.95,1331,1807.2
2239,train,3.0913,0.2268,9.56,3.3906,9.52,1345,1807.9
2240,train,2.4383,0.2727,5.73,2.1817,6.71,1379,1808.7
2241,train,3.2131,0.1137,6.82,3.3462,6.41,1443,1809.5
2242,train,3.6547,0.0823,11.49,3.3834,11.82,1251,1810.2
2243,train,3.8489,0.1149,7.72,3.7197,6.74,1445,1811.0
2244,train,3.2846,0.2666,6.16,2.7217,5.63,1343,1811.8
2245,train,3.0179,0.2219,7.12,2.6425,4.83,1460,1812.6
2246,train,3.4505,0.1592,8.40,3.3008,7.96,1313,1813.3
2247,train,3.1151,0.2245,6.55,3.2497,6.06,1434,1814.1
2248,train,2.6618,0.3433,7.03,2.5292,7.30,1200,1814.9
2249,train,3.1683,0.2751,7.48,2.8343,9.72,1323,1815.6
2250,train,3.0218,0.0754,5.76,2.5040,4.83,1446,1816.4
2251,train,2.1632,0.3542,3.21,2.0389,3.71,1392,1817.2
2252,train,2.6480,0.2316,5.54,2.6545,5.74,1373,1818.0
2253,train,3.4524,0.0752,7.52,3.1690,6.65,1409,1818.7
2254,train,3.4111,0.1081,10.59,3.1023,11.64,1378,1819.5
2255,train,3.7099,0.1141,9.38,3.4244,7.29,1402,1820.3
2256,train,3.5534,0.2065,13.07,3.5804,14.49,1356,1821.0
2257,train,3.1806,0.0455,7.30,2.9592,7.20,1408,1821.8
2258,train,2.7858,0.1282,6.19,2.9015,7.62,1443,1822.6
2259,train,2.7000,0.1531,5.27,2.4882,4.00,1457,1823.3
2260,train,3.7172,0.1010,12.82,3.2588,12.06,1317,1824.1
2261,train,2.5514,0.2315,5.25,2.1780,4.62,1348,1824.9
2262,train,2.7682,0.1802,5.82,2.4899,4.21,1321,1825.7
2263,train,3.2676,0.0693,8.76,3.3213,5.42,1442,1826.4
2264,train,3.0375,0.1555,7.44,3.4745,8.02,1312,1827.2
2265,train,2.5012,0.2886,5.10,2.7532,6.41,1289,1828.0
2266,train,2.4471,0.3092,5.29,2.5186,5.53,1352,1828.7
2267,train,3.3060,0.1461,9.18,3.3613,9.01,1417,1829.5
2268,train,2.6258,0.1868,5.22,2.5390,3.50,1408,1830.3
2269,train,2.7310,0.1785,7.67,2.6814,8.38,1434,1831.1
2270,train,3.3185,0.0684,10.27,2.7297,7.05,1360,1831.8
2271,train,3.2895,0.1197,6.82,3.1395,6.03,1328,1832.6
2272,train,3.1689,0.2308,6.96,2.9729,6.45,1408,1833.4
2273,train,3.0734,0.1726,8.51,3.1285,8.39,1414,1834.1
2274,train,3.1575,0.2053,11.34,3.4676,13.13,1315,1834.9
2275,train,3.3450,0.0306,9.93,3.3578,9.12,1371,1835.7
2276,train,2.5358,0.2586,5.51,2.8009,6.75,1303,1836.5
2277,train,3.1692,0.1779,6.83,3.0669,7.45,1377,1837.2
2278,train,3.5109,0.1184,8.90,3.7405,8.45,1334,1838.0
2279,train,2.5209,0.2441,4.74,2.3969,5.00,1352,1838.8
2280,train,2.5046,0.1139,6.18,2.2567,5.44,1326,1839.5
2281,train,3.6119,0.1340,10.12,3.7375,11.77,1351,1840.3
2282,train,2.8944,0.1193,8.73,2.5652,7.25,1316,1841.1
2283,train,2.5993,0.1870,5.52,2.7679,6.91,1353,1841.8
2284,train,2.1454,0.3833,4.76,2.4494,5.62,1341,1842.6
2285,train,3.2427,0.1229,7.72,3.1749,5.91,1416,1843.4
2286,train,2.5541,0.4483,4.29,2.8058,5.45,1392,1844.2
2287,train,2.7063,0.2014,7.61,2.8555,7.33,1311,1844.9
2288,train,3.6898,0.0772,11.03,3.6376,14.61,1386,1845.7
2289,train,3.2257,0.0474,7.85,2.7079,7.29,1328,1846.5
2290,train,3.0214,0.0914,7.88,2.9239,8.89,1444,1847.2
2291,train,3.3667,0.1745,10.51,3.2460,11.96,1312,1848.0
2292,train,3.2599,0.1658,8.79,3.3556,7.68,1363,1848.8
2293,train,3.2288,0.1156,9.56,3.2596,10.31,1349,1849.6
2294,train,2.2854,0.3275,4.59,2.8815,5.95,1417,1850.3
2295,train,3.2157,0.1296,9.07,3.6333,9.91,1366,1851.1
2296,train,2.2327,0.2189,3.69,2.2968,3.71,1325,1851.9
2297,train,2.7549,0.2435,5.17,2.2772,2.21,1339,1852.6
2298,train,3.0685,0.2119,9.25,3.2118,8.95,1340,1853.4
2299,train,2.6019,0.2757,5.69,2.6444,4.41,1382,1854.2
2300,train,3.2583,0.1299,7.25,2.7354,5.53,1340,1855.0
2301,train,2.7194,0.3640,6.91,2.8658,6.34,1456,1855.7
2302,train,3.7537,0.0196,9.39,3.5235,8.87,1326,1856.5
2303,train,2.8571,0.1067,6.88,2.7995,6.91,1331,1857.3
2304,train,4.1374,0.0607,11.49,3.8800,10.89,1284,1858.0
2305,train,2.9901,0.1825,9.84,3.2300,10.92,1304,1858.8
2306,train,4.1991,0.0543,11.64,4.1258,12.32,1362,1859.6
2307,train,2.9894,0.1264,6.44,2.7987,6.18,1432,1860.3
2308,train,3.6185,0.0894,10.81,3.4097,11.60,1365,1861.1
2309,train,2.2641,0.3971,5.15,2.5268,7.24,1458,1861.9
2310,train,2.9657,0.1996,7.53,3.0743,9.09,1363,1862.7
2311,train,2.3241,0.1734,4.40,2.4118,4.53,1378,1863.4
2312,train,2.3622,0.2415,4.44,2.2933,3.00,1354,1864.2
2313,train,3.4483,0.2126,8.66,3.2714,9.35,1322,1865.0
2314,train,3.6760,0.0849,11.81,3.4979,12.41,1484,1865.7
2315,train,2.4891,0.2215,4.63,2.1504,3.41,1395,1866.5
2316,train,2.8182,0.2580,4.79,2.6767,3.91,1376,1867.3
2317,train,3.1326,0.1074,7.40,3.4939,7.75,1378,1868.1
2318,train,2.4271,0.2362,4.61,2.5099,5.04,1338,1868.8
2319,train,2.7890,0.1682,5.68,2.5015,3.53,1308,1869.6
2320,train,2.3041,0.3079,4.04,2.0852,4.03,1403,1870.4
2321,train,3.0565,0.1710,6.75,3.2360,6.30,1386,1871.1
2322,train,3.2781,0.1634,8.32,2.7877,8.00,1365,1871.9
2323,train,3.6142,0.1823,8.85,3.9201,9.68,1388,1872.7
2324,train,3.0593,0.0648,7.31,2.7294,7.94,1388,1873.5
2325,train,2.2182,0.2267,4.24,2.1114,5.70,1363,1874.2
2326,train,2.7850,0.2064,8.20,2.7529,8.39,1352,1875.0
2327,train,3.5472,0.0495,8.27,3.6596,8.96,1353,1875.8
2328,train,2.8555,0.2454,6.95,2.6730,5.96,1369,1876.5
2329,train,2.9491,0.1473,5.85,3.3268,6.39,1378,1877.3
2330,train,1.9894,0.3615,3.12,2.0098,4.21,1444,1878.1
2331,train,2.4851,0.2450,6.06,2.8554,7.67,1363,1878.9
2332,train,2.7986,0.3268,7.86,3.1216,8.94,1282,1879.6
2333,train,3.5460,0.1982,9.93,3.2412,8.40,1367,1880.4
2334,train,3.1553,0.0782,7.43,2.9271,5.24,1393,1881.2
2335,train,2.5337,0.3273,5.40,2.2322,4.40,1378,1881.9
2336,train,2.6498,0.2377,5.31,2.7947,5.33,1338,1882.7
2337,train,2.5723,0.3235,8.08,2.6080,7.60,1286,1883.5
2338,train,2.6602,0.1975,7.40,2.9236,8.07,1367,1884.3
2339,train,3.1379,0.1704,6.89,2.8961,8.94,1432,1885.0
2340,train,2.0000,0.4082,3.97,2.0226,3.71,1421,1885.8
2341,train,3.9220,0.1199,13.71,3.9564,14.81,1301,1886.6
2342,train,2.5709,0.3135,5.54,2.2772,3.92,1381,1887.3
2343,train,3.8635,0.0775,12.56,3.9975,14.60,1406,1888.1
2344,train,3.1558,0.0344,8.30,3.1877,10.43,1367,1888.9
2345,train,1.9560,0.4080,2.95,2.2578,3.41,1456,1889.7
2346,train,2.5137,0.2291,5.64,1.9808,4.24,1401,1890.4
2347,train,2.8274,0.2082,7.10,2.4549,4.68,1436,1891.2
2348,train,3.2980,0.1532,9.24,3.2397,9.96,1390,1892.0
2349,train,2.7491,0.1709,6.02,3.1299,6.76,1328,1892.7
2350,train,3.0936,0.2013,8.69,3.3537,9.02,1376,1893.5
2351,train,3.4690,0.0735,10.52,3.7735,10.14,1251,1894.3
2352,train,2.9076,0.1176,7.66,2.7814,7.74,1471,1895.0
2353,train,2.9020,0.0967,9.93,2.9592,10.66,1313,1895.8
2354,train,2.7990,0.1389,5.83,2.4542,4.12,1382,1896.6
2355,train,3.5786,0.0619,9.82,3.3856,10.63,1406,1897.4
2356,train,3.0294,0.2056,8.32,2.7647,7.71,1357,1898.1
2357,train,2.8458,0.2016,7.32,3.0609,8.08,1349,1898.9
2358,train,3.3097,0.1301,8.78,2.8405,8.21,1361,1899.7
2359,train,2.9024,0.1617,8.19,2.8667,10.89,1342,1900.4
2360,train,3.2772,0.1324,8.14,3.4385,7.30,1420,1901.2
2361,train,2.5226,0.2301,6.00,1.8066,4.61,1360,1902.0
2362,train,3.0427,0.1756,8.67,3.5775,10.48,1378,1902.8
2363,train,3.2319,0.1457,8.58,2.9875,7.80,1359,1903.5
2364,train,2.9106,0.0812,5.87,3.2891,5.44,1354,1904.3
2365,train,2.2674,0.3108,5.44,2.1316,4.33,1448,1905.1
2366,train,2.7878,0.1772,5.62,2.7874,6.90,1388,1905.8
2367,train,3.5946,0.0619,11.14,3.2984,11.31,1422,1906.6
2368,train,2.5802,0.2332,4.22,1.8472,2.91,1351,1907.4
2369,train,2.6817,0.3004,5.87,2.5048,6.35,1235,1908.2
2370,train,3.1753,0.0719,7.90,3.4001,9.17,1404,1908.9
2371,train,3.4734,0.1664,7.99,2.9596,5.41,1352,1909.7
2372,train,3.0196,0.2127,8.06,3.2106,9.23,1368,1910.5
2373,train,2.0651,0.2308,3.86,1.7863,1.71,1265,1911.2
2374,train,2.5244,0.1835,8.17,2.7131,8.64,1390,1912.0
2375,train,2.5184,0.2871,6.75,2.8292,6.96,1376,1912.8
2376,train,2.4501,0.2192,5.64,2.4198,5.87,1300,1913.5
2377,train,2.8830,0.3078,10.28,2.9605,10.79,1332,1914.3
2378,train,2.8400,0.0939,6.08,2.9441,6.24,1331,1915.1
2379,train,2.6596,0.1577,5.39,2.4890,4.71,1281,1915.9
2380,train,2.7525,0.2204,6.87,2.5997,4.21,1334,1916.6
2381,train,2.3261,0.3383,6.40,2.4088,9.29,1339,1917.4
2382,train,2.5157,0.2142,4.91,2.5585,5.83,1363,1918.2
2383,train,1.9332,0.3910,3.57,2.0388,3.83,1312,1918.9
2384,train,2.5696,0.3504,5.61,2.3941,5.12,1310,1919.7
2385,train,3.0097,0.0972,6.11,2.6204,3.83,1420,1920.5
2386,train,3.2476,0.1639,8.54,3.1495,6.84,1403,1921.3
2387,train,2.9960,0.2400,7.59,2.7928,7.51,1325,1922.0
2388,train,2.6358,0.2211,6.48,2.8937,6.74,1402,1922.8
2389,train,2.8701,0.2258,6.60,2.7824,9.44,1404,1923.6
2390,train,2.8974,0.1358,7.50,2.3321,9.54,1303,1924.3
2391,train,2.3423,0.3502,5.67,2.1150,6.29,1365,1925.1
2392,train,3.2859,0.0931,8.75,3.8426,9.84,1342,1925.9
2393,train,3.7630,0.1250,11.53,3.9578,10.85,1392,1926.7
2394,train,3.6685,0.2250,7.76,2.8332,9.30,1338,1927.4
2395,train,2.9151,0.2243,6.34,2.7609,7.15,1315,1928.2
2396,train,3.6202,0.0632,9.81,2.9994,9.19,1330,1929.0
2397,train,2.8254,0.2714,7.41,3.0621,8.18,1330,1929.7
2398,train,2.4040,0.2546,5.96,2.6409,5.94,1402,1930.5
2399,train,2.8123,0.0813,6.73,3.1734,4.94,1291,1931.3
2400,train,2.4297,0.2558,5.58,2.4478,4.98,1259,1932.1
2401,train,3.2880,0.1082,9.24,3.1473,8.23,1414,1932.8
2402,train,3.6478,0.1454,10.79,3.8511,12.25,1286,1933.6
2403,train,3.3241,0.1626,9.90,3.2423,11.25,1378,1934.4
2404,train,2.6191,0.1452,5.97,1.9582,3.12,1405,1935.1
2405,train,2.9061,0.2056,6.45,2.7709,5.71,1430,1935.9
2406,train,3.4167,0.1496,7.18,3.5802,9.33,1390,1936.7
2407,train,2.5916,0.2808,6.74,2.6589,8.15,1364,1937.5
2408,train,3.2212,0.2324,6.70,2.9084,7.26,1360,1938.2
2409,train,2.9907,0.1108,6.15,2.6931,3.91,1408,1939.0
2410,train,2.8479,0.1160,9.46,2.7549,8.00,1388,1939.8
2411,train,3.0236,0.1337,7.49,2.9225,8.52,1458,1940.5
2412,train,2.3376,0.3671,4.30,2.5594,5.29,1351,1941.3
2413,train,2.5327,0.1939,5.44,2.5625,4.05,1485,1942.1
2414,train,3.5860,0.0791,7.03,3.0757,6.53,1365,1942.9
2415,train,2.1141,0.3101,3.68,2.7069,4.83,1261,1943.6
2416,train,2.5646,0.2045,6.52,2.4542,6.55,1379,1944.4
2417,train,2.8259,0.1317,8.14,2.7000,7.51,1314,1945.2
2418,train,2.6673,0.2719,4.94,2.4242,7.32,1379,1945.9
2419,train,2.9520,0.1241,6.45,3.1828,8.41,1313,1946.7
2420,train,2.4158,0.2300,3.85,2.0053,3.62,1300,1947.5
2421,train,3.5366,0.0976,11.06,3.0964,12.88,1404,1948.3
2422,train,4.2864,0.1402,13.93,4.0910,12.27,1341,1949.0
2423,train,2.9158,0.2119,8.88,2.4728,9.45,1241,1949.8
2424,train,3.2850,0.0395,12.53,2.7725,12.86,1343,1950.6
2425,train,3.2236,0.1427,10.76,3.3579,14.12,1486,1951.3
2426,train,3.5604,0.1483,10.28,3.3849,9.82,1342,1952.1
2427,train,3.4759,0.0859,12.45,3.3527,9.85,1385,1952.9
2428,train,3.2421,0.1476,7.35,2.8016,5.52,1335,1953.7
2429,train,3.2231,0.1213,7.10,2.9798,6.20,1335,1954.4
2430,train,2.7036,0.2289,5.59,2.2145,8.19,1363,1955.2
2431,train,2.7474,0.2666,6.44,3.2236,9.27,1388,1956.0
2432,train,2.3375,0.2993,4.05,2.3817,4.12,1383,1956.7
2433,train,2.7874,0.1550,8.64,2.5344,8.39,1432,1957.5
2434,train,2.9606,0.2315,6.40,2.7025,4.54,1382,1958.3
2435,train,2.9669,0.1355,6.46,3.0478,9.80,1387,1959.0
2436,train,2.7249,0.1341,6.14,2.2292,4.44,1365,1959.8
2437,train,2.8509,0.1443,6.80,2.6809,7.08,1428,1960.6
2438,train,3.4917,0.1858,10.81,3.3425,13.16,1432,1961.4
2439,train,3.4907,0.0813,10.57,3.2133,10.01,1365,1962.1
2440,train,2.1655,0.3976,5.32,2.8175,10.19,1328,1962.9
2441,train,3.4496,0.0935,8.38,3.2852,6.77,1390,1963.7
2442,train,2.9086,0.1304,6.59,2.7028,6.66,1442,1964.4
2443,train,3.8524,0.0145,10.01,3.2631,8.64,1312,1965.2
2444,train,3.6649,0.0364,9.07,3.3850,10.67,1430,1966.0
2445,train,3.4598,0.1448,9.07,3.5138,10.36,1430,1966.8
2446,train,3.0692,0.0715,10.41,3.2110,12.74,1203,1967.5
2447,train,3.5187,0.1855,11.32,3.1106,11.64,1342,1968.3
2448,train,2.1615,0.2206,5.09,2.2441,5.06,1351,1969.1
2449,train,2.5585,0.1591,5.98,2.8916,5.83,1458,1969.8
2450,train,4.1067,0.0797,12.41,3.7021,14.34,1343,1970.6
2451,train,3.2478,0.1793,11.08,2.9471,11.01,1266,1971.4
2452,train,3.6878,0.0897,8.65,3.9400,9.71,1360,1972.2
2453,train,3.4992,0.1787,8.58,3.4502,10.14,1287,1972.9
2454,train,2.8136,0.1893,5.95,2.4119,5.68,1458,1973.7
2455,train,3.2822,0.0404,9.47,2.8992,8.85,1313,1974.5
2456,train,3.1839,0.0503,10.72,3.2915,12.66,1431,1975.2
2457,train,3.0419,0.3266,6.20,3.3140,8.88,1393,1976.0
2458,train,3.1304,0.1579,7.46,2.9530,10.69,1273,1976.8
2459,train,3.4717,0.1416,9.38,4.1011,14.20,1314,1977.5
2460,train,3.2213,0.0991,7.86,3.1431,8.02,1382,1978.3
2461,train,2.6268,0.1603,5.91,2.4101,4.84,1329,1979.1
2462,train,2.7996,0.1919,8.13,2.7471,6.76,1329,1979.9
2463,train,2.8356,0.1502,5.42,2.5408,5.03,1378,1980.6
2464,train,2.8542,0.1540,6.24,2.5227,8.45,1364,1981.4
2465,train,3.6050,0.1134,10.59,3.6470,14.06,1376,1982.2
2466,train,2.5808,0.2031,5.07,2.2820,3.91,1369,1982.9
2467,train,3.7509,0.0631,11.76,3.7832,13.05,1363,1983.7
2468,train,3.6506,0.0268,11.50,3.3649,12.11,1417,1984.5
2469,train,2.2100,0.2931,3.93,2.0100,3.44,1351,1985.3
2470,train,3.2146,0.0873,9.55,3.1213,9.41,1374,1986.0
2471,train,3.2469,0.1534,9.95,3.4389,9.80,1336,1986.8
2472,train,2.9663,0.0815,6.90,3.1052,6.99,1484,1987.6
2473,train,3.0796,0.1602,8.56,2.7984,9.09,1442,1988.3
2474,train,3.0009,0.1126,7.60,2.7322,6.32,1376,1989.1
2475,train,2.9471,0.1436,7.96,2.7986,7.49,1414,1989.9
2476,train,2.8438,0.2148,5.24,2.5707,4.68,1401,1990.7
2477,train,3.7160,0.0728,7.99,4.2551,10.83,1428,1991.4
2478,train,2.6794,0.1691,6.50,2.7918,4.62,1348,1992.2
2479,train,3.3037,0.2152,6.42,2.8413,4.91,1473,1993.0
2480,train,2.9136,0.0437,8.22,2.9919,8.53,1418,1993.7
2481,train,3.8694,0.1578,8.47,3.7929,9.93,1350,1994.5
2482,train,2.8392,0.1718,5.24,3.0350,5.01,1327,1995.3
2483,train,2.5422,0.2717,4.98,2.7890,5.94,1417,1996.1
2484,train,2.8246,0.2576,5.55,2.9095,6.23,1471,1996.8
2485,train,2.9080,0.0807,6.38,2.2853,2.71,1314,1997.6
2486,train,2.6568,0.2760,4.61,2.5570,4.94,1402,1998.4
2487,train,3.1820,0.1273,9.00,2.7548,8.50,1367,1999.1
2488,train,2.8546,0.2348,7.85,2.8724,8.23,1350,1999.9
2489,train,2.9923,0.1512,6.50,3.0851,7.15,1422,2000.7
2490,train,3.0919,0.0568,6.55,2.7096,5.21,1337,2001.5
2491,train,3.1252,0.0182,7.15,2.4987,7.92,1262,2002.2
2492,train,2.8142,0.3270,6.17,2.7417,4.71,1266,2003.0
2493,train,2.7482,0.2286,6.65,2.4540,7.29,1330,2003.8
2494,train,2.1126,0.2512,3.64,2.3200,3.21,1421,2004.5
2495,train,2.5529,0.2887,6.23,2.5449,7.55,1344,2005.3
2496,train,3.0519,0.0885,6.68,2.6538,3.21,1458,2006.1
2497,train,3.6758,0.0414,11.13,3.6143,10.35,1401,2006.8
2498,train,2.2041,0.3600,3.64,2.2255,5.20,1389,2007.6
2499,train,3.2499,0.2310,8.01,2.9330,6.30,1463,2008.4
2500,train,2.6291,0.2563,5.06,2.4936,7.17,1393,2009.2
2501,train,2.4029,0.1476,4.39,2.1623,2.83,1314,2009.9
2502,train,3.3151,0.2235,12.80,3.4560,11.72,1378,2010.7
2503,train,2.3700,0.4103,5.88,2.6654,5.52,1394,2011.5
2504,train,3.1376,0.1232,7.24,3.3095,8.66,1404,2012.2
2505,train,2.6487,0.1558,6.11,2.3872,4.29,1406,2013.0
2506,train,3.1312,0.1516,10.67,3.4765,12.19,1339,2013.8
2507,train,3.0930,0.1812,7.82,2.8264,7.21,1341,2014.6
2508,train,2.7027,0.1579,5.49,2.3885,4.33,1368,2015.3
2509,train,2.8850,0.1311,6.10,2.8595,5.44,1327,2016.1
2510,train,2.6226,0.2246,6.17,2.6655,7.46,1416,2016.9
2511,train,3.3154,0.0690,9.02,2.8810,9.47,1363,2017.6
2512,train,3.1016,0.2594,8.89,3.4137,12.53,1353,2018.4
2513,train,3.2421,0.0786,9.78,3.0914,10.78,1387,2019.2
2514,train,3.0840,0.0769,8.18,3.1161,7.85,1456,2019.9
2515,train,3.0745,0.1843,7.73,3.2035,9.63,1405,2020.7
2516,train,2.7447,0.2373,5.75,3.0644,7.44,1361,2021.5
2517,train,2.5154,0.3482,5.80,2.7199,7.56,1390,2022.3
2518,train,2.3354,0.3028,4.45,2.2736,3.62,1377,2023.0
2519,train,2.4568,0.2896,5.73,2.7966,6.24,1274,2023.8
2520,train,2.7616,0.2105,8.20,2.6154,6.79,1430,2024.6
2521,train,3.2944,0.2065,10.27,3.4670,10.25,1298,2025.3
2522,train,3.5024,0.0672,9.78,3.2438,9.41,1325,2026.1
2523,train,3.4150,0.1105,10.59,3.2535,9.00,1430,2026.9
2524,train,3.8217,0.0557,8.93,3.3076,6.88,1419,2027.7
2525,train,2.7535,0.1072,5.63,2.7711,5.95,1352,2028.4
2526,train,3.0850,0.0500,7.87,2.5272,7.50,1380,2029.2
2527,train,2.7599,0.1547,6.74,2.3881,6.03,1390,2030.0
2528,train,3.0741,0.1237,8.84,2.7349,9.71,1423,2030.7
2529,train,3.2238,0.1334,8.77,3.0600,10.11,1364,2031.5
2530,train,3.6001,0.1466,13.16,3.6496,13.00,1330,2032.3
2531,train,3.1823,0.0638,8.85,2.7142,7.78,1458,2033.1
2532,train,2.4277,0.1431,5.51,2.2596,4.29,1237,2033.8
2533,train,2.4547,0.3276,6.17,2.4675,8.24,1346,2034.6
2534,train,2.2706,0.3210,3.72,2.4436,3.21,1293,2035.4
2535,train,2.6601,0.1604,5.15,2.9579,4.58,1328,2036.1
2536,train,2.7611,0.2467,6.88,2.9216,7.50,1305,2036.9
2537,train,3.7152,0.2006,8.42,3.7271,9.36,1406,2037.7
2538,train,2.3374,0.4086,4.77,2.5764,6.04,1390,2038.5
2539,train,3.3907,0.2213,7.40,2.8747,6.65,1392,2039.2
2540,train,2.8149,0.2602,6.31,2.4445,4.40,1353,2040.0
2541,train,2.9261,0.1846,7.13,2.7005,7.44,1338,2040.8
2542,train,2.9171,0.1733,6.52,3.1276,5.94,1350,2041.5
2543,train,2.7906,0.2910,7.39,2.9367,9.00,1330,2042.3
2544,train,3.4686,0.2473,9.43,3.2807,7.15,1460,2043.1
2545,train,2.8629,0.1124,5.42,2.5320,8.04,1299,2043.9
2546,train,3.6196,0.1408,9.78,3.7985,9.18,1342,2044.6
2547,train,2.7123,0.1911,7.61,2.8077,7.33,1366,2045.4
2548,train,2.8744,0.2224,7.36,2.9478,9.51,1403,2046.2
2549,train,3.1220,0.2231,9.88,3.0160,10.44,1309,2046.9
2550,train,3.1156,0.1704,7.66,2.9974,9.87,1485,2047.7
2551,train,2.5492,0.1592,5.29,2.4682,4.62,1313,2048.5
2552,train,3.0861,0.1189,9.48,2.7954,12.14,1295,2049.3
2553,train,2.6913,0.1190,9.36,2.5633,9.11,1378,2050.0
2554,train,3.1324,0.0932,8.83,3.2747,10.05,1362,2050.8
2555,train,3.3785,0.1170,7.65,3.0385,6.80,1444,2051.6
2556,train,3.4508,0.2727,11.27,3.5559,12.84,1280,2052.3
2557,train,2.7594,0.1271,7.95,2.5890,10.02,1338,2053.1
2558,train,3.6088,0.0455,10.35,3.2354,9.32,1297,2053.9
2559,train,2.9189,0.0660,8.12,2.5991,5.95,1197,2054.6
2560,train,2.5575,0.2201,8.31,2.9213,8.50,1340,2055.4
2561,train,3.1383,0.0976,6.96,3.1174,6.11,1352,2056.2
2562,train,3.3466,0.1494,8.46,3.7628,8.46,1392,2057.0
2563,train,3.3134,0.0538,9.72,3.2299,9.65,1393,2057.7
2564,train,3.0444,0.2239,7.35,3.4027,9.00,1353,2058.5
2565,train,3.3297,0.1282,7.15,3.6131,7.36,1388,2059.3
2566,train,3.1195,0.2522,8.25,2.8906,9.50,1372,2060.0
2567,train,2.1941,0.3915,3.49,2.0943,2.91,1415,2060.8
2568,train,3.6092,0.0363,9.70,3.3439,7.61,1294,2061.6
2569,train,3.2234,0.1785,6.20,3.0659,6.27,1417,2062.4
2570,train,2.8256,0.2042,6.50,2.7943,6.82,1278,2063.1
2571,train,2.3199,0.3121,3.77,2.2179,2.41,1381,2063.9
2572,train,2.8550,0.0541,6.41,2.4040,6.21,1312,2064.7
2573,train,2.8613,0.2466,5.32,2.7385,5.24,1342,2065.4
2574,train,2.8425,0.1306,6.14,2.3899,4.94,1279,2066.2
2575,train,2.6118,0.1169,8.01,2.2995,10.24,1420,2067.0
2576,train,2.5220,0.1856,5.58,2.7921,6.62,1379,2067.7
2577,train,2.5148,0.2161,5.27,2.9742,6.15,1291,2068.5
2578,train,3.8973,0.1205,11.08,3.4487,10.06,1344,2069.3
2579,train,3.8307,0.0065,12.86,3.6225,14.52,1227,2070.1
2580,train,3.0381,0.0813,6.03,2.9406,7.48,1366,2070.8
2581,train,2.4788,0.1240,6.02,2.1807,5.40,1379,2071.6
2582,train,3.1347,0.2581,7.14,3.4208,8.48,1364,2072.4
2583,train,2.8427,0.1697,8.92,3.0801,11.02,1367,2073.1
2584,train,2.9749,0.2382,6.29,2.9061,6.09,1352,2073.9
2585,train,2.9615,0.1859,8.39,3.0416,9.86,1388,2074.7
2586,train,2.8629,0.0469,5.76,2.7941,5.70,1429,2075.4
2587,train,2.8932,0.2300,6.30,3.1979,7.39,1365,2076.2
2588,train,2.9175,0.1244,7.88,2.8103,7.29,1407,2077.0
2589,train,2.7592,0.1395,6.04,2.6501,6.33,1391,2077.8
2590,train,2.8007,0.1469,5.98,2.0782,5.01,1327,2078.5
2591,train,2.8979,0.2080,7.46,3.2840,7.57,1404,2079.3
2592,train,2.7747,0.0793,7.23,2.6196,5.41,1362,2080.1
2593,train,3.5535,0.1637,11.39,3.5168,12.40,1338,2080.8
2594,train,3.7342,0.0907,13.15,4.0749,13.81,1433,2081.6
2595,train,2.6813,0.1761,5.75,2.4952,5.96,1391,2082.4
2596,train,3.3756,0.2275,11.98,3.3464,12.90,1301,2083.1
2597,train,2.8770,0.1912,9.11,3.2092,8.01,1339,2083.9
2598,train,2.3619,0.4161,5.35,2.4305,6.41,1341,2084.7
2599,train,2.6048,0.2896,9.94,2.7567,12.96,1350,2085.5
2600,train,3.1858,0.1314,6.73,3.2899,7.21,1446,2086.2
2601,train,2.8327,0.1755,4.74,3.0170,4.62,1442,2087.0
2602,train,3.0341,0.1937,9.67,3.4292,11.69,1301,2087.8
2603,train,2.5865,0.1853,5.28,2.4968,5.08,1392,2088.5
2604,train,2.0767,0.4467,3.26,2.3375,4.91,1341,2089.3
2605,train,2.9706,0.1601,7.93,3.4875,11.68,1362,2090.1
2606,train,2.8156,0.2179,5.83,2.6483,6.44,1363,2090.8
2607,train,2.5892,0.1572,4.47,2.4495,5.12,1419,2091.6
2608,train,3.1592,0.0962,8.51,3.2762,9.53,1300,2092.4
2609,train,2.8652,0.1499,6.06,2.7401,5.53,1421,2093.2
2610,train,3.8901,0.0209,12.39,3.9888,11.52,1389,2093.9
2611,train,2.9218,0.2562,6.79,2.5925,6.74,1327,2094.7
