step,split,ce,top1,cell_err_m,pose_nll,pose_err_m,n,sec
69,train,2.4294,0.1986,4.50,1.7756,2.00,715,38.9
70,train,3.6396,0.0474,8.46,3.0043,6.24,675,39.5
71,train,4.5512,0.0192,21.41,3.8380,26.32,676,40.0
72,train,2.1984,0.3623,3.48,2.4025,5.16,770,40.6
73,train,3.7099,0.0671,11.32,2.7036,15.41,715,41.1
74,train,3.1403,0.1748,7.95,3.1636,6.58,715,41.6
75,train,3.1297,0.0783,6.63,2.2998,5.00,728,42.2
76,train,3.0810,0.1524,6.43,2.9564,5.24,676,42.7
77,train,3.0609,0.1846,8.53,3.0218,11.54,677,43.3
78,train,3.5581,0.1349,8.90,2.9617,9.74,704,43.8
79,train,3.6032,0.2130,10.09,3.6535,8.49,676,44.3
80,train,4.0756,0.0405,11.68,3.4967,9.32,692,44.9
81,train,3.4166,0.1098,11.46,3.5397,9.73,674,45.4
82,train,2.7376,0.2616,5.23,2.6686,5.41,730,45.9
83,train,3.1946,0.1091,6.80,3.1326,7.24,770,46.5
84,train,4.1353,0.0396,9.37,3.9463,8.40,757,47.0
85,train,3.4307,0.1788,8.48,3.3004,6.43,688,47.5
86,train,3.4151,0.0986,9.66,2.6860,5.58,700,48.1
87,train,4.0640,0.0861,10.52,3.9470,11.24,743,48.6
88,train,3.7877,0.1352,14.72,4.1605,14.40,636,49.2
89,train,4.1457,0.1922,14.89,4.5718,14.08,692,49.7
90,train,3.5120,0.0632,7.96,3.4511,12.19,728,50.3
91,train,2.7170,0.2557,9.04,1.9760,10.00,743,50.8
92,train,3.9099,0.0879,11.74,3.3169,6.58,728,51.3
93,train,3.6160,0.0338,8.26,2.6929,4.24,770,51.9
94,train,3.8827,0.1690,9.32,4.0702,8.24,716,52.4
95,train,2.8703,0.1476,5.58,2.7381,6.12,718,52.9
96,train,3.5851,0.0770,7.73,3.5069,8.32,701,53.5
97,train,3.3956,0.0447,8.72,2.7946,7.02,716,54.0
98,train,4.0643,0.1564,11.60,4.2094,12.45,716,54.5
99,train,4.0600,0.0755,10.94,3.8686,10.10,715,55.1
100,train,3.8681,0.0406,8.06,4.5795,8.65,715,55.6
101,train,3.3612,0.1382,8.52,3.2628,9.39,702,56.2
102,train,2.5948,0.2247,4.13,2.2758,3.41,770,56.7
103,train,4.3685,0.0287,14.19,4.6251,15.72,662,57.2
104,train,3.1165,0.2115,6.55,2.1515,4.24,714,57.8
105,train,5.0494,0.0042,14.78,4.7596,13.46,714,58.3
106,train,4.8626,0.0458,16.06,4.7556,12.32,742,58.8
107,train,3.6687,0.1397,14.43,3.2375,16.22,716,59.4
108,train,3.8985,0.0356,11.98,4.1072,13.32,702,59.9
109,train,3.0991,0.1719,5.81,2.1938,3.00,704,60.4
110,train,2.5913,0.1452,5.85,2.4187,5.65,744,61.0
111,train,3.3434,0.1323,10.48,3.3609,11.90,756,61.5
112,train,3.0710,0.1468,6.15,2.6318,7.51,770,62.0
113,train,3.7129,0.1659,10.09,3.9310,7.71,663,62.6
114,train,4.3404,0.0624,12.84,3.7771,12.10,673,63.1
115,train,2.4355,0.3860,3.64,2.0566,2.00,702,63.7
116,train,5.0602,0.0307,15.14,5.5888,13.20,716,64.2
117,train,3.2937,0.1277,9.32,3.2764,8.34,728,64.7
118,train,3.2819,0.1877,6.63,3.1003,5.24,714,65.3
119,train,4.3245,0.0336,12.23,4.0830,13.47,715,65.8
120,train,4.5734,0.0385,10.19,3.9451,11.10,702,66.3
121,train,4.4050,0.0591,11.57,4.6231,7.58,728,66.9
122,train,3.2003,0.2063,8.91,3.3741,9.74,756,67.4
123,train,3.6320,0.1020,12.77,3.6130,13.41,716,68.0
124,train,3.0094,0.1887,6.59,2.6164,7.54,742,68.5
125,train,2.9321,0.1795,4.32,2.6966,3.41,730,69.0
126,train,2.6621,0.4060,6.78,2.7501,8.32,702,69.6
127,train,2.7195,0.1472,5.50,2.6467,7.00,686,70.1
128,train,3.8196,0.0948,13.75,3.8837,14.47,770,70.6
129,train,4.0437,0.0302,16.14,3.4984,14.15,662,71.2
130,train,3.3028,0.0714,7.82,2.9786,7.16,756,71.7
131,train,3.4456,0.1442,7.13,2.4715,4.65,756,72.2
132,train,3.2932,0.1286,8.17,2.9769,6.24,770,72.8
133,train,3.1474,0.1006,6.18,2.6618,6.83,716,73.3
134,train,3.1291,0.1449,6.88,3.0501,8.00,690,73.9
135,train,2.7737,0.1225,5.45,3.3958,5.24,702,74.4
136,train,3.1421,0.1008,6.43,3.4029,6.00,744,75.0
137,train,3.2878,0.2535,8.98,3.2024,9.28,718,75.5
138,train,3.5861,0.0192,10.17,3.0943,7.24,678,76.0
139,train,3.8604,0.1511,10.81,3.6068,9.60,728,76.6
140,train,3.6649,0.1134,9.25,3.2276,10.73,714,77.1
141,train,3.2344,0.0849,10.97,3.0451,12.07,742,77.6
142,train,2.8897,0.2233,8.37,3.4623,9.75,730,78.2
143,train,2.9494,0.1140,6.13,2.4866,4.41,728,78.7
144,train,2.7414,0.2179,6.69,2.1725,4.00,716,79.3
145,train,4.4509,0.0281,13.03,4.4810,17.84,676,79.8
146,train,3.8284,0.1560,8.44,3.6670,6.99,718,80.3
147,train,3.2877,0.1835,6.78,3.5657,6.65,714,80.9
148,train,2.8663,0.2291,5.89,3.1478,7.40,742,81.4
149,train,2.5609,0.2165,4.61,2.6200,5.89,716,82.0
150,train,3.5585,0.1521,10.60,2.9562,11.83,756,82.5
151,train,3.3723,0.0952,7.07,3.6648,9.06,756,83.1
152,train,3.6890,0.1376,9.69,3.6018,6.24,756,83.6
153,train,4.0385,0.0337,13.12,3.9734,13.85,742,84.1
154,train,2.9550,0.1129,9.48,3.2549,10.31,700,84.7
155,train,4.1545,0.0261,12.96,4.1158,13.08,728,85.2
156,train,3.5740,0.2159,12.05,3.7486,11.47,704,85.8
157,train,2.7773,0.2195,6.82,2.7149,10.32,688,86.3
158,train,3.9138,0.0810,9.24,3.8024,7.47,716,86.8
159,train,2.2921,0.1131,4.26,2.5104,3.00,716,87.4
160,train,3.3991,0.1280,6.91,2.5911,5.24,742,87.9
161,train,2.5344,0.2551,7.17,2.5821,9.00,690,88.5
162,train,3.5886,0.1162,10.60,3.4447,11.81,714,89.0
163,train,2.7315,0.2734,4.87,2.9030,4.41,757,89.5
164,train,2.1982,0.3329,3.58,1.8439,1.00,784,90.1
165,train,4.1269,0.0350,11.12,4.2443,9.00,742,90.6
166,train,2.1858,0.3241,4.26,1.8835,3.00,756,91.2
167,train,3.6507,0.0812,11.98,3.3951,17.24,714,91.7
168,train,2.7203,0.2297,6.40,2.4910,3.41,714,92.2
169,train,2.3373,0.2315,3.63,1.8995,2.00,743,92.8
170,train,3.4050,0.2171,10.14,3.2034,12.16,714,93.4
171,train,3.0690,0.2486,8.63,3.6103,9.10,728,93.9
172,train,4.3823,0.1010,10.35,3.8469,6.39,703,94.5
173,train,3.0689,0.1739,6.06,3.1219,5.24,742,95.0
174,train,3.9023,0.1396,14.12,3.7271,10.60,702,95.6
175,train,2.5267,0.1636,4.51,1.6070,1.41,715,96.1
176,train,3.8086,0.1420,10.78,4.0836,13.69,704,96.7
177,train,3.5713,0.0580,9.33,3.1492,9.97,742,97.2
178,train,2.6919,0.2247,5.32,2.4310,6.41,730,97.7
179,train,3.1568,0.1000,5.71,3.4075,9.19,770,98.3
180,train,4.0477,0.0371,11.41,4.2013,13.93,674,98.8
181,train,3.3549,0.1746,8.93,3.0353,7.51,716,99.4
182,train,3.9745,0.0287,10.83,3.8858,10.29,663,99.9
183,train,4.1504,0.0407,10.49,4.1044,9.32,688,100.4
184,train,3.3028,0.1359,7.45,2.7037,4.00,714,101.0
185,train,4.0338,0.0886,9.67,3.9413,10.24,756,101.6
186,train,4.0209,0.0429,10.57,3.0780,11.41,700,102.1
187,train,3.0517,0.0553,5.41,3.1510,5.24,687,102.6
188,train,3.2975,0.2037,8.18,3.1202,5.24,756,103.2
189,train,3.8181,0.0783,11.54,3.6437,9.51,728,103.7
190,train,2.8640,0.1809,6.56,3.0328,8.10,702,104.3
191,train,2.6061,0.1536,4.74,2.5278,4.65,690,104.8
192,train,3.7464,0.0810,8.38,3.2009,9.00,728,105.3
193,train,2.5266,0.3360,5.47,2.1975,2.00,756,105.9
194,train,3.2115,0.1852,10.52,2.9687,15.12,702,106.4
195,train,2.9028,0.1336,6.41,2.6710,8.51,756,107.0
196,train,4.1025,0.1212,8.39,3.6114,7.47,652,107.5
197,train,4.6910,0.0967,13.93,5.1150,17.01,662,108.1
198,train,3.9974,0.0769,13.40,4.2505,14.32,702,108.6
199,train,3.6163,0.0199,8.62,3.6402,13.40,702,109.1
200,train,2.3011,0.3879,4.41,2.7694,12.47,678,109.7
201,train,3.0287,0.1619,8.93,2.3489,9.81,729,110.2
202,train,2.8728,0.0434,5.84,2.7286,4.83,715,110.8
203,train,2.9761,0.2174,10.31,2.5897,8.41,690,111.3
204,train,3.0901,0.2225,9.55,3.5533,8.10,728,111.9
205,train,3.8490,0.1867,10.35,3.4907,15.21,664,112.4
206,train,2.9306,0.1198,5.70,2.6752,6.47,743,112.9
207,train,3.0964,0.0872,7.46,3.1601,11.73,757,113.5
208,train,3.1618,0.1857,5.88,2.9241,5.24,770,114.0
209,train,2.6492,0.3057,4.67,2.2640,4.41,700,114.5
210,train,3.4119,0.1597,10.56,3.0572,10.08,714,115.1
211,train,2.9134,0.3457,7.91,2.7180,9.41,700,115.7
212,train,4.1180,0.1667,8.55,4.3683,11.02,756,116.2
213,train,2.0332,0.3459,3.05,1.9142,5.00,714,116.7
214,train,3.1149,0.0575,6.85,2.5524,6.00,730,117.3
215,train,2.3397,0.2961,4.68,2.3199,5.00,716,117.8
216,train,2.2726,0.3433,3.70,2.4695,5.24,702,118.4
217,train,2.5641,0.1889,7.40,2.5657,8.41,704,118.9
218,train,3.1616,0.0503,9.57,3.2530,10.57,756,119.5
219,train,2.8778,0.1882,6.77,3.3985,6.99,728,120.0
220,train,3.8668,0.0812,11.09,4.0326,11.90,702,120.5
221,train,3.0214,0.2555,12.44,3.2112,12.12,677,121.1
222,train,3.3224,0.1742,7.46,2.5795,4.41,729,121.6
223,train,3.5071,0.3241,6.41,3.4046,7.10,756,122.2
224,train,3.7460,0.2237,11.50,4.8127,15.83,742,122.7
225,train,3.9514,0.0250,15.60,3.9119,16.13,680,123.2
226,train,3.2188,0.1100,6.79,2.6856,5.16,718,123.8
227,train,3.2057,0.1307,7.56,3.1192,5.16,742,124.3
228,train,3.1104,0.1937,11.23,2.9634,14.08,728,124.9
229,train,2.9949,0.1964,7.93,2.5124,5.41,728,125.4
230,train,3.3803,0.0591,7.27,2.7534,3.00,728,125.9
231,train,2.8579,0.2061,5.63,2.8499,3.65,718,126.5
232,train,3.4897,0.0221,7.41,3.4403,7.89,770,127.1
233,train,3.4921,0.0494,7.91,3.1850,5.65,770,127.6
234,train,2.3528,0.3065,3.89,2.8638,6.41,744,128.2
235,train,4.1607,0.0110,13.32,3.6127,9.73,728,128.7
236,train,3.6010,0.0556,10.54,3.7178,8.65,701,129.2
237,train,2.2494,0.3347,3.15,2.4683,3.41,756,129.8
238,train,2.5362,0.1662,4.39,1.8808,2.00,728,130.3
239,train,3.4398,0.0566,7.96,3.5406,8.02,742,130.9
240,train,2.6623,0.2075,4.90,2.7676,4.83,742,131.4
241,train,2.7446,0.1051,5.30,2.5958,4.65,742,132.0
242,train,2.6602,0.4113,4.87,2.3503,3.00,688,132.5
243,train,2.6290,0.2329,5.43,2.2559,3.41,730,133.1
244,train,4.7242,0.0312,14.53,4.7063,15.58,704,133.6
245,train,3.2180,0.0966,8.04,2.9369,5.41,714,134.2
246,train,3.7907,0.1083,9.29,3.3924,7.66,674,134.7
247,train,3.2190,0.0799,9.47,3.6025,15.67,688,135.3
248,train,4.2832,0.0896,13.86,4.1483,14.41,703,135.8
249,train,3.1336,0.1207,6.48,3.4014,5.61,663,136.4
250,train,3.5416,0.0160,8.62,3.2435,6.83,689,136.9
251,train,2.6473,0.2578,7.14,2.9396,7.36,702,137.5
252,train,2.3640,0.4444,4.75,2.5275,5.00,702,138.0
253,train,3.5680,0.0284,8.15,3.1116,8.65,703,138.6
254,train,2.5350,0.2727,6.14,3.4281,8.07,770,139.1
255,train,3.1644,0.2058,7.92,2.6072,7.00,690,139.7
256,train,3.1384,0.0622,7.99,2.3985,7.08,675,140.2
257,train,2.7752,0.1826,4.82,1.6899,3.00,701,140.7
258,train,2.9739,0.2727,7.90,2.5586,6.80,770,141.3
259,train,3.4045,0.1119,7.85,3.6020,7.54,742,141.8
260,train,3.2466,0.1613,7.61,2.9005,6.40,744,142.4
261,train,4.3507,0.0822,11.63,4.1757,10.12,742,143.0
262,train,2.8602,0.2237,7.50,2.7304,7.83,742,143.5
263,train,3.2835,0.0288,6.78,3.1430,6.58,730,144.0
264,train,3.6444,0.0288,13.02,4.0869,13.16,660,144.6
265,train,2.8042,0.1633,6.12,2.6445,4.65,686,145.2
266,train,2.3595,0.3571,6.22,1.8899,6.00,742,145.7
267,train,2.1058,0.2792,3.70,1.4472,1.00,770,146.2
268,train,3.1779,0.2227,9.17,3.2353,7.47,660,146.8
269,train,3.3245,0.1357,6.77,3.3175,6.41,700,147.3
270,train,3.4381,0.2602,9.84,3.3963,16.51,688,147.9
271,train,4.2487,0.0284,9.99,4.2440,10.04,704,148.4
272,train,3.2896,0.2486,7.39,3.9056,8.48,728,149.0
273,train,3.8567,0.0952,12.39,3.8117,9.49,704,149.5
274,train,3.8243,0.0273,10.42,3.0245,9.32,770,150.0
275,train,2.3742,0.2232,4.36,2.0914,3.41,690,150.6
276,train,3.2889,0.0434,9.43,3.0372,8.41,714,151.1
277,train,3.0053,0.1443,7.80,2.1923,7.10,700,151.7
278,train,3.0035,0.2779,7.57,3.0369,11.93,716,152.2
279,train,2.9102,0.2747,7.10,2.8964,7.12,688,152.8
280,train,2.2992,0.4078,6.82,2.8743,11.11,716,153.3
281,train,2.5903,0.2140,5.58,2.5958,7.41,743,153.9
282,train,2.9391,0.0809,5.54,2.2677,4.00,742,154.4
283,train,2.6989,0.2169,6.27,2.8697,6.58,756,155.0
284,train,3.8854,0.1479,9.89,4.2010,9.74,676,155.5
285,train,3.0911,0.1494,8.47,2.0035,9.40,716,156.0
286,train,3.3811,0.0182,6.82,3.5341,5.83,716,156.6
287,train,2.8953,0.2198,5.71,2.8998,5.61,728,157.1
288,train,3.2803,0.2454,6.24,3.2694,4.83,701,157.7
289,train,3.1648,0.2176,6.91,3.5308,8.06,717,158.2
290,train,2.5478,0.2390,5.55,2.9441,5.65,728,158.8
291,train,4.4914,0.0398,14.34,4.5048,17.28,729,159.3
292,train,3.4069,0.1731,8.36,3.2171,8.41,728,159.8
293,train,2.3132,0.3269,3.89,1.8715,2.41,676,160.4
294,train,2.1550,0.2008,3.74,2.0485,3.41,742,160.9
295,train,3.0029,0.1923,7.03,2.7324,6.16,728,161.5
296,train,4.3602,0.0361,10.81,4.1065,10.12,664,162.0
297,train,3.8738,0.0040,13.51,3.3203,19.37,756,162.5
298,train,3.5813,0.0714,10.52,2.9627,10.61,700,163.1
299,train,3.7679,0.1674,9.69,3.2017,7.41,729,163.6
300,train,3.0412,0.1309,9.07,2.6635,10.28,703,164.2
301,train,2.9065,0.2129,7.17,3.0662,7.36,700,164.7
302,train,2.8815,0.2257,6.73,3.2795,8.00,678,165.3
303,train,2.7736,0.1548,5.20,2.6403,4.00,756,165.8
304,train,2.2933,0.1860,4.10,1.7064,3.00,688,166.4
305,train,2.0815,0.2766,3.53,2.0392,3.83,687,166.9
306,train,4.2211,0.0349,17.88,4.0791,16.90,716,167.4
307,train,3.2830,0.1325,7.15,3.1255,6.16,770,168.0
308,train,2.3063,0.2891,5.02,2.5431,6.16,716,168.5
309,train,3.8334,0.1793,8.75,3.5417,11.07,686,169.1
310,train,2.5221,0.2955,5.96,2.6038,10.07,714,169.6
311,train,3.0852,0.0618,6.63,2.6171,5.00,728,170.1
312,train,2.9199,0.2280,6.68,3.4027,8.47,728,170.7
313,train,3.3623,0.0920,8.77,3.3775,9.08,728,171.2
314,train,2.1017,0.3208,3.58,2.0905,3.41,742,171.8
315,train,3.8989,0.0833,10.57,4.3578,13.08,756,172.4
316,train,3.5355,0.1204,9.10,2.9276,11.00,756,172.9
317,train,2.4906,0.1986,4.86,2.2691,3.41,700,173.5
318,train,3.5496,0.1770,8.15,4.1756,10.24,757,174.0
319,train,2.6974,0.1593,4.99,2.0985,2.24,728,174.5
320,train,1.9589,0.3410,3.41,2.5634,4.00,742,175.1
321,train,2.2905,0.3725,3.99,1.5438,1.00,612,175.6
322,train,2.7494,0.1456,5.54,2.8093,4.41,742,176.2
323,train,3.2748,0.1792,8.87,3.1770,7.39,742,176.7
324,train,2.9424,0.1416,8.28,2.7840,8.00,770,177.3
325,train,2.4599,0.2897,3.44,2.2920,2.41,756,177.8
326,train,2.8200,0.2376,5.81,2.7681,5.00,728,178.4
327,train,2.4592,0.2129,3.87,1.7277,2.00,728,178.9
328,train,3.0993,0.1254,7.98,2.7798,4.00,702,179.5
329,train,2.3823,0.2353,4.85,2.6483,5.24,714,180.1
330,train,4.7349,0.0769,14.48,5.5843,16.00,702,180.6
331,train,2.9831,0.1456,6.34,2.9894,4.83,728,181.2
332,train,2.1732,0.1806,4.05,2.3602,4.41,742,181.7
333,train,2.3792,0.3266,5.56,1.7705,2.00,689,182.3
334,train,2.4605,0.2211,4.42,2.1546,4.41,692,182.8
335,train,2.8308,0.2301,5.27,2.7045,3.24,730,183.4
336,train,2.3848,0.2156,4.35,1.8173,2.41,742,183.9
337,train,2.8852,0.3761,8.17,2.0781,6.00,702,184.4
338,train,3.0710,0.0604,7.58,2.5632,11.02,728,185.0
339,train,3.0772,0.2821,6.94,3.5910,7.00,702,185.5
340,train,2.9927,0.1195,8.65,2.7701,10.50,770,186.1
341,train,1.7703,0.3061,3.10,1.5970,3.41,784,186.6
342,train,3.7846,0.0296,7.97,3.0214,7.41,742,187.1
343,train,3.9644,0.0482,12.40,3.5342,13.47,664,187.7
344,train,2.7368,0.1299,5.73,2.4280,4.00,716,188.2
345,train,3.8183,0.0302,13.43,3.7278,10.47,728,188.8
346,train,2.9517,0.2441,6.45,3.2038,6.65,676,189.3
347,train,2.8849,0.2573,5.45,2.4205,4.24,688,189.9
348,train,2.2824,0.2649,4.59,2.1470,4.00,770,190.4
349,train,2.9231,0.2297,6.89,2.5778,4.24,714,190.9
350,train,2.1695,0.3307,3.70,2.1953,4.65,756,191.5
351,train,2.8519,0.1223,7.04,3.0081,10.52,728,192.0
352,train,2.8664,0.2761,6.34,2.5704,6.51,728,192.6
353,train,3.6192,0.1271,10.22,3.6751,11.23,716,193.1
354,train,3.5971,0.0660,9.52,3.1808,6.65,742,193.7
355,train,3.4893,0.0296,6.98,3.9049,7.48,742,194.2
356,train,3.2751,0.0234,7.79,3.7741,8.00,770,194.7
357,train,2.3369,0.3026,3.66,1.4501,2.83,770,195.3
358,train,3.1711,0.1477,6.55,3.3317,7.24,677,195.8
359,train,2.2898,0.2418,3.50,2.1689,5.00,728,196.4
360,train,4.3711,0.1745,10.16,4.2095,14.00,728,196.9
361,train,2.5039,0.2157,5.28,1.8484,2.00,728,197.5
362,train,2.7560,0.1649,4.62,2.2178,3.00,770,198.0
363,train,3.2683,0.1122,7.35,3.4169,6.06,704,198.5
364,train,3.7188,0.1685,9.23,4.1277,9.25,742,199.1
365,train,3.2630,0.0849,9.54,3.1945,12.40,742,199.6
366,train,3.3143,0.2416,9.59,3.0169,10.60,716,200.1
367,train,5.1275,0.0123,10.77,3.5505,10.16,650,200.7
368,train,3.7489,0.1045,8.12,3.7482,10.65,718,201.2
369,train,3.5860,0.1034,11.32,3.7758,13.91,716,201.8
370,train,5.5846,0.0644,18.92,5.5121,21.69,714,202.3
371,train,2.2239,0.3221,3.54,1.9457,2.41,742,203.0
372,train,2.7072,0.3055,7.64,2.5452,8.51,743,203.5
373,train,3.1110,0.0972,6.23,2.9177,3.41,648,204.1
374,train,3.8154,0.0153,11.33,3.7276,14.53,784,204.6
375,train,4.1863,0.0890,18.84,3.7989,16.72,674,205.2
376,train,3.0225,0.0916,5.53,2.5914,4.65,742,205.7
377,train,3.6271,0.1658,6.88,3.1223,4.16,742,206.3
378,train,2.4470,0.3197,4.64,2.6878,5.58,732,206.8
379,train,3.1755,0.2797,8.89,3.2009,7.34,690,207.4
380,train,3.7382,0.0229,9.51,3.7079,9.65,742,207.9
381,train,4.2348,0.1323,12.82,3.2768,14.07,688,208.5
382,train,3.4724,0.1486,9.65,3.1374,11.10,700,209.0
383,train,2.6090,0.2967,8.28,3.0977,9.50,701,209.5
384,train,3.1055,0.1596,6.14,3.0527,3.24,664,210.1
385,train,3.9359,0.1857,8.86,3.7628,7.41,700,210.6
386,train,2.9063,0.0754,5.21,2.8991,5.41,756,211.2
387,train,3.3375,0.0625,9.53,2.9165,3.83,688,211.7
388,train,3.1932,0.0668,6.71,3.2664,8.24,704,212.2
389,train,4.0071,0.0470,9.89,4.2381,12.99,744,212.8
390,train,2.6264,0.3013,4.35,3.0647,6.83,770,213.3
391,train,2.1096,0.2187,3.85,1.4353,1.00,718,213.9
392,train,3.8887,0.1355,15.64,3.8062,17.32,701,214.4
393,train,2.5272,0.3506,5.33,2.6928,6.24,676,214.9
394,train,5.2883,0.1120,16.33,5.5027,19.47,714,215.5
395,train,2.9121,0.0580,8.98,2.6617,4.83,742,216.0
396,train,3.3335,0.0822,9.72,3.1281,7.89,742,216.6
397,train,2.1809,0.2544,4.25,2.1397,3.41,743,217.1
398,train,3.1746,0.0437,8.46,2.5193,7.10,756,217.6
399,train,2.8157,0.2030,5.11,3.3398,6.48,729,218.2
400,train,3.3894,0.0616,11.29,3.1053,11.24,714,218.7
401,train,2.5211,0.3145,5.34,2.7599,5.47,690,219.3
402,train,2.0772,0.3984,3.00,2.4992,4.41,728,219.8
403,train,3.8536,0.0330,10.83,3.7980,10.22,728,220.4
404,train,3.4056,0.1595,11.15,3.0199,7.12,677,220.9
405,train,3.8424,0.1356,12.98,3.5814,15.95,730,221.4
406,train,3.9164,0.0577,9.56,3.7031,9.24,676,222.0
407,train,2.2215,0.2273,3.81,2.0746,3.41,704,222.5
408,train,3.7180,0.1111,9.73,3.9841,9.12,702,223.1
409,train,1.8334,0.4174,2.64,2.0393,3.41,714,223.7
410,train,3.5033,0.1662,7.77,3.1136,9.74,770,224.2
411,train,3.9889,0.0045,10.03,3.7158,8.41,674,224.7
412,train,2.9249,0.1752,9.18,3.2127,11.90,742,225.3
413,train,2.4458,0.2162,6.38,2.0921,4.00,717,225.8
414,train,3.9055,0.0362,9.44,3.6765,9.48,690,226.4
415,train,3.7976,0.0727,9.13,3.4127,12.32,729,226.9
416,train,2.2140,0.3280,3.30,2.0500,2.41,756,227.5
417,train,3.4430,0.2830,9.79,3.4009,9.82,742,228.0
418,train,3.2030,0.0522,5.70,2.1437,4.41,728,228.5
419,train,2.3178,0.2863,5.68,2.6134,9.00,716,229.1
420,train,4.5839,0.0014,19.71,4.5679,19.59,728,229.6
421,train,3.1766,0.2304,10.29,2.8622,8.07,677,230.2
422,train,2.4384,0.2528,5.71,2.5727,4.65,716,230.7
