step,split,ce,top1,cell_err_m,pose_nll,pose_err_m,n,sec,vce_m,vce_pose_m
13878,train,3.4776,0.1384,6.26,3.4611,5.37,1568,11319.3,nan,nan
13879,train,3.4571,0.1977,3.83,3.8125,4.72,1568,11320.1,nan,nan
13880,train,3.5045,0.2481,5.28,3.6197,4.88,1568,11320.9,nan,nan
13881,train,3.9454,0.0281,8.59,3.9926,8.46,1568,11321.6,nan,nan
13882,train,2.8163,0.1875,3.10,2.2235,3.02,1568,11322.4,nan,nan
13883,train,4.4223,0.2124,5.50,4.3410,4.88,1568,11323.2,nan,nan
13884,train,2.4600,0.1671,3.49,2.4693,2.06,1568,11324.0,nan,nan
13885,train,3.2225,0.1760,4.48,2.8622,4.18,1568,11324.8,nan,nan
13886,train,3.9155,0.0434,5.95,4.1600,6.30,1568,11325.5,nan,nan
13887,train,3.6147,0.1276,6.66,3.1027,4.46,1568,11326.3,nan,nan
13888,train,3.0338,0.1805,3.86,2.7653,3.81,1568,11327.1,nan,nan
13889,train,2.6727,0.3099,2.87,2.1618,2.31,1568,11327.9,nan,nan
13890,train,2.1840,0.3686,2.06,2.0439,1.10,1568,11328.6,nan,nan
13891,train,2.8858,0.3355,5.47,2.7092,5.56,1568,11329.4,nan,nan
13892,train,3.8702,0.1142,9.38,3.5075,11.00,1568,11330.2,nan,nan
13893,train,2.7409,0.4515,3.05,2.8709,3.47,1568,11331.0,nan,nan
13894,train,2.9673,0.2156,4.06,2.7407,4.19,1568,11331.8,nan,nan
13895,train,2.5303,0.3552,3.89,2.4511,5.24,1568,11332.5,nan,nan
13896,train,2.5518,0.2972,4.14,2.4776,4.02,1568,11333.3,nan,nan
13897,train,3.5916,0.1110,4.91,3.5736,4.97,1568,11334.1,nan,nan
13898,train,3.4606,0.1996,4.39,3.2319,6.52,1568,11334.9,nan,nan
13899,train,3.5260,0.1046,7.26,3.1364,6.30,1568,11335.7,nan,nan
13900,train,2.5395,0.1996,3.29,2.1181,2.35,1568,11336.4,nan,nan
13901,train,2.8904,0.2985,3.98,3.0447,4.19,1568,11337.2,nan,nan
13902,train,3.2826,0.3482,6.85,3.2302,6.48,1568,11338.0,nan,nan
13903,train,3.1216,0.1224,5.13,2.6560,3.89,1568,11338.8,nan,nan
13904,train,3.1372,0.1327,4.55,2.4657,2.81,1568,11339.5,nan,nan
13905,train,3.6846,0.0529,5.99,3.5081,5.50,1568,11340.3,nan,nan
13906,train,3.7938,0.1014,6.43,3.7359,5.07,1568,11341.1,nan,nan
13907,train,3.6428,0.0631,6.95,3.4855,4.58,1568,11341.9,nan,nan
13908,train,2.8565,0.1722,4.08,2.3494,1.96,1568,11342.6,nan,nan
13909,train,3.6802,0.0816,5.77,3.4154,5.04,1568,11343.4,nan,nan
13910,train,3.6102,0.1607,5.31,3.0038,5.00,1568,11344.2,nan,nan
13911,train,4.0907,0.2149,9.05,3.8072,8.60,1568,11345.0,nan,nan
13912,train,2.8991,0.2806,4.88,2.7480,4.89,1568,11345.8,nan,nan
13913,train,3.6114,0.0867,6.75,3.5798,5.47,1568,11346.5,nan,nan
13914,train,3.1761,0.1760,5.68,3.2294,6.00,1568,11347.3,nan,nan
13915,train,4.6009,0.0013,8.65,3.9235,6.82,1568,11348.1,nan,nan
13916,train,3.1723,0.1116,3.89,2.9027,2.62,1568,11348.9,nan,nan
13917,train,2.3328,0.3112,2.10,2.5496,2.58,1568,11349.6,nan,nan
13918,train,3.8657,0.1231,5.69,3.9676,6.05,1568,11350.4,nan,nan
13919,train,2.8965,0.1378,3.70,2.6046,2.93,1568,11351.2,nan,nan
13920,train,2.7180,0.1078,5.09,2.1656,5.17,1568,11352.0,nan,nan
13921,train,2.7718,0.2940,2.10,2.8316,3.27,1568,11352.8,nan,nan
13922,train,4.3907,0.1480,9.38,3.8916,10.68,1568,11353.5,nan,nan
13923,train,3.3574,0.2602,6.13,3.2373,5.48,1568,11354.3,nan,nan
13924,train,2.9079,0.2761,4.83,2.6045,3.81,1568,11355.1,nan,nan
13925,train,2.5305,0.2761,2.52,2.6162,1.71,1568,11355.9,nan,nan
13926,train,2.6652,0.2710,5.33,2.2938,6.14,1568,11356.6,nan,nan
13927,train,4.0281,0.0899,8.60,3.8920,8.19,1568,11357.4,nan,nan
13928,train,3.4808,0.0714,5.00,3.2237,4.13,1568,11358.2,nan,nan
13929,train,3.1041,0.2857,5.68,2.9712,6.49,1568,11359.0,nan,nan
13930,train,2.5495,0.2500,3.57,2.3459,2.67,1568,11359.8,nan,nan
13931,train,3.0418,0.2098,4.99,3.0431,4.96,1568,11360.5,nan,nan
13932,train,4.3102,0.1282,10.56,3.7548,10.46,1568,11361.3,nan,nan
13933,train,3.1825,0.1110,4.72,2.5654,3.87,1568,11362.1,nan,nan
13934,train,2.4315,0.2130,3.43,2.7310,3.12,1568,11362.9,nan,nan
13935,train,3.5252,0.1518,3.06,2.9653,2.47,1568,11363.7,nan,nan
13936,train,4.0283,0.0300,7.16,3.0402,8.82,1568,11364.4,nan,nan
13937,train,3.8620,0.0242,8.11,3.2150,9.12,1568,11365.2,nan,nan
13938,train,3.3197,0.1441,6.06,2.8338,8.12,1568,11366.0,nan,nan
13939,train,3.0825,0.2143,5.01,3.3944,3.68,1568,11366.8,nan,nan
13940,train,2.7543,0.2321,4.97,2.1835,4.93,1568,11367.5,nan,nan
13941,train,3.5499,0.1378,7.00,3.2936,7.81,1568,11368.3,nan,nan
13942,train,3.5127,0.2054,9.44,3.3771,8.43,1568,11369.1,nan,nan
13943,train,3.7714,0.2621,7.30,3.2061,7.59,1568,11369.9,nan,nan
13944,train,2.4817,0.4464,3.39,2.6799,3.37,1568,11370.7,nan,nan
13945,train,2.6939,0.1454,2.44,2.7868,2.52,1568,11371.4,nan,nan
13946,train,2.9484,0.2761,3.37,2.9494,3.08,1568,11372.2,nan,nan
13947,train,2.3850,0.2921,2.93,2.2850,1.66,1568,11373.0,nan,nan
13948,train,2.9153,0.3699,3.56,3.0812,3.47,1568,11373.8,nan,nan
13949,train,3.1802,0.2226,3.16,3.2805,4.17,1568,11374.5,nan,nan
13950,train,3.1738,0.1696,5.37,3.2702,5.34,1568,11375.3,nan,nan
13951,train,2.9124,0.2959,3.87,2.6648,4.20,1568,11376.1,nan,nan
13952,train,4.1693,0.0740,10.89,4.0031,9.92,1568,11376.9,nan,nan
13953,train,3.8429,0.0561,5.84,3.4543,4.43,1568,11377.7,nan,nan
13954,train,3.1373,0.1358,3.07,2.9150,2.71,1568,11378.4,nan,nan
13955,train,3.2652,0.0950,5.50,3.3307,5.01,1568,11379.2,nan,nan
13956,train,3.6139,0.2143,9.13,3.4791,8.02,1568,11380.0,nan,nan
13957,train,2.8195,0.2679,3.22,2.9163,2.52,1568,11380.8,nan,nan
13958,train,3.0889,0.3087,8.53,2.9197,7.25,1568,11381.5,nan,nan
13959,train,3.2424,0.2628,4.75,2.8333,3.80,1568,11382.3,nan,nan
13960,train,2.8953,0.2136,5.18,2.4132,2.25,1568,11383.1,nan,nan
13961,train,2.9564,0.0963,2.67,2.1230,1.66,1568,11383.9,nan,nan
13962,train,2.7986,0.2009,3.58,2.5663,2.68,1568,11384.7,nan,nan
13963,train,3.4135,0.3074,10.50,3.3425,11.07,1568,11385.4,nan,nan
13964,train,2.9981,0.1263,3.26,2.5587,2.28,1568,11386.2,nan,nan
13965,train,3.1759,0.0689,4.18,2.0487,3.49,1568,11387.0,nan,nan
13966,train,3.9217,0.0976,8.89,4.1143,6.22,1568,11387.8,nan,nan
13967,train,3.4986,0.1518,5.40,3.6422,6.98,1568,11388.5,nan,nan
13968,train,4.0444,0.0778,5.30,3.6029,4.98,1568,11389.3,nan,nan
13969,train,3.6486,0.1148,6.16,3.6269,5.07,1568,11390.1,nan,nan
13970,train,3.6701,0.0147,5.55,3.0266,3.19,1568,11390.9,nan,nan
13971,train,3.3643,0.0867,5.56,3.0396,5.35,1568,11391.7,nan,nan
13972,train,3.0393,0.3393,3.08,2.5589,5.33,1568,11392.4,nan,nan
13973,train,2.4598,0.4617,4.47,2.1933,3.74,1568,11393.2,nan,nan
13974,train,3.8228,0.2022,8.60,3.6179,7.90,1568,11394.0,nan,nan
13975,train,2.7331,0.2124,6.30,2.7718,7.91,1568,11394.8,nan,nan
13976,train,3.6502,0.1645,4.34,3.3210,3.61,1568,11395.6,nan,nan
13977,train,3.6284,0.0906,6.02,2.9549,4.58,1568,11396.4,nan,nan
13978,train,3.6685,0.0606,6.80,3.1167,4.55,1568,11397.2,nan,nan
13979,train,2.5758,0.1920,3.17,1.8738,2.64,1568,11398.0,nan,nan
13980,train,4.7435,0.1186,11.34,4.4186,12.01,1568,11398.7,nan,nan
13981,train,3.5566,0.2506,8.13,3.1408,8.99,1568,11399.5,nan,nan
13982,train,3.0760,0.2041,4.43,2.7704,4.84,1568,11400.3,nan,nan
13983,train,3.3273,0.1384,4.09,2.2642,2.27,1568,11401.1,nan,nan
13984,train,3.8928,0.1767,6.16,3.8226,6.38,1568,11401.9,nan,nan
13985,train,3.5210,0.2200,6.55,3.1497,6.83,1568,11402.7,nan,nan
13986,train,3.4980,0.1352,7.18,3.3716,7.92,1568,11403.5,nan,nan
13987,train,2.3135,0.3399,3.30,2.3287,3.37,1568,11404.2,nan,nan
13988,train,3.0118,0.2494,4.99,2.8213,4.51,1568,11405.0,nan,nan
13989,train,3.9667,0.0848,6.10,3.5019,5.87,1568,11405.8,nan,nan
13990,train,3.5183,0.2953,8.31,3.3914,6.21,1568,11406.6,nan,nan
13991,train,4.0515,0.0472,9.64,3.7604,7.38,1568,11407.4,nan,nan
13992,train,2.4081,0.3221,3.74,2.6656,4.97,1568,11408.2,nan,nan
13993,train,2.6766,0.3686,4.39,2.4800,4.75,1568,11409.0,nan,nan
13994,train,4.6807,0.0179,9.71,4.3560,8.57,1568,11409.8,nan,nan
13995,train,4.3429,0.0816,7.90,3.9691,7.06,1568,11410.5,nan,nan
13996,train,3.9454,0.1760,4.26,3.6747,4.06,1568,11411.3,nan,nan
13997,train,2.8873,0.2092,6.98,2.4471,6.56,1568,11412.1,nan,nan
13998,train,3.2787,0.1378,6.01,2.8686,6.12,1568,11412.9,nan,nan
13999,train,2.7326,0.1645,4.39,2.3879,5.24,1568,11413.7,nan,nan
14000,train,2.2570,0.3929,2.33,2.2103,1.85,1568,11414.5,nan,nan
14000,val,3.3509,0.1704,5.58,3.2631,5.52,78400,11453.3,nan,nan
14001,train,3.9942,0.0995,6.56,3.7068,6.34,1568,11454.1,nan,nan
14002,train,3.0648,0.2143,4.14,3.1479,3.21,1568,11454.8,nan,nan
14003,train,3.6750,0.0893,3.84,3.9683,4.09,1568,11455.6,nan,nan
14004,train,3.5412,0.0415,5.76,3.1333,6.00,1568,11456.4,nan,nan
14005,train,3.0755,0.1307,4.46,3.6787,7.67,1568,11457.2,nan,nan
14006,train,2.6863,0.1110,2.82,2.1545,2.56,1568,11458.0,nan,nan
14007,train,2.7671,0.2392,3.39,2.4143,2.58,1568,11458.7,nan,nan
14008,train,3.4449,0.0638,5.65,3.2107,4.43,1568,11459.5,nan,nan
14009,train,4.9879,0.0389,10.20,4.1539,10.13,1568,11460.3,nan,nan
14010,train,2.6869,0.1097,2.79,2.1217,1.81,1568,11461.1,nan,nan
14011,train,3.7885,0.0880,8.18,3.6413,9.37,1568,11461.8,nan,nan
14012,train,3.8365,0.0159,7.01,3.2442,7.32,1568,11462.6,nan,nan
14013,train,3.4043,0.0619,4.81,3.1466,4.16,1568,11463.4,nan,nan
14014,train,4.9156,0.0019,15.33,4.4332,13.31,1568,11464.2,nan,nan
14015,train,4.0418,0.0644,7.88,3.8938,7.79,1568,11465.0,nan,nan
14016,train,4.2268,0.0753,7.19,3.6964,7.60,1568,11465.7,nan,nan
14017,train,3.6473,0.2003,7.99,3.9377,8.82,1568,11466.5,nan,nan
14018,train,2.8796,0.2889,4.41,2.6770,4.31,1568,11467.3,nan,nan
14019,train,2.7851,0.2793,5.32,3.2237,3.38,1568,11468.1,nan,nan
14020,train,3.3769,0.2768,9.69,3.3415,11.41,1568,11468.8,nan,nan
14021,train,2.4484,0.3750,3.23,2.3583,2.66,1568,11469.6,nan,nan
14022,train,3.1954,0.2443,3.51,2.6785,4.75,1568,11470.4,nan,nan
14023,train,3.2214,0.2309,5.37,3.2561,7.40,1568,11471.2,nan,nan
14024,train,3.5916,0.1071,5.57,3.1451,5.01,1568,11471.9,nan,nan
14025,train,3.5173,0.0306,5.17,3.3276,4.45,1568,11472.7,nan,nan
14026,train,3.1478,0.2825,5.26,2.9325,5.29,1568,11473.5,nan,nan
14027,train,2.5547,0.2073,2.14,1.8998,1.60,1568,11474.3,nan,nan
14028,train,2.8729,0.1894,6.07,2.6169,2.97,1568,11475.1,nan,nan
14029,train,3.1263,0.1786,6.52,3.0926,5.69,1568,11475.8,nan,nan
14030,train,3.4341,0.0383,6.21,3.2147,2.71,1568,11476.6,nan,nan
14031,train,4.2327,0.1110,8.73,3.8472,5.21,1568,11477.4,nan,nan
14032,train,2.6846,0.2341,5.01,2.3918,4.67,1568,11478.2,nan,nan
14033,train,3.8000,0.0548,6.26,3.2943,4.43,1568,11478.9,nan,nan
14034,train,3.6426,0.0644,5.28,3.2610,4.91,1568,11479.7,nan,nan
14035,train,3.0867,0.1792,4.34,2.7974,4.61,1568,11480.5,nan,nan
14036,train,3.3400,0.1122,3.80,3.1490,4.16,1568,11481.3,nan,nan
14037,train,3.6237,0.2105,4.46,3.1097,3.12,1568,11482.1,nan,nan
14038,train,3.0288,0.1110,3.51,3.4495,3.58,1568,11482.8,nan,nan
14039,train,3.6087,0.1142,4.45,2.9529,3.02,1568,11483.6,nan,nan
14040,train,2.7756,0.1116,2.44,2.1359,1.46,1568,11484.4,nan,nan
14041,train,3.2473,0.1008,6.40,2.9211,6.20,1568,11485.2,nan,nan
14042,train,3.4700,0.1358,8.06,3.5722,6.10,1568,11486.0,nan,nan
14043,train,2.9194,0.2054,3.43,2.5670,2.51,1568,11486.7,nan,nan
14044,train,3.6739,0.1403,7.87,3.1976,8.02,1568,11487.5,nan,nan
14045,train,3.4074,0.0421,6.10,2.7750,4.32,1568,11488.3,nan,nan
14046,train,2.2164,0.2015,2.48,1.8000,0.85,1568,11489.1,nan,nan
14047,train,4.0620,0.1040,7.19,3.5307,5.00,1568,11489.8,nan,nan
14048,train,3.3118,0.1448,5.81,3.4431,8.18,1568,11490.6,nan,nan
14049,train,2.7007,0.2691,2.92,2.4064,1.87,1568,11491.4,nan,nan
14050,train,4.2993,0.0957,6.02,3.7132,6.21,1568,11492.2,nan,nan
14051,train,2.2162,0.3080,2.23,2.2704,1.71,1568,11492.9,nan,nan
14052,train,4.0299,0.1626,10.54,4.1902,11.82,1568,11493.7,nan,nan
14053,train,2.7630,0.2557,3.67,2.4704,2.20,1568,11494.5,nan,nan
14054,train,2.6147,0.2462,2.65,2.6948,2.36,1568,11495.3,nan,nan
14055,train,2.7783,0.2806,3.76,2.5000,1.75,1568,11496.1,nan,nan
14056,train,3.2260,0.1435,4.46,3.1837,3.56,1568,11496.8,nan,nan
14057,train,3.8513,0.0625,6.17,3.5485,6.94,1568,11497.6,nan,nan
14058,train,3.4223,0.1333,4.74,3.5642,3.64,1568,11498.4,nan,nan
14059,train,3.3894,0.1339,3.42,3.2900,2.88,1568,11499.2,nan,nan
14060,train,2.8950,0.2156,4.17,2.6267,2.41,1568,11499.9,nan,nan
14061,train,3.0340,0.3157,4.26,2.8180,3.38,1568,11500.7,nan,nan
14062,train,2.8978,0.1390,2.98,2.4803,2.06,1568,11501.5,nan,nan
14063,train,3.8373,0.0791,8.75,3.8306,8.88,1568,11502.3,nan,nan
14064,train,3.3972,0.0128,3.80,2.8612,3.24,1568,11503.0,nan,nan
14065,train,2.8850,0.3718,7.00,2.9695,6.97,1568,11503.8,nan,nan
14066,train,3.3683,0.0740,4.19,2.9579,3.67,1568,11504.6,nan,nan
14067,train,4.8253,0.0287,12.75,4.2899,12.77,1568,11505.4,nan,nan
14068,train,3.8046,0.1792,9.54,3.1659,7.82,1568,11506.2,nan,nan
14069,train,3.2472,0.0950,4.22,3.0840,2.55,1568,11506.9,nan,nan
14070,train,3.1595,0.2162,4.66,2.9254,4.68,1568,11507.7,nan,nan
14071,train,3.8112,0.0446,7.42,3.2529,9.22,1568,11508.5,nan,nan
14072,train,3.0527,0.1639,6.33,2.9219,4.42,1568,11509.3,nan,nan
14073,train,3.2142,0.0574,5.53,2.9181,5.78,1568,11510.0,nan,nan
14074,train,3.3969,0.0478,7.75,3.7720,7.19,1568,11510.8,nan,nan
14075,train,2.3549,0.1594,3.55,2.0514,3.55,1568,11511.6,nan,nan
14076,train,2.4894,0.2111,3.10,2.5586,2.97,1568,11512.4,nan,nan
14077,train,2.4303,0.3897,2.50,2.3153,1.56,1568,11513.1,nan,nan
14078,train,4.1949,0.0842,8.23,3.8208,6.05,1568,11513.9,nan,nan
14079,train,3.0260,0.1798,3.36,2.7936,4.55,1568,11514.7,nan,nan
14080,train,2.8546,0.2940,3.15,2.7976,4.72,1568,11515.5,nan,nan
14081,train,2.6259,0.0963,2.45,2.1077,1.00,1568,11516.3,nan,nan
14082,train,3.1298,0.2596,7.05,3.0187,8.56,1568,11517.0,nan,nan
14083,train,3.4217,0.1205,7.04,3.2177,3.54,1568,11517.8,nan,nan
14084,train,2.5342,0.3412,3.13,2.6418,3.62,1568,11518.6,nan,nan
14085,train,3.6709,0.0963,5.78,3.4905,5.06,1568,11519.4,nan,nan
14086,train,2.7946,0.2290,2.76,2.4718,1.72,1568,11520.1,nan,nan
14087,train,2.4917,0.3559,2.94,2.5699,2.52,1568,11520.9,nan,nan
14088,train,2.5632,0.1818,4.87,1.9570,5.26,1568,11521.7,nan,nan
14089,train,3.1842,0.1033,4.07,2.3300,1.85,1568,11522.5,nan,nan
14090,train,2.3063,0.3948,3.74,1.8728,4.67,1568,11523.2,nan,nan
14091,train,4.4073,0.0893,8.44,3.8600,7.20,1568,11524.0,nan,nan
14092,train,4.3783,0.1250,7.96,4.4810,7.89,1568,11524.8,nan,nan
14093,train,2.9254,0.1129,3.96,2.2699,3.00,1568,11525.6,nan,nan
14094,train,2.1029,0.3769,1.93,2.0501,1.85,1568,11526.4,nan,nan
14095,train,2.9727,0.2085,4.83,2.5953,3.37,1568,11527.1,nan,nan
14096,train,3.0437,0.2232,3.64,3.1708,3.46,1568,11527.9,nan,nan
14097,train,3.7149,0.0982,7.30,2.9836,4.76,1568,11528.7,nan,nan
14098,train,3.4860,0.0689,6.81,2.9914,6.14,1568,11529.5,nan,nan
14099,train,3.2285,0.1193,5.36,2.5304,3.03,1568,11530.3,nan,nan
14100,train,3.0951,0.0797,3.39,2.9728,2.74,1568,11531.0,nan,nan
14101,train,2.5975,0.3316,4.14,2.7620,4.96,1568,11531.8,nan,nan
14102,train,3.4131,0.1716,6.05,2.8056,5.64,1568,11532.6,nan,nan
14103,train,3.1381,0.2168,3.98,2.8788,3.71,1568,11533.4,nan,nan
14104,train,2.7361,0.2519,2.26,1.8817,1.71,1568,11534.1,nan,nan
14105,train,1.8512,0.5134,1.21,1.1635,0.25,1568,11534.9,nan,nan
14106,train,3.3044,0.1709,6.80,3.0524,6.60,1568,11535.7,nan,nan
14107,train,3.6322,0.2060,7.08,3.3786,7.00,1568,11536.5,nan,nan
14108,train,2.7536,0.2341,5.82,2.7269,6.14,1568,11537.3,nan,nan
14109,train,2.9258,0.2806,5.24,2.6447,4.11,1568,11538.0,nan,nan
14110,train,3.5913,0.0261,7.45,3.2208,8.06,1568,11538.8,nan,nan
14111,train,2.9106,0.0976,3.93,2.9631,2.47,1568,11539.6,nan,nan
14112,train,3.4495,0.1435,5.82,3.2619,3.94,1568,11540.4,nan,nan
14113,train,3.2324,0.2883,4.45,3.3823,4.81,1568,11541.1,nan,nan
14114,train,3.2773,0.0784,5.80,2.7218,5.78,1568,11541.9,nan,nan
14115,train,2.7804,0.2436,4.04,2.4320,4.80,1568,11542.7,nan,nan
14116,train,2.9722,0.1416,2.93,2.6685,2.11,1568,11543.5,nan,nan
14117,train,2.5397,0.1728,3.25,2.1578,2.50,1568,11544.2,nan,nan
14118,train,2.6998,0.2723,2.57,2.4962,2.81,1568,11545.0,nan,nan
14119,train,2.6916,0.2672,4.49,2.7470,4.66,1568,11545.8,nan,nan
14120,train,3.0559,0.1562,5.13,2.6581,5.36,1568,11546.6,nan,nan
14121,train,2.5066,0.3023,3.23,2.0866,4.21,1568,11547.4,nan,nan
14122,train,4.3723,0.1263,9.52,4.2882,11.07,1568,11548.1,nan,nan
14123,train,3.5134,0.0682,4.91,3.2651,5.91,1568,11548.9,nan,nan
14124,train,3.6066,0.1709,5.42,2.6814,3.34,1568,11549.7,nan,nan
14125,train,4.3193,0.0804,7.20,3.8599,6.89,1568,11550.5,nan,nan
14126,train,3.6681,0.0446,7.36,3.1757,7.27,1568,11551.2,nan,nan
14127,train,3.0551,0.1607,3.67,2.9476,3.39,1568,11552.0,nan,nan
14128,train,3.4346,0.2117,6.85,3.1986,6.99,1568,11552.8,nan,nan
14129,train,3.8465,0.2557,11.64,3.4342,11.06,1568,11553.6,nan,nan
14130,train,3.1852,0.1511,5.09,3.0364,5.40,1568,11554.4,nan,nan
14131,train,3.2326,0.0466,4.44,3.4642,4.24,1568,11555.1,nan,nan
14132,train,3.8125,0.1358,6.30,3.3382,5.98,1568,11555.9,nan,nan
14133,train,3.2505,0.1709,6.72,3.3674,8.01,1568,11556.7,nan,nan
14134,train,2.4083,0.3578,3.36,2.5121,4.13,1568,11557.5,nan,nan
14135,train,3.1150,0.1231,5.78,2.8571,3.72,1568,11558.2,nan,nan
14136,train,3.1475,0.1907,4.94,3.0915,4.25,1568,11559.0,nan,nan
14137,train,3.5975,0.2188,7.22,3.3776,6.64,1568,11559.8,nan,nan
14138,train,3.7373,0.1511,5.50,3.4702,5.33,1568,11560.6,nan,nan
14139,train,3.0206,0.0682,6.23,2.4300,5.36,1568,11561.3,nan,nan
14140,train,2.5712,0.3342,3.45,2.7400,2.02,1568,11562.1,nan,nan
14141,train,3.5023,0.0810,5.69,3.1687,5.00,1568,11562.9,nan,nan
14142,train,3.3793,0.0370,4.33,3.1287,3.46,1568,11563.7,nan,nan
14143,train,2.9060,0.3068,3.70,3.1029,4.04,1568,11564.5,nan,nan
14144,train,2.9855,0.0982,3.18,2.6923,2.06,1568,11565.2,nan,nan
14145,train,4.1138,0.0300,9.53,4.0078,8.39,1568,11566.0,nan,nan
14146,train,3.3645,0.1518,5.81,3.3085,6.97,1568,11566.8,nan,nan
14147,train,2.9645,0.2251,4.33,2.4216,5.11,1568,11567.6,nan,nan
14148,train,3.3587,0.1741,5.17,3.0972,5.22,1568,11568.3,nan,nan
14149,train,2.4253,0.3163,2.69,2.2886,2.27,1568,11569.1,nan,nan
14150,train,4.0883,0.1224,6.92,3.8431,4.24,1568,11569.9,nan,nan
14151,train,3.6354,0.1161,4.70,3.0143,3.88,1568,11570.7,nan,nan
14152,train,3.2026,0.1040,5.06,2.8967,5.64,1568,11571.5,nan,nan
14153,train,3.9465,0.0485,7.85,3.2946,7.51,1568,11572.2,nan,nan
14154,train,2.5659,0.2857,2.91,2.4069,4.10,1568,11573.0,nan,nan
14155,train,3.2908,0.2723,7.31,3.1289,8.46,1568,11573.8,nan,nan
14156,train,4.1603,0.1040,8.92,3.3174,7.26,1568,11574.6,nan,nan
14157,train,2.7767,0.1193,2.92,2.9600,3.85,1568,11575.3,nan,nan
14158,train,2.4514,0.2111,3.06,2.1262,3.00,1568,11576.1,nan,nan
14159,train,3.3557,0.1843,3.89,3.1282,2.79,1568,11576.9,nan,nan
14160,train,3.9426,0.1371,6.95,3.9869,8.06,1568,11577.7,nan,nan
14161,train,2.8783,0.1250,3.25,2.3875,2.35,1568,11578.5,nan,nan
14162,train,3.3488,0.1320,5.88,3.2699,7.50,1568,11579.2,nan,nan
14163,train,3.5771,0.2041,5.60,3.6029,6.15,1568,11580.0,nan,nan
14164,train,2.7602,0.1365,3.12,1.9825,2.63,1568,11580.8,nan,nan
14165,train,3.0558,0.1499,6.23,2.6276,6.11,1568,11581.6,nan,nan
14166,train,3.3494,0.1722,5.65,2.8934,4.86,1568,11582.3,nan,nan
14167,train,4.5895,0.0651,7.75,3.5914,5.00,1568,11583.1,nan,nan
14168,train,2.7205,0.1983,4.86,2.8784,5.93,1568,11583.9,nan,nan
14169,train,2.6354,0.1824,2.83,2.2213,2.16,1568,11584.7,nan,nan
14170,train,5.6315,0.0083,17.42,5.2563,17.53,1568,11585.5,nan,nan
14171,train,3.6698,0.0408,4.66,3.2983,3.58,1568,11586.2,nan,nan
14172,train,3.0229,0.1741,3.19,3.0097,3.61,1568,11587.0,nan,nan
14173,train,2.5532,0.3106,2.81,2.6512,3.19,1568,11587.8,nan,nan
14174,train,3.6746,0.0829,4.63,3.1964,2.86,1568,11588.6,nan,nan
14175,train,3.2630,0.2092,6.14,3.0983,6.56,1568,11589.3,nan,nan
14176,train,3.3918,0.0880,4.43,2.9064,4.72,1568,11590.1,nan,nan
14177,train,2.8184,0.2513,2.97,2.4717,1.60,1568,11590.9,nan,nan
14178,train,2.8873,0.2398,3.76,2.6927,3.27,1568,11591.7,nan,nan
14179,train,3.3556,0.1454,4.24,3.4153,4.91,1568,11592.5,nan,nan
14180,train,3.0070,0.0912,4.21,2.7721,4.03,1568,11593.2,nan,nan
14181,train,3.0390,0.3004,4.29,2.9964,4.43,1568,11594.0,nan,nan
14182,train,3.9876,0.0459,5.31,3.3470,3.70,1568,11594.8,nan,nan
14183,train,2.5706,0.3335,3.71,2.6985,4.50,1568,11595.6,nan,nan
14184,train,2.4339,0.2927,3.68,2.1143,4.26,1568,11596.3,nan,nan
14185,train,3.9755,0.0619,9.82,3.5729,8.92,1568,11597.1,nan,nan
14186,train,2.4383,0.2640,2.03,2.7645,2.16,1568,11597.9,nan,nan
14187,train,2.3481,0.2704,2.15,1.9059,1.66,1568,11598.7,nan,nan
14188,train,3.4143,0.1148,5.44,2.8165,3.40,1568,11599.5,nan,nan
14189,train,3.8579,0.0421,4.94,3.8179,5.88,1568,11600.2,nan,nan
14190,train,2.4204,0.2041,2.67,2.4337,3.27,1568,11601.0,nan,nan
14191,train,3.4150,0.2392,6.11,2.8876,6.51,1568,11601.8,nan,nan
14192,train,3.3076,0.1658,3.12,3.0525,2.81,1568,11602.6,nan,nan
14193,train,2.5102,0.2972,2.32,2.4836,2.27,1568,11603.3,nan,nan
14194,train,3.7462,0.1562,7.05,3.6765,5.68,1568,11604.1,nan,nan
14195,train,3.0238,0.1990,4.25,2.9637,2.82,1568,11604.9,nan,nan
14196,train,3.5051,0.0606,4.43,2.9569,3.41,1568,11605.7,nan,nan
14197,train,2.3005,0.1684,2.48,2.3963,2.06,1568,11606.5,nan,nan
14198,train,3.3252,0.3367,5.48,3.4844,6.22,1568,11607.2,nan,nan
14199,train,3.1710,0.0395,3.92,2.3476,4.14,1568,11608.0,nan,nan
14200,train,3.3933,0.2009,4.70,2.6133,4.08,1568,11608.8,nan,nan
14201,train,2.6871,0.3629,2.73,2.9975,2.93,1568,11609.6,nan,nan
14202,train,3.2851,0.1888,3.92,3.1080,4.52,1568,11610.3,nan,nan
14203,train,3.7699,0.1569,6.06,3.5494,5.62,1568,11611.1,nan,nan
14204,train,3.2558,0.1492,4.60,2.9850,3.77,1568,11611.9,nan,nan
14205,train,4.0761,0.1327,5.99,3.7565,6.12,1568,11612.7,nan,nan
14206,train,3.4957,0.2066,9.42,3.1139,4.56,1568,11613.5,nan,nan
14207,train,2.4151,0.3195,2.16,1.9021,1.10,1568,11614.2,nan,nan
14208,train,2.8555,0.0797,4.13,2.6008,4.32,1568,11615.0,nan,nan
