step,split,ce,cert,top1,top5,cell_err_m,n,sec
4807,train,5.3246,0.2881,0.0000,0.0000,18.05,158,0.9
4808,train,4.4374,0.3714,0.0063,0.0126,21.05,159,1.2
4809,train,3.6311,0.2601,0.0500,0.2625,12.07,160,4.7
4810,train,nan,0.9978,nan,nan,nan,0,4.5
4811,train,nan,1.9627,nan,nan,nan,0,1.2
4812,train,4.0715,0.2869,0.0000,0.0000,35.78,160,4.5
4813,train,3.8963,0.3550,0.0736,0.1534,12.42,163,4.5
4814,train,3.6806,0.2706,0.0191,0.0828,16.63,157,1.5
4815,train,nan,2.0933,nan,nan,nan,0,0.9
4816,train,3.8026,0.3978,0.0382,0.2420,11.77,157,1.2
4817,train,3.9105,0.3451,0.0000,0.0886,13.82,158,4.7
4818,train,6.3091,0.2686,0.0000,0.0268,18.78,149,1.3
4819,train,4.1360,0.5094,0.0437,0.1813,13.58,160,1.1
4820,train,4.1553,0.3360,0.0336,0.2148,10.12,149,1.8
4821,train,3.8100,0.3016,0.0000,0.0443,20.36,158,1.8
4822,train,3.2404,0.2284,0.1166,0.4110,12.54,163,1.2
4823,train,4.1214,0.3301,0.0260,0.1818,15.56,154,1.7
4824,train,nan,1.5431,nan,nan,nan,0,3.2
4825,train,4.8965,0.4212,0.0129,0.0129,40.83,155,1.1
4826,train,3.3688,0.3674,0.0592,0.2895,9.32,152,2.9
4827,train,5.0699,0.2766,0.0000,0.0000,15.98,158,2.8
4828,train,4.5332,0.3603,0.0000,0.0130,48.74,154,0.8
4829,train,3.1163,0.2851,0.1456,0.5380,10.30,158,1.2
4830,train,3.5166,0.4506,0.2062,0.6062,7.66,160,4.0
4831,train,4.3085,0.3122,0.0432,0.1173,16.59,162,1.8
4832,train,3.5934,0.3277,0.0500,0.2000,9.82,160,0.8
4833,train,nan,2.1391,nan,nan,nan,0,1.0
4834,train,3.6916,0.3232,0.0194,0.1742,16.36,155,1.9
4835,train,2.9788,0.2670,0.1524,0.6646,5.42,164,2.3
4836,train,5.1252,0.2697,0.0000,0.0000,46.16,156,0.5
4837,train,4.2671,0.4291,0.0062,0.0617,18.38,162,3.7
4838,train,3.6245,0.2847,0.0491,0.3006,8.55,163,1.8
4839,train,4.5378,0.3451,0.0192,0.1346,18.21,156,0.6
4840,train,3.6794,0.3275,0.0068,0.0473,23.05,148,2.9
4841,train,5.5537,0.3208,0.0000,0.0000,34.39,154,1.8
4842,train,3.6213,0.2894,0.0200,0.0800,17.93,150,2.2
4843,train,4.8528,0.2687,0.0062,0.0124,30.92,161,1.1
4844,train,4.1487,0.3384,0.0375,0.1187,14.30,160,3.8
4845,train,4.3634,0.3600,0.0000,0.0132,19.50,152,0.8
4846,train,3.3080,0.2909,0.0375,0.2250,18.61,160,1.7
4847,train,4.2563,0.3093,0.0000,0.0064,18.37,157,2.5
4848,train,5.0610,0.2715,0.0000,0.0000,33.85,156,1.1
4849,train,3.8123,0.3456,0.0955,0.3503,10.40,157,1.8
4850,train,4.0168,0.2521,0.0000,0.0000,38.31,156,0.7
4851,train,nan,0.9326,nan,nan,nan,0,3.1
4852,train,3.1427,0.3345,0.1014,0.5676,5.93,148,3.5
4853,train,3.5234,0.2990,0.1852,0.4630,11.70,162,4.7
4854,train,3.8493,0.2595,0.0446,0.1911,10.77,157,0.8
4855,train,3.6013,0.3363,0.0316,0.1899,17.84,158,1.8
4856,train,4.1904,0.4900,0.0000,0.0314,17.04,159,3.9
4857,train,3.9320,0.3461,0.0000,0.0625,36.69,160,1.7
4858,train,3.4319,0.3302,0.0897,0.3205,7.54,156,1.7
4859,train,4.6226,0.3897,0.0000,0.0000,19.00,153,2.0
4860,train,3.4134,0.2323,0.0312,0.1813,16.73,160,1.6
4861,train,4.0078,0.3145,0.0680,0.1361,13.42,147,1.4
4862,train,3.5237,0.2780,0.0323,0.2000,12.91,155,0.9
4863,train,4.6989,0.2777,0.0000,0.0062,15.67,162,1.8
4864,train,5.7910,0.4255,0.0000,0.0000,58.55,159,3.6
4865,train,3.4223,0.2640,0.0688,0.3938,10.53,160,3.0
4866,train,4.4522,0.3205,0.0282,0.1831,12.36,142,0.9
4867,train,3.7274,0.2377,0.0061,0.0307,18.26,163,1.9
4868,train,3.2409,0.3336,0.1250,0.5063,7.74,160,2.0
4869,train,4.5227,0.2680,0.0309,0.0988,16.01,162,1.1
4870,train,4.5716,0.2923,0.0247,0.1481,15.71,162,1.2
4871,train,3.7547,0.2446,0.0741,0.3025,8.81,162,2.4
4872,train,nan,2.3896,nan,nan,nan,0,1.8
4873,train,4.0715,0.3167,0.0127,0.0637,19.69,157,0.7
4874,train,3.6181,0.3288,0.0267,0.3000,8.43,150,0.8
4875,train,3.9211,0.3296,0.0265,0.1325,10.23,151,3.0
4876,train,3.5514,0.3126,0.0654,0.2288,14.57,153,1.1
4877,train,4.2325,0.2349,0.0063,0.0818,13.82,159,4.1
4878,train,3.5393,0.3370,0.0621,0.3789,16.69,161,2.2
4879,train,4.2925,0.2395,0.0314,0.1321,16.39,159,0.6
4880,train,4.1170,0.4057,0.0000,0.0000,31.25,162,2.6
4881,train,3.3721,0.2610,0.0818,0.2516,23.67,159,1.1
4882,train,3.3728,0.2978,0.0946,0.3446,11.52,148,2.0
4883,train,3.6684,0.2583,0.0127,0.0637,19.23,157,3.1
4884,train,nan,2.0675,nan,nan,nan,0,0.7
4885,train,3.3833,0.2624,0.0065,0.3247,11.68,154,3.1
4886,train,3.3325,0.2506,0.0813,0.2812,13.90,160,1.6
4887,train,4.3923,0.3599,0.0000,0.0780,14.57,141,1.3
4888,train,6.7437,0.3505,0.0000,0.0000,38.48,164,1.3
4889,train,4.2249,0.3779,0.0066,0.0464,15.84,151,1.0
4890,train,3.4741,0.2726,0.0125,0.0938,28.39,160,2.9
4891,train,4.0440,0.2555,0.0189,0.1069,9.72,159,0.9
4892,train,3.7020,0.2657,0.0000,0.0125,15.98,160,1.2
4893,train,3.6105,0.2847,0.0258,0.2968,11.07,155,3.1
4894,train,4.1903,0.2856,0.0190,0.0759,22.43,158,1.3
4895,train,nan,1.7080,nan,nan,nan,0,2.8
4896,train,5.3193,0.3217,0.0064,0.0127,32.73,157,0.5
4897,train,4.4299,0.3087,0.0347,0.1458,10.63,144,1.1
4898,train,3.5143,0.2999,0.0000,0.0200,24.93,150,1.2
4899,train,nan,0.9852,nan,nan,nan,0,3.1
4900,train,3.9919,0.3164,0.0449,0.1603,37.30,156,2.6
4901,train,3.7075,0.2682,0.0185,0.0556,16.98,162,3.6
4902,train,nan,2.2967,nan,nan,nan,0,1.2
4903,train,5.1485,0.2887,0.0000,0.0000,42.88,153,2.8
4904,train,nan,2.1935,nan,nan,nan,0,1.8
4905,train,3.5662,0.2900,0.0065,0.0523,22.75,153,3.0
4906,train,3.3563,0.3058,0.0377,0.1509,25.22,159,1.6
4907,train,5.1307,0.3412,0.0000,0.0061,27.52,163,1.4
4908,train,3.4514,0.3170,0.0461,0.2171,17.39,152,0.8
4909,train,nan,1.6473,nan,nan,nan,0,0.8
4910,train,4.2982,0.3627,0.0066,0.1053,15.87,152,1.3
4911,train,3.1558,0.2819,0.1745,0.5101,5.36,149,2.2
4912,train,4.2741,0.2881,0.0000,0.0382,16.60,157,3.0
4913,train,nan,2.1748,nan,nan,nan,0,2.1
4914,train,nan,1.8618,nan,nan,nan,0,1.1
4915,train,3.1539,0.3087,0.1321,0.4025,5.01,159,1.1
4916,train,3.6648,0.4846,0.0189,0.1761,12.51,159,0.9
4917,train,nan,1.9318,nan,nan,nan,0,0.8
4918,train,4.6992,0.2603,0.0000,0.0000,17.93,162,1.8
4919,train,nan,1.3749,nan,nan,nan,0,1.3
4920,train,4.0388,0.3471,0.0074,0.1407,12.31,135,0.8
4921,train,3.6000,0.3431,0.0190,0.1582,20.24,158,4.7
4922,train,4.5162,0.2673,0.0000,0.0497,17.49,161,1.1
4923,train,3.4992,0.4491,0.1203,0.4367,6.88,158,2.5
4924,train,3.2162,0.2205,0.0244,0.3232,9.95,164,1.2
4925,train,2.8963,0.2952,0.3221,0.7584,5.05,149,2.2
4926,train,4.3430,0.3726,0.0063,0.0188,19.44,160,1.9
4927,train,4.2761,0.5036,0.0000,0.0000,23.97,162,2.2
4928,train,4.6625,0.2990,0.0000,0.0000,22.11,157,0.8
4929,train,3.2604,0.2999,0.0805,0.3087,7.14,149,0.9
4930,train,nan,1.0887,nan,nan,nan,0,0.6
4931,train,nan,1.1906,nan,nan,nan,0,0.8
4932,train,3.9880,0.3161,0.0000,0.0000,20.86,160,1.2
4933,train,4.7409,0.2976,0.0000,0.0000,23.54,163,1.8
4934,train,nan,1.2415,nan,nan,nan,0,1.1
4935,train,nan,0.8451,nan,nan,nan,0,1.9
4936,train,3.7740,0.3734,0.0124,0.1118,12.89,161,1.2
4937,train,nan,0.9315,nan,nan,nan,0,0.8
4938,train,3.7155,0.4532,0.0064,0.0382,26.08,157,4.7
4939,train,nan,1.5516,nan,nan,nan,0,0.6
4940,train,3.6366,0.4107,0.0530,0.1987,26.73,151,1.6
4941,train,4.2937,0.5040,0.0188,0.0875,12.50,160,0.6
4942,train,4.6903,0.4289,0.0000,0.0000,41.66,158,3.2
4943,train,4.9645,0.4051,0.0000,0.0000,26.23,155,1.5
4944,train,nan,1.2999,nan,nan,nan,0,3.1
4945,train,3.2586,0.7429,0.1013,0.4810,6.50,158,2.5
4946,train,3.4775,0.2762,0.0000,0.0397,20.31,151,1.1
4947,train,3.7365,0.3399,0.0435,0.2733,7.83,161,4.5
4948,train,4.6821,0.3646,0.0000,0.0000,18.40,138,1.1
4949,train,4.1909,0.6643,0.0000,0.0314,39.28,159,2.2
4950,train,4.5203,0.3308,0.0000,0.0000,36.45,144,3.3
4951,train,nan,1.0409,nan,nan,nan,0,1.2
4952,train,3.9134,0.3523,0.0061,0.0613,16.13,163,1.2
4953,train,3.7106,0.2875,0.0063,0.0314,24.29,159,1.2
4954,train,3.5519,0.3654,0.0446,0.2866,8.36,157,4.7
4955,train,5.0750,0.3146,0.0065,0.0581,14.40,155,1.3
4956,train,3.3674,0.3466,0.0316,0.3418,8.32,158,0.8
4957,train,nan,0.8379,nan,nan,nan,0,2.3
4958,train,3.8340,0.3666,0.0000,0.0314,18.14,159,0.8
4959,train,4.0691,0.2871,0.0329,0.1250,17.73,152,1.1
4960,train,4.1867,0.3132,0.0000,0.0870,23.72,161,1.8
4961,train,nan,1.2303,nan,nan,nan,0,0.5
4962,train,nan,1.6044,nan,nan,nan,0,3.1
4963,train,nan,1.3266,nan,nan,nan,0,1.7
4964,train,3.9726,0.3533,0.0144,0.0576,12.23,139,1.7
4965,train,3.6819,0.3111,0.0128,0.1795,21.27,156,0.8
4966,train,6.8195,0.4026,0.0000,0.0000,31.90,154,1.6
4967,train,3.5223,0.4301,0.0500,0.2250,13.20,160,2.3
4968,train,4.6063,0.3321,0.0064,0.0510,17.20,157,1.4
4969,train,4.2260,0.3435,0.0000,0.0000,30.15,165,1.5
4970,train,4.1773,0.3488,0.0000,0.0373,13.73,161,1.2
4971,train,2.8014,0.3247,0.1911,0.6561,9.53,157,2.3
4972,train,4.8925,0.4436,0.0000,0.0061,14.37,163,1.3
4973,train,3.3095,0.5057,0.2938,0.7250,5.96,160,2.3
4974,train,4.1165,0.5626,0.0245,0.2025,12.37,163,1.1
4975,train,3.8616,0.4111,0.0063,0.0127,30.98,158,1.7
4976,train,3.8460,0.2839,0.0062,0.0186,21.29,161,4.6
4977,train,4.8895,0.6001,0.0189,0.0943,15.80,159,1.2
4978,train,4.2770,0.4481,0.0065,0.0784,15.56,153,1.1
4979,train,3.2884,0.3783,0.0692,0.5094,8.23,159,2.5
4980,train,5.7780,0.5125,0.0000,0.0000,48.82,160,1.4
4981,train,4.1704,0.3272,0.0377,0.1321,9.27,159,5.0
4982,train,4.8478,0.3417,0.0000,0.0000,37.57,160,1.8
4983,train,3.6286,0.3874,0.0134,0.2416,9.05,149,2.6
4984,train,nan,1.7495,nan,nan,nan,0,1.2
4985,train,3.3198,0.3170,0.0563,0.2438,16.50,160,1.7
4986,train,4.4072,0.4558,0.0062,0.0373,24.04,161,1.0
4987,train,nan,1.5191,nan,nan,nan,0,1.2
4988,train,nan,1.1268,nan,nan,nan,0,0.6
4989,train,3.2143,0.3127,0.0645,0.3161,11.83,155,2.8
4990,train,4.2763,0.2870,0.0062,0.0311,10.78,161,3.3
4991,train,4.0592,0.4970,0.0000,0.0333,19.56,150,1.1
4992,train,nan,1.2365,nan,nan,nan,0,1.6
4993,train,4.3225,0.3670,0.0000,0.0064,25.25,156,0.9
4994,train,4.1553,0.4920,0.0563,0.2375,8.28,160,0.9
4995,train,4.0585,0.4114,0.0311,0.1118,18.98,161,1.3
4996,train,2.8658,0.2418,0.2125,0.6375,6.27,160,2.4
4997,train,nan,1.4446,nan,nan,nan,0,3.2
4998,train,4.8171,0.2839,0.0307,0.0859,20.47,163,0.5
4999,train,3.9954,0.3969,0.0129,0.0710,28.42,155,4.5
5000,train,3.8703,0.3407,0.0124,0.0994,22.70,161,0.6
5000,val,4.0506,,0.0294,0.1504,16.20,6927,36.1
5001,train,4.4263,0.3325,0.0000,0.0131,19.65,153,1.1
5002,train,4.1322,0.3717,0.0065,0.1299,11.48,154,1.9
5003,train,3.8604,0.2624,0.0375,0.1063,13.23,160,4.7
5004,train,3.2915,0.3381,0.0570,0.4367,8.06,158,1.1
5005,train,3.4513,0.3504,0.0245,0.1779,14.54,163,2.9
5006,train,3.7136,0.2779,0.0126,0.0629,17.75,159,4.8
5007,train,3.1790,0.3796,0.1242,0.5342,6.72,161,1.6
5008,train,3.4165,0.3121,0.0131,0.3137,8.27,153,2.8
5009,train,3.5743,0.4356,0.1373,0.4379,8.64,153,1.8
5010,train,5.1774,0.2767,0.0000,0.0063,13.37,160,0.7
5011,train,3.9171,0.3379,0.0143,0.0429,19.10,140,1.7
5012,train,3.8559,0.2871,0.0185,0.1358,14.21,162,2.0
5013,train,4.3274,0.2550,0.0063,0.0943,13.41,159,1.5
5014,train,3.9813,0.2740,0.0000,0.0497,16.46,161,3.7
5015,train,4.3310,0.2719,0.0000,0.0062,22.84,162,1.7
5016,train,3.6697,0.2084,0.0242,0.1758,13.30,165,0.9
5017,train,4.7128,0.3861,0.0000,0.0061,16.97,163,1.8
5018,train,4.6480,0.3103,0.0063,0.0250,25.76,160,1.2
5019,train,4.1270,0.3254,0.0199,0.0927,11.73,151,0.6
5020,train,nan,1.2341,nan,nan,nan,0,4.1
5021,train,4.3768,0.3107,0.0000,0.0000,41.13,162,1.2
5022,train,nan,0.8157,nan,nan,nan,0,3.0
5023,train,3.9154,0.2945,0.0000,0.0000,35.55,160,4.4
5024,train,3.8202,0.4117,0.0000,0.0127,23.82,158,1.5
5025,train,nan,1.5752,nan,nan,nan,0,1.3
5026,train,nan,1.0876,nan,nan,nan,0,1.4
5027,train,3.7333,0.2851,0.0062,0.0373,28.16,161,3.2
5028,train,3.4891,0.3700,0.0802,0.3827,7.50,162,1.7
5029,train,3.3626,0.2669,0.0331,0.3046,10.23,151,3.4
5030,train,nan,0.9470,nan,nan,nan,0,0.8
5031,train,4.4040,0.3752,0.0195,0.1364,15.56,154,1.3
5032,train,nan,1.8220,nan,nan,nan,0,2.4
5033,train,3.4636,0.3544,0.0292,0.0803,21.48,137,2.6
5034,train,3.4221,0.2625,0.0920,0.2638,19.68,163,1.7
5035,train,3.5949,0.3059,0.0250,0.1875,11.33,160,3.0
5036,train,4.1775,0.2890,0.0000,0.0000,26.77,151,1.1
5037,train,3.3809,0.2681,0.0312,0.1437,14.76,160,1.2
5038,train,3.5893,0.2763,0.0063,0.0250,18.73,160,3.4
5039,train,3.3787,0.3099,0.1358,0.6173,7.13,162,3.2
5040,train,3.9516,0.4049,0.0066,0.0197,29.34,152,2.2
5041,train,5.3446,0.2544,0.0000,0.0000,27.51,162,0.5
5042,train,4.1404,0.3237,0.0375,0.1938,11.99,160,0.6
5043,train,6.0123,0.4643,0.0000,0.0000,32.37,149,0.5
5044,train,3.7720,0.3190,0.0318,0.1975,15.19,157,1.1
5045,train,nan,2.3616,nan,nan,nan,0,3.0
5046,train,4.0673,0.3690,0.0208,0.1250,19.67,144,1.4
5047,train,3.8589,0.3083,0.0128,0.2115,11.24,156,4.4
5048,train,3.8613,0.2847,0.0062,0.1111,11.90,162,1.2
5049,train,3.6276,0.4461,0.0994,0.2484,16.98,161,2.8
5050,train,3.6406,0.3946,0.0062,0.1481,11.44,162,3.3
5051,train,nan,1.0456,nan,nan,nan,0,2.7
5052,train,4.6558,0.2958,0.0000,0.0000,33.60,157,3.4
5053,train,nan,1.2776,nan,nan,nan,0,0.9
5054,train,4.3554,0.4502,0.0000,0.0000,23.54,160,3.3
5055,train,3.8247,0.3627,0.0370,0.2160,8.21,162,4.6
5056,train,3.7678,0.3086,0.0255,0.1720,14.26,157,0.9
5057,train,4.4900,0.3355,0.0000,0.0066,26.06,152,3.0
5058,train,3.6906,0.2810,0.0260,0.1623,9.97,154,0.7
5059,train,5.2104,0.2844,0.0000,0.0000,27.77,160,2.1
5060,train,4.7992,0.3476,0.0000,0.0000,25.19,154,4.8
5061,train,4.2086,0.3317,0.0000,0.0183,29.82,164,2.0
5062,train,3.5737,0.3027,0.0064,0.0637,19.64,157,2.9
5063,train,3.7825,0.4250,0.0625,0.3313,13.53,160,2.3
5064,train,3.4722,0.3713,0.0710,0.3742,8.89,155,4.6
5065,train,4.4635,0.3188,0.0000,0.0200,30.02,150,1.1
5066,train,4.6640,0.4644,0.0000,0.0000,39.57,161,0.8
5067,train,3.9063,0.3797,0.0063,0.1187,17.55,160,1.2
5068,train,3.4188,0.2923,0.1321,0.4654,10.78,159,0.8
5069,train,4.7367,0.3659,0.0253,0.1456,13.30,158,1.2
5070,train,4.1431,0.3021,0.0370,0.0864,18.57,162,0.5
5071,train,nan,0.9294,nan,nan,nan,0,0.7
5072,train,3.9116,0.3163,0.0197,0.1316,13.53,152,1.4
5073,train,4.1119,0.4173,0.0127,0.0823,18.29,158,1.4
5074,train,3.7880,0.2933,0.0065,0.0654,12.69,153,2.5
5075,train,4.2050,0.3482,0.0000,0.0063,18.85,159,1.7
5076,train,3.5917,0.3179,0.1076,0.5570,7.19,158,0.8
5077,train,4.4594,0.3637,0.0000,0.0061,20.67,163,1.8
5078,train,3.9651,0.3248,0.0065,0.0258,21.34,155,2.0
5079,train,3.5426,0.3430,0.1258,0.3270,8.53,159,0.8
5080,train,3.7128,0.2915,0.0608,0.2770,14.71,148,1.4
5081,train,4.6948,0.3773,0.0000,0.0000,25.41,157,3.9
5082,train,nan,2.1461,nan,nan,nan,0,1.1
5083,train,nan,2.2926,nan,nan,nan,0,4.3
5084,train,4.0518,0.4475,0.0000,0.0063,36.29,159,3.1
5085,train,4.2907,0.3180,0.0494,0.1790,9.26,162,1.9
5086,train,4.2715,0.3297,0.0065,0.0588,23.74,153,1.8
5087,train,nan,1.9433,nan,nan,nan,0,2.1
5088,train,4.4923,0.2350,0.0000,0.0491,21.89,163,1.0
5089,train,3.9099,0.3747,0.0131,0.0915,16.07,153,1.3
5090,train,4.6158,0.3619,0.0063,0.0375,18.92,160,1.2
5091,train,3.3804,0.2725,0.0549,0.2500,11.21,164,3.2
5092,train,3.4765,0.2927,0.1419,0.4527,9.45,148,2.0
5093,train,4.5614,0.3532,0.0000,0.0067,15.91,149,2.3
5094,train,nan,1.1889,nan,nan,nan,0,3.5
5095,train,3.4754,0.2688,0.0617,0.2778,10.76,162,1.8
5096,train,3.1757,0.3146,0.1307,0.6405,5.59,153,1.1
5097,train,nan,1.3272,nan,nan,nan,0,1.6
5098,train,3.8263,0.3358,0.0688,0.3125,7.65,160,1.9
5099,train,3.6103,0.3032,0.0062,0.1111,14.70,162,1.9
5100,train,3.6611,0.2916,0.1146,0.3694,7.95,157,3.9
5101,train,3.3243,0.2433,0.0184,0.1534,11.26,163,3.2
5102,train,3.9198,0.3127,0.0380,0.2785,9.12,158,1.1
5103,train,nan,1.3693,nan,nan,nan,0,2.2
5104,train,3.8562,0.3331,0.0000,0.0336,17.14,149,1.2
5105,train,4.0728,0.3924,0.0370,0.0926,14.70,162,1.0
5106,train,4.0033,0.2045,0.0188,0.1000,18.31,160,2.8
5107,train,5.0519,0.5006,0.0127,0.0446,19.80,157,0.5
5108,train,4.5119,0.4509,0.0000,0.0500,8.93,160,1.6
5109,train,4.4677,0.2618,0.0000,0.0331,23.06,151,1.7
5110,train,3.4035,0.2580,0.0437,0.2500,12.49,160,4.6
5111,train,4.0031,0.3358,0.0377,0.2516,9.51,159,0.5
5112,train,3.7044,0.3155,0.0437,0.1813,13.59,160,1.1
5113,train,3.6501,0.3348,0.0122,0.1524,14.03,164,2.2
5114,train,3.0204,0.3154,0.1382,0.6711,5.86,152,1.1
5115,train,3.5725,0.2656,0.0127,0.0892,13.65,157,1.2
5116,train,4.1458,0.3793,0.0000,0.0199,30.54,151,0.5
5117,train,4.6510,0.3373,0.0000,0.0063,12.90,160,2.3
5118,train,3.9053,0.2956,0.0875,0.2750,7.28,160,4.5
5119,train,3.6392,0.3673,0.0694,0.3958,7.32,144,4.5
5120,train,3.6449,0.2975,0.0000,0.0067,26.44,150,2.9
5121,train,3.8075,0.3054,0.0066,0.1513,14.01,152,0.6
5122,train,4.3899,0.2960,0.0000,0.0000,33.36,152,2.3
5123,train,3.1845,0.2346,0.1553,0.5031,5.29,161,4.4
5124,train,nan,1.1123,nan,nan,nan,0,1.1
5125,train,3.4984,0.2839,0.0625,0.2625,10.17,160,3.2
5126,train,4.1198,0.3334,0.0066,0.0728,18.95,151,1.0
5127,train,4.3047,0.2710,0.0000,0.0000,25.70,149,2.3
5128,train,3.7762,0.2760,0.0250,0.2688,8.84,160,1.2
5129,train,3.2915,0.3082,0.0513,0.4487,7.66,156,4.0
5130,train,3.6950,0.2675,0.0066,0.1513,12.77,152,0.9
5131,train,3.2139,0.5345,0.0949,0.4747,5.93,158,1.7
5132,train,3.5666,0.2573,0.0127,0.0316,24.09,158,1.5
5133,train,4.5290,0.2492,0.0000,0.0247,24.84,162,1.1
5134,train,3.2199,0.3756,0.0789,0.4211,9.15,152,0.8
5135,train,nan,1.1540,nan,nan,nan,0,0.6
5136,train,3.1727,0.3507,0.0679,0.4259,7.66,162,2.6
5137,train,4.3987,0.4301,0.0065,0.0258,20.97,155,2.9
5138,train,4.3939,0.2572,0.0000,0.0000,31.56,161,4.2
5139,train,4.6049,0.2737,0.0000,0.0435,29.46,161,1.3
5140,train,4.5570,0.4390,0.0000,0.0000,18.05,160,2.2
5141,train,3.7030,0.2741,0.0126,0.0881,22.43,159,3.5
5142,train,4.2526,0.3212,0.0000,0.0062,17.47,161,4.7
5143,train,4.3056,0.3073,0.0000,0.0000,24.89,150,1.1
5144,train,4.8007,0.2797,0.0000,0.0000,29.03,154,0.7
5145,train,3.6331,0.2873,0.0135,0.1216,23.17,148,4.5
5146,train,nan,1.3345,nan,nan,nan,0,0.8
5147,train,4.5952,0.3226,0.0000,0.0000,20.18,150,2.6
5148,train,3.3048,0.3947,0.0710,0.3742,8.36,155,1.8
5149,train,3.7975,0.2772,0.0252,0.1447,15.95,159,1.8
5150,train,3.6954,0.2494,0.0189,0.1509,10.62,159,0.9
5151,train,3.8094,0.3826,0.0132,0.1457,12.91,151,3.1
5152,train,4.2406,0.4655,0.0000,0.0000,28.98,155,1.1
5153,train,3.6752,0.3297,0.0446,0.2930,15.83,157,2.6
5154,train,4.4192,0.3026,0.0127,0.0637,20.06,157,1.2
5155,train,4.7332,0.2906,0.0000,0.0000,18.21,160,2.2
5156,train,3.9475,0.3710,0.0073,0.0730,21.77,137,3.5
5157,train,nan,1.4059,nan,nan,nan,0,1.9
5158,train,4.4044,0.3681,0.0124,0.0621,22.94,161,1.8
5159,train,4.1679,0.2149,0.0000,0.0556,13.50,162,2.0
5160,train,5.3973,0.2854,0.0000,0.0000,24.01,151,1.8
5161,train,4.0970,0.2667,0.0377,0.1635,11.09,159,0.9
5162,train,3.6849,0.2932,0.0938,0.3250,12.28,160,2.2
5163,train,4.2997,0.3391,0.0000,0.0191,15.57,157,1.2
5164,train,nan,2.1476,nan,nan,nan,0,1.8
5165,train,3.8027,0.2814,0.0000,0.0247,15.38,162,1.2
5166,train,4.1717,0.3915,0.0263,0.1776,13.68,152,0.6
5167,train,3.3579,0.2640,0.1605,0.5926,5.64,162,1.2
5168,train,3.4807,0.2921,0.0123,0.1227,13.93,163,2.3
5169,train,4.5130,0.3416,0.0000,0.0000,21.79,154,2.1
5170,train,nan,2.0872,nan,nan,nan,0,0.8
5171,train,nan,2.2011,nan,nan,nan,0,1.8
5172,train,4.2400,0.2582,0.0970,0.2303,9.25,165,2.2
5173,train,4.4981,0.3822,0.0000,0.0185,22.00,162,3.0
5174,train,4.4176,0.4938,0.0144,0.0719,22.17,139,1.8
5175,train,3.8665,0.3005,0.0000,0.0125,16.11,160,4.1
5176,train,nan,1.1336,nan,nan,nan,0,3.2
5177,train,5.1118,0.2960,0.0000,0.0000,46.61,162,1.7
5178,train,nan,1.1228,nan,nan,nan,0,0.9
5179,train,3.9505,0.4100,0.1296,0.4383,18.82,162,2.9
5180,train,3.1390,0.3055,0.1111,0.4510,9.18,153,2.4
5181,train,4.1943,0.4788,0.0000,0.0205,31.99,146,2.7
5182,train,5.3037,0.3845,0.0000,0.0253,22.69,158,1.1
5183,train,3.7509,0.3399,0.0000,0.1083,12.32,157,1.8
5184,train,3.4384,0.3735,0.0066,0.0530,27.21,151,2.3
5185,train,3.4481,0.3196,0.0519,0.1883,21.48,154,4.1
5186,train,3.5329,0.4437,0.0063,0.2138,9.85,159,1.2
5187,train,5.3842,0.3008,0.0000,0.0063,20.87,159,0.8
5188,train,3.3355,0.5241,0.0750,0.4750,10.10,160,2.3
5189,train,nan,0.9580,nan,nan,nan,0,3.8
5190,train,4.5466,0.2643,0.0000,0.0000,33.36,159,3.6
5191,train,4.1112,0.5512,0.0000,0.0192,10.72,156,2.1
5192,train,3.6013,0.3938,0.0683,0.3416,10.60,161,2.0
5193,train,3.2633,0.3514,0.0411,0.2740,15.82,146,1.7
5194,train,nan,1.5427,nan,nan,nan,0,1.8
5195,train,3.4410,0.3576,0.0513,0.3974,8.43,156,1.8
5196,train,4.0101,0.3888,0.0000,0.0000,35.17,163,0.7
5197,train,4.2493,0.2511,0.0063,0.0875,14.40,160,1.1
5198,train,3.7718,0.4327,0.0494,0.1667,10.19,162,0.6
5199,train,3.0655,0.3330,0.2384,0.5960,7.87,151,1.6
5200,train,4.1251,0.5804,0.0000,0.0191,26.17,157,2.7
5200,val,4.0974,,0.0328,0.1462,17.11,6954,38.1
5201,train,5.4962,0.2827,0.0063,0.0126,17.26,159,0.9
5202,train,nan,1.7444,nan,nan,nan,0,1.1
5203,train,3.5521,0.3046,0.0688,0.2812,14.13,160,0.6
5204,train,4.3241,0.2675,0.0000,0.0000,40.67,154,3.2
5205,train,3.8358,0.3062,0.0195,0.1558,16.04,154,0.9
5206,train,3.5711,0.3765,0.0377,0.2138,12.93,159,1.0
5207,train,4.9616,0.3322,0.0188,0.0688,21.78,160,1.0
5208,train,3.7383,0.3324,0.0126,0.0566,12.51,159,1.2
5209,train,3.5406,0.3444,0.1656,0.4204,9.20,157,1.7
5210,train,4.1755,0.4903,0.0417,0.1667,18.53,144,1.1
5211,train,3.0648,0.2548,0.1515,0.4970,10.50,165,1.2
5212,train,3.5793,0.3999,0.0629,0.3522,9.26,159,1.0
5213,train,4.1733,0.4190,0.0063,0.0250,14.92,160,1.8
5214,train,nan,1.1967,nan,nan,nan,0,2.6
5215,train,3.7613,0.2735,0.0253,0.2342,10.92,158,1.8
